# ACTS Test Suite Generation: Sat Sep 26 20:39:43 EEST 2020
#  '*' represents don't care value 
# Degree of interaction coverage: 2
# Number of parameters: 4
# Maximum number of values per parameter: 173
# Number of configurations: 21815
mbap_transaction,mbap_protocol,mbap_len,mbap_slave
1025,259,264,16
1025,260,265,18
1025,261,1021,20
1025,507,1022,31
1025,508,1023,34
1025,509,1024,35
1025,510,1025,37
1025,511,1026,59
1025,512,1027,60
1025,513,1458,61
1025,514,1459,62
1025,515,1460,64
1025,516,1461,66
1025,517,1462,67
1025,1019,2045,68
1025,1021,2046,124
1025,1022,2047,126
1025,1023,2048,17
1025,1024,2049,21
1025,1025,2050,29
1025,1026,2051,14
1025,1027,2052,3
1025,1028,4092,65
1025,1029,4093,14
1025,2041,4094,6
1025,2042,4095,36
1025,2043,4096,0
1025,2044,4097,10
1025,2045,4098,4
1025,2046,4099,20
1025,2047,8190,20
1025,2048,8191,123
1025,2049,8192,59
1025,2050,8193,252
1025,2051,8194,69
1025,2052,8195,127
1025,4091,32764,64
1025,4092,32765,27
1025,4093,32766,125
1025,4094,32767,31
1025,4095,32768,6
1025,4096,32769,128
1025,4097,32770,7
1025,4098,32771,125
1025,4099,32772,3
1025,4100,32773,21
1025,4101,65530,7
1025,8187,65531,30
1025,8188,65532,12
1025,8189,65533,255
1025,8190,65534,126
1025,8191,65535,255
1025,8192,0,29
1025,8193,1,33
1025,8194,2,63
1025,8195,3,133
1025,8196,4,13
1025,8197,5,27
1025,16379,6,11
1025,16380,7,36
1025,16381,8,11
1025,16382,9,4
1025,16383,10,27
1025,16384,11,253
1025,16385,12,130
1025,16386,13,33
1025,16387,14,127
1025,16388,15,61
1025,16389,16,67
1025,32763,32,35
1025,32764,64,127
1025,32765,124,126
1025,32766,125,9
1025,32767,126,9
1025,32768,127,0
1025,32769,128,60
1025,32770,129,130
1025,32771,251,35
1025,32772,252,67
1025,32773,253,2
1025,65280,254,15
1025,65530,255,20
1025,65531,256,126
1025,65532,257,255
1025,65533,258,66
1025,65534,259,62
1025,65535,260,4
1026,0,261,36
1026,1,262,130
1026,2,263,133
1026,3,264,3
1026,4,265,4
1026,5,1021,6
1026,6,1022,7
1026,7,1023,9
1026,8,1024,10
1026,9,1025,11
1026,10,1026,13
1026,31,1027,19
1026,32,1458,27
1026,33,1459,28
1026,34,1460,30
1026,61,1461,32
1026,62,1462,33
1026,63,2045,63
1026,64,2046,65
1026,65,2047,69
1026,66,2048,123
1026,67,2049,125
1026,68,2050,127
1026,69,2051,128
1026,125,2052,129
1026,126,4092,131
1026,127,4093,132
1026,128,4094,251
1026,129,4095,252
1026,130,4096,253
1026,131,4097,254
1026,251,4098,255
1026,252,4099,0
1026,253,8190,1
1026,254,8191,2
1026,255,8192,5
1026,256,8193,8
1026,257,8194,12
1026,258,8195,15
1026,259,32764,16
1026,260,32765,18
1026,261,32766,20
1026,507,32767,31
1026,508,32768,34
1026,509,32769,35
1026,510,32770,37
1026,511,32771,59
1026,512,32772,60
1026,513,32773,61
1026,514,65530,62
1026,515,65531,64
1026,516,65532,66
1026,517,65533,67
1026,1019,65534,68
1026,1021,65535,124
1026,1022,0,126
1026,1023,1,17
1026,1024,2,21
1026,1025,3,29
1026,1026,4,14
1026,1027,5,31
1026,1028,6,30
1026,1029,7,33
1026,2041,8,2
1026,2042,9,11
1026,2043,10,8
1026,2044,11,37
1026,2045,12,30
1026,2046,13,130
1026,2047,14,36
1026,2048,15,2
1026,2049,16,11
1026,2050,32,2
1026,2051,64,18
1026,2052,124,14
1026,4091,125,131
1026,4092,126,130
1026,4093,127,7
1026,4094,128,61
1026,4095,129,69
1026,4096,251,129
1026,4097,252,3
1026,4098,253,4
1026,4099,254,6
1026,4100,255,68
1026,4101,256,132
1026,8187,257,127
1026,8188,258,129
1026,8189,259,21
1026,8190,260,61
1026,8191,261,132
1026,8192,262,129
1026,8193,263,5
1026,8194,264,35
1026,8195,265,7
1026,8196,1021,60
1026,8197,1022,6
1026,16379,1023,32
1026,16380,1024,14
1026,16381,1025,128
1026,16382,1026,35
1026,16383,1027,30
1026,16384,1458,21
1026,16385,1459,36
1026,16386,1460,8
1026,16387,1461,9
1026,16388,1462,18
1026,16389,2045,31
1026,32763,2046,16
1026,32764,2047,131
1026,32765,2048,4
1026,32766,2049,66
1026,32767,2050,12
1026,32768,2051,17
1026,32769,2052,251
1026,32770,4092,27
1026,32771,4093,17
1026,32772,4094,28
1026,32773,4095,252
1026,65280,4096,12
1026,65530,4097,21
1026,65531,4098,12
1026,65532,4099,21
1026,65533,8190,8
1026,65534,8191,9
1026,65535,8192,0
1027,0,8193,36
1027,1,8194,130
1027,2,8195,133
1027,3,32764,3
1027,4,32765,4
1027,5,32766,6
1027,6,32767,7
1027,7,32768,9
1027,8,32769,10
1027,9,32770,11
1027,10,32771,13
1027,31,32772,19
1027,32,32773,27
1027,33,65530,28
1027,34,65531,30
1027,61,65532,32
1027,62,65533,33
1027,63,65534,63
1027,64,65535,65
1027,65,0,69
1027,66,1,123
1027,67,2,125
1027,68,3,127
1027,69,4,128
1027,125,5,129
1027,126,6,131
1027,127,7,132
1027,128,8,251
1027,129,9,252
1027,130,10,253
1027,131,11,254
1027,251,12,255
1027,252,13,0
1027,253,14,1
1027,254,15,2
1027,255,16,5
1027,256,32,8
1027,257,64,12
1027,258,124,15
1027,259,125,16
1027,260,126,18
1027,261,127,20
1027,507,128,31
1027,508,129,34
1027,509,251,35
1027,510,252,37
1027,511,253,59
1027,512,254,60
1027,513,255,61
1027,514,256,62
1027,515,257,64
1027,516,258,66
1027,517,259,67
1027,1019,260,68
1027,1021,261,124
1027,1022,262,126
1027,1023,263,17
1027,1024,264,21
1027,1025,265,29
1027,1026,1021,14
1027,1027,1022,11
1027,1028,1023,128
1027,1029,1024,251
1027,2041,1025,126
1027,2042,1026,35
1027,2043,1027,18
1027,2044,1458,254
1027,2045,1459,9
1027,2046,1460,6
1027,2047,1461,1
1027,2048,1462,6
1027,2049,2045,28
1027,2050,2046,18
1027,2051,2047,34
1027,2052,2048,252
1027,4091,2049,66
1027,4092,2050,32
1027,4093,2051,15
1027,4094,2052,254
1027,4095,4092,12
1027,4096,4093,255
1027,4097,4094,33
1027,4098,4095,15
1027,4099,4096,254
1027,4100,4097,65
1027,4101,4098,60
1027,8187,4099,60
1027,8188,8190,128
1027,8189,8191,60
1027,8190,8192,64
1027,8191,8193,34
1027,8192,8194,65
1027,8193,8195,126
1027,8194,32764,21
1027,8195,32765,15
1027,8196,32766,5
1027,8197,32767,35
1027,16379,32768,255
1027,16380,32769,130
1027,16381,32770,28
1027,16382,32771,37
1027,16383,32772,131
1027,16384,32773,62
1027,16385,65530,12
1027,16386,65531,129
1027,16387,65532,130
1027,16388,65533,5
1027,16389,65534,11
1027,32763,65535,67
1027,32764,0,132
1027,32765,1,131
1027,32766,2,27
1027,32767,3,20
1027,32768,4,60
1027,32769,5,0
1027,32770,6,37
1027,32771,7,1
1027,32772,8,130
1027,32773,9,5
1027,65280,10,254
1027,65530,11,21
1027,65531,12,66
1027,65532,13,6
1027,65533,14,19
1027,65534,15,251
1027,65535,16,10
1028,0,64,36
1028,1,124,130
1028,2,125,133
1028,3,126,3
1028,4,127,4
1028,5,128,6
1028,6,129,7
1028,7,251,9
1028,8,252,10
1028,9,253,11
1028,10,254,13
1028,31,255,19
1028,32,256,27
1028,33,257,28
1028,34,258,30
1028,61,259,32
1028,62,260,33
1028,63,261,63
1028,64,262,65
1028,65,263,69
1028,66,264,123
1028,67,265,125
1028,68,1021,127
1028,69,1022,128
1028,125,1023,129
1028,126,1024,131
1028,127,1025,132
1028,128,1026,251
1028,129,1027,252
1028,130,1458,253
1028,131,1459,254
1028,251,1460,255
1028,252,1461,0
1028,253,1462,1
1028,254,2045,2
1028,255,2046,5
1028,256,2047,8
1028,257,2048,12
1028,258,2049,15
1028,259,2050,16
1028,260,2051,18
1028,261,2052,20
1028,507,4092,31
1028,508,4093,34
1028,509,4094,35
1028,510,4095,37
1028,511,4096,59
1028,512,4097,60
1028,513,4098,61
1028,514,4099,62
1028,515,8190,64
1028,516,8191,66
1028,517,8192,67
1028,1019,8193,68
1028,1021,8194,124
1028,1022,8195,126
1028,1023,32764,17
1028,1024,32765,21
1028,1025,32766,29
1028,1026,32767,14
1028,1027,32768,67
1028,1028,32769,62
1028,1029,32770,59
1028,2041,32771,9
1028,2042,32772,13
1028,2043,32773,129
1028,2044,65530,20
1028,2045,65531,252
1028,2046,65532,17
1028,2047,65533,61
1028,2048,65534,30
1028,2049,65535,125
1028,2050,0,67
1028,2051,1,253
1028,2052,2,132
1028,4091,3,17
1028,4092,4,126
1028,4093,5,36
1028,4094,6,21
1028,4095,7,60
1028,4096,8,9
1028,4097,9,10
1028,4098,10,32
1028,4099,11,69
1028,4100,12,125
1028,4101,13,12
1028,8187,14,129
1028,8188,15,30
1028,8189,16,68
1028,8190,32,123
1028,8191,64,4
1028,8192,124,14
1028,8193,125,68
1028,8194,126,59
1028,8195,127,11
1028,8196,128,252
1028,8197,129,1
1028,16379,251,131
1028,16380,252,132
1028,16381,253,63
1028,16382,254,64
1028,16383,255,128
1028,16384,256,132
1028,16385,257,14
1028,16386,258,36
1028,16387,259,133
1028,16388,260,251
1028,16389,261,7
1028,32763,262,130
1028,32764,263,0
1028,32765,264,66
1028,32766,265,21
1028,32767,1021,127
1028,32768,1022,13
1028,32769,1023,37
1028,32770,1024,65
1028,32771,1025,37
1028,32772,1026,255
1028,32773,1027,124
1028,65280,1458,64
1028,65530,1459,3
1028,65531,1460,35
1028,65532,1461,5
1028,65533,1462,7
1028,65534,2045,129
1028,65535,2046,11
1029,0,2047,36
1029,1,2048,130
1029,2,2049,133
1029,3,2050,3
1029,4,2051,4
1029,5,2052,6
1029,6,4092,7
1029,7,4093,9
1029,8,4094,10
1029,9,4095,11
1029,10,4096,13
1029,31,4097,19
1029,32,4098,27
1029,33,4099,28
1029,34,8190,30
1029,61,8191,32
1029,62,8192,33
1029,63,8193,63
1029,64,8194,65
1029,65,8195,69
1029,66,32764,123
1029,67,32765,125
1029,68,32766,127
1029,69,32767,128
1029,125,32768,129
1029,126,32769,131
1029,127,32770,132
1029,128,32771,251
1029,129,32772,252
1029,130,32773,253
1029,131,65530,254
1029,251,65531,255
1029,252,65532,0
1029,253,65533,1
1029,254,65534,2
1029,255,65535,5
1029,256,0,8
1029,257,1,12
1029,258,2,15
1029,259,3,16
1029,260,4,18
1029,261,5,20
1029,507,6,31
1029,508,7,34
1029,509,8,35
1029,510,9,37
1029,511,10,59
1029,512,11,60
1029,513,12,61
1029,514,13,62
1029,515,14,64
1029,516,15,66
1029,517,16,67
1029,1019,32,68
1029,1021,64,124
1029,1022,124,126
1029,1023,125,17
1029,1024,126,21
1029,1025,127,29
1029,1026,128,14
1029,1027,129,19
1029,1028,251,131
1029,1029,252,6
1029,2041,253,0
1029,2042,254,65
1029,2043,255,252
1029,2044,256,14
1029,2045,257,59
1029,2046,258,12
1029,2047,259,124
1029,2048,260,28
1029,2049,261,125
1029,2050,262,16
1029,2051,263,252
1029,2052,264,62
1029,4091,265,13
1029,4092,1021,65
1029,4093,1022,60
1029,4094,1023,7
1029,4095,1024,36
1029,4096,1025,66
1029,4097,1026,17
1029,4098,1027,33
1029,4099,1458,18
1029,4100,1459,125
1029,4101,1460,19
1029,8187,1461,7
1029,8188,1462,1
1029,8189,2045,35
1029,8190,2046,21
1029,8191,2047,8
1029,8192,2048,28
1029,8193,2049,32
1029,8194,2050,20
1029,8195,2051,15
1029,8196,2052,129
1029,8197,4092,11
1029,16379,4093,20
1029,16380,4094,64
1029,16381,4095,29
1029,16382,4096,62
1029,16383,4097,63
1029,16384,4098,30
1029,16385,4099,133
1029,16386,8190,126
1029,16387,8191,61
1029,16388,8192,128
1029,16389,8193,124
1029,32763,8194,66
1029,32764,8195,15
1029,32765,32764,59
1029,32766,32765,27
1029,32767,32766,20
1029,32768,32767,69
1029,32769,32768,59
1029,32770,32769,124
1029,32771,32770,253
1029,32772,32771,33
1029,32773,32772,62
1029,65280,32773,124
1029,65530,65530,66
1029,65531,65531,64
1029,65532,65532,253
1029,65533,65533,131
1029,65534,65534,13
1029,65535,65535,2
2000,0,0,36
2000,1,1,130
2000,2,2,133
2000,3,3,3
2000,4,4,4
2000,5,5,6
2000,6,6,7
2000,7,7,9
2000,8,8,10
2000,9,9,11
2000,10,10,13
2000,31,11,19
2000,32,12,27
2000,33,13,28
2000,34,14,30
2000,61,15,32
2000,62,16,33
2000,63,32,63
2000,64,64,65
2000,65,124,69
2000,66,125,123
2000,67,126,125
2000,68,127,127
2000,69,128,128
2000,125,129,129
2000,126,251,131
2000,127,252,132
2000,128,253,251
2000,129,254,252
2000,130,255,253
2000,131,256,254
2000,251,257,255
2000,252,258,0
2000,253,259,1
2000,254,260,2
2000,255,261,5
2000,256,262,8
2000,257,263,12
2000,258,264,15
2000,259,265,16
2000,260,1021,18
2000,261,1022,20
2000,507,1023,31
2000,508,1024,34
2000,509,1025,35
2000,510,1026,37
2000,511,1027,59
2000,512,1458,60
2000,513,1459,61
2000,514,1460,62
2000,515,1461,64
2000,516,1462,66
2000,517,2045,67
2000,1019,2046,68
2000,1021,2047,124
2000,1022,2048,126
2000,1023,2049,17
2000,1024,2050,21
2000,1025,2051,29
2000,1026,2052,14
2000,1027,4092,10
2000,1028,4093,130
2000,1029,4094,8
2000,2041,4095,63
2000,2042,4096,254
2000,2043,4097,6
2000,2044,4098,130
2000,2045,4099,255
2000,2046,8190,60
2000,2047,8191,123
2000,2048,8192,63
2000,2049,8193,8
2000,2050,8194,65
2000,2051,8195,66
2000,2052,32764,124
2000,4091,32765,60
2000,4092,32766,27
2000,4093,32767,13
2000,4094,32768,0
2000,4095,32769,21
2000,4096,32770,62
2000,4097,32771,253
2000,4098,32772,132
2000,4099,32773,131
2000,4100,65530,59
2000,4101,65531,18
2000,8187,65532,28
2000,8188,65533,123
2000,8189,65534,5
2000,8190,65535,3
2000,8191,0,18
2000,8192,1,29
2000,8193,2,32
2000,8194,3,5
2000,8195,4,125
2000,8196,5,11
2000,8197,6,10
2000,16379,7,128
2000,16380,8,35
2000,16381,9,32
2000,16382,10,63
2000,16383,11,128
2000,16384,12,9
2000,16385,13,69
2000,16386,14,254
2000,16387,15,123
2000,16388,16,11
2000,16389,32,29
2000,32763,64,27
2000,32764,124,7
2000,32765,125,60
2000,32766,126,13
2000,32767,127,253
2000,32768,128,2
2000,32769,129,0
2000,32770,251,59
2000,32771,252,10
2000,32772,253,128
2000,32773,254,132
2000,65280,255,68
2000,65530,256,3
2000,65531,257,251
2000,65532,258,255
2000,65533,259,19
2000,65534,260,62
2000,65535,261,5
2043,0,262,36
2043,1,263,130
2043,2,264,133
2043,3,265,3
2043,4,1021,4
2043,5,1022,6
2043,6,1023,7
2043,7,1024,9
2043,8,1025,10
2043,9,1026,11
2043,10,1027,13
2043,31,1458,19
2043,32,1459,27
2043,33,1460,28
2043,34,1461,30
2043,61,1462,32
2043,62,2045,33
2043,63,2046,63
2043,64,2047,65
2043,65,2048,69
2043,66,2049,123
2043,67,2050,125
2043,68,2051,127
2043,69,2052,128
2043,125,4092,129
2043,126,4093,131
2043,127,4094,132
2043,128,4095,251
2043,129,4096,252
2043,130,4097,253
2043,131,4098,254
2043,251,4099,255
2043,252,8190,0
2043,253,8191,1
2043,254,8192,2
2043,255,8193,5
2043,256,8194,8
2043,257,8195,12
2043,258,32764,15
2043,259,32765,16
2043,260,32766,18
2043,261,32767,20
2043,507,32768,31
2043,508,32769,34
2043,509,32770,35
2043,510,32771,37
2043,511,32772,59
2043,512,32773,60
2043,513,65530,61
2043,514,65531,62
2043,515,65532,64
2043,516,65533,66
2043,517,65534,67
2043,1019,65535,68
2043,1021,0,124
2043,1022,1,126
2043,1023,2,17
2043,1024,3,21
2043,1025,4,29
2043,1026,5,14
2043,1027,6,14
2043,1028,7,11
2043,1029,8,63
2043,2041,9,12
2043,2042,10,132
2043,2043,11,30
2043,2044,12,34
2043,2045,13,34
2043,2046,14,130
2043,2047,15,13
2043,2048,16,17
2043,2049,32,35
2043,2050,64,7
2043,2051,124,67
2043,2052,125,2
2043,4091,126,68
2043,4092,127,34
2043,4093,128,253
2043,4094,129,252
2043,4095,251,3
2043,4096,252,123
2043,4097,253,128
2043,4098,254,131
2043,4099,255,123
2043,4100,256,124
2043,4101,257,123
2043,8187,258,252
2043,8188,259,128
2043,8189,260,129
2043,8190,261,254
2043,8191,262,126
2043,8192,263,61
2043,8193,264,8
2043,8194,265,0
2043,8195,1021,20
2043,8196,1022,128
2043,8197,1023,127
2043,16379,1024,33
2043,16380,1025,0
2043,16381,1026,21
2043,16382,1027,62
2043,16383,1458,67
2043,16384,1459,124
2043,16385,1460,66
2043,16386,1461,7
2043,16387,1462,62
2043,16388,2045,62
2043,16389,2046,8
2043,32763,2047,60
2043,32764,2048,33
2043,32765,2049,123
2043,32766,2050,67
2043,32767,2051,36
2043,32768,2052,13
2043,32769,4092,5
2043,32770,4093,8
2043,32771,4094,66
2043,32772,4095,15
2043,32773,4096,0
2043,65280,4097,63
2043,65530,4098,4
2043,65531,4099,11
2043,65532,8190,2
2043,65533,8191,126
2043,65534,8192,18
2043,65535,8193,129
2044,0,8194,36
2044,1,8195,130
2044,2,32764,133
2044,3,32765,3
2044,4,32766,4
2044,5,32767,6
2044,6,32768,7
2044,7,32769,9
2044,8,32770,10
2044,9,32771,11
2044,10,32772,13
2044,31,32773,19
2044,32,65530,27
2044,33,65531,28
2044,34,65532,30
2044,61,65533,32
2044,62,65534,33
2044,63,65535,63
2044,64,0,65
2044,65,1,69
2044,66,2,123
2044,67,3,125
2044,68,4,127
2044,69,5,128
2044,125,6,129
2044,126,7,131
2044,127,8,132
2044,128,9,251
2044,129,10,252
2044,130,11,253
2044,131,12,254
2044,251,13,255
2044,252,14,0
2044,253,15,1
2044,254,16,2
2044,255,32,5
2044,256,64,8
2044,257,124,12
2044,258,125,15
2044,259,126,16
2044,260,127,18
2044,261,128,20
2044,507,129,31
2044,508,251,34
2044,509,252,35
2044,510,253,37
2044,511,254,59
2044,512,255,60
2044,513,256,61
2044,514,257,62
2044,515,258,64
2044,516,259,66
2044,517,260,67
2044,1019,261,68
2044,1021,262,124
2044,1022,263,126
2044,1023,264,17
2044,1024,265,21
2044,1025,1021,29
2044,1026,1022,14
2044,1027,1023,35
2044,1028,1024,16
2044,1029,1025,11
2044,2041,1026,14
2044,2042,1027,34
2044,2043,1458,130
2044,2044,1459,69
2044,2045,1460,11
2044,2046,1461,34
2044,2047,1462,125
2044,2048,2045,127
2044,2049,2046,27
2044,2050,2047,2
2044,2051,2048,255
2044,2052,2049,32
2044,4091,2050,126
2044,4092,2051,10
2044,4093,2052,61
2044,4094,4092,36
2044,4095,4093,4
2044,4096,4094,7
2044,4097,4095,9
2044,4098,4096,8
2044,4099,4097,35
2044,4100,4098,14
2044,4101,4099,31
2044,8187,8190,9
2044,8188,8191,123
2044,8189,8192,15
2044,8190,8193,5
2044,8191,8194,28
2044,8192,8195,10
2044,8193,32764,252
2044,8194,32765,27
2044,8195,32766,35
2044,8196,32767,21
2044,8197,32768,128
2044,16379,32769,0
2044,16380,32770,5
2044,16381,32771,62
2044,16382,32772,14
2044,16383,32773,130
2044,16384,65530,59
2044,16385,65531,127
2044,16386,65532,69
2044,16387,65533,2
2044,16388,65534,8
2044,16389,65535,9
2044,32763,0,67
2044,32764,1,6
2044,32765,2,63
2044,32766,3,16
2044,32767,4,63
2044,32768,5,4
2044,32769,6,127
2044,32770,7,59
2044,32771,8,61
2044,32772,9,12
2044,32773,10,16
2044,65280,11,254
2044,65530,12,132
2044,65531,13,132
2044,65532,14,12
2044,65533,15,255
2044,65534,16,2
2044,65535,32,65
2045,0,64,36
2045,1,124,130
2045,2,125,133
2045,3,126,3
2045,4,127,4
2045,5,128,6
2045,6,129,7
2045,7,251,9
2045,8,252,10
2045,9,253,11
2045,10,254,13
2045,31,255,19
2045,32,256,27
2045,33,257,28
2045,34,258,30
2045,61,259,32
2045,62,260,33
2045,63,261,63
2045,64,262,65
2045,65,263,69
2045,66,264,123
2045,67,265,125
2045,68,1021,127
2045,69,1022,128
2045,125,1023,129
2045,126,1024,131
2045,127,1025,132
2045,128,1026,251
2045,129,1027,252
2045,130,1458,253
2045,131,1459,254
2045,251,1460,255
2045,252,1461,0
2045,253,1462,1
2045,254,2045,2
2045,255,2046,5
2045,256,2047,8
2045,257,2048,12
2045,258,2049,15
2045,259,2050,16
2045,260,2051,18
2045,261,2052,20
2045,507,4092,31
2045,508,4093,34
2045,509,4094,35
2045,510,4095,37
2045,511,4096,59
2045,512,4097,60
2045,513,4098,61
2045,514,4099,62
2045,515,8190,64
2045,516,8191,66
2045,517,8192,67
2045,1019,8193,68
2045,1021,8194,124
2045,1022,8195,126
2045,1023,32764,17
2045,1024,32765,21
2045,1025,32766,29
2045,1026,32767,14
2045,1027,32768,33
2045,1028,32769,6
2045,1029,32770,31
2045,2041,32771,30
2045,2042,32772,9
2045,2043,32773,18
2045,2044,65530,20
2045,2045,65531,252
2045,2046,65532,37
2045,2047,65533,61
2045,2048,65534,11
2045,2049,65535,5
2045,2050,0,15
2045,2051,1,14
2045,2052,2,254
2045,4091,3,132
2045,4092,4,30
2045,4093,5,65
2045,4094,6,126
2045,4095,7,36
2045,4096,8,124
2045,4097,9,12
2045,4098,10,11
2045,4099,11,37
2045,4100,12,61
2045,4101,13,59
2045,8187,14,12
2045,8188,15,29
2045,8189,16,61
2045,8190,32,67
2045,8191,32772,35
2045,8192,65533,0
2045,8193,263,62
2045,8194,125,62
2045,8195,8195,30
2045,8196,12,14
2045,8197,32764,69
2045,16379,1458,14
2045,16380,1,5
2045,16381,1,31
2045,16382,253,0
2045,16383,6,16
2045,16384,32769,35
2045,16385,257,0
2045,16386,127,123
2045,16387,1027,30
2045,16388,5,3
2045,16389,8195,20
2045,32763,2046,68
2045,32764,8194,65
2045,32765,1025,123
2045,32766,0,33
2045,32767,251,68
2045,32768,2048,13
2045,32769,5,13
2045,32770,9,30
2045,32771,65535,253
2045,32772,4,123
2045,32773,1025,59
2045,65280,2052,128
2045,65530,32768,6
2045,65531,1,34
2045,65532,1458,28
2045,65533,2045,130
2045,65534,1460,29
2045,65535,14,13
2046,0,64,36
2046,1,124,130
2046,2,125,133
2046,3,126,3
2046,4,127,4
2046,5,128,6
2046,6,129,7
2046,7,251,9
2046,8,252,10
2046,9,253,11
2046,10,254,13
2046,31,255,19
2046,32,256,27
2046,33,257,28
2046,34,258,30
2046,61,259,32
2046,62,260,33
2046,63,261,63
2046,64,262,65
2046,65,263,69
2046,66,264,123
2046,67,265,125
2046,68,1021,127
2046,69,1022,128
2046,125,1023,129
2046,126,1024,131
2046,127,1025,132
2046,128,1026,251
2046,129,1027,252
2046,130,1458,253
2046,131,1459,254
2046,251,1460,255
2046,252,1461,0
2046,253,1462,1
2046,254,2045,2
2046,255,2046,5
2046,256,2047,8
2046,257,2048,12
2046,258,2049,15
2046,259,2050,16
2046,260,2051,18
2046,261,2052,20
2046,507,4092,31
2046,508,4093,34
2046,509,4094,35
2046,510,4095,37
2046,511,4096,59
2046,512,4097,60
2046,513,4098,61
2046,514,4099,62
2046,515,8190,64
2046,516,8191,66
2046,517,8192,67
2046,1019,8193,68
2046,1021,8194,124
2046,1022,8195,126
2046,1023,32764,17
2046,1024,32765,21
2046,1025,32766,29
2046,1026,32767,14
2046,1027,32768,59
2046,1028,32769,127
2046,1029,32770,64
2046,2041,32771,62
2046,2042,32772,2
2046,2043,32773,17
2046,2044,65530,69
2046,2045,65531,0
2046,2046,65532,32
2046,2047,65533,133
2046,2048,65534,128
2046,2049,65535,255
2046,2050,0,124
2046,2051,1,16
2046,2052,2,133
2046,4091,3,67
2046,4092,4,18
2046,4093,5,21
2046,4094,6,5
2046,4095,7,125
2046,4096,8,16
2046,4097,9,65
2046,4098,10,67
2046,4099,11,32
2046,4100,12,35
2046,4101,13,125
2046,8187,14,31
2046,8188,15,251
2046,8189,16,253
2046,8190,32,12
2046,8191,265,253
2046,8192,2045,126
2046,8193,65532,7
2046,8194,32769,62
2046,8195,8195,133
2046,8196,7,127
2046,8197,2048,9
2046,16379,127,251
2046,16380,127,67
2046,16381,12,66
2046,16382,2050,20
2046,16383,2047,17
2046,16384,11,32
2046,16385,6,69
2046,16386,16,127
2046,16387,4093,12
2046,16388,4095,28
2046,16389,65531,5
2046,32763,10,21
2046,32764,2046,126
2046,32765,2048,62
2046,32766,1022,6
2046,32767,13,252
2046,32768,2046,12
2046,32769,4093,35
2046,32770,9,19
2046,32771,1027,10
2046,32772,5,125
2046,32773,4095,36
2046,65280,2,130
2046,65530,125,37
2046,65531,8190,14
2046,65532,32764,11
2046,65533,13,32
2046,65534,32770,34
2046,65535,12,10
2047,0,64,36
2047,1,124,130
2047,2,125,133
2047,3,126,3
2047,4,127,4
2047,5,128,6
2047,6,129,7
2047,7,251,9
2047,8,252,10
2047,9,253,11
2047,10,254,13
2047,31,255,19
2047,32,256,27
2047,33,257,28
2047,34,258,30
2047,61,259,32
2047,62,260,33
2047,63,261,63
2047,64,262,65
2047,65,263,69
2047,66,264,123
2047,67,265,125
2047,68,1021,127
2047,69,1022,128
2047,125,1023,129
2047,126,1024,131
2047,127,1025,132
2047,128,1026,251
2047,129,1027,252
2047,130,1458,253
2047,131,1459,254
2047,251,1460,255
2047,252,1461,0
2047,253,1462,1
2047,254,2045,2
2047,255,2046,5
2047,256,2047,8
2047,257,2048,12
2047,258,2049,15
2047,259,2050,16
2047,260,2051,18
2047,261,2052,20
2047,507,4092,31
2047,508,4093,34
2047,509,4094,35
2047,510,4095,37
2047,511,4096,59
2047,512,4097,60
2047,513,4098,61
2047,514,4099,62
2047,515,8190,64
2047,516,8191,66
2047,517,8192,67
2047,1019,8193,68
2047,1021,8194,124
2047,1022,8195,126
2047,1023,32764,17
2047,1024,32765,21
2047,1025,32766,29
2047,1026,32767,14
2047,1027,32768,133
2047,1028,32769,63
2047,1029,32770,252
2047,2041,32771,16
2047,2042,32772,129
2047,2043,32773,253
2047,2044,65530,64
2047,2045,65531,1
2047,2046,65532,2
2047,2047,65533,11
2047,2048,65534,59
2047,2049,65535,124
2047,2050,0,59
2047,2051,1,2
2047,2052,2,28
2047,4091,3,29
2047,4092,4,126
2047,4093,5,30
2047,4094,6,17
2047,4095,7,59
2047,4096,8,127
2047,4097,9,63
2047,4098,10,123
2047,4099,11,0
2047,4100,12,63
2047,4101,13,68
2047,8187,14,36
2047,8188,15,9
2047,8189,16,1
2047,8190,32,253
2047,8191,256,124
2047,8192,253,34
2047,8193,129,15
2047,8194,32766,61
2047,8195,32767,66
2047,8196,129,132
2047,8197,1458,19
2047,16379,1027,68
2047,16380,4094,5
2047,16381,8190,123
2047,16382,254,68
2047,16383,1025,123
2047,16384,124,128
2047,16385,32772,130
2047,16386,262,6
2047,16387,32769,32
2047,16388,1460,127
2047,16389,32770,62
2047,32763,32765,69
2047,32764,8195,128
2047,32765,32766,61
2047,32766,8,18
2047,32767,127,127
2047,32768,260,19
2047,32769,124,36
2047,32770,260,20
2047,32771,4099,1
2047,32772,4094,1
2047,32773,1026,33
2047,65280,260,64
2047,65530,260,10
2047,65531,32770,8
2047,65532,254,65
2047,65533,8193,6
2047,65534,65533,7
2047,65535,4,10
2048,0,64,36
2048,1,124,130
2048,2,125,133
2048,3,126,3
2048,4,127,4
2048,5,128,6
2048,6,129,7
2048,7,251,9
2048,8,252,10
2048,9,253,11
2048,10,254,13
2048,31,255,19
2048,32,256,27
2048,33,257,28
2048,34,258,30
2048,61,259,32
2048,62,260,33
2048,63,261,63
2048,64,262,65
2048,65,263,69
