# ACTS Test Suite Generation: Sat Sep 26 20:39:43 EEST 2020
#  '*' represents don't care value 
# Degree of interaction coverage: 2
# Number of parameters: 4
# Maximum number of values per parameter: 173
# Number of configurations: 21815
mbap_transaction,mbap_protocol,mbap_len,mbap_slave
132,8192,4097,128
132,8193,4098,252
132,8194,4099,4
132,8195,8190,14
132,8196,8191,18
132,8197,8192,21
132,16379,8193,28
132,16380,8194,29
132,16381,8195,31
132,16382,32764,17
132,16383,32765,27
132,16384,32766,35
132,16385,32767,12
132,16386,32768,255
132,16387,32769,6
132,16388,32770,61
132,16389,32771,62
132,32763,32772,3
132,32764,32773,7
132,32765,65530,9
132,32766,65531,36
132,32767,65532,13
132,32768,65533,20
132,32769,65534,21
132,32770,65535,19
132,32771,0,65
132,32772,1,125
132,32773,2,126
132,65280,3,124
132,65530,4,68
132,65531,5,69
132,65532,6,125
132,65533,7,1
132,65534,8,12
132,65535,9,253
133,0,11,254
133,1,12,5
133,2,13,6
133,3,14,64
133,4,15,66
133,5,16,67
133,6,32,68
133,7,64,123
133,8,124,251
133,9,125,252
133,10,126,2
133,31,127,4
133,32,128,0
133,33,129,8
133,34,251,32
133,61,252,37
133,62,253,65
133,63,254,131
133,64,255,132
133,65,256,255
133,66,257,1
133,67,258,3
133,68,259,10
133,69,260,13
133,125,261,14
133,126,262,126
133,127,263,127
133,128,264,130
133,129,265,253
133,130,1021,29
133,131,1022,124
133,251,1023,128
133,252,1024,7
133,253,1025,9
133,254,1026,18
133,255,1027,33
133,256,1458,34
133,257,1459,35
133,258,1460,133
133,259,1461,15
133,260,1462,16
133,261,2045,19
133,507,2046,30
133,508,2047,17
133,509,2048,69
133,510,2049,31
133,511,2050,61
133,512,2051,59
133,513,2052,11
133,514,4092,28
133,515,4093,63
133,516,4094,129
133,517,4095,60
133,1019,4096,36
133,1021,4097,62
133,1022,4098,64
133,1023,4099,20
133,1024,8190,21
133,1025,8191,12
133,1026,8192,27
133,1027,8193,251
133,1028,8194,29
133,1029,8195,31
133,2041,32764,125
133,2042,32765,126
133,2043,32766,132
133,2044,32767,19
133,2045,32768,34
133,2046,32769,65
133,2047,32770,124
133,2048,32771,128
133,2049,32772,129
133,2050,32773,2
133,2051,65530,5
133,2052,65531,0
133,4091,65532,1
133,4092,65533,2
133,4093,65534,10
133,4094,65535,36
133,4095,0,60
133,4096,1,62
133,4097,2,63
133,4098,3,64
133,4099,4,131
133,4100,5,133
133,4101,6,0
133,8187,7,4
133,8188,8,30
133,8189,9,35
133,8190,10,254
133,8191,11,3
133,8192,12,6
133,8193,13,7
133,8194,14,13
133,8195,15,15
133,8196,16,16
133,8197,32,27
133,16379,64,59
133,16380,124,253
133,16381,125,8
133,16382,126,11
133,16383,127,14
133,16384,128,17
133,16385,129,28
133,16386,251,251
133,16387,252,252
133,16388,253,37
133,16389,254,18
133,32763,255,20
133,32764,256,127
133,32765,257,128
133,32766,258,129
133,32767,259,130
133,32768,260,61
133,32769,261,62
133,32770,262,127
133,32771,263,66
133,32772,264,32
133,32773,265,33
133,65280,1021,67
133,65530,1022,255
133,65531,1023,68
133,65532,1024,5
133,65533,1025,12
133,65534,1026,37
133,65535,1027,60
200,0,1458,61
200,1,1459,66
200,2,1460,67
200,3,1461,69
200,4,1462,126
200,5,2045,133
200,6,2046,252
200,7,2047,28
200,8,2048,32
200,9,2049,68
200,10,2050,123
200,31,2051,132
200,32,2052,251
200,33,4092,2
200,34,4093,3
200,61,4094,11
200,62,4095,15
200,63,4096,59
200,64,4097,65
200,65,4098,131
200,66,4099,8
200,67,8190,10
200,68,8191,14
200,69,8192,19
200,125,8193,125
200,126,8194,254
200,127,8195,255
200,128,32764,9
200,129,32765,17
200,130,32766,27
200,131,32767,130
200,251,32768,1
200,252,32769,16
200,253,32770,30
200,254,32771,124
200,255,32772,253
200,256,32773,0
200,257,65530,13
200,258,65531,20
200,259,65532,21
200,260,65533,18
200,261,65534,29
200,507,65535,36
200,508,0,4
200,509,1,6
200,510,2,63
200,511,3,64
200,512,4,33
200,513,5,35
200,514,6,31
200,515,7,34
200,516,8,128
200,517,9,127
200,1019,10,37
200,1021,11,123
200,1022,12,129
200,1023,13,60
200,1024,14,7
200,1025,15,12
200,1026,16,62
200,1027,32,66
200,1028,64,67
200,1029,124,68
200,2041,125,252
200,2042,126,254
200,2043,127,9
200,2044,128,28
200,2045,129,63
200,2046,251,0
200,2047,252,5
200,2048,253,9
200,2049,254,18
200,2050,255,29
200,2051,256,65
200,2052,257,131
200,4091,258,11
200,4092,259,59
200,4093,260,61
200,4094,261,123
200,4095,262,133
200,4096,263,251
200,4097,264,252
200,4098,265,2
200,4099,1021,4
200,4100,1022,8
200,4101,1023,126
200,8187,1024,7
200,8188,1025,10
200,8189,1026,64
200,8190,1027,124
200,8191,1458,14
200,8192,1459,19
200,8193,1460,130
200,8194,1461,15
200,8195,1462,16
200,8196,2045,27
200,8197,2046,28
200,16379,2047,30
200,16380,2048,32
200,16381,2049,20
200,16382,2050,31
200,16383,2051,33
200,16384,2052,6
200,16385,4092,13
200,16386,4093,69
200,16387,4094,34
200,16388,4095,253
200,16389,4096,254
200,32763,4097,28
200,32764,4098,35
200,32765,4099,36
200,32766,8190,3
200,32767,8191,5
200,32768,8192,17
200,32769,8193,132
200,32770,8194,13
200,32771,8195,17
200,32772,32764,21
200,32773,32765,125
200,65280,32766,126
200,65530,32767,127
200,65531,32768,4
200,65532,32769,6
200,65533,32770,29
200,65534,32771,32
200,65535,32772,34
251,0,32773,35
251,1,65530,67
251,2,65531,128
251,3,65532,131
251,4,65533,1
251,5,65534,19
251,6,65535,33
251,7,0,36
251,8,1,61
251,9,2,62
251,10,3,255
251,31,4,15
251,32,5,31
251,33,6,37
251,34,7,59
251,61,8,68
251,62,9,130
251,63,10,253
251,64,11,0
251,65,12,8
251,66,13,16
251,67,14,64
251,68,15,123
251,69,16,132
251,125,32,2
251,126,64,7
251,127,124,10
251,128,125,124
251,129,126,125
251,130,127,129
251,131,128,133
251,251,129,251
251,252,251,32
251,253,252,27
251,254,253,29
251,255,254,9
251,256,255,30
251,257,256,12
251,258,257,21
251,259,258,14
251,260,259,20
251,261,260,65
251,507,261,66
251,508,262,18
251,509,263,60
251,510,264,252
251,511,265,11
251,512,1021,69
251,513,1022,13
251,514,1023,17
251,515,1024,63
251,516,1025,5
251,517,1026,3
251,1019,1027,34
251,1021,1458,127
251,1022,1459,6
251,1023,1460,255
251,1024,1461,126
251,1025,1462,254
251,1026,2045,4
251,1027,2046,28
251,1028,2047,37
251,1029,2048,59
251,2041,2049,60
251,2042,2050,123
251,2043,2051,255
251,2044,2052,62
251,2045,4092,1
251,2046,4093,66
251,2047,4094,125
251,2048,4095,129
251,2049,4096,132
251,2050,4097,251
251,2051,4098,253
251,2052,4099,1
251,4091,8190,64
251,4092,8191,124
251,4093,8192,0
251,4094,8193,2
251,4095,8194,3
251,4096,8195,68
251,4097,32764,130
251,4098,32765,7
251,4099,32766,9
251,4100,32767,36
251,4101,32768,128
251,8187,32769,131
251,8188,32770,35
251,8189,32771,67
251,8190,32772,10
251,8191,32773,15
251,8192,65530,11
251,8193,65531,12
251,8194,65532,14
251,8195,65533,20
251,8196,65534,133
251,8197,65535,61
251,16379,0,8
251,16380,1,16
251,16381,2,18
251,16382,3,19
251,16383,4,30
251,16384,5,21
251,16385,6,27
251,16386,7,31
251,16387,8,33
251,16388,9,62
251,16389,10,124
251,32763,11,4
251,32764,12,8
251,32765,13,11
251,32766,14,12
251,32767,15,32
251,32768,16,34
251,32769,32,35
251,32770,64,36
251,32771,124,63
251,32772,125,59
251,32773,126,67
251,65280,127,128
251,65530,128,13
251,65531,129,65
251,65532,251,68
251,65533,252,125
251,65534,253,127
251,65535,254,69
252,0,255,126
252,1,256,10
252,2,257,15
252,3,258,20
252,4,259,21
252,5,260,29
252,6,261,60
252,7,262,61
252,8,263,63
252,9,264,65
252,10,265,132
252,31,1021,33
252,32,1022,131
252,33,1023,5
252,34,1024,6
252,61,1025,129
252,62,1026,254
252,63,1027,2
252,64,1458,17
252,65,1459,1
252,66,1460,3
252,67,1461,69
252,68,1462,251
252,69,2045,253
252,125,2046,18
252,126,2047,66
252,127,2048,123
252,128,2049,0
252,129,2050,9
252,130,2051,16
252,131,2052,67
252,251,4092,133
252,252,4093,31
252,253,4094,130
252,254,4095,8
252,255,4096,255
252,256,4097,27
252,257,4098,30
252,258,4099,32
252,259,8190,37
252,260,8191,252
252,261,8192,28
252,507,8193,64
252,508,8194,19
252,509,8195,7
252,510,32764,14
252,511,32765,62
252,512,32766,124
252,513,32767,125
252,514,32768,35
252,515,32769,68
252,516,32770,69
252,517,32771,13
252,1019,32772,128
252,1021,32773,4
252,1022,65530,9
252,1023,65531,36
252,1024,65532,59
252,1025,65533,34
252,1026,65534,60
252,1027,65535,11
252,1028,0,12
252,1029,1,21
252,2041,2,29
252,2042,3,127
252,2043,4,17
252,2044,5,64
252,2045,6,65
252,2046,7,126
252,2047,8,129
252,2048,9,131
252,2049,10,133
252,2050,11,253
252,2051,12,6
252,2052,13,61
252,4091,14,123
252,4092,15,130
252,4093,16,255
252,4094,32,0
252,4095,64,1
252,4096,124,2
252,4097,125,3
252,4098,126,6
252,4099,127,7
252,4100,128,28
252,4101,129,66
252,8187,251,251
252,8188,252,3
252,8189,253,252
252,8190,254,14
252,8191,255,16
252,8192,256,29
252,8193,257,18
252,8194,258,19
252,8195,259,132
252,8196,260,10
252,8197,261,254
252,16379,262,255
252,16380,263,15
252,16381,264,27
252,16382,265,30
252,16383,1021,34
252,16384,1022,20
252,16385,1023,31
252,16386,1024,59
252,16387,1025,69
252,16388,1026,123
252,16389,1027,5
252,32763,1458,9
252,32764,1459,13
252,32765,1460,16
252,32766,1461,37
252,32767,1462,60
252,32768,2045,62
252,32769,2046,4
252,32770,2047,5
252,32771,2048,7
252,32772,2049,8
252,32773,2050,20
252,65280,2051,27
252,65530,2052,31
252,65531,4092,33
252,65532,4093,63
252,65533,4094,64
252,65534,4095,66
252,65535,4096,68
253,0,4097,127
253,1,4098,128
253,2,4099,253
253,3,8190,254
253,4,8191,37
253,5,8192,63
253,6,8193,65
253,7,8194,35
253,8,8195,130
253,9,32764,131
253,10,32765,125
253,31,32766,133
253,32,32767,1
253,33,32768,18
253,34,32769,36
253,61,32770,126
253,62,32771,21
253,63,32772,67
253,64,32773,129
253,65,65530,132
253,66,65531,33
253,67,65532,252
253,68,65533,4
253,69,65534,0
253,125,65535,10
253,126,0,12
253,127,1,2
253,128,2,7
253,129,3,15
253,130,4,64
253,131,5,3
253,251,6,13
253,252,7,251
253,253,8,19
253,254,9,28
253,255,10,17
253,256,11,61
253,257,12,255
253,258,13,11
253,259,14,27
253,260,15,60
253,261,16,5
253,507,32,14
253,508,64,8
253,509,124,30
253,510,125,123
253,511,126,32
253,512,127,34
253,513,128,66
253,514,129,29
253,515,251,124
253,516,252,9
253,517,253,16
253,1019,254,69
253,1021,255,6
253,1022,256,62
253,1023,257,68
253,1024,258,20
253,1025,259,31
253,1026,260,32
253,1027,261,35
253,1028,262,59
253,1029,263,63
253,2041,264,128
253,2042,265,132
253,2043,1021,61
253,2044,1022,67
253,2045,1023,133
253,2046,1024,251
253,2047,1025,252
253,2048,1026,17
253,2049,1027,65
253,2050,1458,127
253,2051,1459,130
253,2052,1460,132
253,4091,1461,254
253,4092,1462,125
253,4093,2045,126
253,4094,2046,1
253,4095,2047,11
253,4096,2048,37
253,4097,2049,124
253,4098,2050,130
253,4099,2051,0
253,4100,2052,3
253,4101,4092,2
253,8187,4093,14
253,8188,4094,129
253,8189,4095,131
253,8190,4096,12
253,8191,4097,18
253,8192,4098,64
253,8193,4099,19
253,8194,8190,20
253,8195,8191,21
253,8196,8192,253
253,8197,8193,0
253,16379,8194,10
253,16380,8195,14
253,16381,32764,16
253,16382,32765,33
253,16383,32766,65
253,16384,32767,15
253,16385,32768,19
253,16386,32769,60
253,16387,32770,30
253,16388,32771,124
253,16389,32772,4
253,32763,32773,5
253,32764,65530,27
253,32765,65531,34
253,32766,65532,35
253,32767,65533,36
253,32768,65534,59
253,32769,65535,61
253,32770,0,62
253,32771,1,6
253,32772,2,15
253,32773,3,21
253,65280,4,31
253,65530,5,32
253,65531,6,63
253,65532,7,67
253,65533,8,68
253,65534,9,33
253,65535,10,126
254,0,12,128
254,1,13,18
254,2,14,30
254,3,15,36
254,4,16,133
254,5,32,253
254,6,64,69
254,7,124,31
254,8,125,7
254,9,126,129
254,10,127,9
254,31,128,65
254,32,129,8
254,33,251,66
254,34,252,254
254,61,253,2
254,62,254,29
254,63,255,10
254,64,256,11
254,65,257,62
254,66,258,123
254,67,259,132
254,68,260,125
254,69,261,1
254,125,262,13
254,126,263,251
254,127,264,252
254,128,265,127
254,129,1021,131
254,130,1022,126
254,131,1023,0
254,251,1024,12
254,252,1025,33
254,253,1026,32
254,254,1027,130
254,255,1458,255
254,256,1459,28
254,257,1460,19
254,258,1461,5
254,259,1462,17
254,260,2045,27
254,261,2046,35
254,507,2047,37
254,508,2048,59
254,509,2049,16
254,510,2050,60
254,511,2051,67
254,512,2052,21
254,513,4092,20
254,514,4093,34
254,515,4094,61
254,516,4095,15
254,517,4096,63
254,1019,4097,64
254,1021,4098,68
254,1022,4099,124
254,1023,8190,3
254,1024,8191,6
254,1025,8192,14
254,1026,8193,17
254,1027,8194,4
254,1028,8195,66
254,1029,32764,69
254,2041,32765,253
254,2042,32766,37
254,2043,32767,59
254,2044,32768,60
254,2045,32769,123
254,2046,32770,125
254,2047,32771,127
254,2048,32772,132
254,2049,32773,252
254,2050,65530,255
254,2051,65531,8
254,2052,65532,9
254,4091,65533,129
254,4092,65534,251
254,4093,65535,5
254,4094,0,61
254,4095,1,128
254,4096,2,129
254,4097,3,1
254,4098,4,11
254,4099,5,254
254,4100,6,255
254,4101,7,7
254,8187,8,29
254,8188,9,64
254,8189,10,12
254,8190,11,13
254,8191,12,133
254,8192,13,12
254,8193,14,13
254,8194,15,131
254,8195,16,0
254,8196,32,1
254,8197,64,2
254,16379,124,14
254,16380,125,21
254,16381,126,32
254,16382,127,10
254,16383,128,11
254,16384,129,18
254,16385,251,37
254,16386,252,2
254,16387,253,36
254,16388,254,28
254,16389,255,33
254,32763,256,35
254,32764,257,30
254,32765,258,127
254,32766,259,128
254,32767,260,10
254,32768,261,16
254,32769,262,17
254,32770,263,18
254,32771,264,19
254,32772,265,20
254,32773,1021,30
254,65280,1022,34
254,65530,1023,67
254,65531,1024,123
254,65532,1025,65
254,65533,1026,66
254,65534,1027,68
254,65535,1458,130
255,0,1459,63
255,1,1460,126
255,2,1461,254
255,3,1462,8
255,4,2045,28
255,5,2046,69
255,6,2047,15
255,7,2048,62
255,8,2049,64
255,9,2050,124
255,10,2051,3
255,31,2052,31
255,32,4092,133
255,33,4093,34
255,34,4094,4
255,61,4095,5
255,62,4096,6
255,63,4097,7
255,64,4098,61
255,65,4099,68
255,66,8190,131
255,67,8191,253
255,68,8192,36
255,69,8193,2
255,125,8194,65
255,126,8195,125
255,127,32764,129
255,128,32765,10
255,129,32766,27
255,130,32767,9
255,131,32768,18
255,251,32769,21
255,252,32770,128
255,253,32771,252
255,254,32772,1
255,255,32773,29
255,256,65530,251
255,257,65531,0
255,258,65532,12
255,259,65533,33
255,260,65534,130
255,261,65535,255
255,507,0,11
255,508,1,127
255,509,2,19
255,510,3,13
255,511,4,14
255,512,5,17
255,513,6,30
255,514,7,59
255,515,8,123
255,516,9,125
255,517,10,35
255,1019,11,60
255,1021,12,16
255,1022,13,20
255,1023,14,32
255,1024,15,37
255,1025,16,63
255,1026,32,67
255,1027,64,132
255,1028,124,251
255,1029,125,252
255,2041,126,36
255,2042,127,66
255,2043,128,67
255,2044,129,69
255,2045,251,251
255,2046,252,253
255,2047,253,7
255,2048,254,126
255,2049,255,253
255,2050,256,4
255,2051,257,9
255,2052,258,6
255,4091,259,62
255,4092,260,254
255,4093,261,60
255,4094,262,65
255,4095,263,66
255,4096,264,133
255,4097,265,5
255,4098,1021,31
255,4099,1022,125
255,4100,1023,126
255,4101,1024,3
255,8187,1025,9
255,8188,1026,124
255,8189,1027,254
255,8190,1458,2
255,8191,1459,63
255,8192,1460,123
255,8193,1461,3
255,8194,1462,37
255,8195,2045,59
255,8196,2046,29
255,8197,2047,133
255,16379,2048,252
255,16380,2049,8
255,16381,2050,61
255,16382,2051,4
255,16383,2052,12
255,16384,4092,27
255,16385,4093,10
255,16386,4094,15
255,16387,4095,16
255,16388,4096,17
255,16389,4097,20
255,32763,4098,21
255,32764,4099,131
255,32765,8190,1
255,32766,8191,28
255,32767,8192,34
255,32768,8193,35
255,32769,8194,27
255,32770,8195,30
255,32771,32764,28
255,32772,32765,29
255,32773,32766,31
255,65280,32767,32
255,65530,32768,35
255,65531,32769,62
255,65532,32770,128
255,65533,32771,36
255,65534,32772,124
255,65535,32773,131
256,0,65530,132
256,1,65531,68
256,2,65532,127
256,3,65533,27
256,4,65534,59
256,5,65535,64
256,6,0,129
256,7,1,69
256,8,2,0
256,9,3,130
256,10,4,4
256,31,5,5
256,32,6,6
256,33,7,62
256,34,8,7
256,61,9,128
256,62,10,1
256,63,11,12
256,64,12,255
256,65,13,11
256,66,14,34
256,67,15,133
256,68,16,253
256,69,32,254
256,125,64,67
256,126,124,123
256,127,125,8
256,128,126,13
256,129,127,28
256,130,128,66
256,131,129,126
256,251,251,131
256,252,252,2
256,253,253,14
256,254,254,10
256,255,255,18
256,256,256,16
256,257,257,36
256,258,258,15
256,259,259,251
256,260,260,65
256,261,261,33
256,507,262,19
256,508,263,20
256,509,264,32
256,510,265,9
256,511,1021,17
256,512,1022,21
256,513,1023,31
256,514,1024,33
256,515,1025,125
256,516,1026,252
256,517,1027,3
256,1019,1458,30
256,1021,1459,37
256,1022,1460,60
256,1023,1461,61
256,1024,1462,63
256,1025,2045,35
256,1026,2046,68
256,1027,2047,124
256,1028,2048,29
256,1029,2049,64
256,2041,2050,30
256,2042,2051,14
256,2043,2052,34
256,2044,4092,66
256,2045,4093,67
256,2046,4094,69
256,2047,4095,130
256,2048,4096,4
256,2049,4097,68
256,2050,4098,69
256,2051,4099,11
256,2052,8190,64
256,4091,8191,8
256,4092,8192,255
256,4093,8193,62
256,4094,8194,127
256,4095,8195,6
256,4096,32764,123
256,4097,32765,7
256,4098,32766,9
256,4099,32767,19
256,4100,32768,65
256,4101,32769,132
256,8187,32770,129
256,8188,32771,130
256,8189,32772,253
256,8190,32773,255
256,8191,65530,254
256,8192,65531,13
256,8193,65532,14
256,8194,65533,125
256,8195,65534,17
256,8196,65535,19
256,8197,0,251
256,16379,1,13
256,16380,2,0
256,16381,3,7
256,16382,4,18
256,16383,5,3
256,16384,6,16
256,16385,7,59
256,16386,8,12
256,16387,9,15
256,16388,10,1
256,16389,11,6
256,32763,12,10
256,32764,13,20
256,32765,14,12
256,32766,15,15
256,32767,16,18
256,32768,32,21
256,32769,64,29
256,32770,124,31
256,32771,125,37
256,32772,126,5
256,32773,127,2
256,65280,128,61
256,65530,129,60
256,65531,251,127
256,65532,252,33
256,65533,253,35
256,65534,254,36
256,65535,255,63
257,0,256,66
257,1,257,127
257,2,258,11
257,3,259,32
257,4,260,63
257,5,261,128
257,6,262,130
257,7,263,60
257,8,264,132
257,9,265,254
257,10,1021,29
257,31,1022,30
257,32,1023,68
257,33,1024,69
257,34,1025,8
257,61,1026,3
257,62,1027,4
257,63,1458,5
257,64,1459,27
257,65,1460,6
257,66,1461,126
257,67,1462,34
257,68,2045,131
257,69,2046,64
257,125,2047,124
257,126,2048,0
257,127,2049,1
257,128,2050,125
257,129,2051,129
257,130,2052,123
257,131,4092,20
257,251,4093,31
257,252,4094,10
257,253,4095,28
257,254,4096,2
257,255,4097,133
257,256,4098,255
257,257,4099,252
257,258,8190,13
257,259,8191,36
257,260,8192,15
257,261,8193,253
257,507,8194,0
257,508,8195,7
257,509,32764,9
257,510,32765,17
257,511,32766,18
257,512,32767,65
257,513,32768,12
257,514,32769,67
257,515,32770,251
257,516,32771,14
257,517,32772,21
257,1019,32773,28
257,1021,65530,61
257,1022,65531,16
257,1023,65532,37
257,1024,65533,62
257,1025,65534,19
257,1026,65535,33
257,1027,0,59
257,1028,1,126
257,1029,2,253
257,2041,3,32
257,2042,4,33
257,2043,5,35
257,2044,6,124
257,2045,7,14
257,2046,8,133
257,2047,9,8
257,2048,10,37
257,2049,11,125
257,2050,12,131
257,2051,13,133
257,2052,14,128
257,4091,15,252
257,4092,16,60
257,4093,32,64
257,4094,64,252
257,4095,124,18
257,4096,125,128
257,4097,126,66
257,4098,127,67
257,4099,128,132
257,4100,129,34
257,4101,251,11
257,8187,252,33
257,8188,253,69
257,8189,254,3
257,8190,255,36
257,8191,256,9
257,8192,257,129
257,8193,258,16
257,8194,259,66
257,8195,260,123
257,8196,261,124
257,8197,262,7
257,16379,263,29
257,16380,264,27
257,16381,265,254
257,16382,1021,32
257,16383,1022,130
257,16384,1023,251
257,16385,1024,11
257,16386,1025,14
257,16387,1026,31
257,16388,1027,2
257,16389,1458,59
257,32763,1459,19
257,32764,1460,126
257,32765,1461,13
257,32766,1462,17
257,32767,2045,28
257,32768,2046,6
257,32769,2047,20
257,32770,2048,27
257,32771,2049,29
257,32772,2050,30
257,32773,2051,34
257,65280,2052,35
257,65530,4092,61
257,65531,4093,32
257,65532,4094,60
257,65533,4095,30
257,65534,4096,67
257,65535,4097,21
258,0,4098,69
258,1,4099,29
258,2,8190,35
258,3,8191,62
258,4,8192,3
258,5,8193,4
258,6,8194,5
258,7,8195,68
258,8,32764,16
258,9,32765,132
258,10,32766,63
258,31,32767,67
258,32,32768,7
258,33,32769,127
258,34,32770,1
258,61,32771,130
258,62,32772,131
258,63,32773,65
258,64,65530,8
258,65,65531,10
258,66,65532,133
258,67,65533,255
258,68,65534,254
258,69,65535,6
258,125,0,15
258,126,1,129
258,127,2,36
258,128,3,64
258,129,4,124
258,130,5,0
258,131,6,2
258,251,7,125
258,252,8,126
258,253,9,128
258,254,10,13
258,255,11,17
258,256,12,18
258,257,13,9
258,258,14,11
258,259,15,12
258,260,16,28
258,261,32,20
258,507,64,21
258,508,124,27
258,509,125,251
258,510,126,19
258,511,127,31
258,512,128,37
258,513,129,59
258,514,251,123
258,515,252,252
258,516,253,253
258,517,254,33
258,1019,255,32
258,1021,256,61
258,1022,257,68
258,1023,258,30
258,1024,259,34
258,1025,260,15
258,1026,261,132
258,1027,262,10
258,1028,263,62
258,1029,264,60
258,2041,265,61
258,2042,1021,66
258,2043,1022,65
258,2044,1023,68
258,2045,1024,14
258,2046,1025,127
258,2047,1026,27
258,2048,1027,33
258,2049,1458,1
258,2050,1459,5
258,2051,1460,63
258,2052,1461,251
258,4091,1462,69
258,4092,2045,63
258,4093,2046,67
258,4094,2047,4
258,4095,2048,127
258,4096,2049,252
258,4097,2050,253
258,4098,2051,3
258,4099,2052,255
258,4100,4092,62
258,4101,4093,130
258,8187,4094,133
258,8188,4095,251
258,8189,4096,125
258,8190,4097,125
258,8191,4098,66
258,8192,4099,255
258,8193,8190,65
258,8194,8191,69
258,8195,8192,124
258,8196,8193,4
258,8197,8194,9
258,16379,8195,129
258,16380,32764,1
258,16381,32765,64
258,16382,32766,29
258,16383,32767,9
258,16384,32768,0
258,16385,32769,252
258,16386,32770,7
258,16387,32771,14
258,16388,32772,8
258,16389,32773,0
258,32763,65530,11
258,32764,65531,31
258,32765,65532,17
258,32766,65533,21
258,32767,65534,59
258,32768,65535,67
258,32769,0,59
258,32770,1,132
258,32771,2,20
258,32772,3,129
258,32773,4,37
258,65280,5,254
258,65530,6,37
258,65531,7,61
258,65532,8,34
258,65533,9,60
258,65534,10,35
258,65535,11,128
259,0,13,60
259,1,14,131
259,2,15,2
259,3,16,31
259,4,32,20
259,5,64,127
259,6,124,59
259,7,125,123
259,8,126,126
259,9,127,1
259,10,128,5
259,31,129,6
259,32,251,8
259,33,252,10
259,34,253,63
259,61,254,254
259,62,255,3
259,63,256,4
259,64,257,12
259,65,258,13
259,66,259,15
259,67,260,16
259,68,261,18
259,69,262,19
259,125,263,28
259,126,264,68
259,127,265,36
259,128,1021,253
259,129,1022,64
259,130,1023,131
259,131,1024,132
259,251,1025,66
259,252,1026,124
259,253,1027,129
259,254,1458,130
259,255,1459,7
259,256,1460,35
259,257,1461,62
259,258,1462,29
259,259,2045,30
259,260,2046,32
259,261,2047,0
259,507,2048,5
259,508,2049,133
259,509,2050,128
259,510,2051,255
259,511,2052,11
259,512,4092,9
259,513,4093,17
259,514,4094,21
259,515,4095,27
259,516,4096,65
259,517,4097,252
259,1019,4098,126
259,1021,4099,10
259,1022,8190,14
259,1023,8191,15
259,1024,8192,61
259,1025,8193,16
259,1026,8194,20
259,1027,8195,12
259,1028,32764,69
259,1029,32765,123
259,2041,32766,125
259,2042,32767,251
259,2043,32768,33
259,2044,32769,34
259,2045,32770,37
259,2046,32771,1
259,2047,32772,30
259,2048,32773,67
259,2049,65530,0
259,2050,65531,34
259,2051,65532,33
259,2052,65533,128
259,4091,65534,124
259,4092,65535,126
259,4093,0,61
259,4094,1,132
259,4095,2,68
259,4096,3,5
259,4097,4,11
259,4098,5,21
259,4099,6,126
259,4100,7,127
259,4101,8,6
259,8187,9,65
259,8188,10,14
259,8189,11,17
259,8190,12,17
259,8191,13,132
259,8192,14,27
259,8193,15,61
259,8194,16,123
259,8195,32,4
259,8196,64,15
259,8197,124,11
259,16379,125,16
259,16380,126,67
259,16381,127,20
259,16382,128,69
259,16383,129,127
259,16384,251,123
259,16385,252,126
259,16386,253,37
259,16387,254,66
259,16388,255,3
259,16389,256,14
259,32763,257,27
259,32764,258,12
259,32765,259,20
259,32766,260,10
259,32767,261,19
259,32768,262,28
259,32769,263,5
259,32770,264,37
259,32771,265,59
259,32772,1021,18
259,32773,1022,5
259,65280,1023,17
259,65530,1024,126
259,65531,1025,2
259,65532,1026,2
259,65533,1027,124
259,65534,1458,14
259,65535,1459,31
260,0,1460,67
260,1,1461,131
260,2,1462,2
260,3,2045,8
260,4,2046,13
260,5,2047,28
260,6,2048,36
260,7,2049,62
260,8,2050,63
260,9,2051,64
260,10,2052,65
260,31,4092,123
260,32,4093,5
260,33,4094,6
260,34,4095,7
260,61,4096,12
260,62,4097,15
260,63,4098,17
260,64,4099,254
260,65,8190,255
260,66,8191,0
260,67,8192,4
260,68,8193,18
260,69,8194,126
260,125,8195,128
260,126,32764,69
260,127,32765,68
260,128,32766,129
260,129,32767,130
260,130,32768,132
260,131,32769,127
260,251,32770,3
260,252,32771,8
260,253,32772,19
260,254,32773,21
260,255,65530,125
260,256,65531,133
260,257,65532,10
260,258,65533,27
260,259,65534,32
260,260,65535,253
260,261,0,2
260,507,1,9
260,508,2,1
260,509,3,11
260,510,4,16
260,511,5,29
260,512,6,131
260,513,7,132
260,514,8,251
260,515,9,35
260,516,10,28
260,517,11,31
260,1019,12,124
260,1021,13,13
260,1022,14,17
260,1023,15,30
260,1024,16,252
260,1025,32,61
260,1026,64,66
260,1027,124,19
260,1028,125,32
260,1029,126,36
260,2041,127,60
260,2042,128,20
260,2043,129,33
260,2044,251,34
260,2045,252,64
260,2046,253,37
260,2047,254,59
260,2048,255,14
260,2049,256,132
260,2050,257,254
260,2051,258,15
260,2052,259,20
260,4091,260,251
260,4092,261,61
260,4093,262,129
260,4094,263,254
260,4095,264,130
260,4096,265,60
260,4097,1021,16
260,4098,1022,131
260,4099,1023,68
260,4100,1024,19
260,4101,1025,253
260,8187,1026,252
260,8188,1027,6
260,8189,1458,32
260,8190,1459,16
260,8191,1460,33
260,8192,1461,17
260,8193,1462,3
260,8194,2045,7
260,8195,2046,126
260,8196,2047,33
260,8197,2048,30
