# ACTS Test Suite Generation: Wed Mar 18 20:57:37 EET 2020
#  '*' represents don't care value 
# Degree of interaction coverage: 2
# Number of parameters: 3
# Maximum number of values per parameter: 192
# Number of configurations: 35140
quan,byte_count,num_value
1,29,512
1,30,513
1,31,514
1,32,515
1,33,516
1,34,517
1,35,1019
1,36,1020
1,37,1021
1,59,1022
1,60,1023
1,61,1024
1,62,1025
1,63,1026
1,64,1027
1,65,1028
1,66,1029
1,67,1436
1,68,1437
1,69,1438
1,123,1439
1,124,1440
1,125,1441
1,126,1442
1,127,1443
1,128,1444
1,129,1445
1,130,1446
1,131,1447
1,132,1448
1,133,1449
1,251,1450
1,252,1451
1,253,1452
1,254,1453
1,255,1454
1,0,1455
1,2,1456
1,3,1457
1,4,1458
1,5,1459
1,6,2043
1,7,2044
1,8,2045
1,9,2046
1,10,2047
1,11,2048
1,12,2049
1,13,2050
1,14,2051
1,15,2052
1,16,2053
1,17,4091
1,18,4092
1,19,4093
1,20,4094
1,21,4095
1,27,4096
1,28,4097
1,29,4098
1,30,4099
1,31,4100
1,32,4101
1,33,5000
1,34,8187
1,35,8188
1,36,8189
1,37,8190
1,59,8191
1,60,8192
1,61,8193
1,62,8194
1,63,8195
1,64,8196
1,65,8197
1,66,10000
1,67,16379
1,68,16380
1,69,16381
1,123,16382
1,124,16383
1,125,16384
1,126,16385
1,127,16386
1,128,16387
1,129,16388
1,130,16389
1,131,20000
1,132,32763
1,133,32764
1,251,32765
1,252,32766
1,253,32767
1,254,32768
1,255,32769
1,0,32770
1,2,32771
1,3,32772
1,4,32773
1,5,65533
1,6,65534
1,7,65535
1,8,65536
1,9,65537
2,10,0
2,11,1
2,1,2
2,12,3
2,13,4
2,14,5
2,15,6
2,16,7
2,17,8
2,18,9
2,19,10
2,20,11
2,21,12
2,27,13
2,28,14
2,29,15
2,30,16
2,31,17
2,32,18
2,33,19
2,34,20
2,35,21
2,36,27
2,37,28
2,59,29
2,60,30
2,61,31
2,62,32
2,63,33
2,64,34
2,65,35
2,66,36
2,67,37
2,68,59
2,69,60
2,123,61
2,124,62
2,125,63
2,126,64
2,127,65
2,128,66
2,129,67
2,130,68
2,131,69
2,132,123
2,133,124
2,251,125
2,252,126
2,253,127
2,254,128
2,255,129
2,0,130
2,3,131
2,4,132
2,5,133
2,6,243
2,7,244
2,8,245
2,9,246
2,10,247
2,1,248
2,1,249
2,11,250
2,12,251
2,13,252
2,14,253
2,15,254
2,16,255
2,17,256
2,18,257
2,19,258
2,20,259
2,21,260
2,27,261
2,28,507
2,29,508
2,30,509
2,31,510
2,32,511
2,33,512
2,34,513
2,35,514
2,36,515
2,37,516
2,59,517
2,60,1019
2,61,1020
2,62,1021
2,63,1022
2,64,1023
2,65,1024
2,66,1025
2,67,1026
2,68,1027
2,69,1028
2,123,1029
2,124,1436
2,125,1437
2,126,1438
2,127,1439
2,128,1440
2,129,1441
2,130,1442
2,131,1443
2,132,1444
2,133,1445
2,251,1446
2,252,1447
2,253,1448
2,254,1449
2,255,1450
2,0,1451
2,1,1452
2,3,1453
2,4,1454
2,5,1455
2,6,1456
2,7,1457
2,8,1458
2,9,1459
2,10,2043
2,11,2044
2,12,2045
2,13,2046
2,14,2047
2,15,2048
2,16,2049
2,17,2050
2,18,2051
2,19,2052
2,20,2053
2,21,4091
2,27,4092
2,28,4093
2,29,4094
2,30,4095
2,31,4096
2,32,4097
2,33,4098
2,34,4099
2,35,4100
2,36,4101
2,37,5000
2,59,8187
2,60,8188
2,61,8189
2,62,8190
2,63,8191
2,64,8192
2,65,8193
2,66,8194
2,67,8195
2,68,8196
2,69,8197
2,123,10000
2,124,16379
2,125,16380
2,126,16381
2,127,16382
2,128,16383
2,129,16384
2,130,16385
2,131,16386
2,132,16387
2,133,16388
2,251,16389
2,252,20000
2,253,32763
2,254,32764
2,255,32765
2,0,32766
2,1,32767
2,3,32768
2,4,32769
2,5,32770
2,6,32771
2,7,32772
2,8,32773
2,9,65533
2,10,65534
2,11,65535
2,12,65536
2,13,65537
3,2,0
3,14,1
3,15,2
3,16,3
3,17,4
3,18,5
3,19,6
3,20,7
3,21,8
3,27,9
3,28,10
3,29,11
3,30,12
3,31,13
3,32,14
3,33,15
3,34,16
3,35,17
3,36,18
3,37,19
3,59,20
3,60,21
3,61,27
3,62,28
3,63,29
3,64,30
3,65,31
3,66,32
3,67,33
3,68,34
3,69,35
3,123,36
3,124,37
3,125,59
3,126,60
3,127,61
3,128,62
3,129,63
3,130,64
3,131,65
3,132,66
3,133,67
3,251,68
3,252,69
3,253,123
3,254,124
3,255,125
3,0,126
3,1,127
3,4,128
3,5,129
3,6,130
3,7,131
3,8,132
3,9,133
3,10,243
3,11,244
3,12,245
3,13,246
3,2,247
3,14,248
3,2,249
3,15,250
3,16,251
3,17,252
3,18,253
3,19,254
3,20,255
3,21,256
3,27,257
3,28,258
3,29,259
3,30,260
3,31,261
3,32,507
3,33,508
3,34,509
3,35,510
3,36,511
3,37,512
3,59,513
3,60,514
3,61,515
3,62,516
3,63,517
3,64,1019
3,65,1020
3,66,1021
3,67,1022
3,68,1023
3,69,1024
3,123,1025
3,124,1026
3,125,1027
3,126,1028
3,127,1029
3,128,1436
3,129,1437
3,130,1438
3,131,1439
3,132,1440
3,133,1441
3,251,1442
3,252,1443
3,253,1444
3,254,1445
3,255,1446
3,0,1447
3,1,1448
3,2,1449
3,4,1450
3,5,1451
3,6,1452
3,7,1453
3,8,1454
3,9,1455
3,10,1456
3,11,1457
3,12,1458
3,13,1459
3,14,2043
3,15,2044
3,16,2045
3,17,2046
3,18,2047
3,19,2048
3,20,2049
3,21,2050
3,27,2051
3,28,2052
3,29,2053
3,30,4091
3,31,4092
3,32,4093
3,33,4094
3,34,4095
3,35,4096
3,36,4097
3,37,4098
3,59,4099
3,60,4100
3,61,4101
3,62,5000
3,63,8187
3,64,8188
3,65,8189
3,66,8190
3,67,8191
3,68,8192
3,69,8193
3,123,8194
3,124,8195
3,125,8196
3,126,8197
3,127,10000
3,128,16379
3,129,16380
3,130,16381
3,131,16382
3,132,16383
3,133,16384
3,251,16385
3,252,16386
3,253,16387
3,254,16388
3,255,16389
3,0,20000
3,1,32763
3,2,32764
3,4,32765
3,5,32766
3,6,32767
3,7,32768
3,8,32769
3,9,32770
3,10,32771
3,11,32772
3,12,32773
3,13,65533
3,14,65534
3,15,65535
3,16,65536
3,17,65537
4,3,0
4,18,1
4,19,2
4,20,3
4,21,4
4,27,5
4,28,6
4,29,7
4,30,8
4,31,9
4,32,10
4,33,11
4,34,12
4,35,13
4,36,14
4,37,15
4,59,16
4,60,17
4,61,18
4,62,19
4,63,20
4,64,21
4,65,27
4,66,28
4,67,29
4,68,30
4,69,31
4,123,32
4,124,33
4,125,34
4,126,35
4,127,36
4,128,37
4,129,59
4,130,60
4,131,61
4,132,62
4,133,63
4,251,64
4,252,65
4,253,66
4,254,67
4,255,68
4,0,69
4,1,123
4,2,124
4,5,125
4,6,126
4,7,127
4,8,128
4,9,129
4,10,130
4,11,131
4,12,132
4,13,133
4,14,243
4,15,244
4,16,245
4,17,246
4,3,247
4,3,248
4,18,249
4,19,250
4,20,251
4,21,252
4,27,253
4,28,254
4,29,255
4,30,256
4,31,257
4,32,258
4,33,259
4,34,260
4,35,261
4,36,507
4,37,508
4,59,509
4,60,510
4,61,511
4,62,512
4,63,513
4,64,514
4,65,515
4,66,516
4,67,517
4,68,1019
4,69,1020
4,123,1021
4,124,1022
4,125,1023
4,126,1024
4,127,1025
4,128,1026
4,129,1027
4,130,1028
4,131,1029
4,132,1436
4,133,1437
4,251,1438
4,252,1439
4,253,1440
4,254,1441
4,255,1442
4,0,1443
4,1,1444
4,2,1445
4,3,1446
4,5,1447
4,6,1448
4,7,1449
4,8,1450
4,9,1451
4,10,1452
4,11,1453
4,12,1454
4,13,1455
4,14,1456
4,15,1457
4,16,1458
4,17,1459
4,18,2043
4,19,2044
4,20,2045
4,21,2046
4,27,2047
4,28,2048
4,29,2049
4,30,2050
4,31,2051
4,32,2052
4,33,2053
4,34,4091
4,35,4092
4,36,4093
4,37,4094
4,59,4095
4,60,4096
4,61,4097
4,62,4098
4,63,4099
4,64,4100
4,65,4101
4,66,5000
4,67,8187
4,68,8188
4,69,8189
4,123,8190
4,124,8191
4,125,8192
4,126,8193
4,127,8194
4,128,8195
4,129,8196
4,130,8197
4,131,10000
4,132,16379
4,133,16380
4,251,16381
4,252,16382
4,253,16383
4,254,16384
4,255,16385
4,0,16386
4,1,16387
4,2,16388
4,3,16389
4,5,20000
4,6,32763
4,7,32764
4,8,32765
4,9,32766
4,10,32767
4,11,32768
4,12,32769
4,13,32770
4,14,32771
4,15,32772
4,16,32773
4,17,65533
4,18,65534
4,19,65535
4,20,65536
4,21,65537
5,4,0
5,27,1
5,28,2
5,29,3
5,30,4
5,31,5
5,32,6
5,33,7
5,34,8
5,35,9
5,36,10
5,37,11
5,59,12
5,60,13
5,61,14
5,62,15
5,63,16
5,64,17
5,65,18
5,66,19
5,67,20
5,68,21
5,69,27
5,123,28
5,124,29
5,125,30
5,126,31
5,127,32
5,128,33
5,129,34
5,130,35
5,131,36
5,132,37
5,133,59
5,251,60
5,252,61
5,253,62
5,254,63
5,255,64
5,0,65
5,1,66
5,2,67
5,3,68
5,6,69
5,7,123
5,8,124
5,9,125
5,10,126
5,11,127
5,12,128
5,13,129
5,14,130
5,15,131
5,16,132
5,17,133
5,18,243
5,19,244
5,20,245
5,21,246
5,4,247
5,4,248
5,27,249
5,28,250
5,29,251
5,30,252
5,31,253
5,32,254
5,33,255
5,34,256
5,35,257
5,36,258
5,37,259
5,59,260
5,60,261
5,61,507
5,62,508
5,63,509
5,64,510
5,65,511
5,66,512
5,67,513
5,68,514
5,69,515
5,123,516
5,124,517
5,125,1019
5,126,1020
5,127,1021
5,128,1022
5,129,1023
5,130,1024
5,131,1025
5,132,1026
5,133,1027
5,251,1028
5,252,1029
5,253,1436
5,254,1437
5,255,1438
5,0,1439
5,1,1440
5,2,1441
5,3,1442
5,4,1443
5,6,1444
5,7,1445
5,8,1446
5,9,1447
5,10,1448
5,11,1449
5,12,1450
5,13,1451
5,14,1452
5,15,1453
5,16,1454
5,17,1455
5,18,1456
5,19,1457
5,20,1458
5,21,1459
5,27,2043
5,28,2044
5,29,2045
5,30,2046
5,31,2047
5,32,2048
5,33,2049
5,34,2050
5,35,2051
5,36,2052
5,37,2053
5,59,4091
5,60,4092
5,61,4093
5,62,4094
5,63,4095
5,64,4096
5,65,4097
5,66,4098
5,67,4099
5,68,4100
5,69,4101
5,123,5000
5,124,8187
5,125,8188
5,126,8189
5,127,8190
5,128,8191
5,129,8192
5,130,8193
5,131,8194
5,132,8195
5,133,8196
5,251,8197
5,252,10000
5,253,16379
5,254,16380
5,255,16381
5,0,16382
5,1,16383
5,2,16384
5,3,16385
5,4,16386
5,6,16387
5,7,16388
5,8,16389
5,9,20000
5,10,32763
5,11,32764
5,12,32765
5,13,32766
5,14,32767
5,15,32768
5,16,32769
5,17,32770
5,18,32771
5,19,32772
5,20,32773
5,21,65533
5,27,65534
5,28,65535
5,29,65536
5,30,65537
6,5,0
6,31,1
6,32,2
6,33,3
6,34,4
6,35,5
6,36,6
6,37,7
6,59,8
6,60,9
6,61,10
6,62,11
6,63,12
6,64,13
6,65,14
6,66,15
6,67,16
6,68,17
6,69,18
6,123,19
6,124,20
6,125,21
6,126,27
6,127,28
6,128,29
6,129,30
6,130,31
6,131,32
6,132,33
6,133,34
6,251,35
6,252,36
6,253,37
6,254,59
6,255,60
6,0,61
6,1,62
6,2,63
6,3,64
6,4,65
6,7,66
6,8,67
6,9,68
6,10,69
6,11,123
6,12,124
6,13,125
6,14,126
6,15,127
6,16,128
6,17,129
6,18,130
6,19,131
6,20,132
6,21,133
6,27,243
6,28,244
6,29,245
6,30,246
6,5,247
6,5,248
6,31,249
6,32,250
6,33,251
6,34,252
6,35,253
6,36,254
6,37,255
6,59,256
6,60,257
6,61,258
6,62,259
6,63,260
6,64,261
6,65,507
6,66,508
6,67,509
6,68,510
6,69,511
6,123,512
6,124,513
6,125,514
6,126,515
6,127,516
6,128,517
6,129,1019
6,130,1020
6,131,1021
6,132,1022
6,133,1023
6,251,1024
6,252,1025
6,253,1026
6,254,1027
6,255,1028
6,0,1029
6,1,1436
6,2,1437
6,3,1438
6,4,1439
6,5,1440
6,7,1441
6,8,1442
6,9,1443
6,10,1444
6,11,1445
6,12,1446
6,13,1447
6,14,1448
6,15,1449
6,16,1450
6,17,1451
6,18,1452
6,19,1453
6,20,1454
6,21,1455
6,27,1456
6,28,1457
6,29,1458
6,30,1459
6,31,2043
6,32,2044
6,33,2045
6,34,2046
6,35,2047
6,36,2048
6,37,2049
6,59,2050
6,60,2051
6,61,2052
6,62,2053
6,63,4091
6,64,4092
6,65,4093
6,66,4094
6,67,4095
6,68,4096
6,69,4097
6,123,4098
6,124,4099
6,125,4100
6,126,4101
6,127,5000
6,128,8187
6,129,8188
6,130,8189
6,131,8190
6,132,8191
6,133,8192
6,251,8193
6,252,8194
6,253,8195
6,254,8196
6,255,8197
6,0,10000
6,1,16379
6,2,16380
6,3,16381
6,4,16382
6,5,16383
6,7,16384
6,8,16385
6,9,16386
6,10,16387
6,11,16388
6,12,16389
6,13,20000
6,14,32763
6,15,32764
6,16,32765
6,17,32766
6,18,32767
6,19,32768
6,20,32769
6,21,32770
6,27,32771
6,28,32772
6,29,32773
6,30,65533
6,31,65534
6,32,65535
6,33,65536
6,34,65537
7,6,0
7,35,1
7,36,2
7,37,3
7,59,4
7,60,5
7,61,6
7,62,7
7,63,8
7,64,9
7,65,10
7,66,11
7,67,12
7,68,13
7,69,14
7,123,15
7,124,16
7,125,17
7,126,18
7,127,19
7,128,20
7,129,21
7,130,27
7,131,28
7,132,29
7,133,30
7,251,31
7,252,32
7,253,33
7,254,34
7,255,35
7,0,36
7,1,37
7,2,59
7,3,60
7,4,61
7,5,62
7,8,63
7,9,64
7,10,65
7,11,66
7,12,67
7,13,68
7,14,69
7,15,123
7,16,124
7,17,125
7,18,126
7,19,127
7,20,128
7,21,129
7,27,130
7,28,131
7,29,132
7,30,133
7,31,243
7,32,244
7,33,245
7,34,246
7,6,247
7,6,248
7,35,249
7,36,250
7,37,251
7,59,252
7,60,253
7,61,254
7,62,255
7,63,256
7,64,257
7,65,258
7,66,259
7,67,260
7,68,261
7,69,507
7,123,508
7,124,509
7,125,510
7,126,511
7,127,512
7,128,513
7,129,514
7,130,515
7,131,516
7,132,517
7,133,1019
7,251,1020
7,252,1021
7,253,1022
7,254,1023
7,255,1024
7,0,1025
7,1,1026
7,2,1027
7,3,1028
7,4,1029
7,5,1436
7,6,1437
7,8,1438
7,9,1439
7,10,1440
7,11,1441
7,12,1442
7,13,1443
7,14,1444
7,15,1445
7,16,1446
7,17,1447
7,18,1448
7,19,1449
7,20,1450
7,21,1451
7,27,1452
7,28,1453
7,29,1454
7,30,1455
7,31,1456
7,32,1457
7,33,1458
7,34,1459
7,35,2043
7,36,2044
7,37,2045
7,59,2046
7,60,2047
7,61,2048
7,62,2049
7,63,2050
7,64,2051
7,65,2052
7,66,2053
7,67,4091
7,68,4092
7,69,4093
7,123,4094
7,124,4095
7,125,4096
7,126,4097
7,127,4098
7,128,4099
7,129,4100
7,130,4101
7,131,5000
7,132,8187
7,133,8188
7,251,8189
7,252,8190
7,253,8191
7,254,8192
7,255,8193
7,0,8194
7,1,8195
7,2,8196
7,3,8197
7,4,10000
7,5,16379
7,6,16380
7,8,16381
7,9,16382
7,10,16383
7,11,16384
7,12,16385
7,13,16386
7,14,16387
7,15,16388
7,16,16389
7,17,20000
7,18,32763
7,19,32764
7,20,32765
7,21,32766
7,27,32767
7,28,32768
7,29,32769
7,30,32770
7,31,32771
7,32,32772
7,33,32773
7,34,65533
7,35,65534
7,36,65535
7,37,65536
7,59,65537
8,60,0
8,7,1
8,61,2
8,62,3
8,63,4
8,64,5
8,65,6
8,66,7
8,67,8
8,68,9
8,69,10
8,123,11
8,124,12
8,125,13
8,126,14
8,127,15
8,128,16
8,129,17
8,130,18
8,131,19
8,132,20
8,133,21
8,251,27
8,252,28
8,253,29
8,254,30
8,255,31
8,0,32
8,2,33
8,3,34
8,4,35
8,5,36
8,6,37
8,8,59
8,9,60
8,10,61
8,11,62
8,12,63
8,13,64
8,14,65
8,15,66
8,16,67
8,17,68
8,18,69
8,19,123
8,20,124
8,21,125
8,27,126
8,28,127
8,29,128
8,30,129
8,31,130
8,32,131
8,33,132
8,34,133
8,35,243
8,36,244
8,37,245
8,59,246
8,7,247
8,7,248
8,60,249
8,61,250
8,62,251
8,63,252
8,64,253
8,65,254
8,66,255
8,67,256
8,68,257
8,69,258
8,123,259
8,124,260
8,125,261
8,126,507
8,127,508
8,128,509
8,129,510
8,130,511
8,131,512
8,132,513
8,133,514
8,251,515
8,252,516
8,253,517
8,254,1019
8,255,1020
8,0,1021
8,2,1022
8,3,1023
8,4,1024
8,5,1025
8,6,1026
8,7,1027
8,8,1028
8,9,1029
8,10,1436
8,11,1437
8,12,1438
8,13,1439
8,14,1440
8,15,1441
8,16,1442
8,17,1443
8,18,1444
8,19,1445
8,20,1446
8,21,1447
8,27,1448
8,28,1449
8,29,1450
8,30,1451
8,31,1452
8,32,1453
8,33,1454
8,34,1455
8,35,1456
8,36,1457
8,37,1458
8,59,1459
8,60,2043
8,61,2044
8,62,2045
8,63,2046
8,64,2047
8,65,2048
8,66,2049
8,67,2050
8,68,2051
8,69,2052
8,123,2053
8,124,4091
8,125,4092
8,126,4093
8,127,4094
8,128,4095
8,129,4096
8,130,4097
8,131,4098
8,132,4099
8,133,4100
8,251,4101
8,252,5000
8,253,8187
8,254,8188
8,255,8189
8,0,8190
8,2,8191
8,3,8192
8,4,8193
8,5,8194
8,6,8195
8,7,8196
8,8,8197
8,9,10000
8,10,16379
8,11,16380
8,12,16381
8,13,16382
8,14,16383
8,15,16384
8,16,16385
8,17,16386
8,18,16387
8,19,16388
8,20,16389
8,21,20000
8,27,32763
8,28,32764
8,29,32765
8,30,32766
8,31,32767
8,32,32768
8,33,32769
8,34,32770
8,35,32771
8,36,32772
8,37,32773
8,59,65533
8,60,65534
8,61,65535
8,62,65536
8,63,65537
9,64,0
9,65,1
9,66,2
9,1,3
9,3,4
9,4,5
9,5,6
9,6,7
9,7,8
9,67,9
9,68,10
9,69,11
9,123,12
9,124,13
9,125,14
9,126,15
9,127,16
9,128,17
9,129,18
9,130,19
9,131,20
9,132,21
9,133,27
9,251,28
9,252,29
9,253,30
9,254,31
9,255,32
9,0,33
9,8,34
9,9,35
9,10,36
9,11,37
9,12,59
9,13,60
9,14,61
9,15,62
9,16,63
9,17,64
9,18,65
9,19,66
9,20,67
9,21,68
9,27,69
9,28,123
9,29,124
9,30,125
9,31,126
9,32,127
9,33,128
9,34,129
9,35,130
9,36,131
9,37,132
9,59,133
9,60,243
9,61,244
9,62,245
9,63,246
9,64,247
9,65,248
9,66,249
9,1,250
9,1,251
9,1,252
9,3,253
9,4,254
9,5,255
9,6,256
9,7,257
9,67,258
9,68,259
9,69,260
9,123,261
9,124,507
9,125,508
9,126,509
9,127,510
9,128,511
9,129,512
9,130,513
9,131,514
9,132,515
9,133,516
9,251,517
9,252,1019
9,253,1020
9,254,1021
9,255,1022
9,0,1023
9,1,1024
9,3,1025
9,4,1026
9,5,1027
9,6,1028
9,7,1029
9,8,1436
9,9,1437
9,10,1438
9,11,1439
9,12,1440
9,13,1441
9,14,1442
9,15,1443
9,16,1444
9,17,1445
9,18,1446
9,19,1447
9,20,1448
9,21,1449
9,27,1450
9,28,1451
9,29,1452
9,30,1453
9,31,1454
9,32,1455
9,33,1456
9,34,1457
9,35,1458
9,36,1459
9,37,2043
9,59,2044
9,60,2045
9,61,2046
9,62,2047
9,63,2048
9,64,2049
9,65,2050
9,66,2051
9,67,2052
9,68,2053
9,69,4091
9,123,4092
9,124,4093
9,125,4094
9,126,4095
9,127,4096
9,128,4097
9,129,4098
9,130,4099
9,131,4100
9,132,4101
9,133,5000
9,251,8187
9,252,8188
9,253,8189
9,254,8190
9,255,8191
9,0,8192
9,1,8193
9,3,8194
9,4,8195
9,5,8196
9,6,8197
9,7,10000
9,8,16379
9,9,16380
9,10,16381
9,11,16382
9,12,16383
9,13,16384
9,14,16385
9,15,16386
9,16,16387
9,17,16388
9,18,16389
9,19,20000
9,20,32763
9,21,32764
9,27,32765
9,28,32766
9,29,32767
9,30,32768
9,31,32769
9,32,32770
9,33,32771
9,34,32772
9,35,32773
9,36,65533
9,37,65534
9,59,65535
9,60,65536
9,61,65537
10,62,0
10,63,1
10,64,2
10,2,3
10,65,4
10,66,5
10,67,6
10,68,7
10,69,8
10,123,9
10,124,10
10,125,11
10,126,12
10,127,13
10,128,14
10,129,15
10,130,16
10,131,17
10,132,18
10,133,19
10,251,20
10,252,21
10,253,27
10,254,28
10,255,29
10,0,30
10,1,31
10,4,32
10,5,33
10,6,34
10,7,35
10,8,36
10,9,37
10,10,59
10,11,60
10,12,61
10,13,62
10,14,63
10,15,64
10,16,65
10,17,66
10,18,67
10,19,68
10,20,69
10,21,123
10,27,124
10,28,125
10,29,126
10,30,127
10,31,128
10,32,129
10,33,130
10,34,131
10,35,132
10,36,133
10,37,243
10,59,244
10,60,245
10,61,246
10,62,247
10,63,248
10,64,249
10,2,250
10,2,251
10,2,252
10,65,253
10,66,254
10,67,255
10,68,256
10,69,257
10,123,258
10,124,259
10,125,260
10,126,261
10,127,507
10,128,508
10,129,509
10,130,510
10,131,511
10,132,512
10,133,513
10,251,514
10,252,515
10,253,516
10,254,517
10,255,1019
10,0,1020
10,1,1021
10,4,1022
10,2,1023
10,5,1024
10,6,1025
10,7,1026
10,8,1027
10,9,1028
10,10,1029
10,11,1436
10,12,1437
10,13,1438
10,14,1439
10,15,1440
10,16,1441
10,17,1442
10,18,1443
10,19,1444
10,20,1445
10,21,1446
10,27,1447
10,28,1448
10,29,1449
10,30,1450
10,31,1451
10,32,1452
10,33,1453
10,34,1454
10,35,1455
10,36,1456
10,37,1457
10,59,1458
10,60,1459
10,61,2043
10,62,2044
10,63,2045
10,64,2046
10,65,2047
10,66,2048
10,67,2049
10,68,2050
10,69,2051
10,123,2052
10,124,2053
10,125,4091
10,126,4092
10,127,4093
10,128,4094
10,129,4095
10,130,4096
10,131,4097
10,132,4098
10,133,4099
10,251,4100
10,252,4101
10,253,5000
10,254,8187
10,255,8188
10,0,8189
10,1,8190
10,4,8191
10,2,8192
10,5,8193
10,6,8194
10,7,8195
10,8,8196
10,9,8197
10,10,10000
10,11,16379
10,12,16380
10,13,16381
10,14,16382
10,15,16383
10,16,16384
10,17,16385
10,18,16386
10,19,16387
10,20,16388
10,21,16389
10,27,20000
10,28,32763
10,29,32764
10,30,32765
10,31,32766
10,32,32767
10,33,32768
10,34,32769
10,35,32770
10,36,32771
10,37,32772
10,59,32773
10,60,65533
10,61,65534
10,62,65535
10,63,65536
10,64,65537
11,65,0
11,3,1
11,67,2
11,68,3
11,69,4
11,123,5
11,124,6
11,125,7
11,126,8
11,127,9
11,128,10
11,129,11
11,130,12
11,131,13
11,132,14
11,133,15
11,251,16
11,252,17
11,253,18
11,254,19
11,255,20
11,0,21
11,1,27
11,2,28
11,66,29
11,5,30
11,6,31
11,7,32
11,8,33
11,9,34
11,10,35
11,11,36
11,12,37
11,13,59
11,14,60
11,15,61
11,16,62
11,17,63
11,18,64
11,19,65
11,20,66
11,21,67
11,27,68
11,28,69
11,29,123
11,30,124
11,31,125
11,32,126
11,33,127
11,34,128
11,35,129
11,36,130
11,37,131
11,59,132
11,60,133
11,61,243
11,62,244
11,63,245
11,64,246
11,65,247
11,66,248
11,67,249
11,3,250
11,3,251
11,68,252
11,69,253
11,123,254
11,124,255
11,125,256
11,126,257
11,127,258
11,128,259
11,129,260
11,130,261
11,131,507
11,132,508
11,133,509
11,251,510
11,252,511
11,253,512
11,254,513
11,255,514
11,0,515
11,1,516
11,2,517
11,3,1019
11,5,1020
11,6,1021
11,7,1022
11,8,1023
11,9,1024
11,10,1025
11,11,1026
11,12,1027
11,13,1028
11,14,1029
11,15,1436
11,16,1437
11,17,1438
11,18,1439
