# ACTS Test Suite Generation: Wed Mar 18 20:43:59 EET 2020
#  '*' represents don't care value 
# Degree of interaction coverage: 2
# Number of parameters: 5
# Maximum number of values per parameter: 75
# Number of configurations: 5667
Byte_count,Reference_Type,File_number,Record_number,Record_length
12,68,2049,2,511
13,27,2049,3,512
14,62,2049,4,513
15,128,2049,5,1023
16,131,2049,7,1024
17,253,2049,8,1025
18,61,2049,9,2047
19,69,2049,15,2048
20,123,2049,16,2049
21,125,2049,17,4095
27,130,2049,31,4096
28,8,2049,32,4097
29,9,2049,33,8191
30,21,2049,63,8192
31,0,2049,64,8193
32,1,2049,65,16383
33,3,2049,127,16384
34,4,2049,128,16385
35,11,2049,129,32767
36,32,2049,255,32768
37,255,2049,256,32769
59,15,2049,257,65471
60,16,2049,511,65472
61,29,2049,512,65473
62,126,2049,513,65503
63,20,2049,1023,65504
64,132,2049,1024,65505
65,7,2049,1025,65519
66,17,2049,2047,65520
67,18,2049,2048,65521
68,35,2049,2049,65527
69,251,2049,4095,65528
123,6,2049,4096,65529
124,254,2049,4097,65530
125,252,2049,8191,65531
126,14,2049,8192,65532
127,59,2049,8193,65533
128,30,2049,9993,65534
129,63,2049,9994,65535
130,65,2049,9995,0
131,5,2049,9996,1
132,64,2049,9997,2
133,10,2049,9998,3
251,129,2049,9999,4
252,2,2049,10000,5
253,28,2049,10001,7
254,30,2049,10002,8
255,127,2049,10003,9
0,36,2049,10004,15
1,33,2049,16383,16
2,37,2049,16384,17
3,66,2049,16385,31
5,31,2049,32767,32
6,34,2049,32768,33
7,60,2049,32769,63
8,133,2049,65471,64
9,30,2049,65472,65
4,32,2049,65473,116
9,67,2049,65503,117
10,126,2049,65504,118
11,128,2049,65505,119
12,12,2049,65519,120
13,13,2049,65520,121
14,132,2049,65521,122
15,1,2049,65527,123
16,64,2049,65528,124
17,36,2049,65529,125
18,68,2049,65530,126
19,253,2049,65531,127
20,2,2049,65532,128
21,69,2049,65533,129
27,0,2049,65534,255
28,68,2049,65535,256
29,124,4095,0,257
30,254,4095,1,511
31,8,4095,2,512
32,127,4095,3,513
33,133,4095,4,1023
34,17,4095,5,1024
35,18,4095,7,1025
36,19,4095,8,2047
37,6,4095,9,2048
59,16,4095,15,2049
60,129,4095,16,4095
61,4,4095,17,4096
62,21,4095,31,4097
63,131,4095,32,8191
64,251,4095,33,8192
65,252,4095,63,8193
66,3,4095,64,16383
67,15,4095,65,16384
68,62,4095,127,16385
69,29,4095,128,32767
123,34,4095,129,32768
124,35,4095,255,32769
125,5,4095,256,65471
126,7,4095,257,65472
127,11,4095,511,65473
128,60,4095,512,65503
129,10,4095,513,65504
130,14,4095,1023,65505
131,20,4095,1024,65519
132,28,4095,1025,65520
133,31,4095,2047,65521
251,67,4095,2048,65527
252,123,4095,2049,65528
253,9,4095,4095,65529
254,32,4095,4096,65530
255,69,4095,4097,65531
0,61,4095,8191,65532
1,66,4095,8192,65533
2,27,4095,8193,65534
3,128,4095,9993,65535
4,36,4095,9994,0
5,63,4095,9995,1
6,59,4095,9996,2
7,33,4095,9997,3
8,37,4095,9998,4
9,0,4095,9999,5
10,64,4095,10000,7
11,65,4095,10001,8
12,125,4095,10002,9
13,132,4095,10003,15
14,252,4095,10004,16
15,130,4095,16383,17
16,254,4095,16384,31
17,255,4095,16385,32
18,0,4095,32767,33
19,1,4095,32768,63
20,126,4095,32769,64
21,2,4095,65471,65
27,253,4095,65472,116
28,5,4095,65473,117
29,6,4095,65503,118
30,10,4095,65504,119
31,11,4095,65505,120
32,12,4095,65519,121
33,253,4095,65520,122
34,19,4095,65521,123
35,20,4095,65527,124
36,62,4095,65528,125
37,133,4095,65529,126
59,251,4095,65530,127
60,28,4095,65531,128
61,30,4095,65532,129
62,133,4095,65533,255
63,251,4095,65534,256
64,13,4095,65535,257
65,255,4096,0,511
66,4,4096,1,512
67,129,4096,2,513
68,130,4096,3,1023
69,252,4096,4,1024
123,3,4096,5,1025
124,32,4096,7,2047
125,64,4096,8,2048
126,65,4096,9,2049
127,7,4096,15,4095
128,9,4096,16,4096
129,27,4096,17,4097
130,31,4096,31,8191
131,29,4096,32,8192
132,30,4096,33,8193
133,17,4096,63,16383
251,14,4096,64,16384
252,59,4096,65,16385
253,16,4096,127,32767
254,60,4096,128,32768
255,124,4096,129,32769
0,8,4096,255,65471
1,21,4096,256,65472
2,123,4096,257,65473
3,10,4096,511,65503
4,67,4096,512,65504
5,15,4096,513,65505
6,37,4096,1023,65519
7,35,4096,1024,65520
8,66,4096,1025,65521
9,18,4096,2047,65527
10,69,4096,2048,65528
11,36,4096,2049,65529
12,19,4096,4095,65530
13,20,4096,4096,65531
14,131,4096,4097,65532
15,61,4096,8191,65533
16,125,4096,8192,65534
17,5,4096,8193,65535
18,62,4096,9993,0
19,127,4096,9994,1
20,0,4096,9995,2
21,1,4096,9996,3
27,68,4096,9997,4
28,34,4096,9998,5
29,132,4096,9999,7
30,128,4096,10000,8
31,129,4096,10001,9
32,61,4096,10002,15
33,63,4096,10003,16
34,133,4096,10004,17
35,2,4096,16383,31
36,7,4096,16384,32
37,11,4096,16385,33
59,27,4096,32767,63
60,29,4096,32768,64
61,18,4096,32769,65
62,19,4096,65471,116
63,33,4096,65472,117
64,126,4096,65473,118
65,251,4096,65503,119
66,254,4096,65504,120
67,17,4096,65505,121
68,6,4096,65519,122
69,28,4096,65520,123
123,13,4096,65521,124
124,255,4096,65527,125
125,8,4096,65528,126
126,12,4096,65529,127
127,253,4096,65530,128
128,10,4096,65531,129
129,14,4096,65532,255
130,37,4096,65533,256
131,7,4096,65534,257
132,9,4096,65535,511
133,14,4097,0,512
251,132,4097,1,513
252,13,4097,2,1023
253,15,4097,3,1024
254,16,4097,4,1025
255,65,4097,5,2047
0,35,4097,7,2048
1,17,4097,8,2049
2,18,4097,9,4095
3,67,4097,15,4096
4,31,4097,16,4097
5,30,4097,17,8191
6,33,4097,31,8192
7,130,4097,32,8193
8,125,4097,33,16383
9,126,4097,63,16384
10,37,4097,64,16385
11,59,4097,65,32767
12,66,4097,127,32768
13,133,4097,128,32769
14,61,4097,129,65471
15,131,4097,255,65472
16,36,4097,256,65473
17,68,4097,257,65503
18,4,4097,511,65504
19,63,4097,512,65505
20,124,4097,513,65519
21,128,4097,1023,65520
27,3,4097,1024,65521
28,252,4097,1025,65527
29,254,4097,2047,65528
30,255,4097,2048,65529
31,60,4097,2049,65530
32,2,4097,4095,65531
33,5,4097,4096,65532
34,123,4097,4097,65533
35,7,4097,8191,65534
36,127,4097,8192,65535
37,69,4097,8193,0
59,8,4097,9993,1
60,11,4097,9994,2
61,21,4097,9995,3
62,27,4097,9996,4
63,6,4097,9997,5
64,0,4097,9998,7
65,1,4097,9999,8
66,12,4097,10000,9
67,19,4097,10001,15
68,28,4097,10002,16
69,29,4097,10003,17
123,64,4097,10004,31
124,20,4097,16383,32
125,32,4097,16384,33
126,34,4097,16385,63
127,62,4097,32767,64
128,31,4097,32768,65
129,35,4097,32769,116
130,125,4097,65471,117
131,3,4097,65472,118
132,65,4097,65473,119
133,69,4097,65503,120
251,9,4097,65504,121
252,10,4097,65505,122
253,17,4097,65519,123
254,129,4097,65520,124
255,21,4097,65521,125
0,37,4097,65527,126
1,5,4097,65528,127
2,32,4097,65529,128
3,124,4097,65530,129
4,60,4097,65531,255
5,61,4097,65532,256
6,253,4097,65533,257
7,252,4097,65534,511
8,18,4097,65535,512
9,68,8191,0,513
10,127,8191,1,1023
11,33,8191,2,1024
12,34,8191,3,1025
13,35,8191,4,2047
14,29,8191,5,2048
15,66,8191,7,2049
16,130,8191,8,4095
17,62,8191,9,4096
18,63,8191,15,4097
19,64,8191,16,8191
20,129,8191,17,8192
21,131,8191,31,8193
27,32,8191,32,16383
28,61,8191,33,16384
29,123,8191,63,16385
30,67,8191,64,32767
31,132,8191,65,32768
32,59,8191,127,32769
33,0,8191,128,65471
34,1,8191,129,65472
35,4,8191,255,65473
36,8,8191,256,65503
37,14,8191,257,65504
59,28,8191,511,65505
60,251,8191,512,65519
61,12,8191,513,65520
62,15,8191,1023,65521
63,30,8191,1024,65527
64,3,8191,1025,65528
65,5,8191,2047,65529
66,11,8191,2048,65530
67,16,8191,2049,65531
68,60,8191,4095,65532
69,69,8191,4096,65533
123,133,8191,4097,65534
124,6,8191,8191,65535
125,31,8191,8192,0
126,10,8191,8193,1
127,13,8191,9993,2
128,20,8191,9994,3
129,9,8191,9995,4
130,252,8191,9996,5
131,253,8191,9997,7
132,126,8191,9998,8
133,21,8191,9999,9
251,18,8191,10000,15
252,27,8191,10001,16
253,36,8191,10002,17
254,17,8191,10003,31
255,19,8191,10004,32
0,65,8191,16383,33
1,8,8191,16384,63
2,2,8191,16385,64
4,128,8191,32767,65
5,125,8191,32768,116
6,7,8191,32769,117
7,123,8191,65471,118
8,124,8191,65472,119
9,59,8191,65473,120
3,37,8191,65503,121
11,18,8191,65504,122
12,254,8191,65505,123
13,30,8191,65519,124
14,31,8191,65520,125
15,35,8191,65521,126
16,132,8191,65527,127
17,130,8191,65528,128
18,251,8191,65529,129
19,255,8191,65530,255
20,64,8191,65531,256
21,65,8191,65532,257
27,2,8191,65533,511
28,127,8191,65534,512
29,128,8191,65535,513
30,36,8192,0,1023
31,66,8192,1,1024
32,255,8192,2,1025
33,14,8192,3,2047
34,127,8192,4,2048
35,130,8192,5,2049
36,20,8192,7,4095
37,21,8192,8,4096
59,68,8192,9,4097
60,15,8192,15,8191
61,37,8192,16,8192
62,59,8192,17,8193
63,60,8192,31,16383
64,4,8192,32,16384
65,12,8192,33,16385
66,131,8192,63,32767
67,254,8192,64,32768
68,0,8192,65,32769
69,1,8192,127,65471
123,28,8192,128,65472
124,3,8192,129,65473
125,67,8192,255,65503
126,11,8192,256,65504
127,13,8192,257,65505
128,61,8192,511,65519
129,32,8192,512,65520
130,63,8192,513,65521
131,9,8192,1023,65527
132,19,8192,1024,65528
133,16,8192,1025,65529
251,34,8192,2047,65530
252,33,8192,2048,65531
253,6,8192,2049,65532
254,27,8192,4095,65533
255,31,8192,4096,65534
0,7,8192,4097,65535
1,29,8192,8191,0
2,62,8192,8192,1
3,123,8192,8193,2
4,125,8192,9993,3
5,126,8192,9994,4
6,69,8192,9995,5
7,133,8192,9996,7
8,124,8192,9997,8
9,128,8192,9998,9
10,35,8192,9999,15
11,68,8192,10000,16
12,10,8192,10001,17
13,59,8192,10002,31
14,64,8192,10003,32
15,129,8192,10004,33
16,252,8192,16383,63
17,61,8192,16384,64
18,65,8192,16385,65
19,132,8192,32767,116
20,254,8192,32768,117
21,5,8192,32769,118
27,4,8192,65471,119
28,253,8192,65472,120
29,2,8192,65473,121
30,30,8192,65503,122
31,62,8192,65504,123
32,15,8192,65505,124
33,64,8192,65519,125
34,130,8192,65520,126
35,16,8192,65521,127
36,17,8192,65527,128
37,18,8192,65528,129
59,125,8192,65529,255
60,126,8192,65530,256
61,254,8192,65531,257
62,8,8192,65532,511
63,12,8192,65533,512
64,28,8192,65534,513
65,8,8192,65535,1023
66,5,8193,0,1024
67,6,8193,1,1025
68,14,8193,2,2047
69,8,8193,3,2048
123,15,8193,4,2049
124,16,8193,5,4095
125,17,8193,7,4096
126,33,8193,8,4097
127,66,8193,9,8191
128,3,8193,15,8192
129,13,8193,16,8193
130,9,8193,17,16383
131,10,8193,31,16384
132,34,8193,32,16385
133,68,8193,33,32767
251,69,8193,63,32768
252,31,8193,64,32769
253,7,8193,65,65471
254,126,8193,127,65472
255,67,8193,128,65473
0,12,8193,129,65503
1,19,8193,255,65504
2,20,8193,256,65505
3,64,8193,257,65519
4,62,8193,511,65520
5,131,8193,512,65521
6,2,8193,513,65527
7,59,8193,1023,65528
8,60,8193,1024,65529
9,63,8193,1025,65530
10,125,8193,2047,65531
11,29,8193,2048,65532
12,124,8193,2049,65533
13,255,8193,4095,65534
14,129,8193,4096,65535
15,11,8193,4097,0
16,123,8193,8191,1
17,254,8193,8192,2
18,36,8193,8193,3
19,61,8193,9993,4
20,133,8193,9994,5
21,32,8193,9995,7
27,127,8193,9996,8
28,1,8193,9997,9
29,21,8193,9998,15
30,27,8193,9999,16
31,35,8193,10000,17
32,37,8193,10001,31
33,131,8193,10002,32
34,251,8193,10003,33
35,4,8193,10004,63
36,0,8193,16383,64
37,15,8193,16384,65
59,28,8193,16385,116
60,65,8193,32767,117
61,130,8193,32768,118
62,132,8193,32769,119
63,0,8193,65471,120
64,128,8193,65472,121
65,252,8193,65473,122
66,253,8193,65503,123
67,130,8193,65504,124
68,129,8193,65505,125
69,14,8193,65519,126
123,131,8193,65520,127
124,29,8193,65521,128
125,131,8193,65527,129
126,66,8193,65528,255
127,16,8193,65529,256
128,30,8193,65530,257
129,21,8193,65531,511
130,33,8193,65532,512
131,18,8193,65533,513
132,20,8193,65534,1023
133,11,8193,65535,1024
251,27,9993,0,1025
252,68,9993,1,2047
253,31,9993,2,2048
254,10,9993,3,2049
255,11,9993,4,4095
0,20,9993,5,4096
1,9,9993,7,4097
2,36,9993,8,8191
3,34,9993,9,8192
4,37,9993,15,8193
5,12,9993,16,16383
6,69,9993,17,16384
7,15,9993,31,16385
8,33,9993,32,32767
9,21,9993,33,32768
10,7,9993,63,32769
11,123,9993,64,65471
12,65,9993,65,65472
13,255,9993,127,65473
14,66,9993,128,65503
15,5,9993,129,65504
16,251,9993,255,65505
17,67,9993,256,65519
18,124,9993,257,65520
19,125,9993,511,65521
20,1,9993,512,65527
21,127,9993,513,65528
27,19,9993,1023,65529
28,63,9993,1024,65530
29,253,9993,1025,65531
30,13,9993,2047,65532
31,28,9993,2048,65533
32,62,9993,2049,65534
33,133,9993,4095,65535
34,6,9993,4096,0
35,3,9993,4097,1
36,130,9993,8191,2
37,4,9993,8192,3
59,0,9993,8193,4
60,2,9993,9993,5
61,16,9993,9994,7
62,29,9993,9995,8
63,34,9993,9996,9
64,14,9993,9997,15
65,60,9993,9998,16
66,126,9993,9999,17
67,252,9993,10000,31
68,1,9993,10001,32
69,3,9993,10002,33
123,61,9993,10003,63
124,30,9993,10004,64
125,129,9993,16383,65
126,131,9993,16384,116
127,132,9993,16385,117
128,17,9993,32767,118
129,67,9993,32768,119
130,8,9993,32769,120
131,32,9993,65471,121
132,35,9993,65472,122
133,127,9993,65473,123
251,128,9993,65503,124
252,8,9993,65504,125
253,59,9993,65505,126
254,59,9993,65519,127
255,3,9993,65520,128
0,33,9993,65521,129
1,36,9993,65527,255
2,13,9993,65528,256
3,18,9993,65529,257
4,64,9993,65530,511
5,37,9993,65531,512
6,123,9993,65532,513
7,65,9993,65533,1023
8,67,9993,65534,1024
9,35,9993,65535,1025
12,131,9994,0,2047
13,251,9994,1,2048
14,60,9994,2,2049
15,64,9994,3,4095
16,30,9994,4,4096
17,69,9994,5,4097
18,2,9994,7,8191
19,6,9994,8,8192
20,14,9994,9,8193
21,255,9994,15,16383
27,254,9994,16,16384
28,128,9994,17,16385
10,133,9994,31,32767
11,61,9994,32,32768
31,65,9994,33,32769
32,125,9994,63,65471
33,124,9994,64,65472
34,132,9994,65,65473
35,253,9994,127,65503
36,123,9994,128,65504
37,68,9994,129,65505
59,10,9994,255,65519
60,15,9994,256,65520
61,127,9994,257,65521
62,0,9994,511,65527
63,5,9994,512,65528
64,129,9994,513,65529
65,16,9994,1023,65530
66,19,9994,1024,65531
67,4,9994,1025,65532
68,8,9994,2047,65533
69,130,9994,2048,65534
123,29,9994,2049,65535
124,7,9994,4095,0
125,28,9994,4096,1
126,1,9994,4097,2
127,12,9994,8191,3
128,17,9994,8192,4
129,9,9994,8193,5
130,13,9994,9993,7
131,252,9994,9994,8
132,33,9994,9995,9
133,66,9994,9996,15
251,59,9994,9997,16
252,21,9994,9998,17
253,27,9994,9999,31
254,36,9994,10000,32
255,20,9994,10001,33
0,31,9994,10002,63
1,11,9994,10003,64
2,63,9994,10004,65
3,62,9994,16383,116
4,126,9994,16384,117
5,27,9994,16385,118
7,36,9994,32767,119
8,28,9994,32768,120
9,34,9994,32769,121
10,31,9994,65471,122
29,37,9994,65472,123
6,35,9994,65473,124
30,63,9994,65503,125
36,67,9994,65504,126
37,124,9994,65505,127
59,19,9994,65519,128
60,32,9994,65520,129
61,123,9994,65521,255
62,124,9994,65527,256
63,125,9994,65528,257
64,1,9994,65529,511
65,3,9994,65530,512
66,255,9994,65531,513
67,251,9994,65532,1023
68,4,9994,65533,1024
69,63,9994,65534,1025
123,253,9994,65535,2047
124,65,9995,0,2048
125,255,9995,1,2049
126,0,9995,2,4095
127,18,9995,3,4096
128,19,9995,4,4097
129,12,9995,5,8191
130,13,9995,7,8192
131,4,9995,8,8193
132,10,9995,9,16383
133,17,9995,15,16384
251,6,9995,16,16385
252,60,9995,17,32767
253,69,9995,31,32768
254,68,9995,32,32769
255,128,9995,33,65471
0,27,9995,63,65472
1,66,9995,64,65473
2,9,9995,65,65503
3,32,9995,127,65504
4,34,9995,128,65505
5,62,9995,129,65519
6,126,9995,255,65520
7,30,9995,256,65521
8,61,9995,257,65527
28,20,9995,511,65528
29,11,9995,512,65529
30,132,9995,513,65530
31,133,9995,1023,65531
32,64,9995,1024,65532
33,67,9995,1025,65533
34,2,9995,2047,65534
35,252,9995,2048,65535
17,3,9995,2049,0
18,14,9995,4095,1
19,251,9995,4096,2
20,35,9995,4097,3
21,254,9995,8191,4
27,15,9995,8192,5
63,129,9995,8193,7
64,5,9995,9993,8
65,131,9995,9994,9
66,6,9995,9995,15
67,7,9995,9996,16
68,3,9995,9997,17
10,18,9995,9998,31
11,28,9995,9999,32
12,21,9995,10000,33
13,29,9995,10001,63
14,123,9995,10002,64
15,125,9995,10003,65
16,124,9995,10004,116
62,130,9995,16383,117
69,127,9995,16384,118
123,37,9995,16385,119
132,16,9995,32767,120
133,19,9995,32768,121
251,36,9995,32769,122
9,31,9995,65471,123
10,59,9995,65472,124
11,60,9995,65473,125
12,62,9995,65503,126
13,63,9995,65504,127
14,27,9995,65505,128
15,27,9995,65519,129
16,63,9995,65520,255
36,255,9995,65521,256
37,0,9995,65527,257
59,1,9995,65528,511
60,9,9995,65529,512
61,10,9995,65530,513
27,129,9995,65531,1023
28,254,9995,65532,1024
29,126,9995,65533,1025
30,2,9995,65534,2047
31,7,9995,65535,2048
32,129,9996,0,2049
33,133,9996,1,4095
34,5,9996,2,4096
35,251,9996,3,4097
124,8,9996,4,8191
125,36,9996,5,8192
126,16,9996,7,8193
127,28,9996,8,16383
128,11,9996,9,16384
129,29,9996,15,16385
130,1,9996,16,32767
131,12,9996,17,32768
132,4,9996,31,32769
133,6,9996,32,65471
251,10,9996,33,65472
252,17,9996,63,65473
253,21,9996,64,65503
254,13,9996,65,65504
255,30,9996,127,65505
0,32,9996,128,65519
1,31,9996,129,65520
2,34,9996,255,65521
3,59,9996,256,65527
4,252,9996,257,65528
5,68,9996,511,65529
6,33,9996,512,65530
7,61,9996,513,65531
8,62,9996,1023,65532
9,66,9996,1024,65533
10,60,9996,1025,65534
11,131,9996,2047,65535
12,253,9996,2048,0
13,9,9996,2049,1
14,20,9996,4095,2
15,132,9996,4096,3
16,65,9996,4097,4
17,14,9996,8191,5
18,18,9996,8192,7
19,19,9996,8193,8
20,67,9996,9993,9
21,126,9996,9994,15
27,123,9996,9995,16
28,69,9996,9996,17
29,128,9996,9997,31
30,7,9996,9998,32
31,63,9996,9999,33
32,130,9996,10000,63
33,69,9996,10001,64
34,124,9996,10002,65
35,15,9996,10003,116
36,37,9996,10004,117
37,127,9996,16383,118
59,2,9996,16384,119
60,35,9996,16385,120
61,255,9996,32767,121
62,0,9996,32768,122
63,2,9996,32769,123
64,6,9996,65471,124
65,132,9996,65472,125
66,30,9996,65473,126
67,20,9996,65503,127
68,64,9996,65504,128
69,61,9996,65505,129
123,254,9996,65519,255
124,252,9996,65520,256
125,4,9996,65521,257
126,125,9996,65527,511
127,0,9996,65528,512
128,11,9996,65529,513
129,3,9996,65530,1023
130,2,9996,65531,1024
131,68,9996,65532,1025
132,7,9996,65533,2047
133,27,9996,65534,2048
251,32,9996,65535,2049
252,66,9997,0,4095
253,12,9997,1,4096
254,6,9997,2,4097
255,9,9997,3,8191
0,28,9997,4,8192
1,253,9997,5,8193
2,14,9997,7,16383
3,16,9997,8,16384
4,33,9997,9,16385
5,34,9997,15,32767
6,29,9997,16,32768
7,17,9997,17,32769
8,35,9997,31,65471
9,60,9997,32,65472
10,64,9997,33,65473
11,69,9997,63,65503
12,251,9997,64,65504
13,254,9997,65,65505
14,13,9997,127,65519
15,63,9997,128,65520
16,133,9997,129,65521
17,37,9997,255,65527
18,128,9997,256,65528
19,5,9997,257,65529
20,15,9997,511,65530
21,36,9997,512,65531
27,251,9997,513,65532
28,255,9997,1023,65533
29,67,9997,1024,65534
30,68,9997,1025,65535
31,125,9997,2047,0
32,65,9997,2048,1
33,127,9997,2049,2
34,0,9997,4095,3
35,1,9997,4096,4
36,4,9997,4097,5
37,10,9997,8191,7
59,11,9997,8192,8
60,124,9997,8193,9
61,19,9997,9993,15
62,21,9997,9994,16
63,59,9997,9995,17
64,31,9997,9996,31
65,129,9997,9997,32
66,8,9997,9998,33
67,13,9997,9999,63
68,32,9997,10000,64
69,132,9997,10001,65
123,2,9997,10002,116
124,3,9997,10003,117
125,0,9997,10004,118
126,18,9997,16383,119
127,3,9997,16384,120
128,20,9997,16385,121
129,61,9997,32767,122
130,62,9997,32768,123
131,27,9997,32769,124
132,29,9997,65471,125
133,34,9997,65472,126
251,123,9997,65473,127
252,130,9997,65503,128
253,20,9997,65504,129
254,251,9997,65505,255
255,36,9997,65519,256
0,252,9997,65520,257
1,69,9997,65521,511
2,126,9997,65527,512
3,7,9997,65528,513
4,123,9997,65529,1023
5,128,9997,65530,1024
6,5,9997,65531,1025
7,6,9997,65532,2047
8,131,9997,65533,2048
9,8,9997,65534,2049
10,21,9997,65535,4095
11,133,9998,0,4096
12,30,9998,1,4097
13,66,9998,2,8191
17,124,9998,3,8192
18,125,9998,4,8193
19,15,9998,5,16383
20,255,9998,7,16384
21,9,9998,8,16385
27,18,9998,9,32767
28,35,9998,15,32768
29,36,9998,16,32769
30,68,9998,17,65471
31,126,9998,31,65472
32,127,9998,32,65473
33,130,9998,33,65503
34,253,9998,63,65504
35,33,9998,64,65505
36,5,9998,65,65519
37,34,9998,127,65520
59,17,9998,128,65521
60,69,9998,129,65527
61,12,9998,255,65528
62,13,9998,256,65529
63,31,9998,257,65530
64,32,9998,511,65531
65,16,9998,512,65532
66,14,9998,513,65533
67,64,9998,1023,65534
68,10,9998,1024,65535
69,129,9998,1025,0
123,132,9998,2047,1
124,9,9998,2048,2
125,15,9998,2049,3
126,67,9998,4095,4
127,1,9998,4096,5
128,60,9998,4097,7
129,66,9998,8191,8
130,19,9998,8192,9
131,59,9998,8193,15
5,20,9998,9993,16
6,27,9998,9994,17
7,28,9998,9995,31
8,123,9998,9996,32
253,133,9998,9997,33
254,11,9998,9998,63
255,251,9998,9999,64
0,0,9998,10000,65
1,254,9998,10001,116
2,6,9998,10002,117
3,33,9998,10003,118
4,14,9998,10004,119
14,21,9998,16383,120
15,62,9998,16384,121
16,3,9998,16385,122
20,8,9998,32767,123
21,63,9998,32768,124
252,29,9998,32769,125
9,37,9998,65471,126
10,61,9998,65472,127
30,65,9998,65473,128
31,68,9998,65503,129
32,4,9998,65504,255
17,252,9998,65505,256
18,127,9998,65519,257
19,128,9998,65520,511
20,131,9998,65521,512
21,5,9998,65527,513
62,16,9998,65528,1023
63,62,9998,65529,1024
64,252,9998,65530,1025
65,133,9998,65531,2047
66,255,9998,65532,2048
67,127,9998,65533,2049
68,5,9998,65534,4095
69,2,9998,65535,4096
123,11,9999,0,4097
16,67,9999,1,8191
33,32,9999,2,8192
34,12,9999,3,8193
35,31,9999,4,16383
36,68,9999,5,16384
37,129,9999,7,16385
59,14,9999,8,32767
60,127,9999,9,32768
61,253,9999,15,32769
62,18,9999,16,65471
63,132,9999,17,65472
29,7,9999,31,65473
30,64,9999,32,65503
66,27,9999,33,65504
124,28,9999,63,65505
125,29,9999,64,65519
126,61,9999,65,65520
127,17,9999,127,65521
128,59,9999,128,65527
129,30,9999,129,65528
130,33,9999,255,65529
131,37,9999,256,65530
132,130,9999,257,65531
133,8,9999,511,65532
251,9,9999,512,65533
252,19,9999,513,65534
253,60,9999,1023,65535
254,65,9999,1024,0
255,133,9999,1025,1
0,10,9999,2047,2
1,13,9999,2048,3
2,34,9999,2049,4
3,36,9999,4095,5
4,66,9999,4096,7
5,16,9999,4097,8
6,17,9999,8191,9
7,20,9999,8192,15
8,125,9999,8193,16
9,251,9999,9993,17
15,6,9999,9994,31
19,124,9999,9995,32
28,131,9999,9996,33
10,255,9999,9997,63
11,252,9999,9998,64
12,35,9999,9999,65
13,69,9999,10000,116
14,128,9999,10001,117
18,254,9999,10002,118
17,123,9999,10003,119
20,62,9999,10004,120
21,1,9999,16383,121
27,15,9999,16384,122
28,21,9999,16385,123
29,3,9999,32767,124
64,5,9999,32768,125
31,63,9999,32769,126
32,126,9999,65471,127
33,4,9999,65472,128
34,67,9999,65473,129
35,12,9999,65503,255
65,0,9999,65504,256
69,31,9999,65505,257
16,33,9999,65519,511
17,60,9999,65520,512
18,126,9999,65521,513
19,34,9999,65527,1023
60,37,9999,65528,1024
61,64,9999,65529,1025
27,37,9999,65530,2047
28,9,9999,65531,2048
29,62,9999,65532,2049
30,19,9999,65533,4095
67,32,9999,65534,4096
68,29,9999,65535,4097
33,7,10000,0,8191
14,11,10000,1,8192
15,133,10000,2,8193
36,253,10000,3,16383
37,128,10000,4,16384
59,10,10000,5,16385
127,15,10000,7,32767
128,67,10000,8,32768
129,69,10000,9,32769
130,131,10000,15,65471
131,59,10000,16,65472
132,130,10000,17,65473
133,4,10000,31,65503
251,12,10000,32,65504
252,20,10000,33,65505
253,30,10000,63,65519
254,8,10000,64,65520
255,16,10000,65,65521
0,28,10000,127,65527
1,35,10000,128,65528
2,65,10000,129,65529
3,68,10000,255,65530
4,129,10000,256,65531
5,17,10000,257,65532
6,18,10000,511,65533
7,132,10000,512,65534
8,254,10000,513,65535
9,61,10000,1023,0
10,126,10000,1024,1
11,21,10000,1025,2
12,60,10000,2047,3
13,1,10000,2048,4
124,251,10000,2049,5
125,125,10000,4095,7
126,253,10000,4096,8
17,13,10000,4097,9
18,124,10000,8191,15
19,255,10000,8192,16
20,61,10000,8193,17
21,14,10000,9993,31
27,2,10000,9994,32
31,66,10000,9995,33
29,9,10000,9996,63
30,62,10000,9997,64
123,252,10000,9998,65
32,63,10000,9999,116
34,64,10000,10000,117
35,68,10000,10001,118
16,69,10000,10002,119
36,133,10000,10003,120
37,27,10000,10004,121
59,5,10000,16383,122
60,6,10000,16384,123
61,19,10000,16385,124
62,33,10000,32767,125
63,3,10000,32768,126
64,133,10000,32769,127
65,36,10000,65471,128
66,127,10000,65472,129
67,29,10000,65473,255
68,32,10000,65503,256
69,37,10000,65504,257
123,60,10000,65505,511
124,123,10000,65519,512
125,125,10000,65520,513
126,254,10000,65521,1023
127,21,10000,65527,1024
128,31,10000,65528,1025
129,15,10000,65529,2047
130,59,10000,65530,2048
131,30,10000,65531,2049
132,132,10000,65532,4095
133,34,10000,65533,4096
251,66,10000,65534,4097
252,124,10000,65535,8191
253,67,10001,0,8192
254,10,10001,1,8193
255,12,10001,2,16383
0,13,10001,3,16384
1,18,10001,4,16385
2,19,10001,5,32767
3,59,10001,7,32768
4,16,10001,8,32769
5,28,10001,9,65471
6,129,10001,15,65472
7,65,10001,16,65473
8,7,10001,17,65503
9,125,10001,31,65504
10,253,10001,32,65505
11,69,10001,33,65519
12,11,10001,63,65520
13,35,10001,64,65521
14,124,10001,65,65527
15,2,10001,127,65528
16,126,10001,128,65529
