# ACTS Test Suite Generation: Wed Mar 18 20:43:59 EET 2020
#  '*' represents don't care value 
# Degree of interaction coverage: 2
# Number of parameters: 5
# Maximum number of values per parameter: 75
# Number of configurations: 5667
Byte_count,Reference_Type,File_number,Record_number,Record_length
132,124,63,65520,7
133,125,63,65521,8
251,126,63,65527,9
252,128,63,65528,15
253,2,63,65529,16
254,18,63,65530,17
255,34,63,65531,31
0,67,63,65532,32
1,68,63,65533,33
2,69,63,65534,63
3,132,63,65535,64
5,254,64,0,65
6,0,64,1,116
7,1,64,2,117
8,2,64,3,118
9,3,64,4,119
10,4,64,5,120
11,62,64,7,121
12,63,64,8,122
13,124,64,9,123
14,125,64,15,124
15,126,64,16,125
16,127,64,17,126
17,128,64,31,127
18,129,64,32,128
19,130,64,33,129
20,131,64,63,255
21,132,64,64,256
27,133,64,65,257
28,251,64,127,511
29,252,64,128,512
30,253,64,129,513
31,6,64,255,1023
32,7,64,256,1024
33,8,64,257,1025
34,9,64,511,2047
35,10,64,512,2048
36,11,64,513,2049
37,12,64,1023,4095
59,13,64,1024,4096
60,14,64,1025,4097
61,15,64,2047,8191
62,16,64,2048,8192
63,17,64,2049,8193
64,18,64,4095,16383
65,19,64,4096,16384
66,20,64,4097,16385
67,21,64,8191,32767
68,27,64,8192,32768
69,28,64,8193,32769
123,32,64,9993,65471
124,33,64,9994,65472
125,34,64,9995,65473
126,35,64,9996,65503
127,36,64,9997,65504
128,37,64,9998,65505
129,59,64,9999,65519
130,60,64,10000,65520
131,65,64,10001,65521
132,5,64,10002,65527
133,30,64,10003,65528
251,31,64,10004,65529
252,61,64,16383,65530
253,64,64,16384,65531
254,123,64,16385,65532
255,29,64,32767,65533
0,66,64,32768,65534
1,67,64,32769,65535
2,255,64,65471,0
3,69,64,65472,1
4,68,64,65473,2
5,124,64,65503,3
6,125,64,65504,4
7,126,64,65505,5
8,128,64,65519,7
9,4,64,65520,8
10,62,64,65521,9
11,63,64,65527,15
12,254,64,65528,16
13,0,64,65529,17
14,1,64,65530,31
15,3,64,65531,32
16,12,64,65532,33
17,30,64,65533,63
18,31,64,65534,64
19,32,64,65535,65
20,33,65,0,116
21,34,65,1,117
27,35,65,2,118
28,59,65,3,119
29,60,65,4,120
30,129,65,5,121
31,130,65,7,122
32,133,65,8,123
33,251,65,9,124
34,252,65,15,125
35,253,65,16,126
36,2,65,17,127
37,5,65,31,128
59,6,65,32,129
60,7,65,33,255
61,8,65,63,256
62,9,65,64,257
63,10,65,65,511
64,11,65,127,512
65,14,65,128,513
66,15,65,129,1023
67,16,65,255,1024
68,17,65,256,1025
69,18,65,257,2047
123,19,65,511,2048
124,21,65,512,2049
125,27,65,513,4095
126,28,65,1023,4096
127,61,65,1024,4097
128,62,65,1025,8191
129,65,65,2047,8192
130,66,65,2048,8193
131,67,65,2049,16383
132,127,65,4095,16384
133,36,65,4096,16385
251,37,65,4097,32767
252,64,65,8191,32768
253,123,65,8192,32769
254,20,65,8193,65471
255,63,65,9993,65472
0,68,65,9994,65473
1,13,65,9995,65503
2,29,65,9996,65504
3,30,65,9997,65505
4,254,65,9998,65519
5,255,65,9999,65520
6,132,65,10000,65521
7,0,65,10001,65527
8,1,65,10002,65528
9,32,65,10003,65529
10,131,65,10004,65530
11,31,65,16383,65531
12,69,65,16384,65532
13,125,65,16385,65533
14,126,65,32767,65534
15,124,65,32768,65535
16,128,65,32769,0
17,132,65,65471,1
18,12,65,65472,2
19,4,65,65473,3
20,5,65,65503,4
21,7,65,65504,5
27,8,65,65505,7
28,9,65,65519,8
29,10,65,65520,9
30,3,65,65521,15
31,16,65,65527,16
32,28,65,65528,17
33,29,65,65529,31
34,62,65,65530,32
35,65,65,65531,33
36,66,65,65532,63
37,67,65,65533,64
59,123,65,65534,65
60,133,65,65535,116
61,252,127,0,117
62,253,127,1,118
63,254,127,2,119
64,255,127,3,120
65,2,127,4,121
66,13,127,5,122
67,14,127,7,123
68,18,127,8,124
69,19,127,9,125
123,20,127,15,126
124,27,127,16,127
125,37,127,17,128
126,59,127,31,129
127,64,127,32,255
128,35,127,33,256
129,36,127,63,257
130,11,127,64,511
131,34,127,65,512
132,60,127,127,513
133,61,127,128,1023
251,127,127,129,1024
252,129,127,255,1025
253,130,127,256,2047
254,131,127,257,2048
255,251,127,511,2049
0,17,127,512,4095
1,6,127,513,4096
2,7,127,1023,4097
3,21,127,1024,8191
4,15,127,1025,8192
5,33,127,2047,8193
6,62,127,2048,16383
7,68,127,2049,16384
8,69,127,4095,16385
9,123,127,4096,32767
10,124,127,4097,32768
11,125,127,8191,32769
12,126,127,8192,65471
13,128,127,8193,65472
14,28,127,9993,65473
15,29,127,9994,65503
16,31,127,9995,65504
17,32,127,9996,65505
18,65,127,9997,65519
19,66,127,9998,65520
20,67,127,9999,65521
21,130,127,10000,65527
27,132,127,10001,65528
28,0,127,10002,65529
29,1,127,10003,65530
30,5,127,10004,65531
31,3,127,16383,65532
32,4,127,16384,65533
33,16,127,16385,65534
34,30,127,32767,65535
35,9,127,32768,0
36,12,127,32769,1
37,63,127,65471,2
59,133,127,65472,3
60,8,127,65473,4
61,10,127,65503,5
62,11,127,65504,7
63,14,127,65505,8
64,15,127,65519,9
65,17,127,65520,15
66,18,127,65521,16
67,19,127,65527,17
68,20,127,65528,31
69,21,127,65529,32
123,27,127,65530,33
124,59,127,65531,63
125,60,127,65532,64
126,13,127,65533,65
127,34,127,65534,116
128,36,127,65535,117
129,37,128,0,118
130,61,128,1,119
131,125,128,2,120
132,6,128,3,121
133,33,128,4,122
251,35,128,5,123
252,36,128,7,124
253,131,128,8,125
254,2,128,9,126
255,64,128,15,127
0,251,128,16,128
1,252,128,17,129
2,253,128,31,255
3,9,128,32,256
4,127,128,33,257
5,133,128,63,511
6,255,128,64,512
7,3,128,65,513
8,4,128,127,1023
9,129,128,128,1024
10,130,128,129,1025
11,254,128,255,2047
12,18,128,256,2048
13,19,128,257,2049
14,32,128,511,4095
15,59,128,512,4096
16,60,128,513,4097
17,66,128,1023,8191
18,123,128,1024,8192
19,124,128,1025,8193
20,128,128,2047,16383
21,0,128,2048,16384
27,1,128,2049,16385
28,13,128,4095,32767
29,14,128,4096,32768
30,15,128,4097,32769
31,27,128,8191,65471
32,29,128,8192,65472
33,30,128,8193,65473
34,31,128,9993,65503
35,69,128,9994,65504
36,126,128,9995,65505
37,132,128,9996,65519
59,5,128,9997,65520
60,12,128,9998,65521
61,7,128,9999,65527
62,8,128,10000,65528
63,16,128,10001,65529
64,20,128,10002,65530
65,21,128,10003,65531
66,34,128,10004,65532
67,63,128,16383,65533
68,28,128,16384,65534
69,62,128,16385,65535
123,10,128,32767,0
124,11,128,32768,1
125,65,128,32769,2
126,67,128,65471,3
127,68,128,65472,4
128,255,128,65473,5
129,17,128,65503,7
130,33,128,65504,8
131,35,128,65505,9
132,254,128,65519,15
133,37,128,65520,16
251,64,128,65521,17
252,251,128,65527,31
253,252,128,65528,32
254,61,128,65529,33
255,6,128,65530,63
0,127,128,65531,64
1,130,128,65532,65
2,8,128,65533,116
3,131,128,65534,117
4,251,128,65535,118
6,253,129,0,119
7,13,129,1,120
8,16,129,2,121
9,17,129,3,122
10,129,129,4,123
11,132,129,5,124
12,133,129,7,125
13,10,129,8,126
14,36,129,9,127
15,60,129,15,128
16,62,129,16,129
17,65,129,17,255
18,66,129,31,256
19,2,129,32,257
20,3,129,33,511
21,6,129,63,512
27,12,129,64,513
28,67,129,65,1023
29,68,129,127,1024
30,69,129,128,1025
31,123,129,129,2047
32,124,129,255,2048
33,125,129,256,2049
34,126,129,257,4095
35,127,129,511,4096
36,128,129,512,4097
37,252,129,513,8191
59,254,129,1023,8192
60,255,129,1024,8193
61,0,129,1025,16383
62,1,129,2047,16384
63,5,129,2048,16385
64,7,129,2049,32767
65,15,129,4095,32768
66,21,129,4096,32769
67,28,129,4097,65471
68,37,129,8191,65472
69,59,129,8192,65473
123,63,129,8193,65503
124,64,129,9993,65504
125,9,129,9994,65505
126,27,129,9995,65519
127,30,129,9996,65520
128,32,129,9997,65521
129,33,129,9998,65527
130,34,129,9999,65528
131,61,129,10000,65529
132,14,129,10001,65530
133,18,129,10002,65531
251,20,129,10003,65532
252,19,129,10004,65533
253,29,129,16383,65534
254,31,129,16384,65535
255,8,129,16385,0
0,4,129,32767,1
1,35,129,32768,2
2,11,129,32769,3
3,12,129,65471,4
4,131,129,65472,5
5,251,129,65473,7
6,15,129,65503,8
7,253,129,65504,9
8,5,129,65505,15
9,19,129,65519,16
10,20,129,65520,17
11,130,129,65521,31
12,129,129,65527,32
13,2,129,65528,33
14,3,129,65529,63
15,28,129,65530,64
16,29,129,65531,65
17,31,129,65532,116
18,32,129,65533,117
19,59,129,65534,118
20,60,129,65535,119
21,61,255,0,120
27,69,255,1,121
28,123,255,2,122
29,125,255,3,123
30,126,255,4,124
31,127,255,5,125
32,128,255,7,126
33,129,255,8,127
34,131,255,9,128
35,133,255,15,129
36,252,255,16,255
37,253,255,17,256
59,255,255,31,257
60,0,255,32,511
61,1,255,33,512
62,2,255,63,513
63,21,255,64,1023
64,27,255,65,1024
65,33,255,127,1025
66,132,255,128,2047
67,4,255,129,2048
68,7,255,255,2049
69,9,255,256,4095
123,11,255,257,4096
124,13,255,511,4097
125,14,255,512,8191
126,30,255,513,8192
127,35,255,1023,8193
128,254,255,1024,16383
129,6,255,1025,16384
130,16,255,2047,16385
131,17,255,2048,32767
132,18,255,2049,32768
133,63,255,4095,32769
251,66,255,4096,65471
252,67,255,4097,65472
253,10,255,8191,65473
254,37,255,8192,65503
255,68,255,8193,65504
0,124,255,9993,65505
1,34,255,9994,65519
2,64,255,9995,65520
3,130,255,9996,65521
4,29,255,9997,65527
5,36,255,9998,65528
6,60,255,9999,65529
7,62,255,10000,65530
8,3,255,10001,65531
9,65,255,10002,65532
10,5,255,10003,65533
11,20,255,10004,65534
12,28,255,16383,65535
13,251,255,16384,0
14,253,255,16385,1
15,31,255,32767,2
16,32,255,32768,3
17,33,255,32769,4
18,59,255,65471,5
19,15,255,65472,7
20,16,255,65473,8
21,19,255,65503,9
27,34,255,65504,15
28,64,255,65505,16
29,65,255,65519,17
30,8,255,65520,31
31,9,255,65521,32
32,10,255,65527,33
33,12,255,65528,63
34,14,255,65529,64
35,66,255,65530,65
36,69,255,65531,116
37,123,255,65532,117
59,124,255,65533,118
60,125,255,65534,119
61,126,255,65535,120
62,127,256,0,121
63,128,256,1,122
64,131,256,2,123
65,0,256,3,124
66,1,256,4,125
67,7,256,5,126
68,11,256,7,127
69,13,256,8,128
123,17,256,9,129
124,18,256,15,255
125,30,256,16,256
126,62,256,17,257
127,63,256,31,511
128,67,256,32,512
129,4,256,33,513
130,5,256,63,1023
131,6,256,64,1024
132,21,256,65,1025
133,27,256,127,2047
251,36,256,128,2048
252,37,256,129,2049
253,61,256,255,4095
254,133,256,256,4096
255,35,256,257,4097
0,69,256,511,8191
1,125,256,512,8192
2,68,256,513,8193
3,251,256,1023,16383
4,129,256,1024,16384
5,130,256,1025,16385
6,252,256,2047,32767
7,19,256,2048,32768
8,254,256,2049,32769
9,132,256,4095,65471
10,9,256,4096,65472
11,2,256,4097,65473
12,20,256,8191,65503
13,28,256,8192,65504
14,255,256,8193,65505
15,33,256,9993,65519
16,59,256,9994,65520
17,60,256,9995,65521
18,64,256,9996,65527
19,126,256,9997,65528
20,65,256,9998,65529
21,66,256,9999,65530
27,123,256,10000,65531
28,124,256,10001,65532
29,129,256,10002,65533
30,131,256,10003,65534
31,12,256,10004,65535
32,15,256,16383,0
33,29,256,16384,1
34,32,256,16385,2
35,34,256,32767,3
36,253,256,32768,4
37,254,256,32769,5
59,3,256,65471,7
60,10,256,65472,8
61,14,256,65473,9
62,31,256,65503,15
63,133,256,65504,16
64,8,256,65505,17
65,11,256,65519,31
66,16,256,65520,32
67,30,256,65521,33
68,128,256,65527,63
69,6,256,65528,64
123,7,256,65529,65
124,17,256,65530,116
125,18,256,65531,117
126,21,256,65532,118
127,27,256,65533,119
128,68,256,65534,120
129,255,256,65535,121
130,4,257,0,122
131,36,257,1,123
132,37,257,2,124
133,67,257,3,125
251,61,257,4,126
252,62,257,5,127
253,63,257,7,128
254,35,257,8,129
255,13,257,9,255
0,14,257,15,256
1,15,257,16,257
2,16,257,17,511
3,17,257,31,512
4,19,257,32,513
5,0,257,33,1023
6,1,257,63,1024
7,2,257,64,1025
8,127,257,65,2047
9,128,257,127,2048
10,6,257,128,2049
11,8,257,129,4095
12,132,257,255,4096
13,252,257,256,4097
14,254,257,257,8191
15,255,257,511,8192
16,28,257,512,8193
17,29,257,513,16383
18,30,257,1023,16384
19,31,257,1024,16385
20,32,257,1025,32767
21,68,257,2047,32768
27,126,257,2048,32769
28,129,257,2049,65471
29,130,257,4095,65472
30,133,257,4096,65473
31,251,257,4097,65503
32,3,257,8191,65504
33,65,257,8192,65505
34,66,257,8193,65519
35,123,257,9993,65520
36,124,257,9994,65521
37,125,257,9995,65527
59,11,257,9996,65528
60,18,257,9997,65529
61,20,257,9998,65530
62,12,257,9999,65531
63,27,257,10000,65532
64,21,257,10001,65533
65,34,257,10002,65534
66,37,257,10003,65535
67,59,257,10004,0
68,64,257,16383,1
69,253,257,16384,2
123,9,257,16385,3
124,10,257,32767,4
125,33,257,32768,5
126,131,257,32769,7
127,69,257,65471,8
128,5,257,65472,9
129,7,257,65473,15
130,36,257,65503,16
131,60,257,65504,17
132,13,257,65505,31
133,35,257,65519,32
251,62,257,65520,33
252,63,257,65521,63
253,65,257,65527,64
254,127,257,65528,65
255,128,257,65529,116
0,2,257,65530,117
1,7,257,65531,118
2,0,257,65532,119
3,252,257,65533,120
4,253,257,65534,121
5,14,257,65535,122
8,15,511,0,123
9,16,511,1,124
10,17,511,2,125
11,19,511,3,126
12,67,511,4,127
13,61,511,5,128
14,4,511,7,129
15,132,511,8,255
16,1,511,9,256
17,11,511,15,257
18,34,511,16,511
19,35,511,17,512
20,36,511,31,513
21,37,511,32,1023
27,59,511,33,1024
28,60,511,63,1025
29,64,511,64,2047
30,130,511,65,2048
31,131,511,127,2049
32,251,511,128,4095
33,252,511,129,4096
34,3,511,255,4097
35,6,511,256,8191
36,10,511,257,8192
37,27,511,511,8193
59,69,511,512,16383
60,123,511,513,16384
61,124,511,1023,16385
62,125,511,1024,32767
63,126,511,1025,32768
64,127,511,2047,32769
65,254,511,2048,65471
66,0,511,2049,65472
67,8,511,4095,65473
68,30,511,4096,65503
69,33,511,4097,65504
123,5,511,8191,65505
124,12,511,8192,65519
125,13,511,8193,65520
126,29,511,9993,65521
127,31,511,9994,65527
128,133,511,9995,65528
129,2,511,9996,65529
130,7,511,9997,65530
131,62,511,9998,65531
132,68,511,9999,65532
133,20,511,10000,65533
251,63,511,10001,65534
252,66,511,10002,65535
253,18,511,10003,0
254,21,511,10004,1
255,14,511,16383,2
0,129,511,16384,3
1,255,511,16385,4
3,28,511,32767,5
4,65,511,32768,7
5,32,511,32769,8
6,61,511,65471,9
7,124,511,65472,15
2,128,511,65473,16
7,9,511,65503,17
8,132,511,65504,31
9,133,511,65505,32
10,253,511,65519,33
11,21,511,65520,63
12,27,511,65521,64
13,67,511,65527,65
14,68,511,65528,116
15,69,511,65529,117
16,4,511,65530,118
17,35,511,65531,119
18,1,511,65532,120
19,3,511,65533,121
20,37,511,65534,122
21,59,511,65535,123
27,60,512,0,124
28,130,512,1,125
29,251,512,2,126
30,252,512,3,127
31,254,512,4,128
32,8,512,5,129
33,10,512,7,255
34,11,512,8,256
35,12,512,9,257
36,13,512,15,511
37,16,512,16,512
59,17,512,17,513
60,19,512,31,1023
61,30,512,32,1024
62,131,512,33,1025
63,4,512,63,2047
64,5,512,64,2048
65,9,512,65,2049
66,29,512,127,4095
67,31,512,128,4096
68,32,512,129,4097
69,34,512,255,8191
123,62,512,256,8192
124,63,512,257,8193
125,66,512,511,16383
126,18,512,512,16384
127,67,512,513,16385
128,2,512,1023,32767
129,20,512,1024,32768
130,64,512,1025,32769
131,124,512,2047,65471
132,125,512,2048,65472
133,126,512,2049,65473
251,128,512,4095,65503
252,1,512,4096,65504
253,6,512,4097,65505
254,28,512,8191,65519
255,33,512,8192,65520
0,123,512,8193,65521
1,14,512,9993,65527
2,15,512,9994,65528
3,127,512,9995,65529
4,27,512,9996,65530
5,35,512,9997,65531
6,36,512,9998,65532
7,37,512,9999,65533
8,59,512,10000,65534
9,61,512,10001,65535
10,132,512,10002,0
11,0,512,10003,1
12,6,512,10004,2
13,255,512,16383,3
14,21,512,16384,4
15,68,512,16385,5
16,69,512,32767,7
17,133,512,32768,8
18,255,512,32769,9
19,129,512,65471,15
20,130,512,65472,16
21,253,512,65473,17
27,65,512,65503,31
28,66,512,65504,32
29,67,512,65505,33
30,125,512,65519,63
31,7,512,65520,64
32,11,512,65521,65
33,61,512,65527,116
34,129,512,65528,117
35,131,512,65529,118
36,132,512,65530,119
37,251,512,65531,120
59,252,512,65532,121
60,1,512,65533,122
61,3,512,65534,123
62,4,512,65535,124
63,9,513,0,125
64,17,513,1,126
65,18,513,2,127
66,31,513,3,128
67,32,513,4,129
68,33,513,5,255
69,5,513,7,256
123,16,513,8,257
124,15,513,9,511
125,19,513,15,512
126,20,513,16,513
127,10,513,17,1023
128,123,513,31,1024
129,28,513,32,1025
130,29,513,33,2047
131,30,513,63,2048
132,36,513,64,2049
133,62,513,65,4095
251,8,513,127,4096
252,12,513,128,4097
253,13,513,129,8191
254,14,513,255,8192
255,126,513,256,8193
0,34,513,257,16383
1,60,513,511,16384
2,61,513,512,16385
3,65,513,513,32767
4,125,513,1023,32768
5,128,513,1024,32769
6,251,513,1025,65471
7,64,513,2047,65472
8,63,513,2048,65473
9,2,513,2049,65503
10,21,513,4095,65504
11,27,513,4096,65505
12,127,513,4097,65519
13,253,513,8191,65520
14,0,513,8192,65521
15,254,513,8193,65527
16,255,513,9993,65528
17,1,513,9994,65529
18,35,513,9995,65530
19,67,513,9996,65531
20,132,513,9997,65532
21,133,513,9998,65533
27,252,513,9999,65534
28,3,513,10000,65535
29,4,513,10001,0
30,37,513,10002,1
31,59,513,10003,2
32,66,513,10004,3
33,68,513,16383,4
34,124,513,16384,5
35,129,513,16385,7
36,6,513,32767,8
37,7,513,32768,9
59,130,513,32769,15
60,131,513,65471,16
61,2,513,65472,17
62,10,513,65473,31
63,11,513,65503,32
64,13,513,65504,33
65,32,513,65505,63
66,33,513,65519,64
67,34,513,65520,65
68,36,513,65521,116
69,12,513,65527,117
123,18,513,65528,118
124,19,513,65529,119
125,20,513,65530,120
126,63,513,65531,121
127,254,513,65532,122
128,16,513,65533,123
129,29,513,65534,124
130,30,513,65535,125
131,31,1023,0,126
132,8,1023,1,127
133,9,1023,2,128
251,5,1023,3,129
252,15,1023,4,255
253,60,1023,5,256
254,69,1023,7,257
255,123,1023,8,511
0,125,1023,9,512
1,126,1023,15,513
2,17,1023,16,1023
3,19,1023,17,1024
4,20,1023,31,1025
5,21,1023,32,2047
6,28,1023,33,2048
7,29,1023,63,2049
8,30,1023,64,4095
9,64,1023,65,4096
10,65,1023,127,4097
11,127,1023,128,8191
12,0,1023,129,8192
13,62,1023,255,8193
14,63,1023,256,16383
15,67,1023,257,16384
16,68,1023,511,16385
17,129,1023,512,32767
18,130,1023,513,32768
19,131,1023,1023,32769
20,4,1023,1024,65471
21,18,1023,1025,65472
27,61,1023,2047,65473
28,132,1023,2048,65503
29,133,1023,2049,65504
30,1,1023,4095,65505
31,2,1023,4096,65519
32,252,1023,4097,65520
33,255,1023,8191,65521
34,13,1023,8192,65527
35,14,1023,8193,65528
36,254,1023,9993,65529
37,3,1023,9994,65530
59,7,1023,9995,65531
60,128,1023,9996,65532
61,251,1023,9997,65533
62,6,1023,9998,65534
63,32,1023,9999,65535
64,33,1023,10000,0
65,34,1023,10001,1
66,10,1023,10002,2
67,253,1023,10003,3
68,16,1023,10004,4
69,27,1023,16383,5
123,35,1023,16384,7
124,36,1023,16385,8
125,59,1023,32767,9
126,37,1023,32768,15
127,62,1023,32769,16
128,124,1023,65471,17
129,0,1023,65472,31
130,12,1023,65473,32
131,28,1023,65503,33
132,31,1023,65504,63
133,66,1023,65505,64
251,60,1023,65519,65
252,11,1023,65520,116
253,8,1023,65521,117
254,9,1023,65527,118
255,15,1023,65528,119
0,5,1023,65529,120
1,123,1023,65530,121
2,124,1023,65531,122
3,126,1023,65532,123
4,255,1023,65533,124
5,4,1023,65534,125
6,64,1023,65535,126
7,69,1024,0,127
8,123,1024,1,128
9,29,1024,2,129
10,30,1024,3,255
11,34,1024,4,256
12,59,1024,5,257
13,127,1024,7,511
14,251,1024,8,512
15,0,1024,9,513
16,2,1024,15,1023
17,14,1024,16,1024
18,15,1024,17,1025
19,16,1024,31,2047
20,17,1024,32,2048
21,31,1024,33,2049
27,63,1024,63,4095
28,126,1024,64,4096
29,131,1024,65,4097
30,132,1024,127,8191
31,1,1024,128,8192
32,9,1024,129,8193
33,13,1024,255,16383
34,33,1024,256,16384
35,32,1024,257,16385
36,35,1024,511,32767
37,8,1024,512,32768
59,18,1024,513,32769
60,253,1024,1023,65471
61,5,1024,1024,65472
62,20,1024,1025,65473
63,28,1024,2047,65503
64,61,1024,2048,65504
65,130,1024,2049,65505
66,252,1024,4095,65519
67,3,1024,4096,65520
68,21,1024,4097,65521
69,36,1024,8191,65527
123,60,1024,8192,65528
124,4,1024,8193,65529
125,10,1024,9993,65530
126,255,1024,9994,65531
127,19,1024,9995,65532
128,65,1024,9996,65533
129,11,1024,9997,65534
130,27,1024,9998,65535
131,64,1024,9999,0
132,66,1024,10000,1
133,128,1024,10001,2
251,133,1024,10002,3
252,124,1024,10003,4
253,125,1024,10004,5
254,7,1024,16383,7
255,67,1024,16384,8
0,6,1024,16385,9
1,37,1024,32767,15
3,129,1024,32768,16
4,12,1024,32769,17
5,62,1024,65471,31
6,63,1024,65472,32
2,125,1024,65473,33
8,254,1024,65503,63
9,5,1024,65504,64
10,68,1024,65505,65
11,10,1024,65519,116
12,29,1024,65520,117
13,32,1024,65521,118
14,33,1024,65527,119
15,34,1024,65528,120
16,35,1024,65529,121
17,127,1024,65530,122
18,128,1024,65531,123
19,133,1024,65532,124
20,251,1024,65533,125
21,1,1024,65534,126
27,3,1024,65535,127
28,6,1025,0,128
29,7,1025,1,129
30,11,1025,2,255
31,69,1025,3,256
32,123,1025,4,257
33,126,1025,5,511
34,254,1025,7,512
35,59,1025,8,513
36,60,1025,9,1023
37,130,1025,15,1024
59,132,1025,16,1025
60,13,1025,17,2047
61,129,1025,31,2048
62,252,1025,32,2049
63,253,1025,33,4095
64,10,1025,63,4096
65,20,1025,64,4097
66,28,1025,65,8191
67,9,1025,127,8192
68,15,1025,128,8193
69,16,1025,129,16383
123,31,1025,255,16384
124,14,1025,256,16385
125,61,1025,257,32767
126,17,1025,511,32768
127,37,1025,512,32769
128,64,1025,513,65471
129,8,1025,1023,65472
130,18,1025,1024,65473
131,27,1025,1025,65503
132,62,1025,2047,65504
133,12,1025,2048,65505
251,21,1025,2049,65519
252,65,1025,4095,65520
253,68,1025,4096,65521
254,19,1025,4097,65527
255,32,1025,8191,65528
0,128,1025,8192,65529
1,127,1025,8193,65530
2,131,1025,9993,65531
3,125,1025,9994,65532
4,30,1025,9995,65533
5,36,1025,9996,65534
6,67,1025,9997,65535
7,63,1025,9998,0
8,2,1025,9999,1
9,124,1025,10000,2
10,66,1025,10001,3
11,251,1025,10002,4
12,255,1025,10003,5
13,33,1025,10004,7
14,34,1025,16383,8
15,65,1025,16384,9
16,0,1025,16385,15
17,1,1025,32767,16
18,69,1025,32768,17
19,123,1025,32769,31
20,29,1025,65471,32
21,60,1025,65472,33
27,62,1025,65473,63
28,4,1025,65503,64
29,5,1025,65504,65
30,6,1025,65505,116
31,133,1025,65519,117
32,254,1025,65520,118
33,2,1025,65521,119
34,15,1025,65527,120
35,126,1025,65528,121
36,129,1025,65529,122
37,13,1025,65530,123
59,14,1025,65531,124
60,3,1025,65532,125
61,9,1025,65533,126
62,17,1025,65534,127
63,252,1025,65535,128
64,12,2047,0,129
65,28,2047,1,255
66,7,2047,2,256
67,61,2047,3,257
68,131,2047,4,511
69,2,2047,5,512
123,30,2047,7,513
124,31,2047,8,1023
125,35,2047,9,1024
126,36,2047,15,1025
127,8,2047,16,2047
128,20,2047,17,2048
129,18,2047,31,2049
130,124,2047,32,4095
131,19,2047,33,4096
132,59,2047,63,4097
133,60,2047,64,8191
251,68,2047,65,8192
252,69,2047,127,8193
253,11,2047,128,16383
254,29,2047,129,16384
255,66,2047,255,16385
0,3,2047,256,32767
1,16,2047,257,32768
2,130,2047,511,32769
3,133,2047,512,65471
4,17,2047,513,65472
5,252,2047,1023,65473
6,32,2047,1024,65503
7,127,2047,1025,65504
8,21,2047,2047,65505
9,6,2047,2048,65519
10,27,2047,2049,65520
11,37,2047,4095,65521
12,128,2047,4096,65527
13,129,2047,4097,65528
14,67,2047,8191,65529
15,253,2047,8192,65530
16,34,2047,8193,65531
17,0,2047,9993,65532
18,132,2047,9994,65533
19,1,2047,9995,65534
20,125,2047,9996,65535
21,254,2047,9997,0
27,255,2047,9998,1
28,62,2047,9999,2
29,63,2047,10000,3
30,123,2047,10001,4
31,64,2047,10002,5
32,126,2047,10003,7
33,132,2047,10004,8
34,251,2047,16383,9
35,5,2047,16384,15
36,15,2047,16385,16
37,33,2047,32767,17
59,127,2047,32768,31
60,4,2047,32769,32
61,13,2047,65471,33
62,14,2047,65472,63
63,18,2047,65473,64
64,16,2047,65503,65
65,65,2047,65504,116
66,9,2047,65505,117
67,10,2047,65519,118
68,12,2047,65520,119
69,37,2047,65521,120
123,130,2047,65527,121
124,131,2047,65528,122
125,253,2047,65529,123
126,8,2047,65530,124
127,20,2047,65531,125
128,27,2047,65532,126
129,31,2047,65533,127
130,21,2047,65534,128
131,63,2047,65535,129
132,35,2048,0,255
133,65,2048,1,256
251,28,2048,2,257
252,7,2048,3,511
253,59,2048,4,512
254,66,2048,5,513
255,125,2048,7,1023
0,126,2048,8,1024
1,133,2048,9,1025
2,30,2048,15,2047
3,61,2048,16,2048
4,124,2048,17,2049
5,67,2048,31,4095
6,68,2048,32,4096
7,18,2048,33,4097
8,19,2048,63,8191
9,27,2048,64,8192
10,36,2048,65,8193
11,5,2048,127,16383
12,64,2048,128,16384
13,60,2048,129,16385
14,69,2048,255,32767
15,123,2048,256,32768
16,253,2048,257,32769
17,3,2048,511,65471
18,6,2048,512,65472
19,62,2048,513,65473
20,127,2048,1023,65503
21,11,2048,1024,65504
27,128,2048,1025,65505
28,255,2048,2047,65519
29,20,2048,2048,65520
30,33,2048,2049,65521
31,4,2048,4095,65527
32,0,2048,4096,65528
33,63,2048,4097,65529
34,2,2048,8191,65530
35,132,2048,8192,65531
36,21,2048,8193,65532
37,1,2048,9993,65533
59,129,2048,9994,65534
60,17,2048,9995,65535
61,131,2048,9996,0
62,252,2048,9997,1
63,15,2048,9998,2
64,254,2048,9999,3
65,13,2048,10000,4
66,130,2048,10001,5
67,29,2048,10002,7
68,31,2048,10003,8
69,32,2048,10004,9
123,8,2048,16383,15
124,34,2048,16384,16
125,251,2048,16385,17
126,9,2048,32767,31
127,10,2048,32768,32
128,37,2048,32769,33
129,64,2048,65471,63
130,17,2048,65472,64
131,14,2048,65473,65
132,16,2048,65503,116
133,59,2048,65504,117
251,12,2048,65505,118
252,28,2048,65519,119
253,36,2048,65520,120
254,124,2048,65521,121
255,7,2048,65527,122
0,11,2048,65528,123
1,12,2048,65529,124
2,33,2048,65530,125
3,66,2048,65531,126
4,35,2048,65532,127
5,66,2048,65533,128
6,13,2048,65534,129
7,34,2048,65535,255
10,19,2049,0,256
11,67,2049,1,257
