# ACTS Test Suite Generation: Wed Mar 18 21:01:10 EET 2020
#  '*' represents don't care value 
# Degree of interaction coverage: 2
# Number of parameters: 3
# Maximum number of values per parameter: 183
# Number of configurations: 15752
quan,byte_count,num_value
16386,253,129
16387,254,129
16388,255,129
16389,0,129
20000,1,129
32763,2,129
32764,3,129
32765,4,129
32766,5,129
32767,6,129
32768,7,129
32769,8,129
32770,9,129
32771,10,129
32772,11,129
32773,12,129
65530,13,129
65531,14,129
65532,15,129
65533,16,129
65534,17,129
65535,18,129
1,19,131
2,20,131
3,21,131
4,27,131
5,28,131
6,29,131
7,30,131
8,31,131
9,32,131
10,34,131
11,35,131
12,36,131
13,37,131
14,59,131
15,60,131
16,61,131
17,33,131
18,65,131
19,66,131
20,67,131
21,68,131
27,69,131
28,123,131
29,124,131
30,125,131
31,126,131
32,127,131
33,128,131
34,131,131
35,132,131
36,133,131
37,251,131
59,252,131
60,253,131
61,254,131
62,255,131
63,0,131
64,1,131
65,2,131
66,3,131
67,4,131
68,5,131
69,6,131
111,7,131
112,12,131
113,15,131
114,17,131
115,18,131
116,62,131
117,63,131
118,64,131
119,130,131
120,10,131
121,11,131
122,14,131
123,9,131
124,16,131
125,8,131
126,13,131
127,129,131
128,19,131
129,20,131
130,21,131
131,27,131
132,28,131
133,29,131
134,30,131
251,31,131
252,32,131
253,33,131
254,34,131
255,35,131
256,36,131
257,37,131
258,59,131
259,60,131
260,61,131
261,62,131
507,63,131
508,64,131
509,65,131
510,66,131
511,67,131
512,68,131
513,69,131
514,123,131
515,124,131
516,125,131
517,126,131
1019,127,131
1020,128,131
1021,129,131
1022,130,131
1023,131,131
1024,132,131
1025,133,131
1026,251,131
1027,252,131
1028,253,131
1029,254,131
2043,255,131
2044,0,131
2045,1,131
2046,2,131
2047,3,131
2048,4,131
2049,5,131
2050,6,131
2051,7,131
2052,8,131
2053,9,131
4091,10,131
4092,11,131
4093,12,131
4094,13,131
4095,14,131
4096,15,131
4097,16,131
4098,17,131
4099,18,131
4100,19,131
4101,20,131
5000,21,131
8187,27,131
8188,28,131
8189,29,131
8190,30,131
8191,31,131
8192,32,131
8193,33,131
8194,34,131
8195,35,131
8196,36,131
8197,37,131
10000,59,131
16379,60,131
16380,61,131
16381,62,131
16382,63,131
16383,64,131
16384,65,131
16385,66,131
16386,67,131
16387,68,131
16388,69,131
16389,123,131
20000,124,131
32763,125,131
32764,126,131
32765,127,131
32766,128,131
32767,129,131
32768,130,131
32769,131,131
32770,132,131
32771,133,131
32772,251,131
32773,252,131
65530,253,131
65531,254,131
65532,255,131
65533,0,131
65534,1,131
65535,2,131
1,4,133
2,7,133
3,10,133
4,13,133
5,16,133
6,19,133
7,27,133
8,30,133
9,33,133
10,3,133
11,6,133
12,9,133
13,12,133
14,15,133
15,17,133
16,21,133
17,28,133
18,29,133
19,31,133
20,32,133
21,34,133
27,35,133
28,8,133
29,11,133
30,14,133
31,5,133
32,18,133
33,36,133
34,20,133
35,37,133
36,59,133
37,60,133
59,61,133
60,62,133
61,63,133
62,64,133
63,65,133
64,66,133
65,67,133
66,68,133
67,69,133
68,123,133
69,124,133
111,125,133
112,126,133
113,127,133
114,128,133
115,129,133
116,130,133
117,131,133
118,132,133
119,133,133
120,251,133
121,252,133
122,253,133
123,254,133
124,255,133
125,0,133
126,1,133
127,2,133
128,3,133
129,4,133
130,5,133
131,6,133
132,7,133
133,8,133
134,9,133
251,10,133
252,11,133
253,12,133
254,13,133
255,14,133
256,15,133
257,16,133
258,17,133
259,18,133
260,19,133
261,20,133
507,21,133
508,27,133
509,28,133
510,29,133
511,30,133
512,31,133
513,32,133
514,33,133
515,34,133
516,35,133
517,36,133
1019,37,133
1020,59,133
1021,60,133
1022,61,133
1023,62,133
1024,63,133
1025,64,133
1026,65,133
1027,66,133
1028,67,133
1029,68,133
2043,69,133
2044,123,133
2045,124,133
2046,125,133
2047,126,133
2048,127,133
2049,128,133
2050,129,133
2051,130,133
2052,131,133
2053,132,133
4091,133,133
4092,251,133
4093,252,133
4094,253,133
4095,254,133
4096,255,133
4097,0,133
4098,1,133
4099,2,133
4100,3,133
4101,4,133
5000,5,133
8187,6,133
8188,7,133
8189,8,133
8190,9,133
8191,10,133
8192,11,133
8193,12,133
8194,13,133
8195,14,133
8196,15,133
8197,16,133
10000,17,133
16379,18,133
16380,19,133
16381,20,133
16382,21,133
16383,27,133
16384,28,133
16385,29,133
16386,30,133
16387,31,133
16388,32,133
16389,33,133
20000,34,133
32763,35,133
32764,36,133
32765,37,133
32766,59,133
32767,60,133
32768,61,133
32769,62,133
32770,63,133
32771,64,133
32772,65,133
32773,66,133
65530,67,133
65531,68,133
65532,69,133
65533,123,133
65534,124,133
65535,125,133
1,126,243
2,127,243
3,128,243
4,129,243
5,130,243
6,131,243
7,132,243
8,133,243
9,251,243
10,252,243
11,253,243
12,254,243
13,255,243
14,0,243
15,1,243
16,2,243
17,3,243
18,4,243
19,5,243
20,6,243
21,7,243
27,8,243
28,9,243
29,10,243
30,11,243
31,12,243
32,13,243
33,14,243
34,15,243
35,16,243
36,17,243
37,18,243
59,19,243
60,20,243
61,21,243
62,27,243
63,28,243
64,29,243
65,30,243
66,31,243
67,32,243
68,33,243
69,34,243
111,35,243
112,36,243
113,37,243
114,59,243
115,60,243
116,61,243
117,62,243
118,63,243
119,64,243
120,65,243
121,66,243
122,67,243
123,68,243
124,69,243
125,123,243
126,124,243
127,125,243
128,126,243
129,127,243
130,128,243
131,129,243
132,130,243
133,131,243
134,132,243
251,133,243
252,251,243
253,252,243
254,253,243
255,254,243
256,255,243
257,0,243
258,1,243
259,2,243
260,3,243
261,4,243
507,5,243
508,6,243
509,7,243
510,8,243
511,9,243
512,10,243
513,11,243
514,12,243
515,13,243
516,14,243
517,15,243
1019,16,243
1020,17,243
1021,18,243
1022,19,243
1023,20,243
1024,21,243
1025,27,243
1026,28,243
1027,29,243
1028,30,243
1029,31,243
2043,32,243
2044,33,243
2045,34,243
2046,35,243
2047,36,243
2048,37,243
2049,59,243
2050,60,243
2051,61,243
2052,62,243
2053,63,243
4091,64,243
4092,65,243
4093,66,243
4094,67,243
4095,68,243
4096,69,243
4097,123,243
4098,124,243
4099,125,243
4100,126,243
4101,127,243
5000,128,243
8187,129,243
8188,130,243
8189,131,243
8190,132,243
8191,133,243
8192,251,243
8193,252,243
8194,253,243
8195,254,243
8196,255,243
8197,0,243
10000,1,243
16379,2,243
16380,3,243
16381,4,243
16382,5,243
16383,6,243
16384,7,243
16385,8,243
16386,9,243
16387,10,243
16388,11,243
16389,12,243
20000,13,243
32763,14,243
32764,15,243
32765,16,243
32766,17,243
32767,18,243
32768,19,243
32769,20,243
32770,21,243
32771,27,243
32772,28,243
32773,29,243
65530,30,243
65531,31,243
65532,32,243
65533,33,243
65534,34,243
65535,35,243
1,36,245
2,37,245
3,59,245
4,60,245
5,61,245
6,62,245
7,63,245
8,64,245
9,65,245
10,66,245
11,67,245
12,68,245
13,69,245
14,123,245
15,124,245
16,125,245
17,126,245
18,127,245
19,128,245
20,129,245
21,130,245
27,131,245
28,132,245
29,133,245
30,251,245
31,252,245
32,253,245
33,254,245
34,255,245
35,0,245
36,1,245
37,2,245
59,3,245
60,4,245
61,5,245
62,6,245
63,7,245
64,8,245
65,9,245
66,10,245
67,11,245
68,12,245
69,13,245
111,14,245
112,15,245
113,17,245
114,20,245
115,28,245
116,29,245
117,30,245
118,31,245
119,35,245
120,16,245
121,19,245
122,21,245
123,27,245
124,32,245
125,33,245
126,34,245
127,18,245
128,27,245
129,29,245
130,30,245
131,32,245
132,33,245
133,34,245
134,35,245
251,36,245
252,37,245
253,59,245
254,60,245
255,61,245
256,62,245
257,63,245
258,64,245
259,65,245
260,66,245
261,67,245
507,68,245
508,69,245
509,123,245
510,124,245
511,125,245
512,126,245
513,127,245
514,128,245
515,129,245
516,130,245
517,131,245
1019,132,245
1020,133,245
1021,251,245
1022,252,245
1023,253,245
1024,254,245
1025,255,245
1026,0,245
1027,1,245
1028,2,245
1029,3,245
2043,4,245
2044,5,245
2045,6,245
2046,7,245
2047,8,245
2048,9,245
2049,10,245
2050,11,245
2051,12,245
2052,13,245
2053,14,245
4091,15,245
4092,16,245
4093,17,245
4094,18,245
4095,19,245
4096,20,245
4097,21,245
4098,31,245
4099,28,245
4100,29,245
4101,30,245
5000,31,245
8187,32,245
8188,33,245
8189,34,245
8190,35,245
8191,36,245
8192,37,245
8193,59,245
8194,60,245
8195,61,245
8196,62,245
8197,63,245
10000,64,245
16379,65,245
16380,66,245
16381,67,245
16382,68,245
16383,69,245
16384,123,245
16385,124,245
16386,125,245
16387,126,245
16388,127,245
16389,128,245
20000,129,245
32763,130,245
32764,131,245
32765,132,245
32766,133,245
32767,251,245
32768,252,245
32769,253,245
32770,254,245
32771,255,245
32772,0,245
32773,1,245
65530,2,245
65531,3,245
65532,4,245
65533,5,245
65534,6,245
65535,7,245
1,8,247
2,9,247
3,12,247
4,15,247
5,18,247
6,21,247
7,10,247
8,11,247
9,13,247
10,14,247
11,16,247
12,17,247
13,19,247
14,20,247
15,27,247
16,28,247
17,29,247
18,30,247
19,32,247
20,33,247
21,35,247
27,36,247
28,37,247
29,59,247
30,62,247
31,64,247
32,66,247
33,130,247
34,133,247
35,251,247
36,252,247
37,253,247
59,254,247
60,255,247
61,0,247
62,1,247
63,2,247
64,3,247
65,4,247
66,5,247
67,6,247
68,7,247
69,31,247
111,34,247
112,60,247
113,61,247
114,63,247
115,67,247
116,123,247
117,126,247
118,127,247
119,128,247
120,129,247
121,132,247
122,68,247
123,69,247
124,125,247
125,65,247
126,131,247
127,124,247
128,8,247
129,9,247
130,10,247
131,11,247
132,12,247
133,13,247
134,14,247
251,15,247
252,16,247
253,17,247
254,18,247
255,19,247
256,20,247
257,21,247
258,27,247
259,28,247
260,29,247
261,30,247
507,31,247
508,32,247
509,33,247
510,34,247
511,35,247
512,36,247
513,37,247
514,59,247
515,60,247
516,61,247
517,62,247
1019,63,247
1020,64,247
1021,65,247
1022,66,247
1023,67,247
1024,68,247
1025,69,247
1026,123,247
1027,124,247
1028,125,247
1029,126,247
2043,127,247
2044,128,247
2045,129,247
2046,130,247
2047,131,247
2048,132,247
2049,133,247
2050,251,247
2051,252,247
2052,253,247
2053,254,247
4091,255,247
4092,0,247
4093,1,247
4094,2,247
4095,3,247
4096,4,247
4097,5,247
4098,6,247
4099,7,247
4100,8,247
4101,9,247
5000,10,247
8187,11,247
8188,12,247
8189,13,247
8190,14,247
8191,15,247
8192,16,247
8193,17,247
8194,18,247
8195,19,247
8196,20,247
8197,21,247
10000,27,247
16379,28,247
16380,29,247
16381,30,247
16382,31,247
16383,32,247
16384,33,247
16385,34,247
16386,35,247
16387,36,247
16388,37,247
16389,59,247
20000,60,247
32763,61,247
32764,62,247
32765,63,247
32766,64,247
32767,65,247
32768,66,247
32769,67,247
32770,68,247
32771,69,247
32772,123,247
32773,124,247
65530,125,247
65531,126,247
65532,127,247
65533,128,247
65534,129,247
65535,130,247
1,131,249
2,132,249
3,133,249
4,251,249
5,252,249
6,253,249
7,254,249
8,255,249
9,0,249
10,1,249
11,2,249
12,3,249
13,4,249
14,5,249
15,6,249
16,7,249
17,8,249
18,9,249
19,10,249
20,11,249
21,12,249
27,13,249
28,14,249
29,17,249
30,18,249
31,19,249
32,20,249
33,21,249
34,27,249
35,28,249
36,16,249
37,15,249
59,29,249
60,30,249
61,31,249
62,32,249
63,33,249
64,34,249
65,35,249
66,36,249
67,37,249
68,59,249
69,60,249
111,63,249
112,64,249
113,65,249
114,66,249
115,69,249
116,125,249
117,128,249
118,129,249
119,67,249
120,68,249
121,123,249
122,124,249
123,126,249
124,127,249
125,130,249
126,133,249
127,251,249
128,62,249
129,61,249
130,131,249
131,132,249
132,252,249
133,253,249
134,254,249
251,255,249
252,0,249
253,1,249
254,2,249
255,3,249
256,4,249
257,5,249
258,6,249
259,7,249
260,8,249
261,9,249
507,10,249
508,11,249
509,12,249
510,13,249
511,14,249
512,15,249
513,16,249
514,17,249
515,18,249
516,19,249
517,20,249
1019,21,249
1020,27,249
1021,28,249
1022,29,249
1023,30,249
1024,31,249
1025,32,249
1026,33,249
1027,34,249
1028,35,249
1029,36,249
2043,37,249
2044,59,249
2045,60,249
2046,61,249
2047,62,249
2048,63,249
2049,64,249
2050,65,249
2051,66,249
2052,67,249
2053,68,249
4091,69,249
4092,123,249
4093,124,249
4094,125,249
4095,126,249
4096,127,249
4097,128,249
4098,129,249
4099,130,249
4100,131,249
4101,132,249
5000,133,249
8187,251,249
8188,252,249
8189,253,249
8190,254,249
8191,255,249
8192,0,249
8193,1,249
8194,2,249
8195,3,249
8196,4,249
8197,5,249
10000,6,249
16379,7,249
16380,8,249
16381,9,249
16382,10,249
16383,11,249
16384,12,249
16385,13,249
16386,14,249
16387,15,249
16388,16,249
16389,17,249
20000,18,249
32763,19,249
32764,20,249
32765,21,249
32766,27,249
32767,28,249
32768,29,249
32769,30,249
32770,31,249
32771,32,249
32772,33,249
32773,34,249
65530,35,249
65531,36,249
65532,37,249
65533,59,249
65534,60,249
65535,61,249
1,62,251
2,63,251
3,64,251
4,65,251
5,66,251
6,67,251
7,68,251
8,69,251
9,123,251
10,124,251
11,125,251
12,126,251
13,127,251
14,128,251
15,129,251
16,130,251
17,131,251
18,132,251
19,133,251
20,251,251
21,252,251
27,253,251
28,254,251
29,255,251
30,0,251
31,1,251
32,2,251
33,3,251
34,4,251
35,5,251
36,6,251
37,7,251
59,8,251
60,9,251
61,10,251
62,11,251
63,12,251
64,13,251
65,14,251
66,15,251
67,16,251
68,17,251
69,18,251
111,19,251
112,20,251
113,21,251
114,27,251
115,30,251
116,31,251
117,32,251
118,28,251
119,29,251
120,33,251
121,34,251
122,35,251
123,36,251
124,37,251
125,61,251
126,60,251
127,63,251
128,59,251
129,65,251
130,66,251
131,67,251
132,68,251
133,69,251
134,123,251
251,124,251
252,125,251
253,126,251
254,127,251
255,128,251
256,129,251
257,130,251
258,131,251
259,132,251
260,133,251
261,251,251
507,252,251
508,253,251
509,254,251
510,255,251
511,0,251
512,1,251
513,2,251
514,3,251
515,4,251
516,5,251
517,6,251
1019,7,251
1020,8,251
1021,9,251
1022,10,251
1023,11,251
1024,12,251
1025,13,251
1026,14,251
1027,15,251
1028,16,251
1029,17,251
2043,18,251
2044,19,251
2045,20,251
2046,21,251
2047,27,251
2048,28,251
2049,62,251
2050,63,251
2051,64,251
2052,65,251
2053,66,251
4091,67,251
4092,68,251
4093,69,251
4094,123,251
4095,124,251
4096,125,251
4097,126,251
4098,127,251
4099,128,251
4100,129,251
4101,130,251
5000,131,251
8187,132,251
8188,133,251
8189,251,251
8190,252,251
8191,253,251
8192,254,251
8193,255,251
8194,0,251
8195,1,251
8196,2,251
8197,3,251
10000,4,251
16379,5,251
16380,6,251
16381,7,251
16382,8,251
16383,9,251
16384,10,251
16385,11,251
16386,12,251
16387,13,251
16388,14,251
16389,15,251
20000,16,251
32763,17,251
32764,18,251
32765,19,251
32766,20,251
32767,21,251
32768,27,251
32769,28,251
32770,29,251
32771,30,251
32772,31,251
32773,32,251
65530,33,251
65531,34,251
65532,35,251
65533,36,251
65534,37,251
65535,59,251
1,60,253
2,61,253
3,62,253
4,63,253
5,64,253
6,65,253
7,66,253
8,67,253
9,68,253
10,69,253
11,123,253
12,124,253
13,125,253
14,126,253
15,127,253
16,128,253
17,129,253
18,130,253
19,131,253
20,132,253
21,133,253
27,251,253
28,252,253
29,253,253
30,254,253
31,255,253
32,0,253
33,1,253
34,2,253
35,3,253
36,4,253
37,5,253
59,6,253
60,7,253
61,8,253
62,9,253
63,10,253
64,11,253
65,12,253
66,13,253
67,14,253
68,15,253
69,16,253
111,17,253
112,18,253
113,19,253
114,29,253
115,32,253
116,35,253
117,36,253
118,33,253
119,59,253
120,20,253
121,21,253
122,27,253
123,28,253
124,31,253
125,34,253
126,30,253
127,37,253
128,60,253
129,63,253
130,64,253
131,61,253
132,62,253
133,65,253
134,66,253
251,67,253
252,68,253
253,69,253
254,123,253
255,124,253
256,125,253
257,126,253
258,127,253
259,128,253
260,129,253
261,130,253
507,131,253
508,132,253
509,133,253
510,251,253
511,252,253
512,253,253
513,254,253
514,255,253
515,0,253
516,1,253
517,2,253
1019,3,253
1020,4,253
1021,5,253
1022,6,253
1023,7,253
1024,8,253
1025,9,253
1026,10,253
1027,11,253
1028,12,253
1029,13,253
2043,14,253
2044,15,253
2045,16,253
2046,17,253
2047,18,253
2048,19,253
2049,20,253
2050,21,253
2051,27,253
2052,28,253
2053,29,253
4091,30,253
4092,31,253
4093,32,253
4094,33,253
4095,34,253
4096,35,253
4097,36,253
4098,37,253
4099,59,253
4100,60,253
4101,61,253
5000,62,253
8187,63,253
8188,64,253
8189,65,253
8190,66,253
8191,67,253
8192,68,253
8193,69,253
8194,123,253
8195,124,253
8196,125,253
8197,126,253
10000,127,253
16379,128,253
16380,129,253
16381,130,253
16382,131,253
16383,132,253
16384,133,253
16385,251,253
16386,252,253
16387,253,253
16388,254,253
16389,255,253
20000,0,253
32763,1,253
32764,2,253
32765,3,253
32766,4,253
32767,5,253
32768,6,253
32769,7,253
32770,8,253
32771,9,253
32772,10,253
32773,11,253
65530,12,253
65531,13,253
65532,14,253
65533,15,253
65534,16,253
65535,17,253
1,18,255
2,19,255
3,20,255
4,21,255
5,27,255
6,28,255
7,29,255
8,32,255
9,35,255
10,36,255
11,37,255
12,59,255
13,60,255
14,61,255
15,62,255
16,30,255
17,31,255
18,33,255
19,34,255
20,69,255
21,123,255
27,124,255
28,125,255
29,126,255
30,64,255
31,65,255
32,129,255
33,132,255
34,252,255
35,253,255
36,254,255
37,255,255
59,0,255
60,1,255
61,2,255
62,3,255
63,4,255
64,5,255
65,6,255
66,7,255
67,8,255
68,9,255
69,10,255
111,11,255
112,14,255
113,67,255
114,68,255
115,128,255
116,131,255
117,133,255
118,251,255
119,13,255
120,15,255
121,16,255
122,17,255
123,130,255
124,12,255
125,63,255
126,66,255
127,127,255
128,18,255
129,19,255
130,20,255
131,21,255
132,27,255
133,28,255
134,29,255
251,30,255
252,31,255
253,32,255
254,33,255
255,34,255
256,35,255
257,36,255
258,37,255
259,59,255
260,60,255
261,61,255
507,62,255
508,63,255
509,64,255
510,65,255
511,66,255
512,67,255
513,68,255
514,69,255
515,123,255
516,124,255
517,125,255
1019,126,255
1020,127,255
1021,128,255
1022,129,255
1023,130,255
1024,131,255
1025,132,255
1026,133,255
1027,251,255
1028,252,255
1029,253,255
2043,254,255
2044,255,255
2045,0,255
2046,1,255
2047,2,255
2048,3,255
2049,4,255
2050,5,255
2051,6,255
2052,7,255
2053,8,255
4091,9,255
4092,10,255
4093,11,255
4094,12,255
4095,13,255
4096,14,255
4097,15,255
4098,16,255
4099,17,255
4100,18,255
4101,19,255
5000,20,255
8187,21,255
8188,27,255
8189,28,255
8190,29,255
8191,30,255
8192,31,255
8193,32,255
8194,33,255
8195,34,255
8196,35,255
8197,36,255
10000,37,255
16379,59,255
16380,60,255
16381,61,255
16382,62,255
16383,63,255
16384,64,255
16385,65,255
16386,66,255
16387,67,255
16388,68,255
16389,69,255
20000,123,255
32763,124,255
32764,125,255
32765,126,255
32766,127,255
32767,128,255
32768,129,255
32769,130,255
32770,131,255
32771,132,255
32772,133,255
32773,251,255
65530,252,255
65531,253,255
65532,254,255
65533,255,255
65534,0,255
65535,1,255
1,6,257
2,11,257
3,14,257
4,17,257
5,20,257
6,30,257
7,31,257
8,34,257
9,37,257
10,59,257
11,60,257
12,61,257
13,62,257
14,3,257
15,4,257
16,5,257
17,10,257
18,13,257
19,16,257
20,19,257
21,27,257
27,28,257
28,29,257
29,32,257
30,33,257
31,35,257
32,36,257
33,64,257
34,8,257
35,9,257
36,12,257
37,21,257
59,2,257
60,15,257
61,18,257
62,7,257
63,66,257
64,67,257
65,68,257
66,69,257
67,123,257
68,124,257
69,125,257
111,126,257
112,127,257
113,128,257
114,129,257
115,130,257
116,132,257
117,251,257
118,252,257
119,253,257
120,254,257
121,255,257
122,0,257
123,1,257
124,65,257
125,131,257
126,133,257
127,3,257
128,4,257
129,5,257
130,6,257
131,63,257
132,64,257
133,7,257
134,8,257
251,9,257
252,10,257
253,11,257
254,12,257
255,13,257
256,14,257
257,15,257
258,16,257
259,17,257
260,18,257
261,19,257
507,20,257
508,21,257
509,27,257
510,28,257
511,29,257
512,30,257
513,31,257
514,32,257
515,33,257
516,34,257
517,35,257
1019,36,257
1020,37,257
1021,59,257
1022,60,257
1023,61,257
1024,62,257
1025,63,257
1026,2,257
1027,3,257
1028,4,257
1029,5,257
2043,6,257
2044,7,257
2045,8,257
2046,9,257
2047,10,257
2048,11,257
2049,12,257
2050,13,257
2051,14,257
2052,15,257
2053,16,257
4091,17,257
4092,18,257
4093,19,257
4094,20,257
4095,21,257
4096,27,257
4097,28,257
4098,29,257
4099,30,257
4100,31,257
4101,32,257
5000,33,257
8187,34,257
8188,35,257
8189,36,257
8190,37,257
8191,59,257
8192,60,257
8193,61,257
8194,62,257
8195,65,257
8196,66,257
8197,67,257
10000,68,257
16379,69,257
16380,123,257
16381,124,257
16382,125,257
16383,126,257
16384,127,257
16385,128,257
16386,129,257
16387,130,257
16388,131,257
16389,132,257
20000,133,257
32763,251,257
32764,252,257
32765,253,257
32766,254,257
32767,255,257
32768,0,257
32769,1,257
32770,2,257
32771,3,257
32772,64,257
32773,65,257
65530,66,257
65531,67,257
65532,68,257
65533,69,257
65534,123,257
65535,124,257
1,125,259
2,126,259
3,127,259
4,128,259
5,129,259
6,130,259
7,131,259
8,132,259
9,133,259
10,251,259
11,252,259
12,253,259
13,254,259
14,255,259
15,0,259
16,1,259
17,2,259
18,5,259
19,6,259
20,7,259
21,8,259
27,9,259
28,10,259
29,13,259
30,16,259
31,17,259
32,27,259
33,28,259
34,29,259
35,30,259
36,31,259
37,32,259
59,33,259
60,34,259
61,35,259
62,36,259
63,37,259
64,59,259
65,60,259
66,61,259
67,62,259
68,63,259
69,64,259
111,15,259
112,66,259
113,4,259
114,123,259
115,19,259
116,20,259
117,11,259
118,12,259
119,14,259
120,18,259
121,67,259
122,21,259
123,65,259
124,68,259
125,69,259
126,124,259
127,126,259
128,127,259
129,3,259
130,4,259
131,5,259
132,6,259
133,9,259
134,10,259
251,11,259
252,12,259
253,13,259
254,14,259
255,15,259
256,16,259
257,17,259
258,18,259
259,19,259
260,20,259
261,21,259
507,27,259
508,28,259
509,29,259
510,30,259
511,31,259
512,32,259
513,33,259
514,34,259
515,35,259
516,36,259
517,37,259
1019,59,259
1020,60,259
1021,61,259
1022,62,259
1023,63,259
1024,64,259
1025,128,259
1026,129,259
1027,130,259
1028,131,259
1029,132,259
2043,133,259
2044,251,259
2045,252,259
2046,253,259
2047,254,259
2048,255,259
2049,0,259
2050,1,259
2051,2,259
2052,3,259
2053,125,259
4091,7,259
4092,8,259
4093,9,259
4094,10,259
4095,11,259
4096,12,259
4097,13,259
4098,14,259
4099,15,259
4100,16,259
4101,17,259
5000,18,259
8187,19,259
8188,20,259
8189,21,259
8190,27,259
8191,28,259
8192,29,259
8193,30,259
8194,31,259
8195,32,259
8196,33,259
8197,34,259
10000,35,259
16379,36,259
16380,37,259
16381,59,259
16382,60,259
16383,61,259
16384,62,259
16385,63,259
16386,64,259
16387,65,259
16388,66,259
16389,67,259
20000,68,259
32763,69,259
32764,123,259
32765,124,259
32766,125,259
32767,126,259
32768,127,259
32769,128,259
32770,129,259
32771,130,259
32772,131,259
32773,132,259
65530,133,259
65531,251,259
65532,252,259
65533,253,259
65534,254,259
65535,255,259
1,0,261
2,1,261
3,2,261
4,5,261
5,6,261
6,7,261
7,8,261
8,9,261
9,4,261
10,11,261
11,12,261
12,13,261
13,14,261
14,16,261
15,18,261
16,19,261
17,20,261
18,27,261
19,28,261
20,30,261
21,31,261
27,33,261
28,34,261
29,35,261
30,37,261
31,59,261
32,60,261
33,61,261
34,62,261
35,63,261
36,64,261
37,65,261
59,66,261
60,67,261
61,68,261
62,69,261
63,123,261
64,124,261
65,125,261
66,126,261
67,127,261
68,128,261
69,129,261
111,130,261
112,131,261
113,132,261
114,133,261
115,251,261
116,252,261
117,253,261
118,254,261
119,255,261
120,3,261
121,15,261
122,29,261
123,32,261
124,10,261
125,17,261
126,21,261
127,36,261
128,0,261
129,1,261
130,2,261
131,7,261
132,8,261
133,5,261
134,6,261
251,7,261
252,4,261
253,5,261
254,6,261
255,9,261
256,10,261
257,11,261
258,12,261
259,13,261
260,14,261
261,15,261
507,16,261
508,17,261
509,18,261
510,19,261
511,20,261
512,21,261
513,27,261
514,28,261
515,29,261
516,30,261
517,31,261
1019,32,261
1020,33,261
1021,34,261
1022,35,261
1023,36,261
1024,37,261
1025,59,261
1026,60,261
1027,61,261
1028,62,261
1029,63,261
2043,64,261
2044,65,261
2045,66,261
2046,67,261
2047,68,261
2048,69,261
2049,123,261
2050,124,261
2051,125,261
2052,126,261
2053,127,261
4091,128,261
4092,129,261
4093,130,261
4094,131,261
4095,132,261
4096,133,261
4097,251,261
4098,252,261
4099,253,261
4100,254,261
4101,255,261
5000,0,261
8187,1,261
8188,2,261
8189,3,261
8190,4,261
8191,5,261
8192,8,261
8193,9,261
8194,10,261
8195,11,261
8196,12,261
8197,13,261
10000,14,261
16379,15,261
16380,16,261
16381,17,261
16382,18,261
16383,19,261
16384,20,261
16385,21,261
16386,27,261
16387,28,261
16388,29,261
16389,30,261
20000,31,261
32763,32,261
32764,33,261
32765,34,261
32766,35,261
32767,36,261
32768,37,261
32769,59,261
32770,60,261
32771,61,261
32772,62,261
32773,63,261
65530,64,261
65531,65,261
65532,66,261
65533,67,261
65534,68,261
65535,69,261
1,123,507
2,124,507
3,125,507
4,126,507
5,127,507
6,128,507
7,129,507
8,130,507
9,131,507
10,132,507
11,133,507
12,251,507
13,252,507
14,253,507
15,254,507
16,255,507
17,0,507
18,1,507
19,2,507
20,3,507
21,4,507
27,7,507
28,6,507
29,9,507
30,8,507
31,11,507
32,12,507
33,13,507
34,14,507
35,15,507
36,18,507
37,19,507
59,20,507
60,21,507
61,27,507
62,28,507
63,29,507
64,30,507
65,31,507
66,32,507
67,33,507
68,34,507
69,35,507
111,36,507
112,37,507
113,59,507
114,60,507
115,61,507
116,64,507
117,65,507
118,66,507
119,68,507
120,69,507
121,5,507
122,16,507
123,10,507
124,62,507
125,63,507
126,67,507
127,17,507
128,123,507
129,124,507
130,125,507
131,126,507
132,127,507
133,128,507
134,129,507
251,130,507
252,131,507
253,132,507
254,133,507
255,251,507
256,252,507
257,253,507
258,254,507
259,255,507
260,0,507
261,1,507
507,2,507
508,3,507
509,4,507
510,7,507
511,8,507
512,9,507
513,6,507
514,7,507
515,8,507
516,11,507
517,12,507
1019,13,507
1020,14,507
1021,15,507
1022,16,507
1023,17,507
1024,18,507
1025,19,507
1026,20,507
1027,21,507
1028,27,507
1029,28,507
2043,29,507
2044,30,507
2045,31,507
2046,32,507
2047,33,507
2048,34,507
2049,35,507
2050,36,507
2051,37,507
2052,59,507
2053,60,507
4091,61,507
4092,62,507
4093,63,507
4094,64,507
4095,65,507
4096,66,507
4097,67,507
4098,68,507
4099,69,507
4100,123,507
4101,124,507
5000,125,507
8187,126,507
8188,127,507
8189,128,507
8190,129,507
8191,130,507
8192,131,507
8193,132,507
8194,133,507
8195,251,507
8196,252,507
8197,253,507
10000,254,507
16379,255,507
16380,0,507
16381,1,507
16382,2,507
16383,3,507
16384,4,507
16385,5,507
16386,6,507
16387,7,507
16388,10,507
16389,11,507
20000,12,507
32763,13,507
32764,14,507
32765,15,507
32766,16,507
32767,17,507
32768,18,507
32769,19,507
32770,20,507
32771,21,507
32772,27,507
32773,28,507
65530,29,507
