# ACTS Test Suite Generation: Wed Mar 18 21:14:49 EET 2020
#  '*' represents don't care value 
# Degree of interaction coverage: 2
# Number of parameters: 3
# Maximum number of values per parameter: 165
# Number of configurations: 14202
quan_write,byte_count,num_value
29,34,251
29,35,253
29,36,255
29,37,257
29,59,259
29,60,261
29,61,507
29,62,509
29,63,511
29,64,513
29,65,515
29,66,517
29,67,1019
29,68,1021
29,69,1023
29,123,1025
29,6,1027
29,27,1029
29,28,2043
29,29,2045
29,30,2047
29,31,2049
29,32,2051
29,33,2053
29,21,4091
29,34,4093
29,125,4095
29,126,4097
29,127,4099
29,128,4101
29,129,8187
29,130,8189
29,131,8191
29,132,8193
29,133,8195
29,251,8197
29,252,16379
29,253,16381
29,254,16383
29,255,16385
29,0,16387
29,1,16389
29,2,32763
29,3,32765
29,4,32767
29,5,32769
29,7,32771
29,9,32773
29,10,65531
29,11,65533
29,12,65535
30,13,1
30,14,3
30,16,5
30,17,7
30,18,9
30,19,11
30,20,13
30,124,15
30,8,17
30,9,19
30,15,21
30,21,27
30,27,29
30,28,31
30,29,33
30,30,35
30,31,37
30,32,59
30,33,61
30,34,63
30,35,65
30,36,67
30,37,69
30,59,111
30,61,113
30,62,115
30,63,117
30,64,119
30,65,121
30,66,123
30,67,125
30,68,127
30,69,129
30,123,131
30,125,133
30,126,251
30,127,253
30,128,255
30,129,257
30,130,259
30,131,261
30,132,507
30,133,509
30,251,511
30,252,513
30,253,515
30,254,517
30,255,1019
30,0,1021
30,1,1023
30,2,1025
30,3,1027
30,4,1029
30,5,2043
30,6,2045
30,7,2047
30,11,2049
30,12,2051
30,10,2053
30,13,4091
30,15,4093
30,17,4095
30,20,4097
30,124,4099
30,8,4101
30,14,8187
30,16,8189
30,18,8191
30,19,8193
30,20,8195
30,21,8197
30,27,16379
30,28,16381
30,29,16383
30,30,16385
30,31,16387
30,32,16389
30,33,32763
30,34,32765
30,35,32767
30,36,32769
30,37,32771
30,59,32773
30,61,65531
30,62,65533
30,63,65535
31,64,1
31,60,3
31,65,5
31,66,7
31,67,9
31,68,11
31,69,13
31,123,15
31,124,17
31,125,19
31,126,21
31,127,27
31,128,29
31,129,31
31,130,33
31,131,35
31,132,37
31,133,59
31,251,61
31,252,63
31,253,65
31,254,67
31,255,69
31,0,111
31,1,113
31,2,115
31,3,117
31,4,119
31,5,121
31,6,123
31,7,125
31,8,127
31,9,129
31,11,131
31,12,133
31,13,251
31,14,253
31,15,255
31,16,257
31,17,259
31,18,261
31,19,507
31,10,509
31,20,511
31,21,513
31,27,515
31,28,517
31,29,1019
31,30,1021
31,31,1023
31,32,1025
31,33,1027
31,34,1029
31,35,2043
31,36,2045
31,59,2047
31,61,2049
31,63,2051
31,60,2053
31,64,4091
31,37,4093
31,65,4095
31,67,4097
31,68,4099
31,69,4101
31,123,8187
31,124,8189
31,125,8191
31,126,8193
31,127,8195
31,128,8197
31,129,16379
31,130,16381
31,131,16383
31,132,16385
31,133,16387
31,251,16389
31,252,32763
31,253,32765
31,255,32767
31,0,32769
31,1,32771
31,2,32773
31,3,65531
31,4,65533
31,5,65535
32,7,1
32,8,3
32,9,5
32,10,7
32,11,9
32,12,11
32,13,13
32,14,15
32,15,17
32,16,19
32,17,21
32,18,27
32,60,29
32,62,31
32,6,33
32,19,35
32,254,37
32,66,59
32,67,61
32,68,63
32,69,65
32,123,67
32,124,69
32,125,111
32,126,113
32,127,115
32,128,117
32,129,119
32,130,121
32,131,123
32,132,125
32,133,127
32,251,129
32,252,131
32,253,133
32,0,251
32,1,253
32,2,255
32,3,257
32,4,259
32,5,261
32,20,507
32,21,509
32,27,511
32,28,513
32,29,515
32,30,517
32,31,1019
32,32,1021
32,33,1023
32,34,1025
32,35,1027
32,36,1029
32,37,2043
32,59,2045
32,61,2047
32,63,2049
32,65,2051
32,66,2053
32,254,4091
32,255,4093
32,8,4095
32,9,4097
32,10,4099
32,11,4101
32,12,8187
32,13,8189
32,14,8191
32,15,8193
32,16,8195
32,17,8197
32,18,16379
32,19,16381
32,62,16383
32,6,16385
32,7,16387
32,8,16389
32,9,32763
32,60,32765
32,61,32767
32,62,32769
32,63,32771
32,68,32773
32,69,65531
32,123,65533
32,124,65535
33,125,1
33,64,3
33,127,5
33,128,7
33,129,9
33,130,11
33,131,13
33,132,15
33,133,17
33,251,19
33,252,21
33,253,27
33,254,29
33,255,31
33,0,33
33,1,35
33,2,37
33,3,59
33,4,61
33,5,63
33,6,65
33,10,67
33,11,69
33,12,111
33,13,113
33,16,115
33,17,117
33,18,119
33,19,121
33,20,123
33,21,125
33,27,127
33,28,129
33,31,131
33,34,133
33,35,251
33,36,253
33,37,255
33,59,257
33,60,259
33,65,261
33,67,507
33,7,509
33,29,511
33,30,513
33,32,515
33,33,517
33,126,1019
33,15,1021
33,14,1023
33,62,1025
33,63,1027
33,68,1029
33,69,2043
33,123,2045
33,124,2047
33,8,2049
33,9,2051
33,61,2053
33,65,4091
33,64,4093
33,67,4095
33,127,4097
33,128,4099
33,129,4101
33,130,8187
33,131,8189
33,132,8191
33,133,8193
33,251,8195
33,252,8197
33,253,16379
33,254,16381
33,255,16383
33,0,16385
33,1,16387
33,2,16389
33,3,32763
33,4,32765
33,5,32767
33,6,32769
33,10,32771
33,11,32773
33,12,65531
33,13,65533
33,14,65535
34,66,1
34,126,3
34,17,5
34,20,7
34,21,9
34,27,11
34,28,13
34,29,15
34,30,17
34,31,19
34,32,21
34,33,27
34,34,29
34,35,31
34,36,33
34,37,35
34,59,37
34,60,59
34,125,61
34,7,63
34,15,65
34,16,67
34,63,69
34,64,111
34,18,113
34,19,115
34,61,117
34,62,119
34,69,121
34,123,123
34,124,125
34,127,127
34,128,129
34,129,131
34,130,133
34,131,251
34,132,253
34,133,255
34,251,257
34,252,259
34,253,261
34,254,507
34,255,509
34,0,511
34,1,513
34,2,515
34,3,517
34,4,1019
34,5,1021
34,6,1023
34,8,1025
34,9,1027
34,10,1029
34,13,2043
34,14,2045
34,67,2047
34,12,2049
34,66,2051
34,65,2053
34,66,4091
34,11,4093
34,19,4095
34,21,4097
34,27,4099
34,28,4101
34,29,8187
34,30,8189
34,31,8191
34,32,8193
34,33,8195
34,34,8197
34,36,16379
34,37,16381
34,59,16383
34,60,16385
34,64,16387
34,125,16389
34,126,32763
34,7,32765
34,15,32767
34,16,32769
34,17,32771
34,18,32773
34,19,65531
34,20,65533
34,21,65535
35,35,1
35,68,3
35,69,5
35,123,7
35,124,9
35,125,11
35,126,13
35,127,15
35,128,17
35,129,19
35,130,21
35,131,27
35,132,29
35,133,31
35,251,33
35,252,35
35,253,37
35,254,59
35,255,61
35,0,63
35,1,65
35,2,67
35,3,69
35,4,111
35,5,113
35,6,115
35,7,117
35,8,119
35,9,121
35,10,123
35,11,125
35,12,127
35,13,129
35,14,131
35,15,133
35,16,251
35,18,253
35,20,255
35,28,257
35,29,259
35,30,261
35,31,507
35,32,509
35,33,511
35,34,513
35,36,515
35,37,517
35,59,1019
35,60,1021
35,61,1023
35,63,1025
35,64,1027
35,65,1029
35,66,2043
35,67,2045
35,27,2047
35,62,2049
35,17,2051
35,35,2053
35,68,4091
35,19,4093
35,21,4095
35,27,4097
35,28,4099
35,29,4101
35,30,8187
35,31,8189
35,32,8191
35,33,8193
35,34,8195
35,35,8197
35,59,16379
35,60,16381
35,61,16383
35,62,16385
35,63,16387
35,64,16389
35,65,32763
35,66,32765
35,67,32767
35,68,32769
35,69,32771
35,123,32773
35,124,65531
35,125,65533
35,126,65535
36,127,1
36,128,3
36,129,5
36,130,7
36,131,9
36,132,11
36,133,13
36,251,15
36,252,17
36,253,19
36,254,21
36,255,27
36,0,29
36,1,31
36,2,33
36,3,35
36,4,37
36,5,59
36,6,61
36,8,63
36,9,65
36,11,67
36,12,69
36,13,111
36,14,113
36,20,115
36,37,117
36,7,119
36,10,121
36,15,123
36,16,125
36,17,127
36,18,129
36,36,131
36,59,133
36,60,251
36,61,253
36,62,255
36,63,257
36,64,259
36,66,261
36,69,507
36,123,509
36,124,511
36,125,513
36,126,515
36,29,517
36,30,1019
36,31,1021
36,32,1023
36,33,1025
36,34,1027
36,35,1029
36,65,2043
36,19,2045
36,21,2047
36,27,2049
36,28,2051
36,67,2053
36,68,4091
36,127,4093
36,128,4095
36,129,4097
36,130,4099
36,131,4101
36,132,8187
36,133,8189
36,251,8191
36,252,8193
36,253,8195
36,254,8197
36,255,16379
36,0,16381
36,1,16383
36,2,16385
36,3,16387
36,4,16389
36,5,32763
36,6,32765
36,7,32767
36,8,32769
36,9,32771
36,10,32773
36,11,65531
36,12,65533
36,13,65535
37,16,1
37,18,3
37,20,5
37,36,7
37,37,9
37,14,11
37,15,13
37,19,15
37,17,17
37,21,19
37,27,21
37,28,27
37,29,29
37,30,31
37,31,33
37,32,35
37,33,37
37,34,59
37,35,61
37,60,63
37,61,65
37,62,67
37,65,69
37,66,111
37,67,113
37,68,115
37,69,117
37,123,119
37,124,121
37,125,123
37,126,125
37,128,127
37,129,129
37,130,131
37,131,133
37,132,251
37,133,253
37,251,255
37,252,257
37,253,259
37,254,261
37,255,507
37,0,509
37,1,511
37,2,513
37,3,515
37,4,517
37,5,1019
37,6,1021
37,7,1023
37,10,1025
37,11,1027
37,12,1029
37,59,2043
37,63,2045
37,64,2047
37,127,2049
37,8,2051
37,13,2053
37,14,4091
37,18,4093
37,9,4095
37,36,4097
37,37,4099
37,15,4101
37,16,8187
37,17,8189
37,20,8191
37,21,8193
37,27,8195
37,28,8197
37,29,16379
37,30,16381
37,31,16383
37,32,16385
37,33,16387
37,34,16389
37,35,32763
37,36,32765
37,37,32767
37,59,32769
37,60,32771
37,61,32773
37,62,65531
37,63,65533
37,64,65535
59,65,1
59,67,3
59,68,5
59,69,7
59,123,9
59,124,11
59,125,13
59,126,15
59,127,17
59,128,19
59,129,21
59,130,27
59,131,29
59,132,31
59,133,33
59,251,35
59,252,37
59,253,59
59,254,61
59,255,63
59,0,65
59,1,67
59,2,69
59,3,111
59,4,113
59,5,115
59,6,117
59,10,119
59,11,121
59,12,123
59,13,125
59,14,127
59,17,129
59,19,131
59,20,133
59,9,251
59,15,253
59,16,255
59,18,257
59,7,259
59,8,261
59,66,507
59,27,509
59,28,511
59,29,513
59,30,515
59,31,517
59,32,1019
59,33,1021
59,34,1023
59,35,1025
59,36,1027
59,37,1029
59,60,2043
59,61,2045
59,62,2047
59,64,2049
59,59,2051
59,63,2053
59,67,4091
59,68,4093
59,69,4095
59,123,4097
59,131,4099
59,132,4101
59,133,8187
59,21,8189
59,126,8191
59,127,8193
59,128,8195
59,129,8197
59,130,16379
59,1,16381
59,2,16383
59,3,16385
59,4,16387
59,5,16389
59,6,32763
59,8,32765
59,9,32767
59,10,32769
59,11,32771
59,12,32773
59,13,65531
59,14,65533
59,15,65535
60,17,1
60,19,3
60,66,5
60,124,7
60,125,9
60,252,11
60,253,13
60,254,15
60,255,17
60,0,19
60,18,21
60,20,27
60,7,29
60,16,31
60,65,33
60,69,35
60,123,37
60,251,59
60,5,61
60,6,63
60,8,65
60,9,67
60,10,69
60,14,111
60,15,113
60,28,115
60,29,117
60,30,119
60,31,121
60,32,123
60,33,125
60,34,127
60,35,129
60,37,131
60,60,133
60,61,251
60,62,253
60,63,255
60,64,257
60,67,259
60,68,261
60,126,507
60,127,509
60,128,511
60,129,513
60,130,515
60,131,517
60,132,1019
60,133,1021
60,3,1023
60,4,1025
60,21,1027
60,59,1029
60,1,2043
60,2,2045
60,11,2047
60,13,2049
60,27,2051
60,12,2053
60,17,4091
60,36,4093
60,66,4095
60,251,4097
60,252,4099
60,253,4101
60,254,8187
60,255,8189
60,0,8191
60,7,8193
60,18,8195
60,19,8197
60,20,16379
60,125,16381
60,16,16383
60,17,16385
60,65,16387
60,124,16389
60,125,32763
60,126,32765
60,127,32767
60,128,32769
60,129,32771
60,130,32773
60,131,65531
60,132,65533
60,133,65535
61,251,1
61,252,3
61,253,5
61,254,7
61,255,9
61,0,11
61,1,13
61,3,15
61,4,17
61,8,19
61,9,21
61,10,27
61,11,29
61,12,31
61,13,33
61,14,35
61,15,37
61,16,59
61,20,61
61,21,63
61,27,65
61,28,67
61,29,69
61,30,111
61,31,113
61,32,115
61,33,117
61,34,119
61,35,121
61,36,123
61,37,125
61,59,127
61,60,129
61,61,131
61,62,133
61,63,251
61,64,253
61,65,255
61,66,257
61,68,259
61,69,261
61,123,507
61,124,509
61,5,511
61,7,513
61,6,515
61,18,517
61,2,1019
61,125,1021
61,19,1023
61,67,1025
61,128,1027
61,129,1029
61,130,2043
61,131,2045
61,132,2047
61,133,2049
61,126,2051
61,127,2053
61,251,4091
61,252,4093
61,253,4095
61,254,4097
61,255,4099
61,17,4101
61,18,8187
61,19,8189
61,27,8191
61,28,8193
61,29,8195
61,30,8197
61,31,16379
61,32,16381
61,33,16383
61,34,16385
61,35,16387
61,36,16389
61,37,32763
61,59,32765
61,60,32767
61,61,32769
61,62,32771
61,63,32773
61,64,65531
61,65,65533
61,66,65535
62,67,1
62,69,3
62,123,5
62,2,7
62,3,9
62,5,11
62,6,13
62,7,15
62,10,17
62,11,19
62,12,21
62,13,27
62,14,29
62,15,31
62,16,33
62,21,35
62,9,37
62,20,59
62,0,61
62,1,63
62,68,65
62,8,67
62,4,69
62,17,111
62,19,113
62,29,115
62,30,117
62,31,119
62,32,121
62,33,123
62,34,125
62,35,127
62,36,129
62,59,131
62,63,133
62,64,251
62,65,253
62,66,255
62,126,257
62,127,259
62,128,261
62,129,507
62,130,509
62,131,511
62,132,513
62,133,515
62,251,517
62,252,1019
62,253,1021
62,254,1023
62,255,1025
62,18,1027
62,60,1029
62,61,2043
62,62,2045
62,125,2047
62,28,2049
62,37,2051
62,68,2053
62,27,4091
62,67,4093
62,0,4095
62,1,4097
62,2,4099
62,3,4101
62,4,8187
62,5,8189
62,6,8191
62,9,8193
62,10,8195
62,11,8197
62,12,16379
62,13,16381
62,14,16383
62,15,16385
62,16,16387
62,20,16389
62,21,32763
62,123,32765
62,8,32767
62,69,32769
62,123,32771
62,7,32773
62,8,65531
62,9,65533
62,10,65535
63,11,1
63,12,3
63,13,5
63,14,7
63,15,9
63,16,11
63,17,13
63,18,15
63,19,17
63,124,19
63,125,21
63,128,27
63,129,29
63,130,31
63,131,33
63,132,35
63,133,37
63,255,59
63,7,61
63,27,63
63,28,65
63,29,67
63,30,69
63,31,111
63,32,113
63,33,115
63,34,117
63,35,119
63,36,121
63,37,123
63,59,125
63,60,127
63,61,129
63,62,131
63,64,133
63,65,251
63,66,253
63,67,255
63,68,257
63,69,259
63,251,261
63,252,507
63,253,509
63,254,511
63,4,513
63,5,515
63,63,517
63,1,1019
63,2,1021
63,127,1023
63,0,1025
63,8,1027
63,20,1029
63,3,2043
63,21,2045
63,6,2047
63,123,2049
63,124,2051
63,124,2053
63,125,4091
63,10,4093
63,11,4095
63,12,4097
63,9,4099
63,13,4101
63,15,8187
63,18,8189
63,19,8191
63,20,8193
63,21,8195
63,27,8197
63,28,16379
63,29,16381
63,30,16383
63,31,16385
63,32,16387
63,33,16389
63,34,32763
63,35,32765
63,36,32767
63,37,32769
63,59,32771
63,60,32773
63,65,65531
63,66,65533
63,67,65535
64,68,1
64,129,3
64,130,5
64,131,7
64,132,9
64,126,11
64,127,13
64,252,15
64,253,17
64,254,19
64,255,21
64,0,27
64,1,29
64,2,31
64,3,33
64,4,35
64,5,37
64,6,59
64,16,61
64,17,63
64,63,65
64,64,67
64,251,69
64,61,111
64,62,113
64,69,115
64,133,117
64,14,119
64,15,121
64,7,123
64,8,125
64,9,127
64,10,129
64,124,131
64,11,133
64,12,251
64,13,253
64,18,255
64,19,257
64,20,259
64,21,261
64,27,507
64,28,509
64,31,511
64,32,513
64,33,515
64,34,517
64,35,1019
64,36,1021
64,37,1023
64,59,1025
64,60,1027
64,67,1029
64,123,2043
64,66,2045
64,126,2047
64,65,2049
64,125,2051
64,29,2053
64,30,4091
64,61,4093
64,62,4095
64,63,4097
64,64,4099
64,124,4101
64,126,8187
64,127,8189
64,252,8191
64,253,8193
64,254,8195
64,255,8197
64,0,16379
64,2,16381
64,3,16383
64,7,16385
64,14,16387
64,17,16389
64,69,32763
64,131,32765
64,132,32767
64,133,32769
64,251,32771
64,4,32773
64,5,65531
64,6,65533
64,130,65535
65,128,1
65,1,3
65,2,5
65,3,7
65,68,9
65,69,11
65,123,13
65,16,15
65,129,17
65,4,19
65,5,21
65,6,27
65,12,29
65,13,31
65,14,33
65,15,35
65,18,37
65,19,59
65,21,61
65,28,63
65,29,65
65,30,67
65,31,69
65,32,111
65,33,113
65,34,115
65,35,117
65,36,119
65,60,121
65,61,123
65,62,125
65,63,127
65,64,129
65,65,131
65,66,133
65,67,251
65,124,253
65,125,255
65,127,257
65,133,259
65,7,261
65,8,507
65,9,509
65,10,511
65,11,513
65,37,515
65,59,517
65,253,1019
65,254,1021
65,255,1023
65,17,1025
65,132,1027
65,251,1029
65,252,2043
65,20,2045
65,128,2047
65,0,2049
65,131,2051
65,126,2053
65,128,4091
65,27,4093
65,68,4095
65,69,4097
65,123,4099
65,16,4101
65,1,8187
65,2,8189
65,3,8191
65,129,8193
65,255,8195
65,0,8197
65,1,16379
65,5,16381
65,6,16383
65,8,16385
65,9,16387
65,10,16389
65,11,32763
65,12,32765
65,13,32767
65,14,32769
65,15,32771
65,16,32773
65,17,65531
65,18,65533
65,19,65535
66,130,1
66,131,3
66,133,5
66,251,7
66,252,9
66,253,11
66,254,13
66,21,15
66,27,17
66,28,19
66,29,21
66,30,27
66,31,29
66,32,31
66,33,33
66,34,35
66,35,37
66,36,59
66,37,61
66,62,63
66,64,65
66,65,67
66,66,69
66,67,111
66,68,113
66,126,115
66,127,117
66,128,119
66,129,121
66,4,123
66,60,125
66,61,127
66,7,129
66,20,131
66,124,133
66,125,251
66,255,253
66,0,255
66,1,257
66,63,259
66,123,261
66,3,507
66,59,509
66,69,511
66,9,513
66,10,515
66,11,517
66,12,1019
66,13,1021
66,16,1023
66,18,1025
66,19,1027
66,2,1029
66,8,2043
66,17,2045
66,15,2047
66,5,2049
66,14,2051
66,130,2053
66,131,4091
66,251,4093
66,252,4095
66,6,4097
66,7,4099
66,31,4101
66,32,8187
66,33,8189
66,34,8191
66,35,8193
66,36,8195
66,37,8197
66,60,16379
66,61,16381
66,63,16383
66,64,16385
66,67,16387
66,68,16389
66,130,32763
66,133,32765
66,27,32767
66,28,32769
66,29,32771
66,30,32773
66,59,65531
66,126,65533
66,127,65535
67,129,1
67,132,3
67,254,5
67,21,7
67,65,9
67,66,11
67,67,13
67,128,15
67,20,17
67,29,19
67,124,21
67,125,27
67,4,29
67,5,31
67,62,33
67,253,35
67,3,37
67,7,59
67,8,61
67,9,63
67,10,65
67,12,67
67,13,69
67,18,111
67,27,113
67,30,115
67,31,117
67,32,119
67,33,121
67,34,123
67,35,125
67,36,127
67,37,129
67,63,131
67,69,133
67,2,251
67,11,253
67,14,255
67,15,257
67,16,259
67,17,261
67,130,507
67,131,509
67,133,511
67,251,513
67,252,515
67,0,517
67,60,1019
67,61,1021
67,64,1023
67,127,1025
67,255,1027
67,1,1029
67,19,2043
67,132,2045
67,68,2047
67,126,2049
67,123,2051
67,59,2053
67,28,4091
67,62,4093
67,129,4095
67,253,4097
67,6,4099
67,65,4101
67,66,8187
67,125,8189
67,128,8191
67,254,8193
67,4,8195
67,20,8197
67,21,16379
67,132,16381
67,133,16383
67,251,16385
67,124,16387
67,129,16389
67,131,32763
67,132,32765
67,252,32767
67,253,32769
67,254,32771
67,255,32773
67,0,65531
67,1,65533
67,2,65535
68,3,1
68,4,3
68,5,5
68,6,7
68,7,9
68,8,11
68,10,13
68,11,15
68,12,17
68,13,19
68,14,21
68,15,27
68,16,29
68,18,31
68,20,33
68,29,35
68,30,37
68,31,59
68,32,61
68,33,63
68,34,65
68,35,67
68,36,69
68,37,111
68,59,113
68,60,115
68,62,117
68,63,119
68,64,121
68,65,123
68,66,125
68,67,127
68,68,129
68,69,131
68,123,133
68,124,251
68,125,253
68,126,255
68,128,257
68,19,259
68,28,261
68,9,507
68,132,509
68,17,511
68,27,513
68,61,515
68,127,517
68,130,1019
68,131,1021
68,251,1023
68,252,1025
68,253,1027
68,254,1029
68,255,2043
68,1,2045
68,129,2047
68,21,2049
68,0,2051
68,2,2053
68,133,4091
68,3,4093
68,4,4095
68,5,4097
68,11,4099
68,12,4101
68,13,8187
68,14,8189
68,15,8191
68,16,8193
68,17,8195
68,18,8197
68,19,16379
68,20,16381
68,21,16383
68,27,16385
68,28,16387
68,29,16389
68,30,32763
68,31,32765
68,32,32767
68,33,32769
68,34,32771
68,35,32773
68,36,65531
68,37,65533
68,60,65535
69,61,1
69,62,3
69,63,5
69,64,7
69,66,9
69,67,11
69,68,13
69,69,15
69,123,17
69,126,19
69,127,21
69,59,27
69,124,29
69,125,31
69,128,33
69,130,35
69,6,37
69,8,59
69,9,61
69,10,63
69,7,65
69,15,67
69,16,69
69,21,111
69,65,113
69,129,115
69,251,117
69,252,119
69,253,121
69,254,123
69,3,125
69,4,127
69,5,129
69,12,131
69,14,133
69,17,251
69,19,253
69,27,255
69,29,257
69,30,259
69,31,261
69,32,507
69,33,509
69,34,511
69,35,513
69,60,515
69,132,517
69,133,1019
69,255,1021
69,0,1023
69,1,1025
69,2,1027
69,131,1029
69,18,2043
69,37,2045
69,20,2047
69,28,2049
69,36,2051
69,62,2053
69,63,4091
69,65,4093
69,13,4095
69,11,4097
69,59,4099
69,64,4101
69,67,8187
69,68,8189
69,69,8191
69,123,8193
69,124,8195
69,125,8197
69,126,16379
69,127,16381
69,128,16383
69,130,16385
69,8,16387
69,9,16389
69,10,32763
69,11,32765
69,6,32767
69,7,32769
69,8,32771
69,15,32773
69,16,65531
69,61,65533
69,62,65535
111,63,1
111,65,3
111,132,5
111,133,7
111,251,9
111,1,11
111,2,13
111,66,15
111,67,17
111,68,19
111,69,21
111,123,27
111,126,29
111,127,31
111,129,33
111,5,35
111,10,37
111,12,59
111,13,61
111,14,63
111,18,65
111,19,67
111,20,69
111,27,111
111,28,113
111,36,115
111,64,117
111,124,119
111,125,121
111,130,123
111,131,125
111,252,127
111,253,129
111,254,131
111,255,133
111,3,251
111,4,253
111,17,255
111,21,257
111,31,259
111,32,261
111,33,507
111,34,509
111,35,511
111,59,513
111,128,515
111,7,517
111,8,1019
111,9,1021
111,62,1023
111,37,1025
111,0,1027
111,6,1029
111,16,2043
111,60,2045
111,61,2047
111,66,2049
111,29,2051
111,15,2053
111,30,4091
111,31,4093
111,32,4095
111,33,4097
111,34,4099
111,35,4101
111,11,8187
111,12,8189
111,13,8191
111,14,8193
111,19,8195
111,59,8197
111,61,16379
111,64,16381
111,65,16383
111,66,16385
111,123,16387
111,130,16389
111,132,32763
111,251,32765
111,0,32767
111,1,32769
111,2,32771
111,3,32773
111,4,65531
111,5,65533
111,6,65535
112,9,1
112,10,3
112,21,5
112,27,7
112,28,9
112,29,11
112,30,13
112,37,15
112,63,17
112,17,19
112,20,21
112,60,27
112,67,29
112,68,31
112,69,33
112,127,35
112,128,37
112,129,59
112,133,61
112,253,63
112,254,65
112,255,67
112,7,69
112,124,111
112,125,113
112,132,115
112,0,117
112,131,119
112,252,121
112,126,123
112,251,125
112,18,127
112,19,129
112,32,131
112,1,133
112,11,251
112,12,253
112,13,255
112,14,257
112,15,259
112,36,261
112,62,507
112,66,509
112,6,511
112,61,513
112,123,515
112,16,517
112,33,1019
112,34,1021
112,35,1023
112,65,1025
112,130,1027
112,3,1029
112,4,2043
112,5,2045
112,8,2047
112,31,2049
112,64,2051
112,125,2053
112,59,4091
112,60,4093
112,2,4095
112,10,4097
112,30,4099
112,67,4101
112,68,8187
112,69,8189
112,127,8191
112,128,8193
112,129,8195
112,131,8197
112,7,16379
112,21,16381
112,27,16383
112,28,16385
112,29,16387
112,37,16389
112,63,32763
112,254,32765
112,17,32767
112,18,32769
112,20,32771
112,36,32773
112,126,65531
112,133,65533
112,255,65535
113,252,1
113,253,3
113,1,5
113,5,7
113,9,9
113,10,11
113,11,13
113,12,15
113,13,17
113,14,19
113,19,21
113,27,27
113,28,29
113,29,31
113,30,33
113,31,35
113,124,37
113,125,59
113,126,61
113,127,63
113,128,65
113,129,67
113,130,69
113,131,111
113,132,113
113,133,115
113,255,117
113,0,119
113,2,121
113,3,123
113,4,125
113,6,127
113,21,129
113,33,131
113,37,133
113,59,251
113,60,253
113,61,255
113,62,257
113,65,259
113,15,261
113,16,507
113,18,509
113,64,511
113,68,513
113,69,515
113,123,517
113,254,1019
113,35,1021
113,36,1023
113,66,1025
113,67,1027
113,7,1029
113,251,2043
113,8,2045
113,32,2047
113,34,2049
113,20,2051
113,63,2053
113,124,4091
113,17,4093
113,20,4095
113,29,4097
113,31,4099
113,33,4101
113,9,8187
113,252,8189
113,253,8191
113,1,8193
113,2,8195
113,3,8197
113,4,16379
113,6,16381
113,7,16383
113,10,16385
113,11,16387
113,12,16389
113,13,32763
113,14,32765
113,18,32767
113,19,32769
113,21,32771
113,27,32773
113,28,65531
113,32,65533
113,34,65535
114,37,1
114,59,3
114,61,5
114,62,7
114,63,9
114,64,11
114,65,13
114,68,15
114,69,17
114,123,19
114,131,21
114,132,27
114,133,29
114,251,31
114,252,33
114,8,35
114,16,37
114,17,59
114,66,61
114,67,63
114,124,65
114,125,67
114,126,69
114,127,111
114,128,113
114,254,115
114,9,117
114,5,119
114,13,121
114,253,123
114,15,125
114,30,127
114,0,129
114,6,131
114,10,133
114,129,251
114,130,253
114,255,255
114,12,257
114,35,259
114,2,261
114,36,507
114,4,509
114,60,511
114,20,513
114,21,515
114,32,517
114,34,1019
114,3,1021
114,7,1023
114,11,1025
114,14,1027
114,15,1029
114,18,2043
114,19,2045
114,27,2047
114,33,2049
114,1,2051
114,8,2053
114,28,4091
114,29,4093
114,30,4095
114,31,4097
114,63,4099
114,66,4101
114,124,8187
114,126,8189
114,16,8191
114,17,8193
114,37,8195
114,60,8197
114,67,16379
114,68,16381
114,69,16383
114,123,16385
114,128,16387
114,131,16389
114,133,32763
114,255,32765
114,65,32767
114,125,32769
114,130,32771
114,252,32773
114,253,65531
114,254,65533
114,0,65535
115,62,1
115,5,3
115,35,5
115,37,7
115,59,9
115,9,11
115,36,13
115,61,15
115,125,17
115,64,19
115,65,21
115,66,27
115,127,29
115,128,31
115,1,33
115,129,35
115,130,37
115,132,59
115,252,61
115,251,63
115,2,65
115,3,67
115,17,69
115,28,111
115,29,113
115,63,115
115,67,117
115,68,119
115,4,121
115,11,123
115,30,125
115,31,127
115,32,129
115,0,131
115,8,133
115,10,251
115,16,253
115,33,255
115,34,257
115,124,259
115,14,261
115,15,507
115,19,509
115,21,511
115,60,513
115,255,515
115,13,517
115,18,1019
115,69,1021
115,123,1023
115,131,1025
115,133,1027
115,126,1029
115,253,2043
115,254,2045
115,12,2047
115,7,2049
115,20,2051
115,27,2053
115,61,4091
115,129,4093
115,6,4095
115,62,4097
115,132,4099
115,5,4101
115,36,8187
115,251,8189
115,35,8191
115,64,8193
115,59,8195
115,9,8197
115,127,16379
115,128,16381
115,129,16383
115,133,16385
115,251,16387
115,252,16389
115,253,32763
115,0,32765
115,1,32767
115,2,32769
115,3,32771
115,5,32773
115,6,65531
115,7,65533
115,8,65535
116,19,1
116,20,3
116,29,5
116,30,7
116,31,9
116,32,11
116,33,13
116,34,15
116,35,17
116,36,19
116,37,21
116,62,27
116,63,29
116,64,31
116,68,33
116,123,35
116,131,37
116,4,59
116,12,61
116,13,63
116,14,65
116,21,67
116,27,69
116,60,111
116,255,113
116,10,115
116,11,117
116,17,119
116,18,121
116,28,123
116,65,125
116,66,127
116,67,129
116,127,131
116,9,133
116,15,251
