# ACTS Test Suite Generation: Wed Mar 18 21:14:49 EET 2020
#  '*' represents don't care value 
# Degree of interaction coverage: 2
# Number of parameters: 3
# Maximum number of values per parameter: 165
# Number of configurations: 14202
quan_write,byte_count,num_value
116,126,253
116,69,255
116,132,257
116,1,259
116,16,261
116,124,507
116,125,509
116,59,511
116,254,513
116,0,515
116,61,517
116,128,1019
116,130,1021
116,252,1023
116,253,1025
116,129,1027
116,133,1029
116,2,2043
116,3,2045
116,251,2047
116,254,2049
116,255,2051
116,4,2053
116,7,4091
116,8,4093
116,10,4095
116,13,4097
116,14,4099
116,19,4101
116,6,8187
116,9,8189
116,11,8191
116,18,8193
116,5,8195
116,62,8197
116,63,16379
116,67,16381
116,68,16383
116,69,16385
116,130,16387
116,132,16389
116,16,32763
116,17,32765
116,28,32767
116,29,32769
116,30,32771
116,31,32773
116,32,65531
116,33,65533
116,36,65535
117,123,1
117,15,3
117,64,5
117,65,7
117,12,9
117,35,11
117,60,13
117,62,15
117,34,17
117,37,19
117,59,21
117,126,27
117,20,29
117,27,31
117,28,33
117,66,35
117,67,37
117,124,59
117,61,61
117,131,63
117,127,65
117,128,67
117,21,69
117,130,111
117,253,113
117,255,115
117,1,117
117,2,119
117,3,121
117,5,123
117,6,125
117,125,127
117,133,129
117,251,131
117,252,133
117,254,251
117,10,253
117,11,255
117,13,257
117,14,259
117,19,261
117,29,507
117,30,509
117,68,511
117,69,513
117,31,515
117,129,517
117,17,1019
117,18,1021
117,132,1023
117,7,1025
117,16,1027
117,0,1029
117,9,2043
117,4,2045
117,63,2047
117,124,2049
117,127,2051
117,131,2053
117,33,4091
117,35,4093
117,36,4095
117,37,4097
117,32,4099
117,59,4101
117,8,8187
117,15,8189
117,123,8191
117,60,8193
117,61,8195
117,65,8197
117,66,16379
117,126,16381
117,12,16383
117,13,16385
117,18,16387
117,19,16389
117,20,32763
117,21,32765
117,34,32767
117,35,32769
117,36,32771
117,64,32773
117,125,65531
117,27,65533
117,28,65535
118,31,1
118,34,3
118,4,5
118,7,7
118,8,9
118,17,11
118,29,13
118,30,15
118,32,17
118,60,19
118,61,21
118,65,27
118,66,29
118,67,31
118,126,33
118,2,35
118,11,37
118,21,59
118,27,61
118,63,63
118,132,65
118,133,67
118,253,69
118,254,111
118,0,113
118,1,115
118,12,117
118,59,119
118,14,121
118,16,123
118,68,125
118,69,127
118,123,129
118,9,131
118,128,133
118,20,251
118,3,253
118,5,255
118,6,257
118,33,259
118,64,261
118,131,507
118,15,509
118,37,511
118,127,513
118,251,515
118,252,517
118,10,1019
118,129,1021
118,130,1023
118,124,1025
118,125,1027
118,255,1029
118,62,2043
118,69,2045
118,18,2047
118,19,2049
118,13,2051
118,28,2053
118,34,4091
118,35,4093
118,36,4095
118,64,4097
118,65,4099
118,123,4101
118,125,8187
118,1,8189
118,2,8191
118,3,8193
118,8,8195
118,14,8197
118,15,16379
118,16,16381
118,17,16383
118,29,16385
118,30,16387
118,31,16389
118,32,32763
118,33,32765
118,68,32767
118,129,32769
118,252,32771
118,253,32773
118,254,65531
118,255,65533
118,7,65535
119,20,1
119,27,3
119,6,5
119,11,7
119,0,9
119,59,11
119,61,13
119,9,15
119,62,17
119,63,19
119,4,21
119,5,27
119,21,29
119,33,31
119,37,33
119,10,35
119,60,37
119,131,59
119,132,61
119,133,63
119,251,65
119,252,67
119,254,69
119,255,111
119,2,113
119,12,115
119,130,117
119,1,119
119,66,121
119,67,123
119,127,125
119,7,127
119,126,129
119,8,131
119,16,133
119,18,251
119,28,253
119,29,255
119,30,257
119,128,259
119,129,261
119,17,507
119,36,509
119,125,511
119,65,513
119,124,515
119,253,517
119,14,1019
119,64,1021
119,66,1023
119,13,1025
119,68,1027
119,69,1029
119,123,2043
119,124,2045
119,3,2047
119,15,2049
119,34,2051
119,35,2053
119,60,4091
119,63,4093
119,126,4095
119,130,4097
119,4,4099
119,10,4101
119,19,8187
119,31,8189
119,32,8191
119,37,8193
119,12,8195
119,6,8197
119,131,16379
119,133,16381
119,251,16383
119,127,16385
119,61,16387
119,62,16389
119,67,32763
119,5,32765
119,128,32767
119,9,32769
119,14,32771
119,20,32773
119,21,65531
119,59,65533
119,61,65535
120,27,1
120,0,3
120,11,5
120,12,7
120,13,9
120,28,11
120,32,13
120,33,15
120,36,17
120,130,19
120,1,21
120,2,27
120,3,29
120,4,31
120,7,33
120,9,35
120,19,37
120,37,59
120,59,61
120,123,63
120,252,65
120,253,67
120,5,69
120,6,111
120,10,113
120,66,115
120,8,117
120,21,119
120,132,121
120,133,123
120,254,125
120,255,127
120,30,129
120,68,131
120,17,133
120,29,251
120,31,253
120,127,255
120,67,257
120,129,259
120,20,261
120,35,507
120,63,509
120,126,511
120,128,513
120,15,515
120,62,517
120,64,1019
120,65,1021
120,131,1023
120,132,1025
120,251,1027
120,125,1029
120,0,2043
120,11,2045
120,60,2047
120,69,2049
120,18,2051
120,34,2053
120,124,4091
120,16,4093
120,61,4095
120,14,4097
120,15,4099
120,60,4101
120,65,8187
120,66,8189
120,67,8191
120,68,8193
120,69,8195
120,123,8197
120,124,16379
120,27,16381
120,28,16383
120,35,16385
120,36,16387
120,253,16389
120,254,32763
120,16,32765
120,19,32767
120,20,32769
120,126,32771
120,127,32773
120,128,65531
120,129,65533
120,251,65535
121,255,1
121,3,3
121,10,5
121,29,7
121,30,9
121,31,11
121,34,13
121,1,15
121,2,17
121,18,19
121,21,21
121,37,27
121,59,29
121,6,31
121,8,33
121,17,35
121,27,37
121,33,59
121,62,61
121,126,63
121,11,65
121,32,67
121,0,69
121,5,111
121,7,113
121,61,115
121,13,117
121,12,119
121,63,121
121,64,123
121,9,125
121,132,127
121,14,129
121,15,131
121,19,133
121,253,251
121,254,253
121,4,255
121,123,257
121,125,259
121,130,261
121,65,507
121,67,509
121,16,511
121,133,513
121,28,515
121,124,517
121,129,1019
121,251,1021
121,128,1023
121,20,1025
121,66,1027
121,252,1029
121,131,2043
121,127,2045
121,69,2047
121,60,2049
121,62,2051
121,64,2053
121,68,4091
121,125,4093
121,35,4095
121,36,4097
121,3,4099
121,7,4101
121,17,8187
121,37,8189
121,59,8191
121,63,8193
121,130,8195
121,4,8197
121,5,16379
121,8,16381
121,9,16383
121,18,16385
121,131,16387
121,30,16389
121,31,32763
121,32,32765
121,33,32767
121,34,32769
121,6,32771
121,21,32773
121,27,65531
121,29,65533
121,1,65535
122,2,1
122,28,3
122,30,5
122,255,7
122,4,9
122,13,11
122,14,13
122,15,15
122,0,17
122,1,19
122,10,21
122,11,27
122,17,29
122,19,31
122,34,33
122,35,35
122,36,37
122,61,59
122,69,61
122,18,63
122,20,65
122,37,67
122,59,69
122,252,111
122,6,113
122,7,115
122,16,117
122,27,119
122,8,121
122,9,123
122,29,125
122,5,127
122,12,129
122,132,131
122,21,133
122,31,251
122,32,253
122,131,255
122,33,257
122,133,259
122,3,261
122,60,507
122,68,509
122,67,511
122,123,513
122,127,515
122,128,517
122,62,1019
122,63,1021
122,65,1023
122,129,1025
122,254,1027
122,64,1029
122,126,2043
122,253,2045
122,255,2047
122,125,2049
122,130,2051
122,132,2053
122,251,4091
122,66,4093
122,124,4095
122,2,4097
122,12,4099
122,133,4101
122,0,8187
122,10,8189
122,17,8191
122,11,8193
122,15,8195
122,13,8197
122,14,16379
122,33,16381
122,34,16383
122,252,16385
122,253,16387
122,254,16389
122,255,32763
122,27,32765
122,69,32767
122,123,32769
122,124,32771
122,125,32773
122,132,65531
122,0,65533
122,18,65535
123,21,1
123,29,3
123,32,5
123,67,7
123,6,9
123,7,11
123,8,13
123,31,15
123,59,17
123,3,19
123,30,21
123,16,27
123,61,29
123,36,31
123,63,33
123,64,35
123,65,37
123,68,59
123,130,61
123,19,63
123,37,65
123,20,67
123,60,69
123,1,111
123,9,113
123,11,115
123,2,117
123,13,119
123,28,121
123,14,123
123,5,125
123,10,127
123,62,129
123,27,131
123,35,133
123,66,251
123,126,253
123,12,255
123,17,257
123,18,259
123,34,261
123,4,507
123,127,509
123,132,511
123,255,513
123,128,515
123,125,517
123,15,1019
123,129,1021
123,131,1023
123,133,1025
123,124,1027
123,251,1029
123,252,2043
123,253,2045
123,254,2047
123,0,2049
123,69,2051
123,123,2053
123,126,4091
123,128,4093
123,130,4095
123,131,4097
123,13,4099
123,33,4101
123,60,8187
123,61,8189
123,62,8191
123,4,8193
123,64,8195
123,66,8197
123,10,16379
123,11,16381
123,127,16383
123,129,16385
123,252,16387
123,3,16389
123,59,32763
123,67,32765
123,133,32767
123,251,32769
123,19,32771
123,37,32773
123,31,65531
123,28,65533
123,29,65535
124,33,1
124,35,3
124,36,5
124,15,7
124,32,9
124,60,11
124,5,13
124,6,15
124,7,17
124,20,19
124,2,21
124,3,27
124,8,29
124,61,31
124,9,33
124,63,35
124,64,37
124,65,59
124,17,61
124,30,63
124,31,65
124,59,67
124,123,69
124,34,111
124,131,113
124,0,115
124,21,117
124,251,119
124,1,121
124,27,123
124,28,125
124,16,127
124,11,129
124,13,131
124,29,133
124,14,251
124,68,253
124,12,255
124,18,257
124,19,259
124,125,261
124,37,507
124,62,509
124,66,511
124,126,513
124,127,515
124,67,517
124,124,1019
124,128,1021
124,4,1023
124,5,1025
124,10,1027
124,130,1029
124,132,2043
124,133,2045
124,253,2047
124,255,2049
124,252,2051
124,254,2053
124,69,4091
124,129,4093
124,1,4095
124,30,4097
124,66,4099
124,125,4101
124,20,8187
124,35,8189
124,36,8191
124,69,8193
124,65,8195
124,124,8197
124,32,16379
124,62,16381
124,126,16383
124,63,16385
124,2,16387
124,15,16389
124,18,32763
124,68,32765
124,12,32767
124,13,32769
124,35,32771
124,131,32773
124,255,65531
124,17,65533
124,30,65535
125,34,1
125,63,3
125,14,5
125,31,7
125,27,9
125,33,11
125,251,13
125,255,15
125,16,17
125,19,19
125,36,21
125,6,27
125,32,29
125,7,31
125,17,33
125,59,35
125,20,37
125,28,59
125,29,61
125,35,63
125,8,65
125,69,67
125,129,69
125,9,111
125,60,113
125,3,115
125,123,117
125,65,119
125,21,121
125,2,123
125,10,125
125,11,127
125,12,129
125,16,131
125,30,133
125,37,251
125,61,253
125,64,255
125,0,257
125,13,259
125,67,261
125,18,507
125,5,509
125,8,511
125,68,513
125,62,515
125,1,517
125,125,1019
125,127,1021
125,126,1023
125,128,1025
125,130,1027
125,132,1029
125,133,2043
125,252,2045
125,4,2047
125,253,2049
125,254,2051
125,0,2053
125,15,4091
125,124,4093
125,131,4095
125,3,4097
125,66,4099
125,14,4101
125,34,8187
125,7,8189
125,8,8191
125,36,8193
125,123,8195
125,130,8197
125,132,16379
125,15,16381
125,5,16383
125,128,16385
125,129,16387
125,65,16389
125,4,32763
125,64,32765
125,251,32767
125,252,32769
125,253,32771
125,254,32773
125,37,65531
125,60,65533
125,33,65535
126,131,1
126,31,3
126,19,5
126,33,7
126,34,9
126,133,11
126,18,13
126,35,15
126,28,17
126,6,19
126,64,21
126,9,27
126,5,29
126,8,31
126,21,33
126,27,35
126,32,37
126,11,59
126,12,61
126,36,63
126,59,65
126,61,67
126,63,69
126,67,111
126,68,113
126,127,115
126,20,117
126,3,119
126,7,121
126,29,123
126,17,125
126,1,127
126,2,129
126,10,131
126,16,133
126,30,251
126,21,253
126,28,255
126,32,257
126,6,259
126,13,261
126,14,507
126,37,509
126,60,511
126,62,513
126,66,515
126,69,517
126,123,1019
126,126,1021
126,9,1023
126,15,1025
126,59,1027
126,61,1029
126,65,2043
126,128,2045
126,129,2047
126,130,2049
126,251,2051
126,253,2053
126,132,4091
126,254,4093
126,255,4095
126,0,4097
126,4,4099
126,124,4101
126,125,8187
126,67,8189
126,68,8191
126,124,8193
126,125,8195
126,126,8197
126,125,16379
126,131,16381
126,132,16383
126,1,16385
126,19,16387
126,66,16389
126,66,32763
126,127,32765
126,124,32767
126,66,32769
126,67,32771
126,124,32773
126,60,65531
126,127,65533
126,128,65535
127,133,1
127,252,3
127,2,5
127,6,7
127,7,9
127,9,11
127,10,13
127,11,15
127,12,17
127,35,19
127,63,21
127,31,27
127,16,29
127,20,31
127,18,33
127,21,35
127,27,37
127,29,59
127,34,61
127,36,63
127,19,65
127,28,67
127,33,69
127,8,111
127,13,113
127,14,115
127,17,117
127,30,119
127,32,121
127,37,123
127,59,125
127,61,127
127,62,129
127,64,131
127,65,133
127,68,251
127,69,253
127,123,255
127,5,257
127,27,259
127,129,261
127,130,507
127,251,509
127,253,511
127,255,513
127,0,515
127,1,517
127,3,1019
127,4,1021
127,12,1023
127,15,1025
127,37,1027
127,60,1029
127,127,2043
127,9,2045
127,10,2047
127,16,2049
127,67,2051
127,128,2053
127,20,4091
127,131,4093
127,133,4095
127,65,4097
127,69,4099
127,126,4101
127,132,8187
127,62,8189
127,63,8191
127,125,8193
127,66,8195
127,124,8197
127,0,16379
127,33,16381
127,128,16383
127,126,16385
127,61,16387
127,132,16389
127,11,32763
127,21,32765
127,65,32767
127,14,32769
127,17,32771
127,17,32773
127,132,65531
127,27,65533
127,61,65535
128,252,1
128,254,3
128,2,5
128,6,7
128,7,9
128,11,11
128,21,13
128,29,15
128,31,17
128,32,19
128,33,21
128,19,27
128,20,29
128,27,31
128,28,33
128,18,35
128,30,37
128,34,59
128,35,61
128,36,63
128,59,65
128,61,67
128,63,69
128,64,111
128,68,113
128,8,115
128,9,117
128,10,119
128,12,121
128,13,123
128,14,125
128,16,127
128,17,129
128,123,131
128,129,133
128,130,251
128,133,253
128,251,255
128,253,257
128,255,259
128,0,261
128,1,507
128,3,509
128,4,511
128,5,513
128,12,515
128,14,517
128,15,1019
128,11,1021
128,17,1023
128,36,1025
128,37,1027
128,60,1029
128,7,2043
128,10,2045
128,62,2047
128,252,2049
128,128,2051
128,129,2053
128,127,4091
128,132,4093
128,29,4095
128,65,4097
128,254,4099
128,255,4101
128,61,8187
128,67,8189
128,69,8191
128,126,8193
128,131,8195
128,125,8197
128,66,16379
128,124,16381
128,123,16383
128,4,16385
128,15,16387
128,67,16389
128,20,32763
128,69,32765
128,127,32767
128,123,32769
128,126,32771
128,37,32773
128,66,65531
128,3,65533
128,27,65535
129,2,1
129,6,3
129,21,5
129,31,7
129,32,9
129,33,11
129,34,13
129,35,15
129,59,17
129,63,19
129,64,21
129,68,27
129,123,29
129,130,31
129,133,33
129,251,35
129,252,37
129,253,59
129,254,61
129,0,63
129,36,65
129,1,67
129,3,69
129,4,111
129,5,113
129,7,115
129,8,117
129,9,119
129,27,121
129,28,123
129,29,125
129,30,127
129,31,129
129,11,131
129,13,133
129,16,251
129,18,253
129,19,255
129,20,257
129,2,259
129,61,261
129,6,507
129,10,509
129,11,511
129,12,513
129,13,515
129,14,517
129,15,1019
129,16,1021
129,17,1023
129,37,1025
129,60,1027
129,62,1029
129,65,2043
129,67,2045
129,69,2047
129,129,2049
129,131,2051
129,132,2053
129,253,4091
129,255,4093
129,59,4095
129,68,4097
129,126,4099
129,127,4101
129,128,8187
129,125,8189
129,66,8191
129,124,8193
129,12,8195
129,28,8197
129,5,16379
129,5,16381
129,17,16383
129,126,16385
129,2,16387
129,2,16389
129,124,32763
129,132,32765
129,254,32767
129,15,32769
129,20,32771
129,251,32773
129,61,65531
129,129,65533
129,254,65535
130,21,1
130,27,3
130,28,5
130,29,7
130,30,9
130,31,11
130,32,13
130,33,15
130,34,17
130,35,19
130,63,21
130,64,27
130,6,29
130,7,31
130,8,33
130,9,35
130,18,37
130,19,59
130,20,61
130,123,63
130,130,65
130,133,67
130,251,69
130,252,111
130,254,113
130,0,115
130,1,117
130,2,119
130,3,121
130,4,123
130,5,125
130,10,127
130,11,129
130,12,131
130,13,133
130,21,251
130,27,253
130,31,255
130,36,257
130,37,259
130,59,261
130,60,507
130,16,509
130,17,511
130,61,513
130,62,515
130,65,517
130,68,1019
130,69,1021
130,126,1023
130,127,1025
130,128,1027
130,129,1029
130,131,2043
130,132,2045
130,133,2047
130,251,2049
130,253,2051
130,255,2053
130,14,4091
130,15,4093
130,63,4095
130,67,4097
130,125,4099
130,0,4101
130,251,8187
130,66,8189
130,124,8191
130,130,8193
130,60,8195
130,16,8197
130,131,16379
130,68,16381
130,19,16383
130,253,16385
130,252,16387
130,6,16389
130,32,32763
130,16,32765
130,33,32767
130,17,32769
130,3,32771
130,7,32773
130,126,65531
130,33,65533
130,30,65535
131,130,1
131,252,3
131,254,5
131,1,7
131,2,9
131,3,11
131,4,13
131,5,15
131,6,17
131,7,19
131,8,21
131,9,27
131,18,29
131,19,31
131,20,33
131,21,35
131,28,37
131,29,59
131,30,61
131,32,63
131,33,65
131,34,67
131,35,69
131,64,111
131,123,113
131,126,115
131,127,117
131,128,119
131,129,121
131,131,123
131,132,125
131,133,127
131,253,129
131,255,131
131,0,133
131,27,251
131,30,253
131,31,255
131,36,257
131,37,259
131,59,261
131,60,507
131,61,509
131,62,511
131,17,513
131,63,515
131,65,517
131,67,1019
131,68,1021
131,69,1023
131,10,1025
131,11,1027
131,12,1029
131,13,2043
131,14,2045
131,15,2047
131,16,2049
131,60,2051
131,252,2053
131,123,4091
131,4,4093
131,64,4095
131,125,4097
131,251,4099
131,66,4101
131,124,8187
131,18,8189
131,127,8191
131,253,8193
131,36,8195
131,64,8197
131,254,16379
131,18,16381
131,64,16383
131,131,16385
131,17,16387
131,11,16389
131,31,32763
131,0,32765
131,17,32767
131,68,32769
131,251,32771
131,66,32773
131,7,65531
131,59,65533
131,253,65535
132,130,1
132,254,3
132,1,5
132,2,7
132,3,9
132,5,11
132,6,13
132,7,15
132,8,17
132,9,19
132,18,21
132,19,27
132,20,29
132,21,31
132,28,33
132,29,35
132,32,37
132,33,59
132,34,61
132,35,63
132,36,65
132,37,67
132,59,69
132,61,111
132,62,113
132,63,115
132,64,117
132,65,119
132,67,121
132,68,123
132,69,125
132,123,127
132,126,129
132,127,131
132,128,133
132,129,251
132,131,253
132,132,255
132,133,257
132,252,259
132,253,261
132,255,507
132,0,509
132,4,511
132,10,513
132,11,515
132,12,517
132,13,1019
132,14,1021
132,15,1023
132,16,1025
132,17,1027
132,27,1029
132,30,2043
132,31,2045
132,9,2047
132,37,2049
132,60,2051
132,18,2053
132,130,4091
132,7,4093
132,12,4095
132,125,4097
132,251,4099
132,66,4101
132,124,8187
132,128,8189
132,124,8191
132,12,8193
132,128,8195
132,69,8197
132,21,16379
132,1,16381
132,3,16383
132,66,16385
132,127,16387
132,133,16389
132,252,32763
132,69,32765
132,253,32767
132,68,32769
132,124,32771
132,130,32773
132,252,65531
132,124,65533
132,255,65535
133,254,1
133,1,3
133,2,5
133,3,7
133,5,9
133,6,11
133,8,13
133,19,15
133,20,17
133,21,19
133,28,21
133,29,27
133,32,29
133,33,31
133,34,33
133,35,35
133,36,37
133,59,59
133,61,61
133,62,63
133,63,65
133,64,67
133,65,69
133,67,111
133,68,113
133,69,115
133,123,117
133,126,119
133,127,121
133,128,123
133,129,125
133,130,127
133,131,129
133,7,131
133,9,133
133,10,251
133,11,253
133,13,255
133,14,257
133,15,259
133,16,261
133,17,507
133,18,509
133,19,511
133,27,513
133,30,515
133,31,517
133,132,1019
133,133,1021
133,252,1023
133,253,1025
133,255,1027
133,0,1029
133,4,2043
133,12,2045
133,37,2047
133,60,2049
133,61,2051
133,125,2053
133,129,4091
133,28,4093
133,251,4095
133,66,4097
133,124,4099
133,132,4101
133,32,8187
133,7,8189
133,130,8191
133,253,8193
133,127,8195
133,69,8197
133,10,16379
133,5,16381
133,254,16383
133,1,16385
133,63,16387
133,63,16389
133,6,32763
133,1,32765
133,35,32767
133,130,32769
133,130,32771
133,14,32773
133,129,65531
133,30,65533
133,125,65535
134,254,1
134,1,3
134,2,5
134,3,7
134,5,9
134,6,11
134,8,13
134,20,15
134,21,17
134,29,19
134,32,21
134,33,27
134,34,29
134,35,31
134,36,33
134,59,35
134,62,37
134,63,59
134,64,61
134,65,63
134,67,65
134,68,67
134,69,69
134,123,111
134,126,113
134,127,115
134,128,117
134,130,119
134,131,121
134,132,123
134,133,125
134,252,127
134,253,129
134,28,131
134,30,133
134,31,251
134,255,253
134,0,255
134,4,257
134,7,259
134,9,261
134,10,507
134,11,509
134,13,511
134,14,513
134,15,515
134,16,517
134,17,1019
134,18,1021
134,19,1023
134,27,1025
134,1,1027
134,8,1029
134,10,2043
134,12,2045
134,37,2047
134,60,2049
134,61,2051
134,125,2053
134,129,4091
134,251,4093
134,66,4095
134,124,4097
134,123,4099
134,4,4101
134,2,8187
134,131,8189
134,35,8191
134,127,8193
134,132,8195
134,9,8197
134,5,16379
134,1,16381
134,10,16383
134,5,16385
134,2,16387
134,60,16389
134,65,32763
134,63,32765
134,11,32767
134,11,32769
134,28,32771
134,63,32773
134,254,65531
134,62,65533
134,11,65535
251,254,1
251,2,3
251,3,5
251,5,7
251,6,9
251,20,11
251,21,13
251,29,15
251,32,17
251,33,19
251,34,21
251,35,27
251,36,29
251,59,31
251,62,33
251,63,35
251,64,37
251,65,59
251,67,61
251,68,63
251,69,65
251,123,67
251,126,69
251,127,111
251,128,113
251,130,115
251,131,117
251,132,119
251,133,121
251,252,123
251,253,125
251,255,127
251,0,129
251,1,131
251,28,133
251,30,251
251,31,253
251,32,255
251,4,257
251,7,259
251,8,261
251,9,507
251,11,509
251,13,511
251,14,513
251,15,515
251,16,517
251,17,1019
251,18,1021
251,19,1023
251,27,1025
251,37,1027
251,60,1029
251,61,2043
251,125,2045
251,129,2047
251,251,2049
251,10,2051
251,12,2053
251,62,4091
251,0,4093
251,66,4095
251,124,4097
251,61,4099
251,67,4101
251,125,8187
251,13,8189
251,132,8191
251,17,8193
251,64,8195
251,18,8197
251,16,16379
251,64,16381
251,20,16383
251,15,16385
251,61,16387
251,124,16389
251,127,32763
251,34,32765
251,61,32767
251,61,32769
251,132,32771
251,10,32773
251,67,65531
251,125,65533
251,18,65535
252,254,1
252,2,3
252,3,5
252,5,7
252,6,9
252,20,11
252,21,13
252,29,15
252,33,17
252,34,19
252,35,21
252,36,27
252,59,29
252,63,31
252,64,33
252,65,35
252,67,37
252,68,59
252,69,61
252,123,63
252,126,65
252,127,67
252,128,69
252,130,111
252,131,113
252,132,115
252,133,117
252,252,119
252,253,121
252,255,123
252,1,125
252,4,127
252,6,129
252,7,131
252,8,133
252,9,251
252,11,253
252,13,255
252,14,257
252,15,259
252,16,261
252,17,507
252,18,509
252,19,511
252,27,513
252,28,515
252,30,517
252,31,1019
252,32,1021
252,37,1023
252,60,1025
252,61,1027
252,62,1029
252,68,2043
252,125,2045
252,129,2047
252,251,2049
252,0,2051
252,10,2053
252,12,4091
252,66,4093
252,124,4095
252,131,4097
252,64,4099
252,21,4101
252,7,8187
252,128,8189
252,65,8191
252,36,8193
252,68,8195
252,1,8197
252,17,16379
252,21,16381
252,254,16383
252,67,16385
252,4,16387
252,28,16389
252,128,32763
252,37,32765
252,20,32767
252,13,32769
252,12,32771
252,251,32773
252,13,65531
252,11,65533
252,13,65535
253,254,1
253,2,3
253,3,5
253,5,7
253,20,9
253,21,11
253,29,13
253,33,15
253,34,17
253,35,19
253,36,21
253,59,27
253,63,29
253,64,31
253,65,33
253,67,35
253,69,37
253,123,59
253,126,61
253,127,63
253,128,65
253,6,67
253,7,69
253,8,111
253,9,113
253,11,115
253,13,117
253,14,119
253,15,121
253,16,123
253,17,125
253,18,127
253,19,129
253,27,131
253,28,133
253,30,251
253,31,253
253,32,255
253,130,257
253,131,259
253,132,261
253,133,507
253,252,509
253,253,511
253,255,513
253,1,515
253,4,517
253,10,1019
253,12,1021
253,37,1023
253,60,1025
253,61,1027
253,62,1029
253,68,2043
253,125,2045
253,129,2047
253,251,2049
253,0,2051
253,133,2053
253,66,4091
253,124,4093
253,2,4095
253,20,4097
253,60,4099
253,133,4101
253,254,8187
253,251,8189
253,2,8191
253,9,8193
253,8,8195
253,18,8197
253,35,16379
253,20,16381
253,16,16383
253,132,16385
253,27,16387
253,133,16389
253,14,32763
253,68,32765
253,127,32767
253,9,32769
253,2,32771
253,65,32773
253,60,65531
253,251,65533
253,129,65535
254,254,1
254,2,3
254,3,5
254,5,7
254,20,9
254,21,11
254,29,13
254,33,15
254,34,17
254,35,19
254,36,21
254,59,27
254,63,29
254,64,31
254,65,33
254,67,35
254,69,37
254,123,59
254,126,61
254,127,63
254,128,65
254,130,67
254,131,69
254,132,111
254,252,113
254,253,115
254,255,117
254,1,119
254,4,121
254,6,123
254,7,125
254,8,127
254,9,129
254,11,131
254,13,133
254,14,251
254,15,253
254,16,255
254,17,257
254,18,259
254,19,261
254,21,507
254,27,509
254,28,511
254,30,513
254,31,515
254,32,517
254,37,1019
254,60,1021
254,61,1023
254,62,1025
254,68,1027
254,125,1029
254,129,2043
254,133,2045
254,251,2047
254,0,2049
254,10,2051
254,12,2053
254,66,4091
254,124,4093
254,13,4095
254,20,4097
254,63,4099
254,10,4101
254,37,8187
254,12,8189
254,10,8191
254,3,8193
254,60,8195
254,2,8197
254,20,16379
254,125,16381
254,12,16383
254,124,16385
254,124,16387
254,132,16389
254,59,32763
254,127,32765
254,17,32767
254,0,32769
254,125,32771
254,2,32773
254,5,65531
254,31,65533
254,65,65535
255,254,1
255,2,3
255,3,5
255,5,7
255,20,9
255,29,11
255,33,13
255,34,15
255,35,17
255,36,19
255,59,21
255,63,27
255,64,29
255,65,31
255,67,33
255,69,35
255,123,37
255,126,59
255,127,61
255,128,63
255,130,65
255,131,67
255,132,69
255,252,111
255,253,113
255,255,115
255,1,117
255,4,119
255,6,121
255,7,123
255,8,125
255,9,127
255,11,129
255,13,131
255,14,133
255,15,251
255,16,253
255,17,255
255,18,257
255,19,259
255,21,261
255,27,507
255,28,509
255,30,511
255,31,513
255,32,515
255,37,517
255,60,1019
255,61,1021
255,62,1023
255,68,1025
255,125,1027
255,129,1029
255,133,2043
255,251,2045
255,0,2047
255,10,2049
255,12,2051
255,66,2053
255,124,4091
255,3,4093
255,131,4095
255,17,4097
255,129,4099
255,61,4101
255,60,8187
255,62,8189
255,14,8191
255,8,8193
255,34,8195
255,8,8197
255,33,16379
255,251,16381
255,16,16383
255,6,16385
255,32,16387
255,29,16389
255,4,32763
255,9,32765
255,3,32767
255,13,32769
255,69,32771
255,12,32773
255,6,65531
255,133,65533
255,251,65535
256,254,1
256,2,3
256,3,5
256,5,7
256,20,9
256,29,11
256,33,13
256,34,15
256,35,17
256,36,19
256,59,21
256,63,27
256,64,29
256,65,31
256,67,33
256,69,35
256,123,37
256,126,59
256,127,61
256,128,63
256,130,65
256,131,67
256,132,69
256,252,111
256,253,113
256,255,115
256,1,117
256,4,119
256,6,121
256,7,123
256,8,125
256,9,127
256,11,129
256,13,131
256,14,133
256,15,251
256,16,253
256,17,255
256,18,257
256,19,259
256,21,261
256,27,507
256,28,509
256,30,511
256,31,513
256,32,515
256,37,517
256,60,1019
256,61,1021
256,62,1023
256,68,1025
256,125,1027
256,129,1029
256,133,2043
256,251,2045
256,0,2047
256,10,2049
256,12,2051
256,66,2053
256,124,4091
256,123,4093
256,61,4095
256,31,4097
256,36,4099
256,17,4101
256,4,8187
256,17,8189
256,253,8191
256,60,8193
256,65,8195
256,68,8197
256,66,16379
256,254,16381
256,124,16383
256,131,16385
256,11,16387
256,66,16389
256,31,32763
256,18,32765
256,65,32767
256,11,32769
256,6,32771
256,12,32773
256,30,65531
256,123,65533
256,253,65535
257,254,1
257,2,3
257,3,5
257,5,7
257,20,9
257,29,11
257,33,13
257,34,15
257,35,17
257,36,19
257,59,21
257,63,27
257,64,29
257,65,31
257,67,33
257,69,35
257,123,37
257,126,59
257,127,61
257,128,63
257,130,65
257,131,67
257,132,69
257,252,111
257,253,113
257,255,115
257,1,117
257,4,119
257,6,121
257,7,123
257,8,125
257,9,127
257,11,129
257,13,131
257,14,133
257,15,251
257,16,253
