# ACTS Test Suite Generation: Thu Nov 04 11:35:24 EET 2021
#  '*' represents don't care value 
# Degree of interaction coverage: 2
# Number of parameters: 6
# Maximum number of values per parameter: 183
# Number of configurations: 7267
Data_length,Reference_Type,File_number,Record_number,Record_length,Record_data
10,253,65533,1023,117,2047
29,7,14,1024,118,2047
31,8,15,1025,119,2047
12,28,16,2047,120,2047
13,13,11,2048,121,2047
17,129,12,2049,122,2047
33,252,13,4095,123,2047
0,9,129,4096,124,2047
15,59,255,4097,125,2047
27,62,2048,8191,126,2047
60,2,4097,8192,127,2047
32,10,65472,8193,128,2047
61,68,127,9993,129,2047
66,21,128,9994,255,2047
11,61,65532,9995,256,2047
125,63,7,9996,257,2047
7,66,65,9997,511,2047
64,14,127,9998,512,2047
69,33,4096,9999,513,2047
1,65,65527,10000,1023,2047
127,1,65528,10001,1024,2047
128,4,0,10002,1025,2047
253,12,257,10003,2047,2047
61,34,511,10004,2048,2047
130,0,512,16383,2049,2047
8,60,513,16384,4095,2047
127,126,1023,16385,4096,2047
13,133,4095,32767,4097,2047
14,68,65503,32768,8191,2047
30,132,65504,32769,8192,2047
5,27,10,65471,8193,2047
29,30,2049,65472,16383,2047
37,31,65473,65473,16384,2047
67,32,1025,65503,16385,2047
35,21,2047,65504,32767,2047
0,62,65535,65505,32768,2047
2,64,65519,65519,32769,2047
124,67,65520,65520,65471,2047
129,126,65521,65521,65472,2047
1,0,65471,65527,65473,2047
128,6,256,65528,65503,2047
132,37,65505,65529,65504,2047
253,36,32767,65530,65505,2047
4,61,32768,65531,65519,2047
16,123,32769,65532,65520,2047
18,254,65531,65533,65521,2047
33,7,14,65534,65527,2047
62,123,15,65535,65528,2047
251,128,0,0,65529,2049
69,11,1,1,65530,2049
62,255,2,2,65531,2049
255,63,3,3,65532,2049
13,124,4,4,65533,2049
253,251,5,5,65534,2049
19,36,7,7,65535,2049
63,12,8,8,0,2049
129,14,9,9,1,2049
131,125,10,15,2,2049
10,131,17,16,3,2049
11,10,65532,17,4,2049
68,18,16,31,5,2049
28,253,65534,32,7,2049
20,5,65535,33,8,2049
130,15,512,63,9,2049
123,9,513,64,15,2049
65,127,1023,65,16,2049
125,13,1024,127,17,2049
9,29,1025,128,31,2049
3,33,8191,129,32,2049
7,32,8192,255,33,2049
5,19,10000,256,63,2049
6,0,12,257,64,2049
30,17,32,511,65,2049
21,20,257,512,116,2049
133,16,511,513,117,2049
254,8,64,1023,118,2049
17,3,8193,1024,119,2049
18,59,63,1025,120,2049
14,4,128,2047,121,2049
15,60,16384,2048,122,2049
0,69,31,2049,123,2049
34,35,32767,4095,124,2049
16,37,33,4096,125,2049
36,67,63,4097,126,2049
126,7,64,8191,127,2049
127,252,65,8192,128,2049
31,66,255,8193,129,2049
60,6,16383,9993,255,2049
27,27,65529,9994,256,2049
59,30,65533,9995,257,2049
64,133,13,9996,511,2049
2,28,129,9997,512,2049
4,31,16385,9998,513,2049
32,1,65471,9999,1023,2049
37,129,65472,10000,1024,2049
252,125,14,10001,1025,2049
254,64,15,10002,2047,2049
1,62,32768,10003,2048,2049
8,254,32769,10004,2049,2049
35,65,65503,16383,4095,2049
61,251,2049,16384,4096,2049
66,132,127,16385,4097,2049
128,21,2048,32767,8191,2049
132,34,4097,32768,8192,2049
251,253,65521,32769,8193,2049
9,68,65530,65471,16383,2049
65,2,65531,65472,16384,2049
9,34,4095,65473,16385,2049
33,35,4096,65503,32767,2049
67,126,65504,65504,32768,2049
124,61,11,65505,32769,2049
12,124,256,65519,65471,2049
128,130,2047,65520,65472,2049
0,35,16383,65521,65473,2049
3,59,65519,65527,65503,2049
28,69,65528,65528,65504,2049
29,131,65520,65529,65505,2049
60,255,65527,65530,65519,2049
20,252,4,65531,65520,2049
63,14,5,65532,65521,2049
31,15,8192,65533,65527,2049
35,19,8193,65534,65528,2049
36,66,10000,65535,65529,2049
37,20,16383,0,65530,2051
12,29,16384,1,65531,2051
123,33,16385,2,65532,2051
132,9,32767,3,65533,2051
1,10,32768,4,65534,2051
131,255,32769,5,65535,2051
20,128,65471,7,0,2051
19,130,65472,8,1,2051
33,12,65473,9,2,2051
21,18,65503,15,3,2051
10,28,65504,16,4,2051
9,3,65505,17,5,2051
18,60,65519,31,7,2051
36,65,65520,32,8,2051
63,67,65521,33,9,2051
8,11,65527,63,15,2051
14,37,65528,64,16,2051
68,1,65529,65,17,2051
59,2,65530,127,31,2051
66,64,65531,128,32,2051
255,5,2,129,33,2051
3,14,3,255,63,2051
11,15,8,256,64,2051
28,4,9,257,65,2051
61,27,512,511,116,2051
6,13,8191,512,117,2051
15,62,65534,513,118,2051
30,127,1024,1023,119,2051
65,132,33,1024,120,2051
125,125,1,1025,121,2051
27,16,17,2047,122,2051
34,126,65,2048,123,2051
126,8,127,2049,124,2051
13,32,128,4095,125,2051
133,36,513,4096,126,2051
253,63,1023,4097,127,2051
0,123,16,8191,128,2051
5,252,14,8192,129,2051
17,131,15,8193,255,2051
62,67,16,9993,256,2051
251,61,12,9994,257,2051
31,69,31,9995,511,2051
60,17,32,9996,512,2051
4,129,8193,9997,513,2051
124,6,63,9998,1023,2051
252,251,64,9999,1024,2051
254,19,129,10000,1025,2051
255,21,255,10001,2047,2051
14,253,256,10002,2048,2051
16,68,65532,10003,2049,2051
32,254,65533,10004,4095,2051
64,59,5,16383,4096,2051
123,66,257,16384,4097,2051
125,7,511,16385,8191,2051
7,30,2047,32767,8192,2051
127,31,2048,32768,8193,2051
129,0,4095,32769,16383,2051
61,34,4096,65471,16384,2051
69,124,4097,65472,16385,2051
130,35,12,65473,32767,2051
254,125,13,65503,32768,2051
2,128,2049,65504,32769,2051
67,59,8191,65505,65471,2051
29,133,8192,65519,65472,2051
68,63,1025,65520,65473,2051
133,11,65535,65521,65503,2051
34,30,0,65527,65504,2051
59,20,4,65528,65505,2051
127,9,7,65529,65519,2051
128,10,10,65530,65520,2051
35,28,16384,65531,65521,2051
64,32,9,65532,65527,2051
15,3,11,65533,65528,2051
31,68,1,65534,65529,2051
251,130,2,65535,65530,2051
253,254,7,0,65531,2053
15,255,127,1,65532,2053
64,17,255,2,65533,2053
60,29,256,3,65534,2053
1,8,257,4,65535,2053
6,27,511,5,0,2053
63,65,512,7,1,2053
4,2,65534,8,2,2053
29,12,65535,9,3,2053
62,18,1024,15,4,2053
66,36,1025,16,5,2053
128,66,2047,17,7,2053
131,123,2048,31,8,2053
20,60,33,32,9,2053
8,0,17,33,15,2053
67,4,31,63,16,2053
123,9,32,64,17,2053
129,11,10000,65,31,2053
16,20,16383,127,32,2053
10,37,8,128,33,2053
33,128,9,129,63,2053
255,10,3,255,64,2053
61,6,4,256,65,2053
2,34,5,257,116,2053
7,131,65471,511,117,2053
11,5,65472,512,118,2053
14,13,65473,513,119,2053
132,251,65503,1023,120,2053
19,15,65504,1024,121,2053
252,127,65520,1025,122,2053
28,3,65521,2047,123,2053
65,125,65527,2048,124,2053
30,64,10,2049,125,2053
126,130,32769,4095,126,2053
21,16,65528,4096,127,2053
17,35,65529,4097,128,2053
34,31,65530,8191,129,2053
125,21,65531,8192,255,2053
0,14,2,8193,256,2053
3,33,64,9993,257,2053
27,32,2049,9994,511,2053
133,62,4095,9995,512,2053
5,28,32767,9996,513,2053
5,19,32768,9997,1023,2053
12,61,13,9998,1024,2053
124,10,65,9999,1025,2053
130,18,4097,10000,2047,2053
68,29,8191,10001,2048,2053
69,124,8192,10002,2049,2053
13,132,8193,10003,4095,2053
18,133,15,10004,4096,2053
37,252,16,16383,4097,2053
59,253,4096,16384,8191,2053
36,30,65505,16385,8192,2053
32,69,65519,32767,8193,2053
35,129,14,32768,16383,2053
127,1,63,32769,16384,2053
21,63,128,65471,16385,2053
254,7,16384,65472,32767,2053
126,67,16385,65473,32768,2053
255,12,1023,65503,32769,2053
251,16,129,65504,65471,2053
6,67,65532,65505,65472,2053
9,68,65533,65519,65473,2053
31,33,1,65520,65503,2053
124,8,11,65521,65504,2053
131,59,12,65527,65505,2053
13,69,513,65528,65519,2053
61,59,0,65529,65520,2053
16,27,3,65530,65521,2053
66,65,8,65531,65527,2053
129,126,33,65532,65528,2053
130,12,63,65533,65529,2053
17,62,64,65534,65530,2053
133,126,128,65535,65531,2053
28,128,129,0,65532,4091
30,5,511,1,65533,4091
68,127,512,2,65534,4091
35,251,513,3,65535,4091
123,36,1023,4,0,4091
10,254,32767,5,1,4091
11,20,65530,7,2,4091
128,255,65531,8,3,4091
252,132,65532,9,4,4091
21,133,65533,15,5,4091
62,17,11,16,7,4091
17,0,15,17,8,4091
19,16,16,31,9,4091
27,31,4095,32,15,4091
1,123,4096,33,16,4091
2,7,4097,63,17,4091
33,61,32768,64,31,4091
132,2,32769,65,32,4091
133,3,7,127,33,4091
59,28,16385,128,63,4091
60,11,255,129,64,4091
63,15,10,255,65,4091
251,18,17,256,116,4091
37,252,31,257,117,4091
13,60,8192,511,118,4091
7,14,65535,512,119,4091
8,37,0,513,120,4091
12,10,5,1023,121,4091
15,8,65,1024,122,4091
64,13,127,1025,123,4091
65,253,65520,2047,124,4091
67,1,65521,2048,125,4091
69,9,65527,2049,126,4091
125,30,2,4095,127,4091
5,33,4,4096,128,4091
6,64,9,4097,129,4091
20,4,1024,8191,255,4091
34,29,1025,8192,256,4091
4,34,2048,8193,257,4091
18,66,65534,9993,511,4091
3,124,1,9994,512,4091
10,131,12,9995,513,4091
255,125,16383,9996,1023,4091
61,6,16384,9997,1024,4091
126,19,65529,9998,1025,4091
131,21,128,9999,2047,4091
9,27,256,10000,2048,4091
29,35,2047,10001,2049,4091
31,62,13,10002,4095,4091
253,69,14,10003,4096,4091
0,127,10000,10004,4097,4091
66,6,65471,16383,8191,4091
32,12,65504,16384,8192,4091
36,129,65505,16385,8193,4091
124,13,65519,32767,16383,4091
127,130,65528,32768,16384,4091
129,20,8,32769,16385,4091
14,29,64,65471,32767,4091
15,32,8193,65472,32768,4091
16,37,8191,65473,32769,4091
27,255,65503,65503,65471,4091
33,63,65534,65504,65472,4091
130,65,3,65505,65473,4091
252,68,33,65519,65503,4091
19,1,2049,65520,65504,4091
62,7,65472,65521,65505,4091
125,15,65473,65527,65519,4091
254,36,65504,65528,65520,4091
5,126,32,65529,65521,4091
130,16,63,65530,65527,4091
0,31,257,65531,65528,4091
7,17,2047,65532,65529,4091
4,60,2048,65533,65530,4091
30,67,2049,65534,65531,4091
67,123,4095,65535,65532,4091
67,129,65503,0,65533,4093
123,5,65520,1,65534,4093
11,254,65521,2,65535,4093
35,251,65527,3,0,4093
36,33,65528,4,1,4093
61,34,65529,5,2,4093
63,133,65533,7,3,4093
124,131,255,8,4,4093
126,59,256,9,5,4093
253,13,257,15,7,4093
0,61,511,16,8,4093
1,32,65531,17,9,4093
3,36,65532,31,15,4093
20,255,16384,32,16,4093
66,11,16385,33,17,4093
65,66,32767,63,31,4093
68,67,1,64,32,4093
69,64,127,65,33,4093
127,21,65519,127,63,4093
131,63,129,128,64,4093
132,3,4096,129,65,4093
2,18,4097,255,116,4093
6,20,11,256,117,4093
8,130,32768,257,118,4093
28,252,32769,511,119,4093
29,7,17,512,120,4093
16,8,31,513,121,4093
64,17,32,1023,122,4093
7,127,513,1024,123,4093
62,14,3,1025,124,4093
10,60,4,2047,125,4093
33,132,5,2048,126,4093
129,35,7,2049,127,4093
19,124,8,4095,128,4093
12,4,14,4096,129,4093
13,16,15,4097,255,4093
4,29,8192,8191,256,4093
18,125,8193,8192,257,4093
21,9,10000,8193,511,4093
34,31,65535,9993,512,4093
37,128,33,9994,513,4093
59,10,8191,9995,1023,4093
32,2,64,9996,1024,4093
30,15,1024,9997,1025,4093
251,12,65530,9998,2047,4093
125,19,2,9999,2048,4093
27,28,12,10000,2049,4093
252,27,65505,10001,4095,4093
60,253,65534,10002,4096,4093
31,62,65472,10003,4097,4093
34,0,65473,10004,8191,4093
255,6,9,16383,8192,4093
8,69,13,16384,8193,4093
9,5,1023,16385,16383,4093
14,30,128,32767,16384,4093
15,37,16,32768,16385,4093
17,65,16383,32769,32767,4093
128,68,10,65471,32768,4093
132,123,65,65472,32769,4093
133,124,4095,65473,65471,4093
254,255,2048,65503,65472,4093
2,1,4097,65504,65473,4093
5,128,65471,65505,65503,4093
17,126,63,65519,65504,4093
37,33,512,65520,65505,4093
130,129,2047,65521,65519,4093
129,132,0,65527,65520,4093
123,8,2049,65528,65521,4093
128,34,1025,65529,65527,4093
12,128,1024,65530,65528,4093
124,19,1025,65531,65529,4093
10,35,8191,65532,65530,4093
126,37,65471,65533,65531,4093
129,251,65504,65534,65532,4093
255,252,65529,65535,65533,4093
11,4,65533,0,65534,4095
18,14,65504,1,65535,4095
19,33,65505,2,0,4095
20,253,65519,3,1,4095
132,63,11,4,2,4095
253,31,12,5,3,4095
0,17,2048,7,4,4095
1,68,2049,8,5,4095
3,29,4095,9,7,4095
6,5,4096,15,8,4095
21,254,0,16,9,4095
27,126,31,17,15,4095
28,0,32,31,16,4095
29,3,8193,32,17,4095
63,65,17,33,31,4095
16,9,8192,63,32,4095
30,32,16384,64,33,4095
66,7,2,65,63,4095
68,8,10,127,64,4095
69,11,32768,128,65,4095
35,133,32769,129,116,4095
251,15,7,255,117,4095
32,255,257,256,118,4095
254,20,511,257,119,4095
11,2,10000,511,120,4095
8,13,65531,512,121,4095
36,10,9,513,122,4095
15,131,256,1023,123,4095
59,66,1025,1024,124,4095
60,130,2047,1025,125,4095
65,18,1,2047,126,4095
10,59,65520,2048,127,4095
33,64,65521,2049,128,4095
128,125,65527,4095,129,4095
131,129,65528,4096,255,4095
64,36,63,4097,256,4095
123,21,65,8191,257,4095
126,6,127,8192,511,4095
7,28,8191,8193,512,4095
9,30,128,9993,513,4095
11,33,65534,9994,1023,4095
12,123,65535,9995,1024,4095
13,124,5,9996,1025,4095
5,27,1024,9997,2047,4095
130,34,16,9998,2048,4095
133,60,129,9999,2049,4095
252,127,4,10000,4095,4095
2,37,16385,10001,4096,4095
125,61,32767,10002,4097,4095
37,16,33,10003,8191,4095
62,69,512,10004,8192,4095
67,128,513,16383,8193,4095
127,35,65472,16384,16383,4095
131,19,65530,16385,16384,4095
4,62,65503,32767,16385,4095
14,132,65532,32768,32767,4095
61,69,65529,32769,32768,4095
31,251,14,65471,32769,4095
32,252,15,65472,65471,4095
34,1,13,65473,65472,4095
124,12,255,65503,65473,4095
68,0,1023,65504,65503,4095
255,254,16383,65505,65504,4095
9,9,64,65519,65505,4095
17,67,65473,65520,65519,4095
129,19,3,65521,65520,4095
61,2,8,65527,65521,4095
21,13,32,65528,65527,4095
132,129,1023,65529,65528,4095
11,21,65471,65530,65529,4095
65,14,4097,65531,65530,4095
251,254,16385,65532,65531,4095
17,30,65503,65533,65532,4095
17,132,65520,65534,65533,4095
62,32,65532,65535,65534,4095
63,64,17,0,65535,4097
65,127,31,1,0,4097
69,65,33,2,1,4097
123,130,513,3,2,4097
126,68,16383,4,3,4097
253,126,16384,5,4,4097
0,67,32767,7,5,4097
1,34,32768,8,7,4097
3,66,65530,9,8,4097
6,123,0,15,9,4097
18,125,14,16,15,4097
19,5,15,17,16,4097
20,27,16,31,17,4097
11,28,65,32,31,4097
27,4,2047,33,32,4097
28,10,8193,63,33,4097
29,11,65533,64,63,4097
30,15,4095,65,64,4097
36,17,128,127,65,4097
59,14,1,128,116,4097
60,7,65532,129,117,4097
64,12,65534,255,118,4097
66,254,65535,256,119,4097
67,133,4,257,120,4097
68,0,7,511,121,4097
125,3,8,512,122,4097
127,18,255,513,123,4097
128,128,512,1023,124,4097
131,8,1024,1024,125,4097
132,29,65519,1025,126,4097
133,252,10,2047,127,4097
10,13,257,2048,128,4097
254,255,511,2049,129,4097
2,20,32,4095,255,4097
4,21,11,4096,256,4097
7,131,65505,4097,257,4097
8,59,4096,8191,511,4097
12,253,65520,8192,512,4097
124,1,65521,8193,513,4097
5,2,3,9993,1023,4097
13,5,4,9994,1024,4097
15,6,5,9995,1025,4097
16,9,127,9996,2047,4097
21,60,65531,9997,2048,4097
31,33,10000,9998,2049,4097
32,16,2048,9999,4095,4097
33,36,8192,10000,4096,4097
34,28,32769,10001,4097,4097
35,251,2,10002,8191,4097
37,31,12,10003,8192,4097
252,61,63,10004,8193,4097
62,62,64,16383,16383,4097
14,63,129,16384,16384,4097
59,66,8191,16385,16385,4097
61,124,65527,32767,32767,4097
130,30,65528,32768,32768,4097
27,132,65529,32769,32769,4097
251,21,256,65471,65471,4097
20,29,65472,65472,65472,4097
253,251,65473,65473,65473,4097
255,35,9,65503,65503,4097
9,37,13,65504,65504,4097
17,69,17,65505,65505,4097
129,129,65503,65519,65519,4097
27,19,65504,65520,65520,4097
61,32,2,65521,65521,4097
123,133,3,65527,65527,4097
16,4,8,65528,65528,4097
15,252,9,65529,65529,4097
67,131,127,65530,65530,4097
20,69,256,65531,65531,4097
127,68,257,65532,65532,4097
123,126,1023,65533,65533,4097
37,66,11,65534,65534,4097
3,27,1025,65535,65535,4097
132,6,2049,0,0,4099
0,17,4096,1,1,4099
1,18,128,2,2,4099
3,64,129,3,3,4099
6,68,255,4,4,4099
18,123,511,5,5,4099
19,125,512,7,7,4099
28,253,513,8,8,4099
29,7,1024,9,9,4099
30,60,4097,15,15,4099
36,12,8192,16,16,4099
60,36,8193,17,17,4099
123,30,10000,31,31,4099
126,251,16383,32,32,4099
63,31,2048,33,33,4099
65,62,0,63,63,4099
69,3,65,64,64,4099
125,4,16384,65,65,4099
127,20,16385,127,116,4099
128,130,32767,128,117,4099
131,11,32768,129,118,4099
133,67,32769,255,119,4099
252,14,65471,256,120,4099
253,5,16,257,121,4099
254,126,7,511,122,4099
2,127,10,512,123,4099
4,15,32,513,124,4099
7,16,33,1023,125,4099
8,124,65472,1024,126,4099
10,131,65473,1025,127,4099
11,130,64,2047,128,4099
12,13,17,2048,129,4099
13,32,2047,2049,255,4099
14,254,65505,4095,256,4099
15,255,65519,4096,257,4099
20,0,8191,4097,511,4099
21,66,65521,8191,512,4099
27,132,1,8192,513,4099
31,133,31,8193,1023,4099
32,65,65533,9993,1024,4099
33,28,65534,9994,1025,4099
34,33,63,9995,2047,4099
35,34,65527,9996,2048,4099
37,11,3,9997,2049,4099
59,17,8,9998,4095,4099
30,21,9,9999,4096,4099
64,27,12,10000,4097,4099
66,59,127,10001,8191,4099
16,10,65528,10002,8192,4099
67,8,2,10003,8193,4099
68,9,5,10004,16383,4099
124,61,15,16383,16384,4099
127,63,65530,16384,16385,4099
0,128,65531,16385,32767,4099
5,1,13,32767,32768,4099
9,2,14,32768,32769,4099
17,19,65535,32769,65471,4099
61,29,4,65471,65472,4099
62,69,11,65472,65473,4099
3,129,15,65473,65503,4099
34,252,8192,65503,65504,4099
130,35,4095,65504,65505,4099
251,37,65503,65505,65519,4099
255,19,65504,65519,65520,4099
129,127,65520,65520,65521,4099
12,4,65529,65521,65527,4099
28,61,65532,65527,65528,4099
34,5,1,65528,65529,4099
5,0,5,65529,65530,4099
17,126,256,65530,65531,4099
2,2,257,65531,65532,4099
124,132,1023,65532,65533,4099
254,15,1025,65533,65534,4099
20,251,65472,65534,65535,4099
61,129,65473,65535,0,4099
36,3,65505,0,1,4101
60,14,1025,1,2,4101
63,18,4097,2,3,4101
65,64,10,3,4,4101
69,125,12,4,5,4101
123,128,13,5,7,4101
126,68,14,7,8,4101
1,253,16,8,9,4101
6,255,17,9,15,4101
18,37,31,15,16,4101
19,59,33,16,17,4101
28,60,65,17,31,4101
29,36,129,31,32,4101
30,129,255,32,33,4101
31,131,511,33,63,4101
32,132,32767,63,64,4101
33,133,32768,64,65,4101
35,1,32769,65,116,4101
37,2,65471,127,117,4101
59,67,65519,128,118,4101
64,19,65521,129,119,4101
0,20,65527,255,120,4101
2,126,65528,256,121,4101
3,11,65530,257,122,4101
4,12,16385,511,123,4101
7,13,513,512,124,4101
8,15,1023,513,125,4101
10,16,1024,1023,126,4101
11,17,2049,1024,127,4101
12,7,4096,1025,128,4101
13,65,65473,2047,129,4101
14,123,65531,2048,255,4101
15,5,65533,2049,256,4101
20,254,512,4095,257,4101
21,4,8193,4096,511,4101
27,6,10000,4097,512,4101
66,8,0,8191,513,4101
67,9,7,8192,1023,4101
68,10,4095,8193,1024,4101
125,21,8192,9993,1025,4101
132,27,16384,9994,2047,4101
133,28,128,9995,2048,4101
252,31,65504,9996,2049,4101
253,33,65534,9997,4095,4101
254,34,256,9998,4096,4101
123,62,65535,9999,4097,4101
128,63,11,10000,8191,4101
131,66,1,10001,8192,4101
251,124,8,10002,8193,4101
28,18,3,10003,16383,4101
61,0,4,10004,16384,4101
62,28,16383,16383,16385,4101
124,29,9,16384,32767,4101
127,30,2047,16385,32768,4101
130,35,32,32767,32769,4101
255,61,33,32768,65471,4101
4,69,8191,32769,65472,4101
5,124,16383,65471,65473,4101
126,127,65472,65472,65503,4101
9,130,127,65473,65504,4101
16,251,257,65503,65505,4101
17,252,2048,65504,65519,4101
66,32,65503,65505,65520,4101
129,254,65520,65519,65521,4101
34,126,65529,65520,65527,4101
130,34,64,65521,65528,4101
60,1,65,65527,65529,4101
61,16,255,65528,65530,4101
131,130,65532,65529,65531,4101
68,19,2,65530,65532,4101
253,252,5,65531,65533,4101
6,32,12,65532,65534,4101
16,33,15,65533,65535,4101
17,3,63,65534,0,4101
1,7,5,65535,33,4101
63,253,7,0,1,8187
65,3,10,1,2,8187
69,20,32769,2,3,8187
1,64,65471,3,4,8187
6,125,65505,4,5,8187
18,68,65519,5,7,8187
19,14,65521,7,8,8187
29,15,65527,8,9,8187
36,131,65528,9,15,8187
60,61,65530,15,16,8187
64,128,65531,16,17,8187
67,132,65533,17,31,8187
68,133,65534,31,32,8187
123,255,65535,32,33,8187
125,2,0,33,63,8187
126,4,13,63,64,8187
128,127,14,64,65,8187
131,123,16,65,116,8187
132,5,17,127,117,8187
133,6,31,128,118,8187
252,7,129,129,119,8187
253,8,511,255,120,8187
254,9,512,256,121,8187
0,10,513,257,122,8187
2,11,1024,511,123,8187
3,12,2049,512,124,8187
7,13,32768,513,125,8187
8,16,4096,1023,126,8187
10,17,4097,1024,127,8187
11,18,8193,1025,128,8187
12,60,10000,2047,129,8187
13,62,1025,2048,255,8187
14,63,16384,2049,256,8187
15,65,16385,4095,257,8187
20,66,32767,4096,511,8187
21,21,65472,4097,512,8187
27,27,2,8191,513,8187
28,254,3,8192,1023,8187
30,31,8191,8193,1024,8187
31,33,32,9993,1025,8187
32,36,33,9994,2047,8187
33,59,63,9995,2048,8187
35,67,64,9996,2049,8187
37,69,65,9997,4095,8187
59,124,127,9998,4096,8187
62,129,128,9999,4097,8187
63,131,255,10000,8191,8187
66,14,256,10001,8192,8187
124,28,2048,10002,8193,8187
127,29,4095,10003,16383,8187
130,30,8192,10004,16384,8187
251,32,5,16383,16385,8187
255,34,8,16384,32767,8187
4,35,9,16385,32768,8187
5,125,11,32767,32769,8187
9,251,12,32768,65471,8187
16,252,15,32769,65472,8187
17,0,257,65471,65473,8187
33,1,1023,65472,65503,8187
34,37,2047,65473,65504,8187
61,66,16383,65503,65505,8187
129,31,32768,65504,65519,8187
126,124,65473,65505,65520,8187
33,126,65503,65519,65521,8187
30,130,65504,65520,65527,8187
18,19,65520,65521,65528,8187
127,253,65527,65527,65529,8187
36,64,65529,65528,65530,8187
254,18,65532,65529,65531,8187
64,131,1,65530,65532,8187
17,11,4,65531,65533,8187
0,17,8191,65532,65534,8187
68,251,65527,65533,65535,8187
66,7,65528,65534,0,8187
59,5,7,65535,2049,8187
1,64,65530,0,1,8189
6,253,65531,1,2,8189
18,3,1023,2,3,8189
19,4,1024,3,4,8189
29,6,2049,4,5,8189
36,7,4096,5,7,8189
60,8,4097,7,8,8189
65,9,8193,8,9,8189
69,10,10000,9,15,8189
123,11,16384,15,16,8189
125,12,16385,16,17,8189
126,13,32767,17,31,8189
128,14,32769,31,32,8189
131,15,65471,32,33,8189
132,16,65505,33,63,8189
133,17,65519,63,64,8189
252,18,65521,64,65,8189
253,20,65533,65,116,8189
254,21,65534,127,117,8189
0,27,65535,128,118,8189
2,33,0,129,119,8189
3,36,7,255,120,8189
7,59,10,256,121,8189
8,60,13,257,122,8189
10,62,14,511,123,8189
11,63,16,512,124,8189
12,65,17,513,125,8189
13,123,31,1023,126,8189
14,125,129,1024,127,8189
15,132,511,1025,128,8189
19,133,512,2047,129,8189
20,255,513,2048,255,8189
21,2,1025,2049,256,8189
27,5,2047,4095,257,8189
28,28,2048,4096,511,8189
30,29,4095,4097,512,8189
31,30,8191,8191,513,8189
32,131,8192,8192,1023,8189
35,251,16383,8193,1024,8189
37,252,32768,9993,1025,8189
59,254,65472,9994,2047,8189
63,0,65473,9995,2048,8189
64,1,65503,9996,2049,8189
67,4,65504,9997,4095,8189
68,18,65520,9998,4096,8189
124,31,65528,9999,4097,8189
18,32,65,10000,8191,8189
28,34,3,10001,8192,8189
33,35,4,10002,8193,8189
62,37,8,10003,16383,8189
66,61,9,10004,16384,8189
125,66,11,16383,16385,8189
127,67,12,16384,32767,8189
130,68,15,16385,32768,8189
251,69,32,32767,32769,8189
255,127,33,32768,65471,8189
4,128,63,32769,65472,8189
5,129,64,65471,65473,8189
9,27,127,65472,65503,8189
16,60,128,65473,65504,8189
17,124,255,65503,65505,8189
34,63,256,65504,65519,8189
61,126,257,65505,65520,8189
129,130,1024,65519,65521,8189
253,19,8193,65520,65527,8189
128,124,65529,65521,65528,8189
12,128,65532,65527,65529,8189
69,21,1,65528,65530,8189
1,3,2,65529,65531,8189
66,127,4096,65530,65532,8189
133,252,65531,65531,65533,8189
69,253,5,65532,65534,8189
68,124,65527,65533,65535,8189
130,252,65531,65534,0,8189
124,255,16,65535,65504,8189
1,64,65533,0,1,8191
6,253,65534,1,2,8191
29,3,2047,2,3,8191
36,6,2049,3,4,8191
60,7,4097,4,5,8191
65,8,10000,5,7,8191
69,9,16384,7,8,8191
123,10,16385,8,9,8191
126,11,32767,9,15,8191
128,12,32769,15,16,8191
131,13,65471,16,17,8191
132,14,65505,17,31,8191
133,15,65519,31,32,8191
252,16,65521,32,33,8191
253,17,65530,33,63,8191
254,20,65535,63,64,8191
0,21,0,64,65,8191
2,33,7,65,116,8191
3,36,10,127,117,8191
7,59,13,128,118,8191
8,62,14,129,119,8191
10,65,16,255,120,8191
11,123,17,256,121,8191
12,125,31,257,122,8191
13,132,129,511,123,8191
14,133,511,512,124,8191
15,255,512,513,125,8191
18,2,513,1023,126,8191
19,4,1023,1024,127,8191
20,5,1024,1025,128,8191
21,18,1025,2047,129,8191
27,27,2048,2048,255,8191
30,28,4095,2049,256,8191
31,29,4096,4095,257,8191
32,30,8191,4096,511,8191
35,31,8192,4097,512,8191
37,32,8193,8191,513,8191
59,34,16383,8192,1023,8191
60,35,32768,8193,1024,8191
63,37,65472,9993,1025,8191
64,60,65473,9994,2047,8191
67,61,65503,9995,2048,8191
68,63,65504,9996,2049,8191
124,131,65520,9997,4095,8191
65,251,65528,9998,4096,8191
66,252,65529,9999,4097,8191
125,254,65532,10000,8191,8191
127,0,65527,10001,8192,8191
130,1,1,10002,8193,8191
251,15,2,10003,16383,8191
255,66,3,10004,16384,8191
4,67,4,16383,16385,8191
5,68,65,16384,32767,8191
9,69,127,16385,32768,8191
16,127,128,32767,32769,8191
17,128,255,32768,65471,8191
28,129,256,32769,65472,8191
33,36,257,65471,65473,8191
62,33,8,65472,65503,8191
129,124,9,65473,65504,8191
34,126,11,65503,65505,8191
61,130,65531,65504,65519,8191
132,19,12,65505,65520,8191
32,7,33,65519,65521,8191
130,253,63,65520,65527,8191
127,127,64,65521,65528,8191
69,10,129,65527,65529,8191
5,254,15,65528,65530,8191
1,63,32,65529,65531,8191
63,6,65519,65530,65532,8191
1,35,10,65531,65533,8191
