# ACTS Test Suite Generation: Thu Jul 01 10:43:55 EEST 2021
#  '*' represents don't care value 
# Degree of interaction coverage: 2
# Number of parameters: 3
# Maximum number of values per parameter: 132
# Number of configurations: 13376
quan,byte_count,Out_value
259,252,1023
259,129,1024
259,130,1025
259,253,1026
259,1,1027
259,255,1028
259,0,1436
259,0,1437
259,0,1438
259,128,1439
259,128,1440
259,4,1441
259,2,1442
259,65,1443
259,65,1444
259,1,2040
259,32,2041
259,252,2042
259,65,2043
259,1,2044
259,31,2045
259,129,2046
259,63,2047
259,17,2048
259,255,2049
259,130,2050
259,3,2051
259,127,4091
259,65,4092
259,5,4093
259,130,4094
259,129,4095
259,7,4096
259,65,4097
259,127,4098
259,32,4099
259,7,4100
259,251,5000
259,5,8190
259,9,8191
259,65,8192
259,64,8193
259,16,8194
259,254,10000
259,6,16381
259,31,16382
259,15,16383
259,254,16384
259,9,16385
259,132,16386
259,255,16387
259,251,16388
259,33,20000
259,9,32763
259,6,32764
259,2,32765
259,127,32766
259,10,32767
259,65,32768
259,64,32769
259,132,32770
259,3,32771
259,128,32772
259,6,32773
260,9,1
260,32,2
260,33,3
260,63,4
260,64,5
260,65,10
260,128,16
260,129,64
260,130,125
260,131,126
260,132,127
260,252,128
260,253,129
260,254,130
260,0,131
260,1,250
260,2,251
260,3,252
260,5,253
260,7,254
260,8,255
260,10,256
260,15,257
260,16,258
260,17,259
260,31,507
260,127,508
260,251,509
260,255,510
260,4,511
260,6,512
260,129,513
260,6,514
260,128,515
260,8,1000
260,9,1021
260,255,1022
260,8,1023
260,252,1024
260,9,1025
260,17,1026
260,9,1027
260,17,1028
260,253,1436
260,131,1437
260,0,1438
260,0,1439
260,4,1440
260,64,1441
260,7,1442
260,16,1443
260,131,1444
260,129,2040
260,8,2041
260,4,2042
260,32,2043
260,3,2044
260,5,2045
260,8,2046
260,65,2047
260,129,2048
260,17,2049
260,7,2050
260,127,2051
260,2,4091
260,128,4092
260,33,4093
260,65,4094
260,15,4095
260,33,4096
260,6,4097
260,31,4098
260,130,4099
260,128,4100
260,0,5000
260,8,8190
260,128,8191
260,255,8192
260,251,8193
260,64,8194
260,129,10000
260,9,16381
260,9,16382
260,63,16383
260,8,16384
260,4,16385
260,0,16386
260,252,16387
260,6,16388
260,5,20000
260,131,32763
260,31,32764
260,132,32765
260,5,32766
260,1,32767
260,8,32768
260,254,32769
260,127,32770
260,10,32771
260,31,32772
260,255,32773
261,9,1
261,32,2
261,33,3
261,63,4
261,64,5
261,65,10
261,128,16
261,129,64
261,130,125
261,131,126
261,132,127
261,252,128
261,253,129
261,254,130
261,0,131
261,1,250
261,2,251
261,3,252
261,5,253
261,7,254
261,8,255
261,10,256
261,15,257
261,16,258
261,17,259
261,31,507
261,127,508
261,251,509
261,255,510
261,4,511
261,6,512
261,4,513
261,15,514
261,254,515
261,6,1000
261,2,1021
261,31,1022
261,6,1023
261,15,1024
261,132,1025
261,10,1026
261,16,1027
261,254,1028
261,132,1436
261,7,1437
261,65,1438
261,3,1439
261,5,1440
261,132,1441
261,255,1442
261,10,1443
261,1,1444
261,64,2040
261,7,2041
261,251,2042
261,254,2043
261,127,2044
261,130,2045
261,128,2046
261,132,2047
261,128,2048
261,0,2049
261,127,2050
261,253,2051
261,16,4091
261,3,4092
261,65,4093
261,16,4094
261,6,4095
261,3,4096
261,129,4097
261,253,4098
261,63,4099
261,15,4100
261,130,5000
261,32,8190
261,64,8191
261,31,8192
261,8,8193
261,0,8194
261,15,10000
261,130,16381
261,129,16382
261,9,16383
261,251,16384
261,16,16385
261,3,16386
261,8,16387
261,127,16388
261,64,20000
261,9,32763
261,15,32764
261,2,32765
261,3,32766
261,252,32767
261,63,32768
261,132,32769
261,255,32770
261,15,32771
261,10,32772
261,4,32773
507,9,1
507,32,2
507,33,3
507,63,4
507,64,5
507,65,10
507,128,16
507,129,32
507,130,64
507,131,125
507,132,126
507,252,127
507,253,128
507,254,129
507,0,130
507,1,131
507,2,250
507,3,251
507,5,252
507,7,253
507,8,254
507,10,255
507,15,256
507,16,257
507,17,258
507,31,259
507,127,507
507,251,508
507,255,509
507,4,510
507,6,511
507,254,512
507,0,513
507,254,514
507,15,515
507,254,1000
507,129,1021
507,255,1022
507,0,1023
507,10,1024
507,31,1025
507,0,1026
507,251,1027
507,251,1028
507,130,1436
507,8,1437
507,6,1438
507,32,1439
507,251,1440
507,128,1441
507,253,1442
507,2,1443
507,7,1444
507,131,2040
507,9,2041
507,8,2042
507,8,2043
507,63,2044
507,15,2045
507,5,2046
507,31,2047
507,65,2048
507,10,2049
507,31,2050
507,4,2051
507,252,4091
507,31,4092
507,251,4093
507,17,4094
507,8,4095
507,131,4096
507,0,4097
507,7,4098
507,64,4099
507,16,4100
507,255,5000
507,253,8190
507,32,8191
507,33,8192
507,4,8193
507,31,8194
507,64,10000
507,254,16381
507,127,16382
507,3,16383
507,33,16384
507,31,16385
507,129,16386
507,129,16387
507,8,16388
507,128,20000
507,3,32763
507,33,32764
507,0,32765
507,7,32766
507,251,32767
507,132,32768
507,6,32769
507,8,32770
507,15,32771
507,7,32772
507,16,32773
508,9,1
508,32,2
508,33,3
508,63,4
508,64,5
508,65,10
508,128,16
508,129,32
508,130,64
508,131,125
508,132,126
508,252,127
508,253,128
508,254,129
508,0,130
508,1,131
508,2,250
508,3,251
508,5,252
508,7,253
508,8,254
508,10,255
508,15,256
508,16,257
508,17,258
508,31,259
508,127,507
508,251,508
508,255,509
508,4,510
508,6,511
508,4,512
508,7,513
508,254,514
508,130,515
508,64,1000
508,253,1021
508,255,1022
508,5,1023
508,3,1024
508,251,1025
508,2,1026
508,254,1027
508,9,1028
508,32,1436
508,129,1437
508,3,1438
508,15,1439
508,127,1440
508,127,1441
508,9,1442
508,252,1443
508,1,1444
508,63,2040
508,132,2041
508,1,2042
508,17,2043
508,31,2044
508,255,2045
508,4,2046
508,253,2047
508,33,2048
508,128,2049
508,253,2050
508,17,2051
508,252,4091
508,253,4092
508,255,4093
508,63,4094
508,252,4095
508,64,4096
508,252,4097
508,129,4098
508,3,4099
508,132,4100
508,17,5000
508,6,8190
508,8,8191
508,65,8192
508,251,8193
508,65,8194
508,128,10000
508,131,16381
508,63,16382
508,255,16383
508,252,16384
508,17,16385
508,251,16386
508,5,16387
508,32,16388
508,8,20000
508,4,32763
508,15,32764
508,8,32765
508,16,32766
508,33,32767
508,3,32768
508,131,32769
508,128,32770
508,4,32771
508,1,32772
508,16,32773
509,9,1
509,32,2
509,33,3
509,63,4
509,64,5
509,65,10
509,128,16
509,129,32
509,130,64
509,131,125
509,132,126
509,252,127
509,253,128
509,254,129
509,0,130
509,1,131
509,2,250
509,3,251
509,5,252
509,7,253
509,8,254
509,10,255
509,15,256
509,16,257
509,17,258
509,31,259
509,127,507
509,251,508
509,255,509
509,4,510
509,6,511
509,16,512
509,64,513
509,251,514
509,7,515
509,65,1000
509,252,1021
509,64,1022
509,131,1023
509,254,1024
509,17,1025
509,16,1026
509,2,1027
509,132,1028
509,31,1436
509,252,1437
509,64,1438
509,17,1439
509,65,1440
509,129,1441
509,17,1442
509,3,1443
509,132,1444
509,0,2040
509,253,2041
509,9,2042
509,16,2043
509,254,2044
509,254,2045
509,64,2046
509,7,2047
509,1,2048
509,8,2049
509,17,2050
509,132,2051
509,63,4091
509,7,4092
509,9,4093
509,130,4094
509,253,4095
509,31,4096
509,32,4097
509,10,4098
509,1,4099
509,1,4100
509,2,5000
509,254,8190
509,131,8191
509,7,8192
509,31,8193
509,252,8194
509,31,10000
509,253,16381
509,252,16382
509,129,16383
509,1,16384
509,17,16385
509,254,16386
509,253,16387
509,252,16388
509,128,20000
509,7,32763
509,251,32764
509,31,32765
509,8,32766
509,255,32767
509,31,32768
509,16,32769
509,31,32770
509,8,32771
509,16,32772
509,252,32773
510,9,1
510,32,2
510,33,3
510,63,4
510,64,5
510,65,10
510,128,16
510,129,32
510,130,64
510,131,125
510,132,126
510,252,127
510,253,128
510,254,129
510,0,130
510,1,131
510,2,250
510,3,251
510,5,252
510,7,253
510,8,254
510,10,255
510,15,256
510,16,257
510,17,258
510,31,259
510,127,507
510,251,508
510,255,509
510,4,510
510,6,511
510,8,512
510,255,513
510,252,514
510,10,515
510,254,1000
510,33,1021
510,8,1022
510,65,1023
510,252,1024
510,131,1025
510,131,1026
510,16,1027
510,2,1028
510,127,1436
510,130,1437
510,6,1438
510,132,1439
510,4,1440
510,3,1441
510,251,1442
510,16,1443
510,4,1444
510,8,2040
510,251,2041
510,253,2042
510,132,2043
510,255,2044
510,132,2045
510,132,2046
510,129,2047
510,127,2048
510,16,2049
510,33,2050
510,4,2051
510,0,4091
510,3,4092
510,253,4093
510,251,4094
510,15,4095
510,31,4096
510,2,4097
510,63,4098
510,9,4099
510,64,4100
510,31,5000
510,7,8190
510,254,8191
510,5,8192
510,252,8193
510,10,8194
510,251,10000
510,5,16381
510,9,16382
510,8,16383
510,1,16384
510,33,16385
510,1,16386
510,32,16387
510,127,16388
510,3,20000
510,16,32763
510,127,32764
510,10,32765
510,6,32766
510,6,32767
510,127,32768
510,0,32769
510,253,32770
510,33,32771
510,131,32772
510,64,32773
511,9,1
511,32,2
511,33,3
511,63,4
511,64,5
511,65,10
511,128,16
511,129,32
511,130,64
511,131,125
511,132,126
511,252,127
511,253,128
511,254,129
511,0,130
511,1,131
511,2,250
511,3,251
511,5,252
511,7,253
511,8,254
511,10,255
511,15,256
511,16,257
511,17,258
511,31,259
511,127,507
511,251,508
511,255,509
511,4,510
511,6,511
511,64,512
511,4,513
511,253,514
511,1,515
511,63,1000
511,6,1021
511,31,1022
511,9,1023
511,255,1024
511,5,1025
511,1,1026
511,252,1027
511,3,1028
511,253,1436
511,1,1437
511,9,1438
511,10,1439
511,31,1440
511,63,1441
511,129,1442
511,15,1443
511,16,1444
511,8,2040
511,252,2041
511,8,2042
511,16,2043
511,127,2044
511,132,2045
511,4,2046
511,3,2047
511,131,2048
511,9,2049
511,7,2050
511,254,2051
511,130,4091
511,5,4092
511,10,4093
511,32,4094
511,0,4095
511,16,4096
511,4,4097
511,31,4098
511,6,4099
511,128,4100
511,254,5000
511,128,8190
511,128,8191
511,4,8192
511,1,8193
511,128,8194
511,254,10000
511,8,16381
511,254,16382
511,131,16383
511,132,16384
511,10,16385
511,10,16386
511,64,16387
511,130,16388
511,5,20000
511,129,32763
511,129,32764
511,6,32765
511,129,32766
511,0,32767
511,15,32768
511,4,32769
511,252,32770
511,64,32771
511,5,32772
511,251,32773
512,9,1
512,32,2
512,33,3
512,63,4
512,65,5
512,128,10
512,129,16
512,130,32
512,131,125
512,132,126
512,252,127
512,253,128
512,254,129
512,0,130
512,1,131
512,2,250
512,3,251
512,5,252
512,7,253
512,8,254
512,10,255
512,15,256
512,16,257
512,17,258
512,31,259
512,127,507
512,251,508
512,255,509
512,4,510
512,6,511
512,5,512
512,9,513
512,15,514
512,17,515
512,128,1000
512,65,1021
512,129,1022
512,6,1023
512,6,1024
512,17,1025
512,17,1026
512,10,1027
512,131,1028
512,10,1436
512,31,1437
512,2,1438
512,3,1439
512,16,1440
512,1,1441
512,15,1442
512,33,1443
512,132,1444
512,2,2040
512,6,2041
512,251,2042
512,132,2043
512,17,2044
512,127,2045
512,9,2046
512,7,2047
512,127,2048
512,16,2049
512,31,2050
512,63,2051
512,253,4091
512,8,4092
512,127,4093
512,7,4094
512,252,4095
512,3,4096
512,131,4097
512,254,4098
512,253,4099
512,127,4100
512,63,5000
512,129,8190
512,15,8191
512,33,8192
512,6,8193
512,65,8194
512,4,10000
512,251,16381
512,253,16382
512,8,16383
512,7,16384
512,33,16385
512,63,16386
512,130,16387
512,131,16388
512,6,20000
512,10,32763
512,255,32764
512,31,32765
512,33,32766
512,254,32767
512,32,32768
512,31,32769
512,131,32770
512,251,32771
512,253,32772
512,7,32773
513,9,1
513,32,2
513,33,3
513,64,4
513,128,5
513,129,10
513,130,16
513,131,32
513,132,125
513,252,126
513,253,127
513,254,128
513,0,129
513,1,130
513,2,131
513,3,250
513,5,251
513,7,252
513,8,253
513,10,254
513,15,255
513,16,256
513,17,257
513,31,258
513,63,259
513,127,507
513,251,508
513,255,509
513,4,510
513,64,511
513,6,512
513,2,513
513,17,514
513,10,515
513,8,1000
513,17,1021
513,15,1022
513,132,1023
513,0,1024
513,63,1025
513,129,1026
513,0,1027
513,132,1028
513,31,1436
513,5,1437
513,6,1438
513,128,1439
513,8,1440
513,5,1441
513,8,1442
513,10,1443
513,129,1444
513,33,2040
513,33,2041
513,128,2042
513,252,2043
513,32,2044
513,3,2045
513,131,2046
513,16,2047
513,132,2048
513,15,2049
513,32,2050
513,0,2051
513,0,4091
513,17,4092
513,32,4093
513,3,4094
513,1,4095
513,0,4096
513,129,4097
513,131,4098
513,6,4099
513,4,4100
513,251,5000
513,16,8190
513,132,8191
513,128,8192
513,252,8193
513,5,8194
513,5,10000
513,129,16381
513,127,16382
513,32,16383
513,130,16384
513,10,16385
513,15,16386
513,251,16387
513,33,16388
513,130,20000
513,17,32763
513,63,32764
513,128,32765
513,254,32766
513,6,32767
513,129,32768
513,128,32769
513,31,32770
513,252,32771
513,64,32772
513,64,32773
514,9,1
514,32,2
514,33,3
514,65,4
514,128,5
514,129,10
514,130,16
514,131,32
514,132,125
514,252,126
514,253,127
514,254,128
514,0,129
514,1,130
514,2,131
514,3,250
514,5,251
514,7,252
514,8,253
514,10,254
514,15,255
514,16,256
514,17,257
514,31,258
514,63,259
514,64,507
514,127,508
514,251,509
514,255,510
514,4,511
514,6,512
514,129,513
514,4,514
514,129,515
514,16,1000
514,15,1021
514,130,1022
514,254,1023
514,252,1024
514,3,1025
514,10,1026
514,251,1027
514,127,1028
514,129,1436
514,255,1437
514,64,1438
514,128,1439
514,8,1440
514,130,1441
514,128,1442
514,0,1443
514,4,1444
514,1,2040
514,2,2041
514,8,2042
514,129,2043
514,31,2044
514,1,2045
514,130,2046
514,7,2047
514,252,2048
514,254,2049
514,17,2050
514,17,2051
514,32,4091
514,63,4092
514,127,4093
514,63,4094
514,10,4095
514,5,4096
514,0,4097
514,253,4098
514,2,4099
514,252,4100
514,9,5000
514,16,8190
514,1,8191
514,9,8192
514,254,8193
514,64,8194
514,251,10000
514,127,16381
514,17,16382
514,8,16383
514,252,16384
514,251,16385
514,7,16386
514,254,16387
514,0,16388
514,2,20000
514,131,32763
514,17,32764
514,16,32765
514,129,32766
514,129,32767
514,2,32768
514,255,32769
514,64,32770
514,64,32771
514,131,32772
514,4,32773
515,9,1
515,32,2
515,33,3
515,65,4
515,128,5
515,129,10
515,130,16
515,131,32
515,132,125
515,252,126
515,253,127
515,254,128
515,0,129
515,1,130
515,2,131
515,3,250
515,5,251
515,7,252
515,8,253
515,10,254
515,15,255
515,16,256
515,17,257
515,31,258
515,63,259
515,64,507
515,127,508
515,251,509
515,255,510
515,4,511
515,6,512
515,254,513
515,127,514
515,130,515
515,64,1000
515,15,1021
515,7,1022
515,4,1023
515,7,1024
515,255,1025
515,33,1026
515,253,1027
515,251,1028
515,4,1436
515,2,1437
515,9,1438
515,128,1439
515,33,1440
515,17,1441
515,63,1442
515,127,1443
515,33,1444
515,63,2040
515,251,2041
515,17,2042
515,9,2043
515,254,2044
515,255,2045
515,252,2046
515,6,2047
515,128,2048
515,9,2049
515,6,2050
515,32,2051
515,129,4091
515,130,4092
515,15,4093
515,31,4094
515,255,4095
515,255,4096
515,15,4097
515,127,4098
515,33,4099
515,16,4100
515,9,5000
515,5,8190
515,132,8191
515,1,8192
515,130,8193
515,5,8194
515,255,10000
515,0,16381
515,16,16382
515,16,16383
515,128,16384
515,64,16385
515,0,16386
515,255,16387
515,10,16388
515,132,20000
515,8,32763
515,15,32764
515,252,32765
515,128,32766
515,253,32767
515,254,32768
515,131,32769
515,253,32770
515,255,32771
515,64,32772
515,16,32773
516,9,1
516,32,2
516,33,3
516,65,4
516,128,5
516,129,10
516,130,16
516,131,32
516,132,125
516,252,126
516,253,127
516,254,128
516,0,129
516,1,130
516,2,131
516,3,250
516,5,251
516,7,252
516,8,253
516,10,254
516,15,255
516,16,256
516,17,257
516,31,258
516,63,259
516,64,507
516,127,508
516,251,509
516,255,510
516,4,511
516,6,512
516,2,513
516,8,514
516,7,515
516,130,1000
516,3,1021
516,7,1022
516,129,1023
516,0,1024
516,10,1025
516,254,1026
516,255,1027
516,254,1028
516,64,1436
516,32,1437
516,65,1438
516,16,1439
516,128,1440
516,7,1441
516,33,1442
516,65,1443
516,65,1444
516,130,2040
516,8,2041
516,16,2042
516,65,2043
516,2,2044
516,65,2045
516,129,2046
516,17,2047
516,254,2048
516,3,2049
516,3,2050
516,63,2051
516,2,4091
516,65,4092
516,10,4093
516,15,4094
516,33,4095
516,5,4096
516,10,4097
516,127,4098
516,1,4099
516,16,4100
516,9,5000
516,252,8190
516,255,8191
516,32,8192
516,5,8193
516,8,8194
516,7,10000
516,0,16381
516,7,16382
516,16,16383
516,4,16384
516,1,16385
516,10,16386
516,5,16387
516,251,16388
516,131,20000
516,251,32763
516,0,32764
516,4,32765
516,255,32766
516,1,32767
516,10,32768
516,31,32769
516,16,32770
516,2,32771
516,254,32772
516,254,32773
517,9,1
517,32,2
517,33,3
517,65,4
517,128,5
517,129,10
517,130,16
517,131,32
517,132,125
517,252,126
517,253,127
517,254,128
517,0,129
517,1,130
517,2,131
517,3,250
517,5,251
517,7,252
517,8,253
517,10,254
517,15,255
517,16,256
517,17,257
517,31,258
517,63,259
517,64,507
517,127,508
517,251,509
517,255,510
517,4,511
517,6,512
517,7,513
517,63,514
517,7,515
517,9,1000
517,33,1021
517,131,1022
517,0,1023
517,127,1024
517,2,1025
517,9,1026
517,3,1027
517,3,1028
517,2,1436
517,131,1437
517,4,1438
517,9,1439
517,2,1440
517,33,1441
517,63,1442
517,130,1443
517,251,1444
517,32,2040
517,15,2041
517,251,2042
517,6,2043
517,127,2044
517,65,2045
517,252,2046
517,16,2047
517,6,2048
517,4,2049
517,9,2050
517,4,2051
517,3,4091
517,252,4092
517,254,4093
517,16,4094
517,127,4095
517,9,4096
517,7,4097
517,129,4098
517,252,4099
517,0,4100
517,2,5000
517,10,8190
517,64,8191
517,132,8192
517,128,8193
517,0,8194
517,64,10000
517,0,16381
517,15,16382
517,251,16383
517,132,16384
517,1,16385
517,15,16386
517,33,16387
517,4,16388
517,2,20000
517,9,32763
517,33,32764
517,64,32765
517,9,32766
517,132,32767
517,8,32768
517,132,32769
517,253,32770
517,2,32771
517,0,32772
517,130,32773
1020,9,1
1020,32,2
1020,33,3
1020,65,4
1020,128,5
1020,129,10
1020,130,16
1020,132,32
1020,252,64
1020,253,125
1020,254,126
1020,0,128
1020,1,129
1020,2,130
1020,3,131
1020,5,250
1020,7,251
1020,8,252
1020,10,253
1020,15,254
1020,16,255
1020,17,256
1020,31,257
1020,63,258
1020,64,259
1020,127,507
1020,251,508
1020,255,509
1020,4,510
1020,6,511
1020,128,512
1020,129,513
1020,1,514
1020,65,515
1020,251,1000
1020,132,1021
1020,63,1022
1020,32,1023
1020,6,1024
1020,63,1025
1020,129,1026
1020,0,1027
1020,63,1028
1020,33,1436
1020,255,1437
1020,251,1438
1020,8,1439
1020,128,1440
1020,0,1441
1020,10,1442
1020,8,1443
1020,255,1444
1020,16,2040
1020,5,2041
1020,31,2042
1020,254,2043
1020,9,2044
1020,251,2045
1020,63,2046
1020,254,2047
1020,6,2048
1020,129,2049
1020,130,2050
1020,1,2051
1020,253,4091
1020,10,4092
1020,31,4093
1020,63,4094
1020,63,4095
1020,65,4096
1020,8,4097
1020,32,4098
1020,4,4099
1020,251,4100
1020,1,5000
1020,1,8190
1020,252,8191
1020,127,8192
1020,5,8193
1020,65,8194
1020,9,10000
1020,3,16381
1020,2,16382
1020,9,16383
1020,1,16384
1020,130,16385
1020,31,16386
1020,9,16387
1020,127,16388
1020,0,20000
1020,127,32763
1020,253,32764
1020,0,32765
1020,5,32766
1020,32,32767
1020,9,32768
1020,17,32769
1020,1,32770
1020,10,32771
1020,6,32772
1020,3,32773
1021,9,1
1021,32,2
1021,33,3
1021,65,4
1021,131,5
1021,252,10
1021,253,16
1021,254,32
1021,0,64
1021,1,125
1021,2,126
1021,3,128
1021,5,129
1021,7,130
1021,8,131
1021,9,250
1021,10,251
1021,15,252
1021,16,253
1021,17,254
1021,31,255
1021,63,256
1021,64,257
1021,128,258
1021,129,259
1021,130,507
1021,251,508
1021,255,509
1021,4,510
1021,6,511
1021,127,512
1021,8,513
1021,7,514
1021,33,515
1021,10,1000
1021,8,1021
1021,65,1022
1021,2,1023
1021,10,1024
1021,17,1025
1021,1,1026
1021,252,1027
1021,10,1028
1021,130,1436
1021,255,1437
1021,252,1438
1021,1,1439
1021,252,1440
1021,130,1441
1021,8,1442
1021,130,1443
1021,255,1444
1021,31,2040
1021,0,2041
1021,2,2042
1021,129,2043
1021,10,2044
1021,252,2045
1021,127,2046
1021,253,2047
1021,128,2048
1021,7,2049
1021,16,2050
1021,15,2051
1021,7,4091
1021,255,4092
1021,17,4093
1021,254,4094
1021,254,4095
1021,0,4096
1021,127,4097
1021,252,4098
1021,129,4099
1021,252,4100
1021,0,5000
1021,4,8190
1021,16,8191
1021,6,8192
1021,1,8193
1021,4,8194
1021,15,10000
1021,8,16381
1021,63,16382
1021,65,16383
1021,9,16384
1021,252,16385
1021,16,16386
1021,0,16387
1021,131,16388
1021,2,20000
1021,128,32763
1021,130,32764
1021,131,32765
1021,16,32766
1021,131,32767
1021,1,32768
1021,64,32769
1021,64,32770
1021,0,32771
1021,8,32772
1021,32,32773
1022,131,1
1022,132,2
1022,32,3
1022,33,4
1022,65,5
1022,128,10
1022,129,16
1022,130,32
1022,252,64
1022,253,125
1022,254,126
1022,0,128
1022,1,129
1022,2,130
1022,3,131
1022,5,250
1022,7,251
1022,8,252
1022,9,253
1022,10,254
1022,15,255
1022,16,256
1022,17,257
1022,31,258
1022,63,259
1022,64,507
1022,127,508
1022,251,509
1022,255,510
1022,4,511
1022,6,512
1022,1,513
1022,253,514
1022,127,515
1022,63,1000
1022,5,1021
1022,5,1022
1022,7,1023
1022,128,1024
1022,16,1025
1022,33,1026
1022,127,1027
1022,255,1028
1022,127,1436
1022,253,1437
1022,9,1438
1022,5,1439
1022,132,1440
1022,253,1441
1022,5,1442
1022,131,1443
1022,64,1444
1022,131,2040
1022,255,2041
1022,128,2042
1022,129,2043
1022,132,2044
1022,8,2045
1022,129,2046
1022,130,2047
1022,15,2048
1022,128,2049
1022,127,2050
1022,255,2051
1022,10,4091
1022,254,4092
1022,131,4093
1022,65,4094
1022,0,4095
1022,31,4096
1022,0,4097
1022,17,4098
1022,127,4099
1022,5,4100
1022,5,5000
1022,8,8190
1022,6,8191
1022,16,8192
1022,1,8193
1022,64,8194
1022,4,10000
1022,255,16381
1022,6,16382
1022,0,16383
1022,4,16384
1022,16,16385
1022,3,16386
1022,132,16387
1022,63,16388
1022,2,20000
1022,129,32763
1022,7,32764
1022,63,32765
1022,132,32766
1022,9,32767
1022,7,32768
1022,127,32769
1022,17,32770
1022,8,32771
1022,129,32772
1022,10,32773
1023,32,1
1023,33,2
1023,65,3
1023,131,4
1023,132,5
1023,252,10
1023,253,16
1023,254,32
1023,0,64
1023,1,125
1023,2,126
1023,3,128
1023,5,129
1023,7,130
1023,8,131
1023,9,250
1023,10,251
1023,15,252
1023,16,253
1023,17,254
1023,31,255
1023,63,256
1023,64,257
1023,128,258
1023,129,259
1023,130,507
1023,251,508
1023,255,509
1023,4,510
1023,6,511
1023,127,512
1023,253,513
1023,63,514
1023,251,515
1023,0,1000
1023,0,1021
1023,252,1022
1023,8,1023
1023,31,1024
1023,255,1025
1023,2,1026
1023,251,1027
1023,130,1028
1023,9,1436
1023,15,1437
1023,253,1438
1023,131,1439
1023,7,1440
1023,255,1441
1023,31,1442
1023,6,1443
1023,33,1444
1023,10,2040
1023,129,2041
1023,33,2042
1023,128,2043
1023,9,2044
1023,9,2045
1023,6,2046
1023,4,2047
1023,2,2048
1023,0,2049
1023,251,2050
1023,1,2051
1023,4,4091
1023,9,4092
1023,2,4093
1023,3,4094
1023,64,4095
1023,4,4096
1023,1,4097
1023,254,4098
1023,33,4099
1023,251,4100
1023,0,5000
1023,9,8190
1023,127,8191
1023,131,8192
1023,7,8193
1023,16,8194
1023,130,10000
1023,6,16381
1023,252,16382
1023,4,16383
1023,1,16384
1023,131,16385
1023,8,16386
1023,0,16387
1023,3,16388
1023,127,20000
1023,7,32763
1023,6,32764
1023,65,32765
1023,253,32766
1023,0,32767
1023,254,32768
1023,65,32769
1023,130,32770
1023,15,32771
1023,3,32772
1023,6,32773
1024,131,1
1024,132,2
1024,32,3
1024,33,4
1024,65,5
1024,129,10
1024,130,16
1024,252,32
1024,253,64
1024,254,125
1024,0,126
1024,1,127
1024,2,129
1024,3,130
1024,5,131
1024,7,250
1024,8,251
1024,9,252
1024,10,253
1024,15,254
1024,16,255
1024,17,256
1024,31,257
1024,63,258
1024,64,259
1024,127,507
1024,251,508
1024,255,509
1024,4,510
1024,6,511
1024,251,512
1024,6,513
1024,8,514
1024,3,515
1024,63,1000
1024,6,1021
1024,7,1022
1024,2,1023
1024,31,1024
1024,15,1025
1024,7,1026
1024,5,1027
1024,255,1028
1024,32,1436
1024,1,1437
1024,0,1438
1024,251,1439
1024,31,1440
1024,127,1441
1024,255,1442
1024,132,1443
1024,33,1444
1024,10,2040
1024,132,2041
1024,253,2042
1024,127,2043
1024,129,2044
1024,253,2045
1024,17,2046
1024,253,2047
1024,0,2048
1024,131,2049
1024,251,2050
1024,8,2051
1024,3,4091
1024,8,4092
1024,252,4093
1024,3,4094
1024,2,4095
1024,10,4096
1024,65,4097
1024,64,4098
1024,31,4099
1024,252,4100
1024,10,5000
1024,4,8190
1024,64,8191
1024,129,8192
1024,9,8193
1024,63,8194
1024,3,10000
1024,252,16381
1024,130,16382
1024,0,16383
1024,4,16384
1024,3,16385
1024,3,16386
1024,131,16387
1024,31,16388
1024,254,20000
1024,65,32763
1024,6,32764
1024,3,32765
1024,255,32766
1024,10,32767
1024,4,32768
1024,132,32769
1024,65,32770
1024,32,32771
1024,15,32772
1024,10,32773
1025,32,1
1025,33,2
1025,65,3
1025,128,4
1025,131,5
1025,132,10
1025,252,16
1025,253,32
1025,254,64
1025,0,125
1025,1,126
1025,2,127
1025,3,129
1025,5,130
1025,7,131
1025,8,250
1025,9,251
1025,10,252
1025,15,253
1025,16,254
1025,17,255
1025,31,256
1025,63,257
1025,64,258
1025,130,259
1025,251,507
1025,255,508
1025,4,509
1025,6,510
1025,127,511
1025,6,512
1025,2,513
1025,251,514
1025,253,515
1025,130,1000
1025,130,1021
1025,15,1022
1025,17,1023
1025,254,1024
1025,1,1025
1025,31,1026
1025,6,1027
1025,5,1028
1025,64,1436
1025,6,1437
1025,6,1438
1025,1,1439
1025,132,1440
1025,130,1441
1025,131,1442
1025,4,1443
1025,4,1444
1025,65,2040
1025,31,2041
1025,254,2042
1025,64,2043
1025,255,2044
1025,131,2045
1025,132,2046
1025,4,2047
1025,127,2048
1025,33,2049
1025,252,2050
1025,33,2051
1025,2,4091
1025,2,4092
1025,10,4093
1025,64,4094
1025,31,4095
1025,16,4096
1025,4,4097
1025,9,4098
1025,5,4099
1025,253,4100
1025,9,5000
1025,253,8190
1025,254,8191
1025,8,8192
1025,254,8193
1025,6,8194
1025,128,10000
1025,7,16381
1025,33,16382
1025,33,16383
1025,2,16384
1025,9,16385
1025,31,16386
1025,127,16387
1025,254,16388
1025,17,20000
1025,15,32763
1025,16,32764
1025,8,32765
1025,8,32766
1025,17,32767
1025,254,32768
1025,4,32769
1025,15,32770
1025,64,32771
1025,4,32772
1025,128,32773
1026,128,1
