# ACTS Test Suite Generation: Thu Jul 01 10:43:55 EEST 2021
#  '*' represents don't care value 
# Degree of interaction coverage: 2
# Number of parameters: 3
# Maximum number of values per parameter: 132
# Number of configurations: 13376
quan,byte_count,Out_value
65,130,16385
65,131,16386
65,132,16387
65,251,16388
65,252,20000
65,253,32763
65,254,32764
65,255,32765
65,0,32766
65,3,32767
65,4,32768
65,5,32769
65,6,32770
65,15,32771
65,16,32772
65,17,32773
119,9,1
119,31,2
119,33,3
119,63,4
119,64,5
119,65,10
119,1,16
119,2,32
119,8,64
119,7,125
119,10,126
119,15,127
119,16,128
119,127,129
119,128,130
119,129,131
119,130,250
119,252,251
119,253,252
119,254,253
119,255,254
119,0,255
119,3,256
119,4,257
119,5,258
119,6,259
119,251,507
119,32,508
119,131,509
119,132,510
119,17,511
119,9,512
119,33,513
119,9,514
119,9,515
119,64,1000
119,65,1021
119,127,1022
119,10,1023
119,63,1024
119,1,1025
119,31,1026
119,7,1027
119,8,1028
119,9,1436
119,15,1437
119,16,1438
119,2,1439
119,6,1440
119,17,1441
119,31,1442
119,32,1443
119,33,1444
119,63,2040
119,64,2041
119,65,2042
119,127,2043
119,129,2044
119,130,2045
119,131,2046
119,132,2047
119,251,2048
119,252,2049
119,253,2050
119,254,2051
119,255,4091
119,0,4092
119,1,4093
119,2,4094
119,3,4095
119,4,4096
119,5,4097
119,9,4098
119,7,4099
119,8,4100
119,9,5000
119,128,8190
119,10,8191
119,15,8192
119,16,8193
119,17,8194
119,32,10000
119,33,16381
119,63,16382
119,64,16383
119,65,16384
119,127,16385
119,128,16386
119,129,16387
119,130,16388
119,131,20000
119,132,32763
119,251,32764
119,252,32765
119,253,32766
119,254,32767
119,255,32768
119,0,32769
119,1,32770
119,2,32771
119,3,32772
119,4,32773
120,31,1
120,32,2
120,5,3
120,6,4
120,7,5
120,8,10
120,10,16
120,17,32
120,64,64
120,65,125
120,127,126
120,128,127
120,129,128
120,130,129
120,131,130
120,132,131
120,251,250
120,255,251
120,0,252
120,1,253
120,2,254
120,3,255
120,4,256
120,9,257
120,16,258
120,254,259
120,33,507
120,63,508
120,253,509
120,7,510
120,31,511
120,252,512
120,253,513
120,254,514
120,10,515
120,17,1000
120,31,1021
120,32,1022
120,6,1023
120,16,1024
120,64,1025
120,65,1026
120,127,1027
120,128,1028
120,8,1436
120,63,1437
120,252,1438
120,5,1439
120,129,1440
120,130,1441
120,131,1442
120,132,1443
120,251,1444
120,2,2040
120,3,2041
120,4,2042
120,7,2043
120,8,2044
120,9,2045
120,10,2046
120,33,2047
120,1,2048
120,5,2049
120,6,2050
120,0,2051
120,3,4091
120,4,4092
120,5,4093
120,6,4094
120,16,4095
120,31,4096
120,32,4097
120,33,4098
120,63,4099
120,255,4100
120,0,5000
120,1,8190
120,2,8191
120,128,8192
120,129,8193
120,130,8194
120,131,10000
120,132,16381
120,251,16382
120,252,16383
120,253,16384
120,254,16385
120,255,16386
120,9,16387
120,10,16388
120,7,20000
120,8,32763
120,17,32764
120,31,32765
120,64,32766
120,65,32767
120,127,32768
120,128,32769
120,129,32770
120,130,32771
120,131,32772
120,132,32773
121,251,1
121,252,2
121,253,3
121,254,4
121,255,5
121,0,10
121,2,16
121,15,32
121,1,64
121,3,125
121,4,126
121,5,127
121,6,128
121,7,129
121,8,130
121,10,131
121,32,250
121,33,251
121,63,252
121,65,253
121,127,254
121,9,255
121,64,256
121,17,257
121,31,258
121,128,259
121,129,507
121,130,508
121,131,509
121,132,510
121,251,511
121,32,512
121,63,513
121,15,514
121,64,515
121,15,1000
121,127,1021
121,253,1022
121,15,1023
121,17,1024
121,9,1025
121,10,1026
121,33,1027
121,252,1028
121,255,1436
121,0,1437
121,1,1438
121,65,1439
121,254,1440
121,2,1441
121,3,1442
121,4,1443
121,5,1444
121,6,2040
121,7,2041
121,8,2042
121,15,2043
121,17,2044
121,31,2045
121,32,2046
121,252,2047
121,253,2048
121,254,2049
121,255,2050
121,3,2051
121,7,4091
121,8,4092
121,9,4093
121,10,4094
121,15,4095
121,63,4096
121,64,4097
121,65,4098
121,131,4099
121,132,4100
121,251,5000
121,2,8190
121,5,8191
121,6,8192
121,33,8193
121,0,8194
121,1,10000
121,3,16381
121,4,16382
121,127,16383
121,128,16384
121,129,16385
121,130,16386
121,131,16387
121,132,16388
121,251,20000
121,252,32763
121,253,32764
121,254,32765
121,255,32766
121,0,32767
121,1,32768
121,2,32769
121,10,32770
121,17,32771
121,31,32772
121,32,32773
122,16,1
122,33,2
122,63,3
122,64,4
122,65,5
122,127,10
122,130,16
122,7,32
122,128,64
122,129,125
122,5,126
122,6,127
122,8,128
122,9,129
122,31,130
122,4,131
122,15,250
122,1,251
122,2,252
122,3,253
122,10,254
122,132,255
122,251,256
122,252,257
122,253,258
122,32,259
122,255,507
122,0,508
122,6,509
122,254,510
122,131,511
122,63,512
122,64,513
122,65,514
122,127,515
122,128,1000
122,16,1021
122,16,1022
122,33,1023
122,129,1024
122,16,1025
122,130,1026
122,9,1027
122,7,1028
122,10,1436
122,8,1437
122,9,1438
122,127,1439
122,15,1440
122,16,1441
122,32,1442
122,33,1443
122,4,1444
122,5,2040
122,6,2041
122,129,2042
122,130,2043
122,131,2044
122,132,2045
122,251,2046
122,0,2047
122,4,2048
122,31,2049
122,63,2050
122,64,2051
122,65,4091
122,15,4092
122,16,4093
122,32,4094
122,128,4095
122,5,4096
122,8,4097
122,253,4098
122,254,4099
122,3,4100
122,252,5000
122,255,8190
122,0,8191
122,1,8192
122,2,8193
122,3,8194
122,4,10000
122,5,16381
122,7,16382
122,8,16383
122,9,16384
122,10,16385
122,15,16386
122,16,16387
122,63,16388
122,128,20000
122,129,32763
122,130,32764
122,131,32765
122,132,32766
122,251,32767
122,252,32768
122,253,32769
122,254,32770
122,255,32771
122,7,32772
122,31,32773
123,17,1
123,64,2
123,65,3
123,127,4
123,1,5
123,2,10
123,6,16
123,31,32
123,132,64
123,251,125
123,252,126
123,253,127
123,254,128
123,255,129
123,0,130
123,8,131
123,33,250
123,63,251
123,129,252
123,130,253
123,131,254
123,5,255
123,7,256
123,15,257
123,3,258
123,4,259
123,16,507
123,128,508
123,17,509
123,17,510
123,9,511
123,10,512
123,32,513
123,33,514
123,63,515
123,65,1000
123,129,1021
123,17,1022
123,31,1023
123,127,1024
123,128,1025
123,6,1026
123,130,1027
123,131,1028
123,64,1436
123,65,1437
123,127,1438
123,253,1439
123,1,1440
123,5,1441
123,2,1442
123,3,1443
123,6,1444
123,7,2040
123,8,2041
123,9,2042
123,10,2043
123,15,2044
123,16,2045
123,17,2046
123,4,2047
123,32,2048
123,33,2049
123,65,2050
123,127,2051
123,128,4091
123,64,4092
123,130,4093
123,131,4094
123,132,4095
123,251,4096
123,252,4097
123,2,4098
123,4,4099
123,5,4100
123,254,5000
123,9,8190
123,31,8191
123,255,8192
123,0,8193
123,1,8194
123,2,10000
123,6,16381
123,15,16382
123,16,16383
123,17,16384
123,0,16385
123,1,16386
123,10,16387
123,3,16388
123,4,20000
123,7,32763
123,8,32764
123,32,32765
123,33,32766
123,63,32767
123,64,32768
123,129,32769
123,130,32770
123,131,32771
123,132,32772
123,251,32773
124,252,1
124,253,2
124,0,3
124,9,4
124,254,5
124,255,10
124,3,16
124,63,32
124,2,64
124,5,125
124,6,126
124,7,127
124,15,128
124,16,129
124,17,130
124,32,131
124,10,250
124,128,251
124,8,252
124,31,253
124,33,254
124,64,255
124,129,256
124,65,257
124,127,258
124,132,259
124,251,507
124,4,508
124,1,509
124,130,510
124,255,511
124,131,512
124,252,513
124,253,514
124,254,515
124,255,1000
124,0,1021
124,10,1022
124,65,1023
124,128,1024
124,129,1025
124,132,1026
124,251,1027
124,254,1028
124,33,1436
124,64,1437
124,253,1438
124,254,1439
124,16,1440
124,31,1441
124,1,1442
124,2,1443
124,3,1444
124,9,2040
124,127,2041
124,6,2042
124,8,2043
124,5,2044
124,15,2045
124,7,2046
124,17,2047
124,63,2048
124,64,2049
124,32,2050
124,33,2051
124,63,4091
124,127,4092
124,128,4093
124,129,4094
124,130,4095
124,131,4096
124,132,4097
124,251,4098
124,252,4099
124,253,4100
124,1,5000
124,5,8190
124,3,8191
124,4,8192
124,7,8193
124,15,8194
124,16,10000
124,65,16381
124,255,16382
124,0,16383
124,6,16384
124,8,16385
124,9,16386
124,2,16387
124,17,16388
124,31,20000
124,32,32763
124,33,32764
124,10,32765
124,15,32766
124,16,32767
124,17,32768
124,31,32769
124,32,32770
124,127,32771
124,128,32772
124,129,32773
125,130,1
125,131,2
125,132,3
125,252,4
125,253,5
125,254,10
125,255,16
125,0,32
125,3,64
125,9,125
125,1,126
125,2,127
125,7,128
125,8,129
125,5,130
125,15,131
125,16,250
125,4,251
125,64,252
125,6,253
125,10,254
125,63,255
125,65,256
125,251,257
125,4,258
125,17,259
125,31,507
125,127,508
125,128,509
125,129,510
125,33,511
125,130,512
125,131,513
125,252,514
125,32,515
125,251,1000
125,252,1021
125,254,1022
125,255,1023
125,0,1024
125,17,1025
125,32,1026
125,132,1027
125,9,1028
125,65,1436
125,253,1437
125,64,1438
125,10,1439
125,127,1440
125,1,1441
125,6,1442
125,7,1443
125,8,1444
125,65,2040
125,128,2041
125,2,2042
125,3,2043
125,4,2044
125,5,2045
125,15,2046
125,31,2047
125,5,2048
125,6,2049
125,7,2050
125,8,2051
125,9,4091
125,63,4092
125,64,4093
125,16,4094
125,33,4095
125,129,4096
125,130,4097
125,131,4098
125,132,4099
125,251,4100
125,63,5000
125,252,8190
125,253,8191
125,254,8192
125,255,8193
125,4,8194
125,5,10000
125,10,16381
125,2,16382
125,3,16383
125,1,16384
125,2,16385
125,3,16386
125,0,16387
125,1,16388
125,6,20000
125,16,32763
125,31,32764
125,63,32765
125,8,32766
125,9,32767
125,10,32768
125,15,32769
125,17,32770
125,128,32771
125,129,32772
125,130,32773
126,131,1
126,132,2
126,251,3
126,253,4
126,0,5
126,32,10
126,33,16
126,127,32
126,255,64
126,2,125
126,3,126
126,64,127
126,65,128
126,4,129
126,252,130
126,1,131
126,254,250
126,6,251
126,7,252
126,17,253
126,5,254
126,8,255
126,10,256
126,130,257
126,9,258
126,15,259
126,16,507
126,31,508
126,129,509
126,63,510
126,128,511
126,132,512
126,251,513
126,64,514
126,253,515
126,254,1000
126,255,1021
126,0,1022
126,131,1023
126,132,1024
126,251,1025
126,252,1026
126,253,1027
126,32,1028
126,252,1436
126,127,1437
126,65,1438
126,128,1439
126,130,1440
126,131,1441
126,33,1442
126,63,1443
126,64,1444
126,127,2040
126,254,2041
126,255,2042
126,0,2043
126,1,2044
126,2,2045
126,5,2046
126,7,2047
126,8,2048
126,9,2049
126,10,2050
126,15,2051
126,16,4091
126,17,4092
126,31,4093
126,65,4094
126,6,4095
126,7,4096
126,33,4097
126,3,4098
126,32,4099
126,33,4100
126,129,5000
126,130,8190
126,131,8191
126,132,8192
126,4,8193
126,31,8194
126,63,10000
126,64,16381
126,65,16382
126,254,16383
126,255,16384
126,4,16385
126,5,16386
126,6,16387
126,7,16388
126,15,20000
126,17,32763
126,2,32764
126,3,32765
126,9,32766
126,10,32767
126,128,32768
126,16,32769
126,127,32770
126,3,32771
126,32,32772
126,1,32773
127,32,1
127,129,2
127,131,3
127,251,4
127,252,5
127,9,10
127,253,16
127,254,32
127,5,64
127,17,125
127,31,126
127,0,127
127,132,128
127,8,129
127,1,130
127,2,131
127,4,250
127,10,251
127,16,252
127,33,253
127,7,254
127,15,255
127,6,256
127,3,257
127,63,258
127,64,259
127,65,507
127,127,508
127,128,509
127,130,510
127,255,511
127,129,512
127,130,513
127,131,514
127,251,515
127,252,1000
127,253,1021
127,64,1022
127,128,1023
127,255,1024
127,31,1025
127,129,1026
127,6,1027
127,63,1028
127,132,1436
127,251,1437
127,254,1438
127,0,1439
127,0,1440
127,129,1441
127,130,1442
127,1,1443
127,252,1444
127,253,2040
127,9,2041
127,10,2042
127,4,2043
127,9,2044
127,10,2045
127,16,2046
127,15,2047
127,17,2048
127,2,2049
127,8,2050
127,32,2051
127,33,4091
127,129,4092
127,65,4093
127,127,4094
127,17,4095
127,32,4096
127,1,4097
127,31,4098
127,33,4099
127,64,4100
127,65,5000
127,127,8190
127,128,8191
127,130,8192
127,131,8193
127,132,8194
127,251,10000
127,252,16381
127,253,16382
127,5,16383
127,8,16384
127,7,16385
127,8,16386
127,4,16387
127,5,16388
127,16,20000
127,3,32763
127,6,32764
127,7,32765
127,32,32766
127,33,32767
127,63,32768
127,64,32769
127,2,32770
127,6,32771
127,0,32772
127,5,32773
128,254,1
128,255,2
128,9,3
128,10,4
128,128,5
128,252,10
128,3,32
128,31,64
128,131,125
128,132,126
128,251,127
128,15,128
128,17,129
128,63,130
128,253,131
128,2,250
128,4,251
128,5,252
128,0,253
128,1,254
128,6,255
128,8,256
128,7,257
128,65,258
128,127,259
128,15,507
128,32,508
128,33,509
128,64,510
128,130,511
128,251,512
128,129,513
128,132,514
128,255,515
128,0,1000
128,9,1021
128,128,1022
128,254,1023
128,15,1024
128,131,1025
128,17,1026
128,31,1027
128,132,1028
128,253,1436
128,254,1437
128,255,1438
128,129,1439
128,255,1440
128,0,1441
128,132,1442
128,251,1443
128,1,1444
128,252,2040
128,253,2041
128,254,2042
128,255,2043
128,10,2044
128,6,2045
128,2,2046
128,3,2047
128,7,2048
128,4,2049
128,5,2050
128,7,2051
128,8,4091
128,9,4092
128,10,4093
128,15,4094
128,127,4095
128,128,4096
128,17,4097
128,63,4098
128,64,4099
128,65,4100
128,127,5000
128,253,8190
128,254,8191
128,31,8192
128,251,8193
128,252,8194
128,64,10000
128,1,16381
128,33,16382
128,63,16383
128,4,16384
128,65,16385
128,32,16386
128,33,16387
128,127,16388
128,2,20000
128,5,32763
128,9,32764
128,8,32765
128,3,32766
128,7,32767
128,8,32768
128,65,32769
128,65,32770
128,31,32771
128,4,32772
128,8,32773
129,63,1
129,130,2
129,10,3
129,0,4
129,251,5
129,129,10
129,131,32
129,16,64
129,32,125
129,128,126
129,131,127
129,252,128
129,253,129
129,254,130
129,255,131
129,5,250
129,15,251
129,3,252
129,4,253
129,8,254
129,2,255
129,1,256
129,6,257
129,7,258
129,9,259
129,127,507
129,16,508
129,64,509
129,31,510
129,132,511
129,33,512
129,65,513
129,63,514
129,132,515
129,33,1000
129,63,1021
129,130,1022
129,129,1023
129,130,1024
129,130,1025
129,131,1026
129,131,1027
129,251,1028
129,251,1436
129,252,1437
129,128,1438
129,255,1439
129,128,1440
129,255,1441
129,0,1442
129,131,1443
129,132,1444
129,251,2040
129,252,2041
129,253,2042
129,254,2043
129,255,2044
129,0,2045
129,1,2046
129,6,2047
129,16,2048
129,2,2049
129,3,2050
129,6,2051
129,10,4091
129,10,4092
129,15,4093
129,2,4094
129,31,4095
129,16,4096
129,129,4097
129,130,4098
129,2,4099
129,10,4100
129,4,5000
129,64,8190
129,129,8191
129,32,8192
129,127,8193
129,63,8194
129,253,10000
129,254,16381
129,6,16382
129,7,16383
129,64,16384
129,31,16385
129,127,16386
129,128,16387
129,15,16388
129,0,20000
129,1,32763
129,4,32764
129,5,32765
129,6,32766
129,127,32767
129,15,32768
129,9,32769
129,16,32770
129,16,32771
129,15,32772
129,33,32773
130,64,1
130,65,2
130,32,3
130,33,4
130,17,5
130,2,10
130,3,32
130,5,64
130,7,125
130,130,126
130,252,127
130,1,128
130,251,129
130,9,130
130,16,131
130,8,250
130,2,251
130,4,252
130,32,253
130,63,254
130,128,255
130,129,256
130,131,257
130,10,258
130,15,259
130,6,507
130,7,508
130,0,509
130,1,510
130,16,511
130,31,512
130,127,513
130,132,514
130,253,515
130,254,1000
130,255,1021
130,17,1022
130,7,1023
130,1,1024
130,5,1025
130,7,1026
130,32,1027
130,63,1028
130,33,1436
130,252,1437
130,8,1438
130,129,1439
130,3,1440
130,8,1441
130,129,1442
130,255,1443
130,129,1444
130,4,2040
130,6,2041
130,6,2042
130,63,2043
130,254,2044
130,127,2045
130,17,2046
130,129,2047
130,32,2048
130,17,2049
130,31,2050
130,5,2051
130,63,4091
130,132,4092
130,33,4093
130,17,4094
130,129,4095
130,255,4096
130,252,4097
130,10,4098
130,0,4099
130,251,4100
130,129,5000
130,7,8190
130,0,8191
130,65,8192
130,17,8193
130,15,8194
130,31,10000
130,17,16381
130,128,16382
130,253,16383
130,9,16384
130,9,16385
130,130,16386
130,33,16387
130,15,16388
130,32,20000
130,65,32763
130,32,32764
130,64,32765
130,252,32766
130,16,32767
130,251,32768
130,254,32769
130,255,32770
130,63,32771
130,17,32772
130,65,32773
251,33,1
251,63,2
251,3,3
251,132,4
251,252,5
251,2,10
251,65,16
251,5,32
251,8,64
251,9,125
251,32,126
251,64,127
251,3,128
251,4,129
251,7,130
251,10,131
251,15,250
251,16,251
251,17,252
251,31,253
251,127,254
251,128,255
251,129,256
251,130,257
251,131,258
251,253,259
251,254,507
251,0,508
251,1,509
251,65,510
251,251,511
251,255,512
251,6,513
251,9,514
251,127,515
251,64,1000
251,130,1021
251,64,1022
251,32,1023
251,3,1024
251,7,1025
251,16,1026
251,0,1027
251,31,1028
251,1,1436
251,130,1437
251,63,1438
251,32,1439
251,33,1440
251,1,1441
251,252,1442
251,5,1443
251,252,1444
251,33,2040
251,32,2041
251,17,2042
251,1,2043
251,253,2044
251,132,2045
251,32,2046
251,10,2047
251,64,2048
251,129,2049
251,10,2050
251,1,2051
251,255,4091
251,4,4092
251,65,4093
251,63,4094
251,33,4095
251,129,4096
251,17,4097
251,254,4098
251,10,4099
251,7,4100
251,253,5000
251,17,8190
251,4,8191
251,3,8192
251,32,8193
251,252,8194
251,131,10000
251,2,16381
251,33,16382
251,6,16383
251,254,16384
251,1,16385
251,132,16386
251,0,16387
251,253,16388
251,254,20000
251,1,32763
251,0,32764
251,127,32765
251,251,32766
251,255,32767
251,15,32768
251,32,32769
251,254,32770
251,129,32771
251,31,32772
251,10,32773
252,127,1
252,252,2
252,2,3
252,3,4
252,5,5
252,8,10
252,17,16
252,32,32
252,9,64
252,10,125
252,15,126
252,16,127
252,31,128
252,33,129
252,63,130
252,64,131
252,65,250
252,128,251
252,129,252
252,130,253
252,4,254
252,7,255
252,131,256
252,132,257
252,253,258
252,254,259
252,0,507
252,1,508
252,3,509
252,4,510
252,6,511
252,127,512
252,251,513
252,255,514
252,1,515
252,130,1000
252,65,1021
252,129,1022
252,31,1023
252,32,1024
252,5,1025
252,31,1026
252,129,1027
252,251,1028
252,33,1436
252,251,1437
252,16,1438
252,127,1439
252,64,1440
252,254,1441
252,254,1442
252,10,1443
252,16,1444
252,0,2040
252,128,2041
252,9,2042
252,131,2043
252,132,2044
252,32,2045
252,8,2046
252,4,2047
252,5,2048
252,8,2049
252,130,2050
252,64,2051
252,6,4091
252,16,4092
252,2,4093
252,127,4094
252,4,4095
252,10,4096
252,9,4097
252,2,4098
252,130,4099
252,251,4100
252,2,5000
252,15,8190
252,128,8191
252,8,8192
252,10,8193
252,9,8194
252,129,10000
252,4,16381
252,0,16382
252,252,16383
252,127,16384
252,128,16385
252,7,16386
252,128,16387
252,127,16388
252,4,20000
252,63,32763
252,253,32764
252,132,32765
252,251,32766
252,128,32767
252,131,32768
252,252,32769
252,128,32770
252,255,32771
252,3,32772
252,32,32773
253,128,1
253,252,2
253,2,3
253,5,4
253,8,5
253,9,10
253,32,16
253,33,32
253,63,64
253,64,125
253,65,126
253,129,127
253,130,128
253,131,129
253,132,130
253,253,131
253,254,250
253,0,251
253,1,252
253,3,253
253,7,254
253,10,255
253,16,256
253,17,257
253,31,258
253,5,259
253,15,507
253,252,508
253,255,509
253,4,510
253,6,511
253,127,512
253,251,513
253,9,514
253,17,515
253,33,1000
253,17,1021
253,16,1022
253,5,1023
253,10,1024
253,128,1025
253,7,1026
253,130,1027
253,64,1028
253,32,1436
253,33,1437
253,1,1438
253,252,1439
253,2,1440
253,64,1441
253,130,1442
253,65,1443
253,4,1444
253,16,2040
253,255,2041
253,8,2042
253,5,2043
253,32,2044
253,31,2045
253,128,2046
253,127,2047
253,5,2048
253,130,2049
253,63,2050
253,127,2051
253,130,4091
253,254,4092
253,254,4093
253,0,4094
253,6,4095
253,33,4096
253,253,4097
253,10,4098
253,17,4099
253,128,4100
253,2,5000
253,132,8190
253,10,8191
253,127,8192
253,251,8193
253,32,8194
253,253,10000
253,3,16381
253,131,16382
253,9,16383
253,32,16384
253,130,16385
253,129,16386
253,127,16387
253,252,16388
253,132,20000
253,8,32763
253,63,32764
253,5,32765
253,32,32766
253,16,32767
253,3,32768
253,65,32769
253,65,32770
253,255,32771
253,16,32772
253,254,32773
254,2,1
254,8,2
254,9,3
254,32,4
254,33,5
254,63,10
254,64,16
254,65,32
254,128,64
254,129,125
254,130,126
254,131,127
254,132,128
254,252,129
254,253,130
254,254,131
254,0,250
254,1,251
254,3,252
254,5,253
254,7,254
254,10,255
254,15,256
254,16,257
254,17,258
254,31,259
254,127,507
254,8,508
254,251,509
254,255,510
254,4,511
254,6,512
254,128,513
254,33,514
254,254,515
254,17,1000
254,251,1021
254,65,1022
254,132,1023
254,17,1024
254,16,1025
254,128,1026
254,252,1027
254,5,1028
254,8,1436
254,64,1437
254,128,1438
254,17,1439
254,1,1440
254,15,1441
254,5,1442
254,6,1443
254,252,1444
254,63,2040
254,7,2041
254,131,2042
254,32,2043
254,5,2044
254,252,2045
254,3,2046
254,129,2047
254,3,2048
254,127,2049
254,128,2050
254,251,2051
254,129,4091
254,0,4092
254,132,4093
254,33,4094
254,63,4095
254,252,4096
254,131,4097
254,32,4098
254,253,4099
254,32,4100
254,254,5000
254,17,8190
254,0,8191
254,130,8192
254,130,8193
254,1,8194
254,17,10000
254,16,16381
254,9,16382
254,4,16383
254,127,16384
254,63,16385
254,4,16386
254,1,16387
254,1,16388
254,253,20000
254,63,32763
254,251,32764
254,64,32765
254,128,32766
254,255,32767
254,7,32768
254,128,32769
254,3,32770
254,15,32771
254,10,32772
254,128,32773
255,9,1
255,32,2
255,2,3
255,3,4
255,5,5
255,7,10
255,8,16
255,10,32
255,15,64
255,16,125
255,17,126
255,31,127
255,33,128
255,63,129
255,64,130
255,65,131
255,128,250
255,129,251
255,130,252
255,131,253
255,132,254
255,252,255
255,253,256
255,254,257
255,0,258
255,1,259
255,4,507
255,6,508
255,127,509
255,251,510
255,255,511
255,253,512
255,7,513
255,17,514
255,5,515
255,7,1000
255,251,1021
255,129,1022
255,3,1023
255,2,1024
255,128,1025
255,31,1026
255,1,1027
255,129,1028
255,132,1436
255,131,1437
255,128,1438
255,31,1439
255,6,1440
255,10,1441
255,17,1442
255,63,1443
255,32,1444
255,132,2040
255,32,2041
255,3,2042
255,6,2043
255,63,2044
255,130,2045
255,252,2046
255,0,2047
255,65,2048
255,7,2049
255,31,2050
255,8,2051
255,0,4091
255,255,4092
255,1,4093
255,32,4094
255,8,4095
255,3,4096
255,254,4097
255,252,4098
255,6,4099
255,253,4100
255,33,5000
255,6,8190
255,251,8191
255,132,8192
255,9,8193
255,3,8194
255,16,10000
255,129,16381
255,127,16382
255,1,16383
255,130,16384
255,4,16385
255,8,16386
255,32,16387
255,251,16388
255,130,20000
255,130,32763
255,132,32764
255,65,32765
255,10,32766
255,17,32767
255,251,32768
255,251,32769
255,127,32770
255,131,32771
255,15,32772
255,10,32773
256,2,1
256,9,2
256,10,3
256,15,4
256,16,5
256,17,10
256,31,16
256,33,64
256,63,125
256,64,126
256,65,127
256,128,128
256,129,129
256,130,130
256,131,131
256,132,250
256,252,251
256,253,252
256,254,253
256,0,254
256,1,255
256,3,256
256,8,257
256,5,258
256,7,259
256,127,507
256,251,508
256,255,509
256,4,510
256,6,511
256,33,512
256,5,513
256,132,514
256,127,515
256,33,1000
256,5,1021
256,9,1022
256,7,1023
256,2,1024
256,255,1025
256,131,1026
256,1,1027
256,4,1028
256,63,1436
256,254,1437
256,132,1438
256,130,1439
256,7,1440
256,63,1441
256,10,1442
256,127,1443
256,0,1444
256,1,2040
256,127,2041
256,127,2042
256,131,2043
256,255,2044
256,15,2045
256,3,2046
256,63,2047
256,31,2048
256,31,2049
256,63,2050
256,253,2051
256,252,4091
256,8,4092
256,131,4093
256,10,4094
256,17,4095
256,128,4096
256,31,4097
256,10,4098
256,5,4099
256,128,4100
256,127,5000
256,1,8190
256,31,8191
256,9,8192
256,253,8193
256,253,8194
256,17,10000
256,7,16381
256,252,16382
256,8,16383
256,16,16384
256,4,16385
256,130,16386
256,253,16387
256,10,16388
256,10,20000
256,253,32763
256,131,32764
256,17,32765
256,3,32766
256,131,32767
256,251,32768
256,64,32769
256,31,32770
256,128,32771
256,0,32772
256,6,32773
257,32,1
257,2,2
257,9,3
257,10,4
257,15,5
257,16,10
257,17,16
257,31,64
257,63,125
257,64,126
257,32,127
257,65,128
257,128,129
257,129,130
257,130,131
257,131,250
257,132,251
257,252,252
257,253,253
257,254,254
257,0,255
257,1,256
257,2,257
257,3,258
257,5,259
257,7,507
257,8,508
257,127,509
257,251,510
257,255,511
257,4,512
257,6,513
257,64,514
257,16,515
257,127,1000
257,15,1021
257,129,1022
257,5,1023
257,10,1024
257,132,1025
257,10,1026
257,8,1027
257,4,1028
257,128,1436
257,5,1437
257,1,1438
257,130,1439
257,16,1440
257,31,1441
257,63,1442
257,8,1443
257,16,1444
257,63,2040
257,63,2041
257,131,2042
257,6,2043
257,131,2044
257,3,2045
257,5,2046
257,253,2047
257,64,2048
257,0,2049
257,2,2050
257,15,2051
257,253,4091
257,6,4092
257,32,4093
257,7,4094
257,15,4095
257,15,4096
257,64,4097
257,0,4098
257,8,4099
257,4,4100
257,7,5000
257,1,8190
257,130,8191
257,65,8192
257,64,8193
257,15,8194
257,251,10000
257,132,16381
257,253,16382
257,132,16383
257,64,16384
257,132,16385
257,17,16386
257,7,16387
257,251,16388
257,255,20000
257,0,32763
257,252,32764
257,9,32765
257,254,32766
257,3,32767
257,9,32768
257,128,32769
257,10,32770
257,253,32771
257,32,32772
257,64,32773
258,9,1
258,32,2
258,33,3
258,63,4
258,64,5
258,65,10
258,128,16
258,129,64
258,130,125
258,131,126
258,132,127
258,252,128
258,253,129
258,254,130
258,0,131
258,1,250
258,2,251
258,3,252
258,5,253
258,7,254
258,8,255
258,10,256
258,15,257
258,16,258
258,17,259
258,31,507
258,127,508
258,251,509
258,255,510
258,4,511
258,6,512
258,1,513
258,255,514
258,31,515
258,32,1000
258,127,1021
258,6,1022
258,251,1023
258,6,1024
258,3,1025
258,255,1026
258,132,1027
258,0,1028
258,1,1436
258,3,1437
258,10,1438
258,132,1439
258,1,1440
258,128,1441
258,17,1442
258,65,1443
258,8,1444
258,254,2040
258,3,2041
258,3,2042
258,129,2043
258,252,2044
258,3,2045
258,253,2046
258,128,2047
258,130,2048
258,4,2049
258,2,2050
258,32,2051
258,10,4091
258,64,4092
258,1,4093
258,254,4094
258,7,4095
258,15,4096
258,253,4097
258,15,4098
258,17,4099
258,17,4100
258,129,5000
258,253,8190
258,253,8191
258,63,8192
258,5,8193
258,5,8194
258,254,10000
258,254,16381
258,127,16382
258,17,16383
258,33,16384
258,131,16385
258,31,16386
258,129,16387
258,64,16388
258,6,20000
258,254,32763
258,132,32764
258,251,32765
258,5,32766
258,251,32767
258,127,32768
258,7,32769
258,64,32770
258,251,32771
258,7,32772
258,131,32773
259,9,1
259,32,2
259,33,3
259,63,4
259,64,5
259,65,10
259,128,16
259,129,64
259,130,125
259,131,126
259,132,127
259,252,128
259,253,129
259,254,130
259,0,131
259,1,250
259,2,251
259,3,252
259,5,253
259,7,254
259,8,255
259,10,256
259,15,257
259,16,258
259,17,259
259,31,507
259,127,508
259,251,509
259,255,510
259,4,511
259,6,512
259,3,513
259,16,514
259,252,515
259,17,1000
259,63,1021
259,31,1022
