# ACTS Test Suite Generation: Mon May 25 14:17:07 EEST 2020
#  '*' represents don't care value 
# Degree of interaction coverage: 2
# Number of parameters: 3
# Maximum number of values per parameter: 29
# Number of configurations: 754
mei_type,R_device_id,object_id
0,6,126
0,7,126
0,8,126
0,9,126
0,10,126
0,11,126
0,12,126
0,13,126
0,14,126
0,15,126
0,16,126
0,32,126
0,64,126
0,65,126
0,125,126
0,126,126
0,127,126
0,128,126
0,254,126
0,255,126
0,0,127
0,1,127
0,2,127
0,3,127
0,4,127
0,5,127
0,6,127
0,7,127
0,8,127
0,9,127
0,10,127
0,11,127
0,12,127
0,13,127
0,14,127
0,15,127
0,16,127
0,32,127
0,64,127
0,65,127
0,125,127
0,126,127
0,127,127
0,128,127
0,254,127
0,255,127
0,0,128
0,1,128
0,2,128
0,3,128
0,4,128
0,5,128
0,6,128
0,7,128
0,8,128
0,9,128
0,10,128
0,11,128
0,12,128
0,13,128
0,14,128
0,15,128
0,16,128
0,32,128
0,64,128
0,65,128
0,125,128
0,126,128
0,127,128
0,128,128
0,254,128
0,255,128
0,0,129
0,1,129
0,2,129
0,3,129
0,4,129
0,5,129
0,6,129
0,7,129
0,8,129
0,9,129
0,10,129
0,11,129
0,12,129
0,13,129
0,14,129
0,15,129
0,16,129
0,32,129
0,64,129
0,65,129
0,125,129
0,126,129
0,127,129
0,128,129
0,254,129
0,255,129
0,0,254
0,1,254
0,2,254
0,3,254
0,4,254
0,5,254
0,6,254
0,7,254
0,8,254
0,9,254
0,10,254
0,11,254
0,12,254
0,13,254
0,14,254
0,15,254
0,16,254
0,32,254
0,64,254
0,65,254
0,125,254
0,126,254
0,127,254
0,128,254
0,254,254
0,255,254
0,0,255
0,1,255
0,2,255
0,3,255
0,4,255
0,5,255
0,6,255
0,7,255
0,8,255
0,9,255
0,10,255
0,11,255
0,12,255
0,13,255
0,14,255
0,15,255
0,16,255
0,32,255
0,64,255
0,65,255
0,125,255
0,126,255
0,127,255
0,128,255
0,254,255
0,255,255
