# ACTS Test Suite Generation: Mon May 25 14:04:13 EEST 2020
#  '*' represents don't care value 
# Degree of interaction coverage: 2
# Number of parameters: 3
# Maximum number of values per parameter: 29
# Number of configurations: 754
mei_type,R_device_id,object_id
255,125,6
255,126,6
255,127,6
255,128,6
255,254,6
255,255,6
255,0,7
255,1,7
255,2,7
255,3,7
255,4,7
255,5,7
255,6,7
255,7,7
255,8,7
255,9,7
255,10,7
255,11,7
255,12,7
255,13,7
255,14,7
255,15,7
255,16,7
255,32,7
255,64,7
255,65,7
255,125,7
255,126,7
255,127,7
255,128,7
255,254,7
255,255,7
255,0,8
255,1,8
255,2,8
255,3,8
255,4,8
255,5,8
255,6,8
255,7,8
255,8,8
255,9,8
255,10,8
255,11,8
255,12,8
255,13,8
255,14,8
255,15,8
255,16,8
255,32,8
255,64,8
255,65,8
255,125,8
255,126,8
255,127,8
255,128,8
255,254,8
255,255,8
255,0,9
255,1,9
255,2,9
255,3,9
255,4,9
255,5,9
255,6,9
255,7,9
255,8,9
255,9,9
255,10,9
255,11,9
255,12,9
255,13,9
255,14,9
255,15,9
255,16,9
255,32,9
255,64,9
255,65,9
255,125,9
255,126,9
255,127,9
255,128,9
255,254,9
255,255,9
255,0,10
255,1,10
255,2,10
255,3,10
255,4,10
255,5,10
255,6,10
255,7,10
255,8,10
255,9,10
255,10,10
255,11,10
255,12,10
255,13,10
255,14,10
255,15,10
255,16,10
255,32,10
255,64,10
255,65,10
255,125,10
255,126,10
255,127,10
255,128,10
255,254,10
255,255,10
255,0,11
255,1,11
255,2,11
255,3,11
255,4,11
255,5,11
255,6,11
255,7,11
255,8,11
255,9,11
255,10,11
255,11,11
255,12,11
255,13,11
255,14,11
255,15,11
255,16,11
255,32,11
255,64,11
255,65,11
255,125,11
255,126,11
255,127,11
255,128,11
255,254,11
255,255,11
255,0,12
255,1,12
255,2,12
255,3,12
255,4,12
255,5,12
255,6,12
255,7,12
255,8,12
255,9,12
255,10,12
255,11,12
255,12,12
255,13,12
255,14,12
255,15,12
255,16,12
255,32,12
255,64,12
255,65,12
255,125,12
255,126,12
255,127,12
255,128,12
255,254,12
255,255,12
255,0,13
255,1,13
255,2,13
255,3,13
255,4,13
255,5,13
255,6,13
255,7,13
255,8,13
255,9,13
255,10,13
255,11,13
255,12,13
255,13,13
255,14,13
255,15,13
255,16,13
255,32,13
255,64,13
255,65,13
255,125,13
255,126,13
255,127,13
255,128,13
255,254,13
255,255,13
255,0,14
255,1,14
255,2,14
255,3,14
255,4,14
255,5,14
255,6,14
255,7,14
255,8,14
255,9,14
255,10,14
255,11,14
255,12,14
255,13,14
255,14,14
255,15,14
255,16,14
255,32,14
255,64,14
255,65,14
255,125,14
255,126,14
255,127,14
255,128,14
255,254,14
255,255,14
255,0,15
255,1,15
255,2,15
255,3,15
255,4,15
255,5,15
255,6,15
255,7,15
255,8,15
255,9,15
255,10,15
255,11,15
255,12,15
255,13,15
255,14,15
255,15,15
255,16,15
255,32,15
255,64,15
255,65,15
255,125,15
255,126,15
255,127,15
255,128,15
255,254,15
255,255,15
255,0,16
255,1,16
255,2,16
255,3,16
255,4,16
255,5,16
255,6,16
255,7,16
255,8,16
255,9,16
255,10,16
255,11,16
255,12,16
255,13,16
255,14,16
255,15,16
255,16,16
255,32,16
255,64,16
255,65,16
255,125,16
255,126,16
255,127,16
255,128,16
255,254,16
255,255,16
255,0,17
255,1,17
255,2,17
255,3,17
255,4,17
255,5,17
255,6,17
255,7,17
255,8,17
255,9,17
255,10,17
255,11,17
255,12,17
255,13,17
255,14,17
255,15,17
255,16,17
255,32,17
255,64,17
255,65,17
255,125,17
255,126,17
255,127,17
255,128,17
255,254,17
255,255,17
255,0,32
255,1,32
255,2,32
255,3,32
255,4,32
255,5,32
255,6,32
255,7,32
255,8,32
255,9,32
255,10,32
255,11,32
255,12,32
255,13,32
255,14,32
255,15,32
255,16,32
255,32,32
255,64,32
255,65,32
255,125,32
255,126,32
255,127,32
255,128,32
255,254,32
255,255,32
255,0,64
255,1,64
255,2,64
255,3,64
255,4,64
255,5,64
255,6,64
255,7,64
255,8,64
255,9,64
255,10,64
255,11,64
255,12,64
255,13,64
255,14,64
255,15,64
255,16,64
255,32,64
255,64,64
255,65,64
255,125,64
255,126,64
255,127,64
255,128,64
255,254,64
255,255,64
255,0,65
255,1,65
255,2,65
255,3,65
255,4,65
255,5,65
255,6,65
255,7,65
255,8,65
255,9,65
255,10,65
255,11,65
255,12,65
255,13,65
255,14,65
255,15,65
255,16,65
255,32,65
255,64,65
255,65,65
255,125,65
255,126,65
255,127,65
255,128,65
255,254,65
255,255,65
255,0,66
255,1,66
255,2,66
255,3,66
255,4,66
255,5,66
255,6,66
255,7,66
255,8,66
255,9,66
255,10,66
255,11,66
255,12,66
255,13,66
255,14,66
255,15,66
255,16,66
255,32,66
255,64,66
255,65,66
255,125,66
255,126,66
255,127,66
255,128,66
255,254,66
255,255,66
255,0,125
255,1,125
255,2,125
255,3,125
255,4,125
255,5,125
255,6,125
255,7,125
255,8,125
255,9,125
255,10,125
255,11,125
255,12,125
255,13,125
255,14,125
255,15,125
255,16,125
255,32,125
255,64,125
255,65,125
255,125,125
255,126,125
255,127,125
255,128,125
255,254,125
255,255,125
255,0,126
255,1,126
255,2,126
255,3,126
255,4,126
255,5,126
255,6,126
255,7,126
255,8,126
255,9,126
255,10,126
255,11,126
255,12,126
255,13,126
255,14,126
255,15,126
255,16,126
255,32,126
255,64,126
255,65,126
255,125,126
255,126,126
255,127,126
255,128,126
255,254,126
255,255,126
255,0,127
255,1,127
255,2,127
255,3,127
255,4,127
255,5,127
255,6,127
255,7,127
255,8,127
255,9,127
255,10,127
255,11,127
255,12,127
255,13,127
255,14,127
255,15,127
255,16,127
255,32,127
255,64,127
255,65,127
255,125,127
255,126,127
255,127,127
255,128,127
255,254,127
255,255,127
255,0,128
255,1,128
255,2,128
255,3,128
255,4,128
255,5,128
255,6,128
255,7,128
255,8,128
255,9,128
255,10,128
255,11,128
255,12,128
255,13,128
255,14,128
255,15,128
255,16,128
255,32,128
255,64,128
255,65,128
255,125,128
255,126,128
255,127,128
255,128,128
255,254,128
255,255,128
255,0,129
255,1,129
255,2,129
255,3,129
255,4,129
255,5,129
255,6,129
255,7,129
255,8,129
255,9,129
255,10,129
255,11,129
255,12,129
255,13,129
255,14,129
255,15,129
255,16,129
255,32,129
255,64,129
255,65,129
255,125,129
255,126,129
255,127,129
255,128,129
255,254,129
255,255,129
255,0,254
255,1,254
255,2,254
255,3,254
255,4,254
255,5,254
255,6,254
255,7,254
255,8,254
255,9,254
255,10,254
255,11,254
255,12,254
255,13,254
255,14,254
255,15,254
255,16,254
255,32,254
255,64,254
255,65,254
255,125,254
255,126,254
255,127,254
255,128,254
255,254,254
255,255,254
255,0,255
255,1,255
255,2,255
255,3,255
255,4,255
255,5,255
255,6,255
255,7,255
255,8,255
255,9,255
255,10,255
255,11,255
255,12,255
255,13,255
255,14,255
255,15,255
255,16,255
255,32,255
255,64,255
255,65,255
255,125,255
255,126,255
255,127,255
255,128,255
255,254,255
255,255,255
