2,6,65503,9,120
3,7,65504,9,121
4,8,65505,9,122
5,9,65519,9,123
6,10,65520,9,124
7,11,65521,9,125
8,12,65527,9,126
9,13,65528,9,127
10,14,65529,9,128
11,17,65530,9,129
12,18,65531,9,255
13,19,65532,9,256
14,20,65533,9,257
15,21,65534,9,511
16,27,65535,9,512
17,28,0,9,513
18,29,1,9,1023
19,30,2,9,1024
20,31,3,9,1025
21,32,4,9,2047
27,33,5,9,2048
28,34,7,9,2049
29,36,8,9,4095
30,60,9,9,4096
31,61,10,9,4097
32,62,11,9,8191
33,63,12,9,8192
34,64,13,9,8193
35,65,14,9,16383
36,66,15,9,16384
37,67,16,9,16385
59,68,17,9,32767
60,69,31,9,32768
61,123,32,9,32769
62,124,33,9,65471
63,125,63,9,65472
64,5,64,9,65473
65,4,65,9,65503
66,15,127,9,65504
251,35,128,9,65505
252,37,129,9,65519
253,59,255,9,65520
254,60,256,9,65521
255,61,257,9,65527
0,62,511,9,65528
133,126,512,9,65529
251,127,513,9,65530
252,2,1023,9,65531
253,16,1024,9,65532
254,17,1025,9,65533
255,18,2047,9,65534
0,19,2048,9,65535
2,20,2049,15,0
3,21,4095,15,1
4,27,4096,15,2
5,28,4097,15,3
6,29,8191,15,4
7,30,8192,15,5
8,31,8193,15,7
9,32,10000,15,8
10,33,16383,15,9
11,34,16384,15,15
12,35,16385,15,16
13,36,20000,15,17
14,37,32767,15,31
15,59,32768,15,32
16,63,32769,15,33
17,64,65471,15,63
18,65,65472,15,64
19,66,65473,15,65
20,67,65503,15,116
21,68,65504,15,117
27,69,65505,15,118
28,123,65519,15,119
29,124,65520,15,120
30,126,65521,15,121
31,129,65527,15,122
32,130,65528,15,123
33,131,65529,15,124
34,132,65530,15,125
35,133,65531,15,126
36,251,65532,15,127
37,252,65533,15,128
59,253,65534,15,129
60,254,65535,15,255
61,255,0,15,256
62,0,1,15,257
63,1,2,15,511
64,2,3,15,512
65,5,4,15,513
66,6,5,15,1023
67,7,7,15,1024
68,8,8,15,1025
69,9,9,15,2047
123,10,10,15,2048
124,11,11,15,2049
125,12,12,15,4095
126,13,13,15,4096
127,14,14,15,4097
128,15,15,15,8191
129,16,16,15,8192
130,125,17,15,8193
131,127,31,15,16383
132,128,32,15,16384
133,3,33,15,16385
1,18,63,15,32767
252,4,64,15,32768
253,17,65,15,32769
254,19,127,15,65471
255,60,128,15,65472
0,61,129,15,65473
251,62,255,15,65503
2,63,256,15,65504
3,64,257,15,65505
4,65,511,15,65519
5,66,512,15,65520
6,67,513,15,65521
7,68,1023,15,65527
8,69,1024,15,65528
9,123,1025,15,65529
10,124,2047,15,65530
11,127,2048,15,65531
12,129,2049,15,65532
13,130,4095,15,65533
14,131,4096,15,65534
15,132,4097,15,65535
16,133,8191,16,0
17,251,8192,16,1
18,252,8193,16,2
19,253,10000,16,3
20,254,16383,16,4
21,255,16384,16,5
27,0,16385,16,7
28,1,20000,16,8
29,2,32767,16,9
30,4,32768,16,15
31,5,32769,16,16
32,6,65471,16,17
33,7,65472,16,31
34,8,65473,16,32
35,9,65503,16,33
36,10,65504,16,63
37,11,65505,16,64
59,12,65519,16,65
60,13,65520,16,116
61,14,65521,16,117
62,15,65527,16,118
63,16,65528,16,119
64,20,65529,16,120
65,21,65530,16,121
66,27,65531,16,122
67,28,65532,16,123
68,29,65533,16,124
69,30,65534,16,125
123,31,65535,16,126
124,32,0,16,127
125,33,1,16,128
126,34,2,16,129
127,35,3,16,255
128,36,4,16,256
129,37,5,16,257
130,59,7,16,511
131,125,8,16,512
132,126,9,16,513
133,128,10,16,1023
251,3,11,16,1024
252,17,12,16,1025
1,19,13,16,2047
2,62,14,16,2048
3,63,15,16,2049
4,64,16,16,4095
5,65,17,16,4096
6,66,31,16,4097
7,67,32,16,8191
8,68,33,16,8192
9,69,63,16,8193
10,123,64,16,16383
11,124,65,16,16384
12,127,127,16,16385
13,132,128,16,32767
14,18,129,16,32768
15,60,255,16,32769
255,129,256,16,65471
0,130,257,16,65472
253,131,511,16,65473
254,61,512,16,65503
16,125,513,16,65504
17,126,1023,16,65505
18,133,1024,16,65519
19,251,1025,16,65520
20,252,2047,16,65521
21,253,2048,16,65527
27,254,2049,16,65528
28,255,4095,16,65529
29,0,4096,16,65530
30,1,4097,16,65531
31,2,8191,16,65532
32,3,8192,16,65533
33,4,8193,16,65534
34,5,10000,16,65535
35,6,16383,17,0
36,7,16384,17,1
37,8,16385,17,2
59,9,20000,17,3
60,10,32767,17,4
61,11,32768,17,5
62,12,32769,17,7
63,13,65471,17,8
64,14,65472,17,9
65,15,65473,17,15
66,16,65503,17,16
67,20,65504,17,17
68,21,65505,17,31
69,27,65519,17,32
123,28,65520,17,33
124,29,65521,17,63
125,30,65527,17,64
126,31,65528,17,65
127,32,65529,17,116
128,33,65530,17,117
129,34,65531,17,118
130,35,65532,17,119
131,36,65533,17,120
132,37,65534,17,121
133,59,65535,17,122
1,60,0,17,123
3,62,1,17,124
4,128,2,17,125
5,129,3,17,126
6,130,4,17,127
7,131,5,17,128
8,132,7,17,129
9,133,8,17,255
10,251,9,17,256
11,252,10,17,257
12,253,11,17,511
13,254,12,17,512
14,255,13,17,513
15,0,14,17,1023
16,1,15,17,1024
17,2,16,17,1025
18,4,17,17,2047
19,5,31,17,2048
20,17,32,17,2049
21,18,33,17,4095
27,19,63,17,4096
28,63,64,17,4097
29,64,65,17,8191
30,65,127,17,8192
31,66,128,17,8193
32,67,129,17,16383
33,68,255,17,16384
34,69,256,17,16385
251,123,257,17,32767
254,124,511,17,32768
255,125,512,17,32769
0,3,513,17,65471
253,61,1023,17,65472
2,126,1024,17,65473
35,127,1025,17,65503
36,128,2047,17,65504
37,6,2048,17,65505
59,7,2049,17,65519
252,8,4095,17,65520
60,9,4096,17,65521
61,10,4097,17,65527
62,11,8191,17,65528
63,12,8192,17,65529
64,13,8193,17,65530
65,14,10000,17,65531
66,20,16383,17,65532
67,21,16384,17,65533
68,27,16385,17,65534
69,28,20000,17,65535
123,29,32767,31,0
124,30,32768,31,1
125,31,32769,31,2
126,32,65471,31,3
127,33,65472,31,4
128,34,65473,31,5
129,35,65503,31,7
130,36,65504,31,8
131,37,65505,31,9
132,59,65519,31,15
133,15,65520,31,16
1,16,65521,31,17
2,17,65527,31,31
3,18,65528,31,32
4,19,65529,31,33
5,20,65530,31,63
6,21,65531,31,64
7,27,65532,31,65
8,28,65533,31,116
9,62,65534,31,117
10,63,65535,31,118
11,64,0,31,119
12,65,1,31,120
13,66,2,31,121
14,67,3,31,122
15,68,4,31,123
16,69,5,31,124
17,123,7,31,125
18,124,8,31,126
19,127,9,31,127
20,129,10,31,128
21,130,11,31,129
27,131,12,31,255
28,132,13,31,256
29,133,14,31,257
30,251,15,31,511
31,252,16,31,512
33,253,17,31,513
34,254,31,31,1023
35,255,32,31,1024
36,0,33,31,1025
37,1,63,31,2047
59,2,64,31,2048
60,3,65,31,2049
61,4,127,31,4095
62,6,128,31,4096
63,7,129,31,4097
64,8,255,31,8191
65,9,256,31,8192
66,10,257,31,8193
67,11,511,31,16383
68,12,512,31,16384
69,13,513,31,16385
254,14,1023,31,32767
255,128,1024,31,32768
0,5,1025,31,32769
32,60,2047,31,65471
251,61,2048,31,65472
252,125,2049,31,65473
253,126,4095,31,65503
123,30,4096,31,65504
124,31,4097,31,65505
125,32,8191,31,65519
126,33,8192,31,65520
127,34,8193,31,65521
128,35,10000,31,65527
129,36,16383,31,65528
130,37,16384,31,65529
131,59,16385,31,65530
132,15,20000,31,65531
133,17,32767,31,65532
1,29,32768,31,65533
2,16,32769,31,65534
3,20,65471,31,65535
4,21,65472,32,0
5,27,65473,32,1
6,28,65503,32,2
7,29,65504,32,3
8,30,65505,32,4
9,31,65519,32,5
10,32,65520,32,7
12,34,65521,32,8
13,35,65527,32,9
14,36,65528,32,15
15,37,65529,32,16
16,59,65530,32,17
17,60,65531,32,31
18,61,65532,32,32
19,62,65533,32,33
20,63,65534,32,63
21,64,65535,32,64
27,65,0,32,65
28,66,1,32,116
29,67,2,32,117
30,68,3,32,118
32,69,4,32,119
33,123,5,32,120
34,124,7,32,121
35,126,8,32,122
36,129,9,32,123
37,130,10,32,124
59,131,11,32,125
60,132,12,32,126
61,133,13,32,127
62,251,14,32,128
63,252,15,32,129
64,253,16,32,255
65,254,17,32,256
66,255,31,32,257
67,0,32,32,511
68,1,33,32,512
69,2,63,32,513
123,3,64,32,1023
124,5,65,32,1024
125,6,127,32,1025
126,7,128,32,2047
127,8,129,32,2048
128,9,255,32,2049
129,10,256,32,4095
130,11,257,32,4096
131,12,511,32,4097
132,13,512,32,8191
133,14,513,32,8192
251,15,1023,32,8193
252,18,1024,32,16383
253,19,1025,32,16384
254,33,2047,32,16385
255,4,2048,32,32767
0,17,2049,32,32768
1,127,4095,32,32769
31,128,4096,32,65471
11,20,4097,32,65472
3,16,8191,32,65473
4,125,8192,32,65503
5,126,8193,32,65504
6,127,10000,32,65505
2,130,16383,32,65519
7,132,16384,32,65520
8,133,16385,32,65521
9,251,20000,32,65527
10,252,32767,32,65528
11,253,32768,32,65529
12,254,32769,32,65530
13,255,65471,32,65531
14,0,65472,32,65532
15,1,65473,32,65533
16,8,65503,32,65534
17,9,65504,32,65535
18,10,65505,33,0
19,11,65519,33,1
20,12,65520,33,2
21,13,65521,33,3
27,14,65527,33,4
28,15,65528,33,5
29,16,65529,33,7
30,18,65530,33,8
31,19,65531,33,9
32,21,65532,33,15
33,27,65533,33,16
34,28,65534,33,17
35,29,65535,33,31
36,30,0,33,32
37,31,1,33,33
59,32,2,33,63
60,33,3,33,64
61,34,4,33,65
62,35,5,33,116
63,36,7,33,117
64,37,8,33,118
65,59,9,33,119
66,60,10,33,120
67,61,11,33,121
68,62,12,33,122
69,63,13,33,123
123,64,14,33,124
124,65,15,33,125
125,66,16,33,126
126,67,17,33,127
127,68,31,33,128
128,69,32,33,129
129,123,33,33,255
130,124,63,33,256
131,128,64,33,257
132,129,65,33,511
133,5,127,33,512
252,131,128,33,513
253,125,129,33,1023
254,4,255,33,1024
0,7,256,33,1025
2,8,257,33,2047
251,6,511,33,2048
1,20,512,33,2049
3,126,513,33,4095
255,130,1023,33,4096
4,132,1024,33,4097
5,133,1025,33,8191
6,2,2047,33,8192
7,252,2048,33,8193
8,3,2049,33,16383
9,254,4095,33,16384
10,255,4096,33,16385
12,17,4097,33,32767
13,127,8191,33,32768
14,128,8192,33,32769
15,9,8193,33,65471
16,0,10000,33,65472
17,1,16383,33,65473
18,3,16384,33,65503
19,4,16385,33,65504
11,5,20000,33,65505
20,251,32767,33,65519
21,2,32768,33,65520
27,253,32769,33,65521
28,16,65471,33,65527
29,18,65472,33,65528
30,19,65473,33,65529
31,21,65503,33,65530
32,27,65504,33,65531
33,28,65505,33,65532
34,30,65519,33,65533
35,31,65520,33,65534
36,32,65521,33,65535
37,33,65527,63,0
59,34,65528,63,1
60,36,65529,63,2
61,65,65530,63,3
62,66,65531,63,4
63,67,65532,63,5
64,68,65533,63,7
65,69,65534,63,8
67,124,65535,63,9
68,125,0,63,15
69,129,1,63,16
123,11,2,63,17
124,12,3,63,31
125,13,4,63,32
126,14,5,63,33
127,15,7,63,63
128,29,8,63,64
129,61,9,63,65
130,62,10,63,116
131,63,11,63,117
132,64,12,63,118
133,6,13,63,119
251,7,14,63,120
252,10,15,63,121
253,35,16,63,122
254,37,17,63,123
255,59,31,63,124
0,60,32,63,125
1,252,33,63,126
2,131,63,63,127
66,132,64,63,128
3,133,65,63,129
4,251,127,63,255
5,123,128,63,256
6,253,129,63,257
7,254,255,63,511
8,255,256,63,512
9,0,257,63,513
10,1,511,63,1023
11,2,512,63,1024
12,4,513,63,1025
13,5,1023,63,2047
14,9,1024,63,2048
15,18,1025,63,2049
16,19,2047,63,4095
17,20,2048,63,4096
18,21,2049,63,4097
19,27,4095,63,8191
20,28,4096,63,8192
21,30,4097,63,8193
27,31,8191,63,16383
28,32,8192,63,16384
29,128,8193,63,16385
30,130,10000,63,32767
31,3,16383,63,32768
32,8,16384,63,32769
33,127,16385,63,65471
34,126,20000,63,65472
35,129,32767,63,65473
36,16,32768,63,65503
37,17,32769,63,65504
59,63,65471,63,65505
60,64,65472,63,65519
61,67,65473,63,65520
62,68,65503,63,65521
63,69,65504,63,65527
64,123,65505,63,65528
65,124,65519,63,65529
66,125,65520,63,65530
67,131,65521,63,65531
68,6,65527,63,65532
69,7,65528,63,65533
123,13,65529,63,65534
124,14,65530,63,65535
125,15,65531,64,0
126,29,65532,64,1
127,60,65533,64,2
128,61,65534,64,3
129,62,65535,64,4
130,66,0,64,5
131,10,1,64,7
132,12,2,64,8
133,34,3,64,9
251,37,4,64,15
252,59,5,64,16
253,63,7,64,17
254,65,8,64,31
255,11,9,64,32
0,13,10,64,33
2,33,11,64,63
3,67,12,64,64
4,35,13,64,65
5,36,14,64,116
1,64,15,64,117
6,123,16,64,118
7,124,17,64,119
8,125,31,64,120
9,131,32,64,121
10,132,33,64,122
11,133,63,64,123
12,251,64,64,124
13,252,65,64,125
14,253,127,64,126
15,254,128,64,127
16,255,129,64,128
17,0,255,64,129
18,1,256,64,255
19,2,257,64,256
20,3,511,64,257
21,4,512,64,511
27,6,513,64,512
28,7,1023,64,513
29,8,1024,64,1023
30,9,1025,64,1024
31,20,2047,64,1025
32,28,2048,64,2047
33,30,2049,64,2048
34,31,4095,64,2049
35,32,4096,64,4095
36,69,4097,64,4096
37,129,8191,64,4097
59,130,8192,64,8191
60,17,8193,64,8192
61,18,10000,64,8193
62,19,16383,64,16383
63,126,16384,64,16384
64,16,16385,64,16385
65,27,20000,64,32767
66,5,32767,64,32768
67,14,32768,64,32769
68,15,32769,64,65471
69,21,65471,64,65472
123,127,65472,64,65473
124,68,65473,64,65503
125,10,65503,64,65504
126,11,65504,64,65505
127,12,65505,64,65519
128,37,65519,64,65520
129,59,65520,64,65521
130,128,65521,64,65527
131,29,65527,64,65528
132,33,65528,64,65529
133,35,65529,64,65530
251,36,65530,64,65531
252,61,65531,64,65532
253,62,65532,64,65533
254,66,65533,64,65534
255,65,65534,64,65535
0,34,65535,65,0
4,61,0,65,1
5,64,1,65,2
1,68,2,65,3
2,69,3,65,4
3,60,4,65,5
9,65,5,65,7
10,66,7,65,8
11,67,8,65,9
12,124,9,65,15
13,125,10,65,16
14,126,11,65,17
