0,0,1
0,130,11
0,129,13
0,11,21
0,12,27
0,16,37
0,19,59
0,14,67
0,30,69
0,255,119
0,28,121
0,36,129
0,60,131
0,62,257
0,254,259
0,61,511
0,6,513
0,124,1023
0,252,1025
0,253,2045
0,125,2047
0,35,4093
0,65,4095
0,21,8189
0,33,8191
0,29,16379
0,133,16381
0,126,32763
0,67,32765
0,7,32773
0,32,65531
0,9,65533
0,59,65535
0,20,2053
0,5,33
0,4,1019
0,27,115
0,3,253
0,132,32769
0,34,8195
0,8,261
0,66,123
0,69,61
0,68,15
0,128,9
0,63,4097
0,64,16389
0,37,1027
0,31,16383
0,127,4101
0,1,16387
0,15,2043
0,123,19
0,2,125
0,10,509
0,13,65
0,17,507
0,251,63
0,18,5
0,131,17
0,131,16385
0,131,515
0,131,133
0,131,29
0,131,111
0,131,4091
0,131,3
0,131,255
0,131,8187
0,131,2049
0,131,127
0,131,1029
0,131,4099
0,131,113
0,131,7
0,131,2051
0,131,35
0,131,31
0,131,32771
0,131,251
0,131,117
0,131,8193
0,131,32767
0,131,8197
0,131,517
0,131,1021
1,1,1
1,131,11
1,128,13
1,12,21
1,13,27
1,34,37
1,15,59
1,30,67
1,66,69
1,19,119
1,8,121
1,60,129
1,64,131
1,255,257
1,59,259
1,6,511
1,69,513
1,11,1023
1,123,1025
1,130,2045
1,251,2047
1,28,4093
1,3,4095
1,0,8187
1,61,8191
1,125,16379
1,17,16381
1,253,16389
1,4,32765
1,33,32773
1,9,65531
1,20,65533
1,5,65535
1,21,2053
1,27,33
1,29,1019
1,65,115
1,132,253
1,129,32769
1,124,8195
1,14,261
1,68,123
1,7,61
1,133,15
1,254,9
1,35,4097
1,63,1027
1,37,16383
1,252,8189
1,31,4101
1,127,16387
1,36,2043
1,126,19
1,67,125
1,32,509
1,2,65
1,10,507
1,62,63
1,18,5
1,16,17
1,131,16385
1,131,515
1,131,133
1,131,29
1,131,111
1,131,4091
1,131,3
1,131,255
1,131,2049
1,131,127
1,131,1029
1,131,4099
1,131,113
1,131,7
1,131,2051
1,131,35
1,131,31
1,131,32771
1,131,251
1,131,117
1,131,8193
1,131,32763
1,131,32767
1,131,8197
1,131,517
1,131,1021
2,2,1
2,132,11
2,127,13
2,13,21
2,37,27
2,31,37
2,20,59
2,66,67
2,32,69
2,34,119
2,63,121
2,64,129
2,5,131
2,12,257
2,9,259
2,16,511
2,7,513
2,255,1023
2,18,1025
2,123,2045
2,10,2047
2,59,4093
2,27,4095
2,131,8187
2,61,8189
2,69,16379
2,68,16381
2,125,16389
2,62,32765
2,28,32773
2,29,65531
2,253,65533
2,130,65535
2,21,2053
2,4,33
2,3,1019
2,65,115
2,6,253
2,129,32769
2,124,8195
2,8,261
2,14,123
2,33,61
2,60,15
2,11,9
2,128,4097
2,133,1027
2,35,16383
2,254,4101
2,0,16387
2,30,2043
2,252,19
2,1,125
2,15,509
2,36,65
2,67,507
2,126,5
2,19,63
2,17,17
2,251,16385
2,131,8191
2,131,515
2,131,133
2,131,29
2,131,111
2,131,4091
2,131,3
2,131,255
2,131,2049
2,131,127
2,131,1029
2,131,4099
2,131,113
2,131,7
2,131,2051
2,131,35
2,131,31
2,131,32771
2,131,251
2,131,117
2,131,8193
2,131,32763
2,131,32767
2,131,8197
2,131,517
2,131,1021
3,3,1
3,133,11
3,126,13
3,37,21
3,36,27
3,17,37
3,14,59
3,13,67
3,60,69
3,132,119
3,27,121
3,5,129
3,65,131
3,19,257
3,67,259
3,63,511
3,29,513
3,128,1023
3,4,1025
3,31,2045
3,68,2047
3,255,4093
3,254,4095
3,127,8187
3,129,8189
3,12,16379
3,21,16381
3,62,16389
3,61,32765
3,59,32773
3,15,65531
3,253,65533
3,130,65535
3,9,2053
3,20,33
3,6,1019
3,124,115
3,34,253
3,8,32769
3,66,8195
3,69,261
3,33,123
3,11,61
3,7,15
3,28,9
3,35,4097
3,64,1027
3,0,16383
3,30,4101
3,252,16387
3,1,2043
3,32,19
3,123,125
3,2,509
3,10,65
3,125,507
3,251,5
3,18,63
3,16,17
3,131,16385
3,131,8191
3,131,515
3,131,133
3,131,29
3,131,111
3,131,4091
3,131,3
3,131,255
3,131,2049
3,131,127
3,131,1029
3,131,4099
3,131,113
3,131,7
3,131,2051
3,131,35
3,131,31
3,131,32771
3,131,251
3,131,117
3,131,8193
3,131,32763
3,131,32767
3,131,8197
3,131,517
3,131,1021
4,4,1
4,251,11
4,125,13
4,36,21
4,35,27
4,33,37
4,21,59
4,20,67
4,10,69
4,133,119
4,6,121
4,2,129
4,68,131
4,13,257
4,61,259
4,17,511
4,253,513
4,37,1023
4,0,1025
4,63,2045
4,62,2047
4,19,4093
4,252,4095
4,27,8187
4,124,8189
4,65,16379
4,1,16381
4,254,16389
4,8,32765
4,3,32773
4,30,65531
4,130,65533
4,9,65535
4,59,2053
4,5,33
4,29,1019
4,132,115
4,129,253
4,34,32769
4,14,8195
4,66,261
4,69,123
4,60,61
4,7,15
4,11,9
4,128,4097
4,28,1027
4,64,16383
4,31,4101
4,127,16387
4,255,2043
4,15,19
4,126,125
4,67,509
4,12,65
4,32,507
4,123,5
4,18,63
4,16,17
4,131,16385
4,131,8191
4,131,515
4,131,133
4,131,29
4,131,111
4,131,4091
4,131,3
4,131,255
4,131,2049
4,131,127
4,131,1029
4,131,4099
4,131,113
4,131,7
4,131,2051
4,131,35
4,131,31
4,131,32771
4,131,251
4,131,117
4,131,8193
4,131,32763
4,131,32767
4,131,8197
4,131,517
4,131,1021
5,5,1
5,252,11
5,124,13
5,35,21
5,30,27
5,18,37
5,64,59
5,15,67
5,67,69
5,33,119
5,123,121
5,20,129
5,61,131
5,132,257
5,130,259
5,36,511
5,28,513
5,13,1023
5,131,1025
5,14,2045
5,254,2047
5,37,4093
5,1,4095
5,126,8187
5,8,8189
5,4,16379
5,11,16381
5,251,16389
5,9,32765
5,65,32773
5,16,65531
5,253,65533
5,59,65535
5,21,2053
5,27,33
5,29,1019
5,3,115
5,6,253
5,129,32769
5,34,8195
5,66,261
5,69,123
5,68,61
5,60,15
5,7,9
5,128,4097
5,133,1027
5,63,16383
5,0,4101
5,31,16387
5,127,2043
5,255,19
5,12,125
5,19,509
5,32,65
5,2,507
5,10,5
5,62,63
5,17,17
5,125,16385
5,131,8191
5,131,515
5,131,133
5,131,29
5,131,111
5,131,4091
5,131,3
5,131,255
5,131,2049
5,131,127
5,131,1029
5,131,4099
5,131,113
5,131,7
5,131,2051
5,131,35
5,131,31
5,131,32771
5,131,251
5,131,117
5,131,8193
5,131,32763
5,131,32767
5,131,8197
5,131,517
5,131,1021
6,6,1
6,253,11
6,123,13
6,30,21
6,29,27
6,252,37
6,59,59
6,16,67
6,9,69
6,18,119
6,130,121
6,15,129
6,7,131
6,21,257
6,1,259
6,35,511
6,129,513
6,20,1023
6,127,1025
6,125,2045
6,69,2047
6,36,4093
6,32,4095
6,14,8187
6,11,8189
6,37,16379
6,34,16381
6,255,16389
6,66,32765
6,124,32773
6,128,65531
6,4,65533
6,5,65535
6,27,2053
6,3,33
6,65,1019
6,132,115
6,8,253
6,60,32769
6,33,8195
6,68,261
6,61,123
6,133,61
6,28,15
6,254,9
6,63,4097
6,64,1027
6,0,16383
6,31,4101
6,12,16387
6,126,2043
6,67,19
6,19,125
6,2,509
6,10,65
6,62,507
6,13,5
6,17,63
6,251,17
6,131,16385
6,131,8191
6,131,515
6,131,133
6,131,29
6,131,111
6,131,4091
6,131,3
6,131,255
6,131,2049
6,131,127
6,131,1029
6,131,4099
6,131,113
6,131,7
6,131,2051
6,131,35
6,131,31
6,131,32771
6,131,251
6,131,117
6,131,8193
6,131,32763
6,131,32767
6,131,8197
6,131,517
6,131,1021
7,7,1
7,254,11
7,69,13
7,29,21
7,27,27
7,253,37
7,63,59
7,31,67
7,62,69
7,32,119
7,11,121
7,6,129
7,0,131
7,15,257
7,8,259
7,132,511
7,131,513
7,21,1023
7,3,1025
7,33,2045
7,34,2047
7,20,4093
7,128,4095
7,125,8187
7,66,8189
7,35,16379
7,60,16381
7,126,16389
7,12,32765
7,37,32773
7,17,65531
7,130,65533
7,9,65535
7,59,2053
7,5,33
7,4,1019
7,65,115
7,129,253
7,124,32769
7,14,8195
7,68,261
7,61,123
7,133,61
7,28,15
7,64,9
7,30,4097
7,252,1027
7,255,16383
7,127,4101
7,1,16387
7,36,2043
7,67,19
7,19,125
7,123,509
7,2,65
7,10,507
7,13,5
7,251,63
7,18,17
7,16,16385
7,131,8191
7,131,515
7,131,133
7,131,29
7,131,111
7,131,4091
7,131,3
7,131,255
7,131,2049
7,131,127
7,131,1029
7,131,4099
7,131,113
7,131,7
7,131,2051
7,131,35
7,131,31
7,131,32771
7,131,251
7,131,117
7,131,8193
7,131,32763
7,131,32767
7,131,8197
7,131,517
7,131,1021
8,8,1
8,255,11
8,68,13
8,27,21
8,28,27
8,254,37
8,65,59
8,17,67
8,61,69
8,253,119
8,129,121
8,133,129
8,128,131
8,29,257
8,66,259
8,31,511
8,127,513
8,32,1023
8,60,1025
8,132,2045
8,12,2047
8,21,4093
8,251,4095
8,30,8187
8,10,8189
8,252,16379
8,19,16381
8,130,16389
8,2,32765
8,35,32773
8,64,65531
8,9,65533
8,59,65535
8,20,2053
8,5,33
8,4,1019
8,3,115
8,6,253
8,124,32769
8,34,8195
8,14,261
8,69,123
8,33,61
8,7,15
8,11,9
8,63,4097
8,0,1027
8,37,16383
8,1,4101
8,15,16387
8,36,2043
8,126,19
8,67,125
8,123,509
8,62,65
8,13,507
8,125,5
8,18,63
8,16,17
8,131,16385
8,131,8191
8,131,515
8,131,133
8,131,29
8,131,111
8,131,4091
8,131,3
8,131,255
8,131,2049
8,131,127
8,131,1029
8,131,4099
8,131,113
8,131,7
8,131,2051
8,131,35
8,131,31
8,131,32771
8,131,251
8,131,117
8,131,8193
8,131,32763
8,131,32767
8,131,8197
8,131,517
8,131,1021
9,9,1
9,0,11
9,67,13
9,28,21
9,61,27
9,68,37
9,62,59
9,8,67
9,129,69
9,254,119
9,1,121
9,16,129
9,131,131
9,253,257
9,14,259
9,29,511
9,34,513
9,7,1023
9,19,1025
9,32,2045
9,126,2047
9,15,4093
9,2,4095
9,36,8187
9,4,8189
9,132,16379
9,64,16381
9,31,16389
9,5,32765
9,133,32773
9,69,65531
9,130,65533
9,59,65535
9,20,2053
9,21,33
9,27,1019
9,3,115
9,65,253
9,6,32769
9,124,8195
9,66,261
9,33,123
9,60,61
9,11,15
9,128,9
9,35,4097
9,63,1027
9,37,16383
9,30,4101
9,252,16387
