0,1966
0,1967
0,1968
0,1969
0,1998
0,1999
0,2000
0,2001
0,2047
0,2048
0,2049
0,10000
1,1966
1,1967
1,1968
1,1969
1,1998
1,1999
1,2000
1,2001
1,2047
1,2048
1,2049
1,10000
2,1966
2,1967
2,1968
2,1969
2,1998
2,1999
2,2000
2,2001
2,2047
2,2048
2,2049
2,10000
7,1966
7,1967
7,1968
7,1969
7,1998
7,1999
7,2000
7,2001
7,2047
7,2048
7,2049
7,10000
8,1966
8,1967
8,1968
8,1969
8,1998
8,1999
8,2000
8,2001
8,2047
8,2048
8,2049
8,10000
9,1966
9,1967
9,1968
9,1969
9,1998
9,1999
9,2000
9,2001
9,2047
9,2048
9,2049
9,10000
15,1966
15,1967
15,1968
15,1969
15,1998
15,1999
15,2000
15,2001
15,2047
15,2048
15,2049
15,10000
16,1966
16,1967
16,1968
16,1969
16,1998
16,1999
16,2000
16,2001
16,2047
16,2048
16,2049
16,10000
17,1966
17,1967
17,1968
17,1969
17,1998
17,1999
17,2000
17,2001
17,2047
17,2048
17,2049
17,10000
31,1966
31,1967
31,1968
31,1969
31,1998
31,1999
31,2000
31,2001
31,2047
31,2048
31,2049
31,10000
32,1966
32,1967
32,1968
32,1969
32,1998
32,1999
32,2000
32,2001
32,2047
32,2048
32,2049
32,10000
33,1966
33,1967
33,1968
33,1969
33,1998
33,1999
33,2000
33,2001
33,2047
33,2048
33,2049
33,10000
63,1966
63,1967
63,1968
63,1969
63,1998
63,1999
63,2000
63,2001
63,2047
63,2048
63,2049
63,10000
64,1966
64,1967
64,1968
64,1969
64,1998
64,1999
64,2000
64,2001
64,2047
64,2048
64,2049
64,10000
65,1966
65,1967
65,1968
65,1969
65,1998
65,1999
65,2000
65,2001
65,2047
65,2048
65,2049
65,10000
127,1966
127,1967
127,1968
127,1969
127,1998
127,1999
127,2000
127,2001
127,2047
127,2048
127,2049
127,10000
128,1966
128,1967
128,1968
128,1969
128,1998
128,1999
128,2000
128,2001
128,2047
128,2048
128,2049
128,10000
129,1966
129,1967
129,1968
129,1969
129,1998
129,1999
129,2000
129,2001
129,2047
129,2048
129,2049
129,10000
255,1966
255,1967
255,1968
255,1969
255,1998
255,1999
255,2000
255,2001
255,2047
255,10000
256,1966
256,1967
256,1968
256,1969
256,1998
256,1999
256,2000
256,2001
256,10000
257,1966
257,1967
257,1968
257,1969
257,1998
257,1999
257,2000
257,2001
257,10000
1023,1023
1023,1024
1023,1025
1024,1023
1024,1024
1024,1025
1025,1023
1025,1024
1025,1025
2045,0
2045,1
2045,2
2045,7
2045,8
2045,9
2045,15
2045,16
2045,17
2045,31
2045,32
2045,33
2045,63
2045,64
2045,65
2045,127
2045,128
2045,129
2045,255
2045,256
2045,257
2045,8191
2045,8192
2045,8193
2046,0
2046,1
2046,2
2046,7
2046,8
2046,9
2046,15
2046,16
2046,17
2046,31
2046,32
2046,33
2046,63
2046,64
2046,65
2046,127
2046,128
2046,129
2046,255
2046,256
2046,8191
2046,8192
2046,8193
2047,0
2047,1
2047,2
2047,7
2047,8
2047,9
2047,15
2047,16
2047,17
2047,31
2047,32
2047,33
2047,63
2047,64
2047,65
2047,127
2047,128
2047,129
2047,255
2047,8191
2047,8192
2047,8193
2048,0
2048,1
2048,2
2048,7
2048,8
2048,9
2048,15
2048,16
2048,17
2048,31
2048,32
2048,33
2048,63
2048,64
2048,65
2048,127
2048,128
2048,129
2048,8191
2048,8192
2048,8193
2049,0
2049,1
2049,2
2049,7
2049,8
2049,9
2049,15
2049,16
2049,17
2049,31
2049,32
2049,33
2049,63
2049,64
2049,65
2049,127
2049,128
2049,129
2049,8191
2049,8192
2049,8193
5000,5000
8191,1966
8191,1967
8191,1968
8191,1969
8191,1998
8191,1999
8191,2000
8191,2001
8191,2047
8191,2048
8191,2049
8192,1966
8192,1967
8192,1968
8192,1969
8192,1998
8192,1999
8192,2000
8192,2001
8192,2047
8192,2048
8192,2049
8193,1966
8193,1967
8193,1968
8193,1969
8193,1998
8193,1999
8193,2000
8193,2001
8193,2047
8193,2048
8193,2049
10000,0
10000,1
10000,2
10000,7
10000,8
10000,9
10000,15
10000,16
10000,17
10000,31
10000,32
10000,33
10000,63
10000,64
10000,65
10000,127
10000,128
10000,129
10000,255
10000,256
10000,257
10234,0
10234,1
10234,2
10234,7
