0,1023
0,1024
0,1025
1,1023
1,1024
1,1025
2,1023
2,1024
2,1025
7,1023
7,1024
7,1025
8,1023
8,1024
8,1025
9,1023
9,1024
9,1025
15,1023
15,1024
15,1025
16,1023
16,1024
16,1025
17,1023
17,1024
17,1025
31,1023
31,1024
31,1025
32,1023
32,1024
32,1025
33,1023
33,1024
33,1025
63,1023
63,1024
63,1025
64,1023
64,1024
64,1025
65,1023
65,1024
65,1025
127,1023
127,1024
127,1025
128,1023
128,1024
128,1025
129,1023
129,1024
129,1025
255,511
255,512
255,513
256,511
256,512
256,513
257,511
257,512
257,513
511,255
511,256
511,257
511,511
511,512
511,513
512,255
512,256
512,257
512,511
512,512
512,513
513,255
513,256
513,257
513,511
513,512
513,513
997,0
997,1
997,2
997,7
997,8
997,9
997,15
997,16
997,17
997,31
997,32
997,33
997,63
997,64
997,65
997,119
997,120
997,121
997,122
997,123
997,124
997,125
997,126
997,127
997,128
997,129
997,255
997,256
997,257
998,0
998,1
998,2
998,7
998,8
998,9
998,15
998,16
998,17
998,31
998,32
998,33
998,63
998,64
998,65
998,119
998,120
998,121
998,122
998,123
998,124
998,125
998,126
998,127
998,128
998,129
998,255
998,256
999,0
999,1
999,2
999,7
999,8
999,9
999,15
999,16
999,17
999,31
999,32
999,33
999,63
999,64
999,65
999,119
999,120
999,121
999,122
999,123
999,124
999,125
999,126
999,127
999,128
999,129
999,255
1000,0
1000,1
1000,2
1000,7
1000,8
1000,9
1000,15
1000,16
1000,17
1000,31
1000,32
1000,33
1000,63
1000,64
1000,65
1000,119
1000,120
1000,121
1000,122
1000,123
1000,124
1000,125
1000,126
1000,127
1000,128
1000,129
1023,0
1023,1
1023,2
1023,7
1023,8
1023,9
1023,15
1023,16
1023,17
1023,31
1023,32
1023,33
1023,63
1023,64
1023,65
1023,119
1023,120
1023,121
1023,122
1023,123
1023,124
1023,125
1023,126
1023,127
1023,128
1023,129
1024,0
1024,1
1024,2
1024,7
1024,8
1024,9
1024,15
1024,16
1024,17
1024,31
1024,32
1024,33
1024,63
1024,64
1024,65
1024,119
1024,120
1024,121
1024,122
1024,123
1024,124
1024,125
1024,126
1024,127
1024,128
1024,129
1025,0
1025,1
1025,2
1025,7
1025,8
1025,9
1025,15
1025,16
1025,17
1025,31
1025,32
1025,33
1025,63
1025,64
1025,65
1025,119
1025,120
1025,121
1025,122
1025,123
1025,124
1025,125
1025,126
1025,127
1025,128
1025,129
16383,32767
16383,32768
16383,32769
16384,32767
16384,32768
16384,32769
16385,32767
16385,32768
16385,32769
32767,16383
32767,16384
32767,16385
32768,16383
32768,16384
32768,16385
32769,16383
32769,16384
32769,16385
48996,0
48996,1
48996,2
48996,7
48996,8
48996,9
48996,15
48996,16
48996,17
48996,31
48996,32
48996,33
48996,63
48996,64
48996,65
48996,119
48996,120
48996,121
48996,122
48996,123
48996,124
48996,125
48996,126
48996,127
48996,128
48996,129
48996,255
48996,256
48996,257
48997,0
48997,1
48997,2
48997,7
48997,8
48997,9
48997,15
48997,16
48997,17
48997,31
48997,32
48997,33
48997,63
48997,64
48997,65
48997,119
48997,120
48997,121
48997,122
48997,123
48997,124
48997,125
48997,126
48997,127
48997,128
48997,129
48997,255
48997,256
65532,65531
65532,2048
65534,65530
65530,512
65532,65534
65533,32768
65531,65530
65533,4096
65535,1
65532,32768
65531,32768
65530,511
65532,20000
65531,2049
65531,1024
65534,65534
65532,10000
65533,257
65533,32767
65534,2048
65531,65531
65530,127
65533,65530
65533,20000
65534,20000
65532,512
65530,257
65535,513
65531,512
65532,511
65533,2047
65532,256
65535,129
65535,65534
65535,1023
65534,32767
65533,1023
65531,513
65532,4097
65533,5000
65530,2048
65534,129
65535,256
65530,65530
65534,511
65534,1023
65535,2049
65531,65532
65530,4096
65532,65530
65530,65534
65535,5000
65531,4095
65531,1025
65535,4095
65535,2048
65533,65534
65530,4095
65534,4097
65533,127
65534,1
65533,65535
65532,32769
65531,65533
65533,1025
65533,129
65533,65532
65531,10000
65535,65530
65532,4096
65533,4097
65531,4097
65532,513
65530,2049
65532,1024
65535,65531
65531,65535
65534,1025
65532,128
65534,1024
65530,255
65532,4095
65531,32767
65531,128
65535,65532
65533,32769
65532,65533
65532,257
65533,2049
65535,128
65530,65532
65533,10000
65535,1025
65533,255
65530,256
65534,5000
65530,4097
65533,2048
65534,65532
65532,2049
65530,10000
65534,257
65533,4095
65531,257
65535,4096
65534,128
65531,2048
65535,4097
65534,4096
65535,65533
65532,129
65532,127
65531,4096
65530,1023
65532,1023
65535,32769
65530,65533
65531,1023
65534,65531
65533,512
65530,128
65535,32767
65534,256
65530,1
65533,65533
65530,1024
65532,1
65531,127
65530,20000
65534,65533
65530,0
65535,255
65530,32767
65535,1024
65531,0
65531,511
65530,65531
65534,513
65533,1
65533,513
65531,256
65532,1025
65530,1025
65535,0
65535,10000
65533,65531
65531,2047
65531,255
65531,5000
65534,10000
65530,32769
65534,0
65532,255
65532,2047
65530,129
65532,65532
65532,65535
65534,255
65534,2047
65535,257
65531,32769
65533,256
65530,513
65535,512
65534,512
65533,0
65534,127
65530,65535
65531,20000
65530,5000
65532,0
65534,4095
