0,0
0,1
0,2
0,7
0,8
0,9
0,15
0,16
0,17
0,31
0,32
0,33
0,63
0,64
0,65
0,119
0,120
0,121
0,122
0,123
0,124
0,125
0,126
0,127
0,128
0,129
0,255
0,65471
0,65472
0,65473
0,65503
0,65504
0,65505
0,65519
0,65520
0,65521
0,65527
0,65528
0,65529
0,65530
0,65531
0,65532
0,65533
0,65534
0,65535
1,0
1,1
1,2
1,7
1,8
1,9
1,15
1,16
1,17
1,31
1,32
1,33
1,63
1,64
1,65
1,119
1,120
1,121
1,122
1,123
1,124
1,125
1,126
1,127
1,128
1,129
1,65471
1,65472
1,65473
1,65503
1,65504
1,65505
1,65519
1,65520
1,65521
1,65527
1,65528
1,65529
1,65530
1,65531
1,65532
1,65533
1,65534
1,65535
2,0
2,1
2,2
2,7
2,8
2,9
2,15
2,16
2,17
2,31
2,32
2,33
2,63
2,64
2,65
2,119
2,120
2,121
2,122
2,123
2,124
2,125
2,126
2,127
2,128
2,129
2,65471
2,65472
2,65473
2,65503
2,65504
2,65505
2,65519
2,65520
2,65521
2,65527
2,65528
2,65529
2,65530
2,65531
2,65532
2,65533
2,65534
2,65535
7,0
7,1
7,2
7,7
7,8
7,9
7,15
7,16
7,17
7,31
7,32
7,33
7,63
7,64
7,65
7,119
7,120
7,121
7,122
7,123
7,124
7,125
7,126
7,127
7,128
7,129
7,65471
7,65472
7,65473
7,65503
7,65504
7,65505
7,65519
7,65520
7,65521
7,65527
7,65528
7,65529
7,65530
7,65531
7,65532
7,65533
7,65534
7,65535
8,0
8,1
8,2
8,7
8,8
8,9
8,15
8,16
8,17
8,31
8,32
8,33
8,63
8,64
8,65
8,119
8,120
8,121
8,122
8,123
8,124
8,125
8,126
8,127
8,128
8,129
8,65471
8,65472
8,65473
8,65503
8,65504
8,65505
8,65519
8,65520
8,65521
8,65527
8,65528
8,65529
8,65530
8,65531
8,65532
8,65533
8,65534
8,65535
9,0
9,1
9,2
9,7
9,8
9,9
9,15
9,16
9,17
9,31
9,32
9,33
9,63
9,64
9,65
9,119
9,120
9,121
9,122
9,123
9,124
9,125
9,126
9,127
9,128
9,129
9,65471
9,65472
9,65473
9,65503
9,65504
9,65505
9,65519
9,65520
9,65521
9,65527
9,65528
9,65529
9,65530
9,65531
9,65532
9,65533
9,65534
9,65535
15,0
15,1
15,2
15,7
15,8
15,9
15,15
15,16
15,17
15,31
15,32
15,33
15,63
15,64
15,65
15,119
15,120
15,121
15,122
15,123
15,124
15,125
15,126
15,127
15,128
15,129
15,65471
15,65472
15,65473
15,65503
15,65504
15,65505
15,65519
15,65520
15,65521
15,65527
15,65528
15,65529
15,65530
15,65531
15,65532
15,65533
15,65534
15,65535
16,0
16,1
16,2
16,7
16,8
16,9
16,15
16,16
16,17
16,31
16,32
16,33
16,63
16,64
16,65
16,119
16,120
16,121
16,122
16,123
16,124
16,125
16,126
16,127
16,128
16,129
16,65471
16,65472
16,65473
16,65503
16,65504
16,65505
16,65519
16,65520
16,65521
16,65527
16,65528
16,65529
16,65530
16,65531
16,65532
16,65533
16,65534
16,65535
17,0
17,1
17,2
17,7
17,8
17,9
17,15
17,16
17,17
17,31
17,32
17,33
17,63
17,64
17,65
17,119
17,120
17,121
17,122
17,123
17,124
17,125
17,126
17,127
17,128
17,129
17,65471
17,65472
17,65473
17,65503
17,65504
17,65505
17,65519
17,65520
17,65521
17,65527
17,65528
17,65529
17,65530
17,65531
17,65532
17,65533
17,65534
17,65535
31,0
31,1
31,2
31,7
31,8
31,9
31,15
31,16
31,17
31,31
31,32
31,33
31,63
31,64
31,65
31,119
31,120
31,121
31,122
31,123
31,124
31,125
31,126
31,127
31,128
31,129
31,65471
31,65472
31,65473
31,65503
31,65504
31,65505
31,65519
31,65520
31,65521
31,65527
31,65528
31,65529
31,65530
31,65531
31,65532
31,65533
31,65534
31,65535
32,0
32,1
32,2
32,7
32,8
32,9
32,15
32,16
32,17
32,31
32,32
32,33
32,63
32,64
32,65
32,119
32,120
32,121
32,122
32,123
32,124
32,125
32,126
32,127
32,128
32,129
32,65471
32,65472
32,65473
32,65503
32,65504
32,65505
32,65519
32,65520
32,65521
32,65527
32,65528
32,65529
32,65530
32,65531
32,65532
32,65533
32,65534
32,65535
33,0
33,1
33,2
33,7
33,8
33,9
33,15
33,16
33,17
33,31
33,32
33,33
33,63
33,64
33,65
